 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.5,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Korey Hall,2,77,NOR,,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Ryan Fitzpatrick,12,78,BUF,QB,29,16,16,353,569,3832,24,23,56,215,0,0,0,0,0,229,252.3,242.8
Ben Roethlisberger*,13,,PIT,QB,29,15,15,324,513,4077,21,14,31,70,0,0,0,0,0,226,238.6,231.1
Josh Freeman,14,,TAM,QB,23,15,15,346,551,3592,16,22,55,238,4,1,0,-4,0,225,238.6,228.1
Alex Smith,15,,SFO,QB,27,16,16,273,445,3144,17,5,52,179,2,0,0,0,0,216,223.2,213.7
Joe Flacco,16,,BAL,QB,26,16,16,312,542,3610,20,12,39,88,1,1,1,-8,0,214,224.9,215.9
Andy Dalton*,18,,CIN,QB,24,16,16,300,516,3398,20,13,37,152,1,1,0,0,0,213,227.6,219.1
Tim Tebow,17,,DEN,QB,24,14,11,126,271,1729,12,6,122,660,6,0,0,0,0,213,216.2,203.2
Matt Hasselbeck,19,,TEN,QB,36,16,16,319,518,3571,18,14,20,52,0,0,0,0,0,192,207.0,202.0
Tarvaris Jackson,20,,SEA,QB,28,15,14,271,450,3091,14,13,40,108,1,0,0,0,0,172,184.9,174.4
Colt McCoy,22,,CLE,QB,25,13,13,265,463,2733,14,11,61,212,0,1,1,-5,0,166,176.5,164.5
Matt Moore,21,,MIA,QB,27,13,12,210,347,2497,16,9,32,65,2,0,0,0,0,166,169.4,159.4
Matt Schaub,23,,HOU,QB,30,10,10,178,292,2479,15,6,15,9,2,0,0,0,0,160,167.6,163.1
Rex Grossman,24,,WAS,QB,31,13,13,265,458,3151,16,20,20,11,1,0,0,0,0,159,176.1,169.1
BenJarvus Green-Ellis,24,,NWE,RB,26,16,6,0,0,0,0,0,181,667,11,13,9,159,0,149,163.6,153.1
Jonathan Stewart,25,,CAR,RB,24,16,3,0,0,0,0,0,142,761,4,61,47,413,1,147,199.9,169.9
Jay Cutler,25,,CHI,QB,28,10,10,182,314,2319,13,7,18,55,1,0,0,0,0,142,148.8,142.3
DeAngelo Williams,26,,CAR,RB,28,16,14,0,0,0,0,0,155,836,7,25,16,135,0,139,161.1,147.1
Carson Palmer,26,,OAK,QB,32,10,9,199,328,2753,13,16,16,20,1,0,0,0,0,138,156.1,152.1
Pierre Thomas,27,,NOR,RB,27,16,7,0,0,0,0,0,110,562,5,59,50,425,1,137,189.7,157.7
Ben Tate,28,,HOU,RB,23,15,2,0,0,0,0,0,175,942,4,19,13,98,0,128,142.0,130.5
Blaine Gabbert,27,,JAX,QB,22,15,14,210,413,2214,12,11,48,98,0,0,0,0,0,124,131.4,121.4
LeGarrette Blount,29,,TAM,RB,25,14,14,0,0,0,0,0,184,781,5,25,15,148,0,123,141.4,125.4
Christian Ponder,28,,MIN,QB,23,11,10,158,291,1853,13,13,28,219,0,0,0,0,0,122,138.0,129.0
Roy Helu,31,,WAS,RB,23,15,5,0,0,0,0,0,151,640,2,59,49,379,1,120,173.9,142.4
Brandon Jacobs,32,,NYG,RB,29,14,6,0,0,0,0,0,152,571,7,23,15,128,1,120,139.4,124.4
DeMarco Murray,30,,DAL,RB,23,13,7,0,0,0,0,0,164,897,2,35,26,183,0,120,151.5,132.0
C.J. Spiller,33,,BUF,RB,24,16,11,0,0,0,0,0,107,561,4,54,39,269,2,119,163.0,136.5
Malcom Floyd,32,,SDG,WR,30,12,9,0,0,0,0,0,0,0,0,70,43,856,5,116,161.6,137.1
Jeremy Maclin,31,,PHI,WR,23,13,13,0,0,0,0,0,1,1,0,96,63,859,5,116,181.5,146.5
Lance Moore,33,,NOR,WR,28,14,7,0,0,0,0,0,0,0,0,73,52,627,8,115,169.7,140.7
Michael Crabtree,34,,SFO,WR,24,15,14,0,0,0,0,0,1,6,0,115,72,874,4,114,189.0,150.0
Plaxico Burress,36,,NYJ,WR,34,16,13,0,0,0,0,0,0,0,0,96,45,612,8,109,157.2,131.7
Eric Decker,35,,DEN,WR,24,16,13,0,1,0,0,0,1,1,0,96,44,612,8,109,161.8,136.3
Anquan Boldin,37,,BAL,WR,31,14,14,0,0,0,0,0,0,0,0,106,57,887,3,107,166.2,134.2
Kevin Kolb,30,,ARI,QB,27,9,9,146,253,1955,9,8,17,65,0,0,0,0,0,107,111.7,104.7
Darren McFadden,34,,OAK,RB,24,7,7,0,0,0,0,0,113,614,4,23,19,154,1,107,131.3,115.3
John Skelton,29,,ARI,QB,23,8,7,151,275,1913,11,14,28,128,0,0,0,0,0,107,123.3,115.3
James Jones,39,,GNB,WR,27,16,0,0,0,0,0,0,0,0,0,55,38,635,7,106,146.0,123.5
Denarius Moore,38,,OAK,WR,23,13,10,0,0,0,0,0,5,61,1,76,33,618,5,106,139.4,119.4
Doug Baldwin,40,,SEA,WR,23,16,1,0,0,0,0,0,1,-2,0,85,51,788,4,103,156.6,128.1
Donald Brown,35,,IND,RB,24,16,2,0,0,0,0,0,134,645,5,19,16,86,0,103,122.1,111.1
Nate Burleson,41,,DET,WR,30,16,11,0,0,0,0,0,11,85,0,110,73,757,3,102,177.7,137.7
Sam Bradford,31,,STL,QB,24,10,10,191,357,2164,6,6,18,26,0,0,0,0,0,101,105.2,97.2
Ryan Grant,36,,GNB,RB,29,15,14,0,0,0,0,0,134,559,2,24,19,268,1,101,124.7,108.2
Miles Austin,43,,DAL,WR,27,10,10,0,0,0,0,0,2,3,0,73,43,579,7,100,145.7,120.7
Deion Branch,44,,NWE,WR,32,15,15,0,0,0,0,0,0,0,0,90,51,702,5,100,154.2,125.7
Matt Cassel,32,,KAN,QB,29,9,9,160,269,1713,10,9,25,99,0,1,1,-4,0,100,110.5,104.5
Robert Meachem,45,,NOR,WR,27,16,8,0,0,0,0,0,4,18,0,60,40,620,6,100,142.8,119.8
Titus Young,42,,DET,WR,22,16,9,0,0,0,0,0,2,15,0,86,48,607,6,100,150.7,123.2
Early Doucet,47,,ARI,WR,26,16,6,0,0,0,0,0,0,0,0,97,54,689,5,99,155.4,124.9
Jerome Simpson,48,,CIN,WR,25,16,14,0,0,0,0,0,0,0,0,105,50,725,4,99,149.5,121.5
Mike Williams,46,,TAM,WR,24,16,15,0,0,0,0,0,1,3,0,124,65,771,3,99,162.4,125.9
Fred Davis,12,,WAS,TE,25,12,12,0,0,0,0,0,0,0,0,88,59,796,3,98,159.1,126.1
David Nelson,49,,BUF,WR,25,16,13,0,0,0,0,0,0,0,0,97,61,658,5,98,159.8,126.3
Toby Gerhart,37,,MIN,RB,24,16,5,0,0,0,0,0,109,531,1,28,23,190,3,96,124.6,106.6
Jermaine Gresham*,13,,CIN,TE,23,14,13,0,0,0,0,0,0,0,0,92,56,596,6,96,154.1,122.6
Dexter McCluster,50,,KAN,WR,22,16,4,0,0,0,0,0,114,516,1,64,46,328,1,96,146.4,115.4
Kevin Smith,38,,DET,RB,25,7,4,0,0,0,0,0,72,356,4,28,22,179,3,96,123.0,105.5
Jared Cook,15,,TEN,TE,24,16,5,0,0,0,0,0,0,0,0,81,49,759,3,94,144.9,116.4
Kellen Winslow,14,,TAM,TE,28,16,15,0,0,0,0,0,0,0,0,123,75,763,2,94,169.3,127.8
Steve Breaston,51,,KAN,WR,28,16,13,0,0,0,0,0,1,25,0,98,61,785,2,93,157.0,123.5
LaDainian Tomlinson,39,,NYJ,RB,32,14,1,0,0,0,0,0,75,280,1,61,42,449,2,91,138.9,111.9
Peyton Hillis,40,,CLE,RB,25,10,9,0,0,0,0,0,161,587,3,34,22,130,0,90,116.7,98.7
Kyle Orton,33,,2TM,QB,29,9,8,150,252,1758,9,9,11,13,0,0,0,0,0,90,99.6,94.6
Damian Williams,52,,TEN,WR,23,15,13,0,0,0,0,0,0,0,0,94,45,592,5,89,137.2,111.7
Jahvid Best,42,,DET,RB,22,6,6,0,0,0,0,0,84,390,2,40,27,287,1,86,118.7,99.2
Owen Daniels,16,,HOU,TE,29,15,15,0,0,0,0,0,0,0,0,85,54,677,3,86,142.7,112.7
Felix Jones,43,,DAL,RB,24,12,8,0,0,0,0,0,127,575,1,45,33,221,0,86,122.1,97.1
Greg Olsen,41,,CAR,RB,26,16,13,0,0,0,0,0,0,0,0,89,45,540,5,86,133.5,107.5
Jason Campbell,34,,OAK,QB,30,6,6,100,165,1170,6,4,18,60,2,0,0,0,0,85,86.3,81.8
Johnny Knox,53,,CHI,WR,25,14,11,0,0,0,0,0,0,0,0,69,37,727,2,85,124.2,102.2
James Starks,44,,GNB,RB,25,13,2,0,0,0,0,0,133,578,1,37,29,216,0,85,119.4,97.9
Jake Ballard,17,,NYG,TE,24,14,13,0,0,0,0,0,0,0,0,61,38,604,4,84,125.4,103.4
Greg Little,54,,CLE,WR,22,16,12,0,0,0,0,0,3,15,0,119,61,709,2,84,148.4,114.9
Marion Barber,45,,CHI,RB,28,11,1,0,0,0,0,0,114,422,6,9,5,50,0,83,90.7,84.7
Ed Dickson,18,,BAL,TE,24,16,16,0,0,0,0,0,0,0,0,89,54,528,5,83,139.8,109.8
Mark Ingram,46,,NOR,RB,22,10,4,0,0,0,0,0,122,474,5,13,11,46,0,82,95.5,86.5
Santana Moss,55,,WAS,WR,32,12,12,0,0,0,0,0,0,0,0,95,46,584,4,82,131.4,105.4
Donald Driver,56,,GNB,WR,36,16,15,0,0,0,0,0,0,0,0,56,37,445,6,81,120.5,99.0
Curtis Painter,35,,IND,QB,26,9,8,132,243,1541,6,9,17,107,0,0,0,0,0,80,90.8,82.3
Demaryius Thomas,57,,DEN,WR,24,11,5,0,1,0,0,0,1,5,0,70,32,551,4,80,114.6,95.6
Jackie Battle,48,,KAN,RB,28,15,4,0,0,0,0,0,149,597,2,13,9,68,0,79,90.5,83.0
Kendall Hunter,47,,SFO,RB,23,16,1,0,0,0,0,0,112,473,2,26,16,195,0,79,100.3,85.8
Brandon LaFell,58,,CAR,WR,25,16,6,0,0,0,0,0,0,0,0,56,36,613,3,79,118.3,97.3
Josh Cribbs,49,,CLE,RB,28,16,7,0,0,0,0,0,7,25,0,67,41,518,4,78,126.8,101.8
Mario Manningham,59,,NYG,WR,25,12,10,0,0,0,0,0,0,0,0,77,39,523,4,76,118.3,95.8
Heath Miller,19,,PIT,TE,29,16,16,0,0,0,0,0,1,6,0,74,51,631,2,76,129.2,100.2
Dezmon Briscoe,60,,TAM,WR,22,16,2,0,0,0,0,0,0,0,0,51,35,387,6,75,112.7,92.2
Scott Chandler,21,,BUF,TE,26,14,9,0,0,0,0,0,0,0,0,46,38,389,6,75,115.4,92.9
Anthony Fasano,20,,MIA,TE,27,15,15,0,0,0,0,0,0,0,0,54,32,451,5,75,110.1,91.1
Jason Avant,50,,PHI,RB,28,16,7,0,0,0,0,0,0,0,0,81,52,679,1,74,127.9,97.9
Isaac Redman,51,,PIT,RB,27,16,1,0,0,0,0,0,110,479,3,22,18,78,0,74,93.7,80.7
Davone Bess,63,,MIA,WR,26,16,4,0,0,0,0,0,2,9,0,86,51,537,3,73,124.1,93.1
Preston Parker,62,,TAM,WR,24,16,0,0,0,0,0,0,1,-3,0,65,40,554,3,73,112.1,85.1
Andre Roberts,61,,ARI,WR,23,16,16,0,0,0,0,0,3,27,0,98,51,586,2,73,126.8,97.8
Tony Scheffler,22,,DET,TE,28,15,5,0,0,0,0,0,1,5,0,43,26,347,6,73,101.7,85.2
Joel Dreessen,23,,HOU,TE,29,16,10,0,0,0,0,0,0,0,0,39,28,353,6,71,102.3,85.3
Daniel Thomas,52,,MIA,RB,24,13,2,0,0,0,0,0,165,581,0,16,12,72,1,71,85.3,75.3
Jeremy Shockey,24,,CAR,TE,31,15,13,0,0,0,0,0,0,0,0,62,37,455,4,70,108.5,86.0
Lance Ball,53,,DEN,RB,26,16,0,0,0,0,0,0,96,402,1,32,16,148,1,67,88.0,73.0
Maurice Morris,54,,DET,RB,32,16,5,0,0,0,0,0,80,316,1,35,26,230,1,67,98.1,78.6
Michael Jenkins,66,,MIN,WR,29,11,7,0,0,0,0,0,0,0,0,55,38,466,3,65,104.6,81.6
Jacoby Jones,65,,HOU,WR,27,16,10,0,0,0,0,0,4,17,0,65,31,512,2,65,103.9,84.4
Donovan McNabb,36,,MIN,QB,35,6,6,94,156,1026,4,2,14,59,1,0,0,0,0,65,68.9,64.9
Dan Orlovsky,37,,IND,QB,28,8,5,122,193,1201,6,4,6,5,0,0,0,0,0,65,68.0,61.5
Kevin Walter,64,,HOU,WR,30,15,14,0,0,0,0,0,0,0,0,59,39,474,3,65,107.4,84.9
Ricky Williams,55,,BAL,RB,34,16,0,0,0,0,0,0,108,444,2,20,13,83,0,65,79.7,69.2
Devery Henderson,67,,NOR,WR,29,16,13,0,0,0,0,0,1,9,0,50,32,503,2,63,97.7,78.2
Sidney Rice,68,,SEA,WR,25,9,9,1,1,55,0,0,2,3,0,57,32,484,2,63,97.4,77.9
Roy Williams,69,,CHI,WR,30,15,9,0,0,0,0,0,0,0,0,63,37,507,2,63,102.7,81.2
Brian Hartline,71,,MIA,WR,25,16,10,0,0,0,0,0,1,9,0,66,35,549,1,62,99.8,79.3
Andre Johnson,70,,HOU,WR,30,7,7,0,0,0,0,0,1,8,0,51,33,492,2,62,98.0,78.5
Arrelious Benn,72,,TAM,WR,23,14,14,0,0,0,0,0,6,-7,0,51,30,441,3,61,94.4,76.4
Danny Woodhead,56,,NWE,RB,26,15,4,0,0,0,0,0,77,351,1,31,18,157,0,61,84.3,68.8
Chad Henne,38,,MIA,QB,26,4,4,64,112,868,4,4,15,112,1,0,0,0,0,60,69.4,62.9
Bernard Scott,57,,CIN,RB,27,16,1,0,1,0,0,0,112,380,3,17,13,38,0,60,75.8,66.3
Joseph Addai,58,,IND,RB,28,12,11,0,0,0,0,0,118,433,1,22,15,93,0,59,76.1,65.1
Austin Collie,73,,IND,WR,26,16,5,0,0,0,0,0,0,0,0,96,54,514,1,59,114.4,84.4
Ben Obomanu,74,,SEA,WR,28,16,7,0,0,0,0,0,1,13,0,61,37,436,2,59,96.9,75.4
Dennis Pitta,26,,BAL,TE,26,16,2,0,0,0,0,0,0,0,0,56,40,405,3,59,101.5,78.5
Visanthe Shiancoe,25,,MIN,TE,31,16,14,0,0,0,0,0,0,0,0,70,36,409,3,59,97.9,76.9
Golden Tate,75,,SEA,WR,23,16,5,0,0,0,0,0,5,14,0,58,35,382,3,58,95.1,74.1
Chris Ogbonnaya,59,,2TM,RB,25,13,4,0,0,0,0,0,76,340,1,31,23,165,0,57,84.5,66.0
Harry Douglas,76,,ATL,WR,27,16,4,0,0,0,0,0,1,3,0,62,39,498,1,56,98.1,75.6
Evan Moore,27,,CLE,TE,26,16,4,0,0,0,0,0,0,0,0,46,34,324,4,56,93.4,73.4
Legedu Naanee,60,,CAR,RB,28,15,10,1,1,27,0,0,0,0,0,76,44,467,1,56,100.8,75.8
Danario Alexander,77,,STL,WR,25,10,5,0,0,0,0,0,0,0,0,60,26,431,2,55,84.1,68.1
Kevin Boss,28,,OAK,TE,27,14,11,0,0,0,0,0,0,0,0,40,28,368,3,55,85.8,68.8
Jason Hill,78,,JAX,WR,26,10,10,0,0,0,0,0,0,0,0,55,25,367,3,55,82.7,67.2
Devin Aromashodu,80,,MIN,WR,27,16,6,0,0,0,0,0,0,0,0,84,26,468,1,53,81.3,64.8
John Beck,39,,WAS,QB,30,4,3,80,132,858,2,4,10,43,2,0,0,0,0,53,58.1,53.6
Kahlil Bell,62,,CHI,RB,25,13,3,0,0,0,0,0,79,337,0,23,19,133,1,53,76.5,59.5
Lavelle Hawkins,79,,TEN,WR,25,16,2,0,0,0,0,0,0,0,0,77,47,470,1,53,102.5,75.5
Marcel Reece,61,,OAK,RB,26,12,6,0,0,0,0,0,17,112,0,36,27,301,2,53,85.8,65.8
Ben Watson,29,,CLE,TE,31,13,11,0,0,0,0,0,0,0,0,70,37,410,2,53,93.0,71.5
Delone Carter,67,,IND,RB,24,16,3,0,0,0,0,0,101,377,2,8,5,18,0,52,58.0,51.0
Tim Hightower,65,,WAS,RB,25,5,5,0,0,0,0,0,84,321,1,15,10,78,1,52,64.9,56.9
Thomas Jones,64,,KAN,RB,33,16,8,0,0,0,0,0,153,478,0,7,5,43,0,52,60.1,54.6
John Kuhn*,66,,GNB,RB,29,16,3,0,0,0,0,0,30,78,4,18,15,77,2,52,66.0,58.0
LaRod Stephens-Howling,63,,ARI,RB,24,14,1,0,0,0,0,0,43,167,0,17,13,234,2,52,71.1,58.6
Kellen Davis,30,,CHI,TE,26,16,15,0,0,0,0,0,0,0,0,35,18,206,5,51,71.6,59.6
Brandon Gibson,81,,STL,WR,24,15,9,0,0,0,0,0,2,16,0,71,36,431,1,51,89.7,68.7
Stevan Ridley,69,,NWE,RB,22,16,2,0,0,0,0,0,87,441,1,5,3,13,0,51,56.9,51.9
Jacquizz Rodgers,70,,ATL,RB,21,16,0,0,0,0,0,0,57,205,1,27,21,188,1,51,77.8,60.8
Joe Webb,40,,MIN,QB,25,11,1,34,63,376,3,2,22,154,2,5,1,9,0,51,59.8,52.8
Cadillac Williams,68,,STL,RB,29,11,1,0,0,0,0,0,87,361,1,23,14,93,0,51,67.9,57.4
Andre Caldwell,84,,CIN,WR,26,13,2,0,0,0,0,0,0,0,0,68,37,317,3,50,89.7,68.2
Mohamed Massaquoi,82,,CLE,WR,25,14,13,0,0,0,0,0,0,0,0,74,31,384,2,50,84.4,65.9
Hines Ward,83,,PIT,WR,35,15,9,0,0,0,0,0,0,0,0,63,46,381,2,50,98.6,72.1
T.J. Yates,41,,HOU,QB,24,6,5,82,134,949,3,3,14,57,0,0,0,0,0,50,53.2,47.7
Jake Locker,42,,TEN,QB,23,5,0,34,66,542,4,0,8,56,1,0,0,0,0,49,52.3,49.3
Mike Thomas,85,,JAX,WR,24,15,13,0,0,0,0,0,3,11,0,91,44,415,1,49,95.1,69.6
Kenny Britt,86,,TEN,WR,23,3,3,0,0,0,0,0,0,0,0,26,17,289,3,47,66.4,54.4
Dallas Clark,31,,IND,TE,32,11,10,0,0,0,0,0,0,0,0,65,34,352,2,47,83.7,63.2
Jeff King,32,,ARI,TE,28,16,10,0,0,0,0,0,0,0,0,34,27,271,3,47,75.1,58.6
Matt Flynn,43,,GNB,QB,26,5,1,33,49,518,6,2,13,-6,1,0,0,0,0,46,50.6,47.1
