 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.1,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Terance Mathis,26,58,ATL,WR,32,16,16,0,0,0,0,0,1,0,0,154,81,1016,6,138,221.6,178.1
Pete Mitchell,7,59,NYG,TE,28,15,6,0,0,0,0,0,0,0,0,91,58,520,3,70,130.5,98.0
Bill Schroeder,27,60,GNB,WR,28,16,16,0,0,0,0,0,0,0,0,117,74,1051,5,135,210.6,169.1
Errict Rhett,20,61,BAL,RB,29,16,10,0,0,0,0,0,236,852,5,32,24,169,2,144,174.1,156.1
Tony Martin,28,62,MIA,WR,34,16,13,0,0,0,0,0,1,-6,0,117,67,1037,5,133,203.1,166.6
Drew Bledsoe,8,63,NWE,QB,27,16,16,305,539,3985,19,21,42,101,0,0,0,0,0,204,226.5,216.5
Byron Chamberlain,8,64,DEN,TE,28,16,0,0,0,0,0,0,0,0,0,57,32,488,2,61,95.8,76.8
Ken Dilger,9,65,IND,TE,28,15,15,0,0,0,0,0,0,0,0,47,40,479,2,60,102.4,78.9
Steve McNair,9,66,TEN,QB,26,11,11,187,331,2179,12,8,72,337,8,0,0,0,0,201,213.4,205.9
Roland Williams,10,67,STL,TE,24,16,15,0,0,0,0,0,0,0,0,35,25,226,6,59,86.6,71.1
Rod Smith,29,68,DEN,WR,29,15,15,0,1,0,0,0,0,0,0,139,79,1020,4,126,207.5,164.5
Jon Kitna,10,69,SEA,QB,27,15,15,270,495,3346,23,16,35,56,0,0,0,0,0,199,211.4,201.4
Dave Moore,11,70,TAM,TE,30,16,16,0,0,0,0,0,0,0,0,36,23,276,5,58,83.6,69.1
Leroy Hoard,21,71,MIN,RB,31,15,3,0,0,0,0,0,138,555,10,20,17,166,0,134,153.1,136.6
Warrick Dunn,22,72,TAM,RB,24,15,15,0,0,0,0,0,195,616,0,82,64,589,2,133,201.0,161.5
Jeff Blake,11,73,CIN,QB,29,14,12,215,389,2670,16,12,63,332,2,0,0,0,0,196,208.0,196.0
Jonathan Linton,23,74,BUF,RB,25,16,2,0,0,0,0,0,205,695,5,37,29,228,1,130,163.3,140.8
Dustin Johnson,3,75,SEA,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Keenan McCardell,30,76,JAX,WR,29,16,15,0,0,0,0,0,0,0,0,139,78,891,5,121,201.6,159.1
Matt Snider,2,77,GNB,,23,8,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Jeff Paulk,1,78,ATL,,23,1,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Elvis Grbac,12,,KAN,QB,29,16,16,294,499,3389,22,15,19,10,0,0,0,0,0,195,209.1,202.6
Mark Brunell*,13,,JAX,QB,29,15,15,259,441,3060,14,9,47,208,1,0,0,0,0,193,205.2,196.2
Jeff George,14,,MIN,QB,32,12,10,191,329,2816,23,12,16,41,0,0,0,0,0,185,195.7,188.7
Brian Griese,15,,DEN,QB,24,14,13,261,452,3032,14,14,46,138,2,0,0,0,0,175,187.1,173.1
Troy Aikman,16,,DAL,QB,33,14,14,263,442,2964,17,12,21,10,1,0,0,0,0,170,180.6,173.6
Tim Couch,17,,CLE,QB,22,15,14,223,399,2447,15,13,40,267,1,0,0,0,0,167,178.6,165.6
Jeff Garcia,18,,SFO,QB,29,13,10,225,375,2544,11,11,45,231,2,0,0,0,0,161,175.4,166.9
Tony Banks,20,,BAL,QB,26,12,10,169,320,2136,17,8,24,93,0,0,0,0,0,147,152.2,143.7
Chris Chandler,19,,ATL,QB,34,12,12,174,307,2339,16,11,16,57,1,0,0,0,0,147,157.8,151.3
Charlie Batch,21,,DET,QB,25,11,10,151,270,1957,13,7,28,87,2,0,0,0,0,139,147.0,142.0
Jim Harbaugh,22,,SDG,QB,36,14,12,249,434,2761,10,14,34,126,0,0,0,0,0,137,151.0,139.0
Ray Lucas,23,,NYJ,QB,27,9,9,161,272,1678,14,6,41,144,1,0,0,0,0,132,139.5,129.5
Richard Huntley,25,,PIT,RB,27,16,2,0,0,0,0,0,93,567,5,39,27,253,3,130,161.5,140.5
Robert Smith,24,,MIN,RB,27,13,12,0,0,0,0,0,221,1015,2,30,24,166,0,130,159.6,141.1
Tim Biakabutuka,26,,CAR,RB,25,11,11,0,0,0,0,0,138,718,6,29,23,189,0,127,154.2,135.2
Kerry Collins,24,,NYG,QB,27,10,7,190,331,2318,8,11,19,36,2,0,0,0,0,120,128.8,120.3
Bobby Engram,32,,CHI,WR,26,16,14,0,0,0,0,0,2,11,0,148,88,947,4,120,209.8,161.8
Az-Zahir Hakim,31,,STL,WR,22,15,0,0,0,0,0,0,4,44,0,56,36,677,8,120,162.1,138.1
Ike Hilliard,33,,NYG,WR,23,16,16,0,0,0,0,0,3,16,0,121,72,996,3,119,194.2,155.2
Tim Dwight,34,,ATL,WR,24,12,8,0,0,0,0,0,5,28,1,50,32,669,7,118,157.7,137.7
Kordell Stewart,25,,PIT,QB,27,16,12,160,275,1464,6,10,56,258,2,16,9,113,1,118,143.7,128.2
Fred Taylor,28,,JAX,RB,23,10,9,0,0,0,0,0,159,732,6,15,10,83,0,118,130.5,122.5
Ricky Williams,27,,NOR,RB,22,12,12,0,1,0,0,0,253,884,2,40,28,172,0,118,148.6,125.6
Torry Holt,35,,STL,WR,23,16,15,0,0,0,0,0,3,25,0,97,52,788,6,117,170.3,139.3
Keith Poole,36,,NOR,WR,25,15,15,0,0,0,0,0,1,14,0,86,42,796,6,117,162.0,138.0
Oronde Gadsden,37,,MIA,WR,28,16,7,0,0,0,0,0,0,0,0,89,48,803,6,116,167.3,140.3
Donnell Bennett,29,,KAN,RB,27,15,1,0,0,0,0,0,161,627,8,12,10,41,0,115,127.3,118.8
Jerry Rice,38,,SFO,WR,37,16,16,0,1,0,0,0,2,13,0,124,67,830,5,114,184.3,147.8
Gus Frerotte,26,,DET,QB,28,9,6,175,288,2117,9,7,15,33,0,0,0,0,0,112,120.5,116.0
Eddie Kennison,39,,NOR,WR,26,16,16,0,0,0,0,0,3,20,0,128,61,835,4,112,172.5,136.0
Dan Marino,27,,MIA,QB,38,11,11,204,369,2448,12,17,6,-6,0,0,0,0,0,111,128.8,123.3
Billy Joe Tolliver,28,,NOR,QB,33,10,7,139,268,1916,7,16,26,142,3,0,0,0,0,111,130.8,122.8
Carl Pickens,40,,CIN,WR,29,16,14,1,1,6,0,0,0,0,0,107,57,737,6,110,169.4,137.4
Derrick Alexander,41,,KAN,WR,28,16,15,0,0,0,0,0,2,82,1,103,54,832,2,109,166.4,136.4
Jeff Graham,42,,SDG,WR,30,16,11,0,0,0,0,0,0,0,0,114,57,968,2,109,168.8,137.3
Napoleon Kaufman,30,,OAK,RB,26,16,5,0,0,0,0,0,138,714,2,25,18,181,1,108,130.0,113.5
Hines Ward,43,,PIT,WR,23,16,14,0,0,0,0,0,2,-2,0,101,61,638,7,108,171.1,137.1
Shawn Jefferson,44,,NWE,WR,30,16,16,0,0,0,0,0,0,0,0,77,40,698,6,106,148.8,125.8
Kent Graham,29,,NYG,QB,31,9,9,160,271,1697,9,9,35,132,1,1,1,-1,0,105,119.0,110.5
Trent Dilfer,30,,TAM,QB,27,10,10,146,244,1619,11,11,35,144,0,0,0,0,0,101,115.2,106.2
Troy Edwards,46,,PIT,WR,22,16,6,0,0,0,0,0,0,0,0,118,61,714,5,101,163.4,127.9
Frank Sanders,45,,ARI,WR,26,16,16,0,1,0,0,0,0,0,0,153,79,954,1,101,182.4,138.9
Antowain Smith,31,,BUF,RB,27,14,11,0,0,0,0,0,165,614,6,2,2,32,0,101,103.6,97.6
Mike Tomczak,31,,PIT,QB,37,16,5,139,258,1625,12,8,16,19,0,0,0,0,0,101,110.4,105.9
Tiki Barber,32,,NYG,RB,24,16,1,0,0,0,0,0,62,258,0,91,66,609,2,99,174.2,132.7
Terrell Owens,47,,SFO,WR,26,14,14,0,0,0,0,0,0,0,0,98,60,754,4,99,161.9,128.4
Jacquez Green,48,,TAM,WR,23,16,10,0,0,0,0,0,3,8,0,93,56,791,3,98,156.4,124.9
Shane Matthews,32,,CHI,QB,29,8,7,167,275,1645,10,6,14,31,0,0,0,0,0,97,102.4,95.9
Jake Plummer,33,,ARI,QB,25,12,11,201,381,2111,9,24,39,121,2,0,0,0,0,97,123.0,113.5
Corey Bradford,50,,GNB,WR,24,16,2,0,0,0,0,0,0,0,0,82,37,637,5,96,135.2,113.2
Joe Horn,49,,KAN,WR,27,16,1,0,0,0,0,0,2,15,0,56,35,586,6,96,134.1,113.6
Bob Christian,33,,ATL,RB,31,16,14,0,0,0,0,0,38,174,5,62,40,354,2,95,140.3,113.8
Rob Moore,51,,ARI,WR,31,14,10,0,0,0,0,0,0,0,0,96,37,621,5,92,132.1,110.6
Donovan McNabb,34,,PHI,QB,23,12,6,106,216,948,8,7,47,313,0,1,1,-6,0,91,100.6,90.1
Kevin Dyson,52,,TEN,WR,24,16,16,0,0,0,0,0,1,3,0,103,54,658,4,90,147.1,117.1
J.J. Johnson,34,,MIA,RB,25,13,4,0,0,0,0,0,164,558,4,23,15,100,0,90,109.8,95.3
Torrance Small,53,,PHI,WR,29,15,15,0,2,0,0,0,0,0,0,99,49,655,4,90,141.5,114.0
Cade McNown,35,,CHI,QB,22,15,6,127,235,1465,8,10,32,160,0,0,0,0,0,89,101.6,92.6
Adrian Murrell,35,,ARI,RB,29,16,12,0,0,0,0,0,193,553,0,71,49,335,0,89,141.8,109.3
Yancey Thigpen,54,,TEN,WR,30,10,10,0,0,0,0,0,0,0,0,68,38,648,4,89,129.3,106.8
Damon Huard,36,,MIA,QB,26,16,5,125,216,1288,8,4,28,124,0,1,1,0,0,88,97.4,89.4
Neil O'Donnell,37,,TEN,QB,33,8,5,116,195,1382,10,5,19,1,0,0,0,0,0,85,90.9,85.4
Frank Wycheck*,36,,TEN,RB,28,16,16,1,1,61,1,0,0,0,0,108,69,641,2,83,154.5,117.0
Wayne Chrebet,55,,NYJ,WR,26,11,11,0,0,0,0,0,0,0,0,66,48,631,3,81,132.1,105.1
Terrence Wilkins,56,,IND,WR,24,16,11,0,0,0,0,0,1,2,0,67,42,565,4,81,142.2,116.7
Fred Beasley,37,,SFO,RB,25,13,11,0,0,0,0,0,58,276,4,51,32,282,0,80,116.8,93.8
Randall Cunningham,38,,MIN,QB,36,6,6,124,200,1475,8,9,10,58,0,0,0,0,0,79,89.8,85.8
Justin Armour,57,,BAL,WR,26,15,7,0,0,0,0,0,0,0,0,87,37,538,4,78,117.8,96.3
Mario Bates,38,,ARI,RB,26,16,2,0,0,0,0,0,72,202,9,7,5,34,0,78,84.6,78.1
Larry Centers,39,,WAS,RB,31,16,12,0,0,0,0,0,13,51,0,90,69,544,3,78,148.5,110.0
Stanley Pritchett,40,,MIA,RB,26,14,7,0,0,0,0,0,47,158,1,58,43,312,4,77,126.0,98.5
Robert Holcombe,41,,STL,RB,24,15,7,0,0,0,0,0,78,294,4,27,14,163,1,76,93.7,78.7
Jake Reed,58,,MIN,WR,32,16,8,0,0,0,0,0,0,0,0,78,44,643,2,76,123.3,98.3
Chris Warren,42,,DAL,RB,31,16,1,0,0,0,0,0,99,403,2,45,34,224,0,75,112.7,87.7
Greg Hill,44,,DET,RB,27,14,8,0,0,0,0,0,144,542,2,23,13,77,0,74,89.4,79.4
David LaFleur,59,,DAL,WR,25,16,16,0,0,0,0,0,0,0,0,51,35,322,7,74,112.2,91.7
Ken Oxendine,43,,ATL,RB,24,12,9,0,0,0,0,0,141,452,1,22,17,172,1,74,94.9,77.9
Darrin Chiaverini,60,,CLE,WR,22,16,8,0,0,0,0,0,0,0,0,76,44,487,4,73,119.7,94.7
Priest Holmes,45,,BAL,RB,26,9,4,0,0,0,0,0,89,506,1,17,13,104,1,73,92.0,79.5
Patrick Johnson,61,,BAL,WR,23,10,6,0,0,0,0,0,1,12,0,58,29,526,3,72,103.3,85.3
Fred Lane,46,,CAR,RB,24,15,5,0,0,0,0,0,115,475,1,30,23,163,0,70,98.3,80.3
James Jett,62,,OAK,WR,29,16,11,0,0,0,0,0,0,0,0,79,39,552,2,69,111.2,88.7
Kenny Bynum,47,,SDG,RB,25,16,5,0,0,0,0,0,92,287,1,23,16,209,2,68,88.1,72.6
Stoney Case,39,,BAL,QB,27,10,4,77,170,988,3,8,36,141,3,0,0,0,0,68,80.6,73.6
Jim Miller,40,,CHI,QB,28,5,3,110,174,1242,7,6,3,9,0,0,0,0,0,67,73.6,68.6
Curtis Conway,63,,CHI,WR,28,9,8,0,0,0,0,0,1,-2,0,79,44,426,4,66,112.4,86.4
Karim Abdul-Jabbar,48,,2TM,RB,25,13,9,0,0,0,0,0,143,445,1,22,17,84,1,65,84.9,73.4
O.J. McDuffie,64,,MIA,WR,30,12,10,0,0,0,0,0,0,0,0,80,43,516,2,64,108.6,83.1
Doug Pederson,41,,PHI,QB,31,16,9,119,227,1276,7,9,20,33,0,0,0,0,0,64,72.8,66.3
Andre Hastings,66,,NOR,WR,29,15,5,0,0,0,0,0,1,4,0,64,40,564,1,63,105.8,82.8
Natrone Means,50,,SDG,RB,27,7,5,0,0,0,0,0,112,277,4,13,9,51,1,63,74.8,67.3
Bam Morris,49,,KAN,RB,27,12,8,0,0,0,0,0,120,414,3,11,7,37,0,63,71.6,63.6
J.J. Stokes,65,,SFO,WR,27,16,4,0,0,0,0,0,0,0,0,78,34,429,3,63,99.4,78.9
Billy Joe Hobert,42,,NOR,QB,28,9,7,85,159,970,6,6,12,47,1,0,0,0,0,62,69.5,65.5
Michael Pittman,51,,ARI,RB,24,10,2,1,1,26,0,0,64,289,2,27,16,196,0,62,82.0,66.5
Sedrick Irvin,53,,DET,RB,21,14,0,0,0,0,0,0,36,133,4,32,25,233,0,61,90.6,71.1
Marcus Pollard,52,,IND,RB,27,16,12,0,0,0,0,0,0,0,0,45,34,374,4,61,97.4,76.4
Andre Reed,67,,BUF,WR,35,16,16,0,0,0,0,0,0,0,0,90,52,536,1,60,114.6,85.6
David Boston,68,,ARI,WR,21,16,8,0,0,0,0,0,5,0,0,81,40,473,2,59,101.3,77.3
Shaun King,44,,TAM,QB,22,6,5,89,146,875,7,4,18,38,0,0,0,0,0,59,63.8,58.8
Rick Mirer,43,,NYJ,QB,29,8,6,95,176,1062,5,9,21,89,1,0,0,0,0,59,69.9,65.4
Brian Mitchell,55,,WAS,RB,31,16,0,0,0,0,0,0,40,220,1,40,31,305,0,59,94.5,72.0
Tony Richardson,54,,KAN,RB,28,16,16,0,0,0,0,0,84,387,1,28,24,141,0,59,88.3,69.8
Richie Anderson,56,,NYJ,RB,28,16,9,0,0,0,0,0,16,84,0,36,29,302,3,57,88.6,71.1
Cecil Collins,57,,MIA,RB,23,8,6,0,0,0,0,0,131,414,2,8,6,32,0,57,64.6,57.6
Peerless Price,71,,BUF,WR,23,16,4,0,0,0,0,0,1,-7,0,62,31,393,3,57,90.6,72.1
Bobby Shaw,69,,PIT,WR,24,15,1,0,0,0,0,0,0,0,0,43,28,387,3,57,87.7,70.7
Jason Tucker,70,,DAL,WR,23,15,4,0,0,0,0,0,1,8,0,45,23,439,2,57,82.2,67.2
Kevin Lockett,72,,KAN,WR,25,16,1,0,0,0,0,0,0,0,0,55,34,426,2,55,91.6,71.6
Joe Montgomery,58,,NYG,RB,23,7,5,0,0,0,0,0,115,348,3,1,0,0,0,55,56.8,52.8
Luther Broughton,12,,PHI,TE,25,16,3,0,0,0,0,0,0,0,0,46,26,295,4,54,82.5,66.5
Byron Hanspard,59,,ATL,RB,23,12,4,0,0,0,0,0,136,383,1,18,10,93,0,54,66.1,57.6
Troy Brown,73,,NWE,WR,28,13,1,0,1,0,0,0,0,0,0,56,36,471,1,53,91.6,70.1
Ron Rivers,60,,DET,RB,28,7,6,0,0,0,0,0,82,295,0,24,22,173,1,53,80.8,63.8
Skip Hicks,61,,WAS,RB,25,10,2,0,0,0,0,0,78,257,3,10,8,72,0,51,61.4,53.9
Willie Jackson,74,,CIN,WR,28,16,2,0,0,0,0,0,0,0,0,63,31,369,2,51,84.4,65.4
Stephen Alexander,13,,WAS,TE,24,15,15,0,0,0,0,0,0,0,0,47,29,324,3,50,82.4,64.9
Mike Pritchard,76,,SEA,WR,30,14,5,0,0,0,0,0,0,0,0,48,26,375,2,50,78.5,62.5
Dedric Ward,75,,NYJ,WR,25,16,10,0,0,0,0,0,1,-1,0,49,22,325,3,50,74.4,59.4
Ben Coates,14,,NWE,TE,30,16,15,0,0,0,0,0,0,0,0,63,32,370,2,49,84.0,65.0
Jermaine Fazande,63,,SDG,RB,24,7,3,0,0,0,0,0,91,365,2,0,0,0,0,49,50.5,46.5
Terrell Fletcher,62,,SDG,RB,26,15,2,0,0,0,0,0,48,126,0,65,45,360,0,49,99.1,70.1
Michael Basnight,65,,CIN,RB,22,13,1,0,0,0,0,0,62,308,0,19,16,172,0,48,69.5,55.0
Jon Ritchie,64,,OAK,RB,25,16,14,0,0,0,0,0,5,12,0,61,45,408,1,48,96.0,70.5
Charles Johnson,77,,PHI,WR,27,11,11,0,0,0,0,0,0,0,0,72,34,414,1,47,83.4,62.4
Damon Jones,78,,JAX,WR,25,15,8,0,0,0,0,0,0,0,0,33,19,221,4,46,68.1,55.6
Tony McGee,15,,CIN,TE,28,16,16,0,0,0,0,0,0,0,0,49,26,344,2,46,75.4,59.4
Mikhael Ricks,79,,SDG,WR,25,16,15,0,1,0,0,0,2,11,0,74,40,429,0,46,89.0,66.0
Akili Smith,45,,CIN,QB,24,7,4,80,153,805,2,6,19,114,1,1,1,6,0,46,57.2,48.7
Zack Crockett,67,,OAK,RB,27,13,1,0,0,0,0,0,45,91,4,12,8,56,1,45,52.7,48.7
Charles Evans,66,,BAL,RB,32,16,10,0,0,0,0,0,38,134,0,47,32,235,1,45,82.9,60.9
Kevin Faulk,68,,NWE,RB,23,11,2,0,0,0,0,0,67,227,1,19,12,98,1,45,58.0,47.5
Ty Detmer,46,,CLE,QB,32,5,2,47,91,548,4,2,6,38,1,0,0,0,0,44,48.7,45.7
William Floyd,70,,CAR,RB,27,16,16,0,0,0,0,0,35,78,3,32,21,179,0,44,67.2,53.2
Lamont Warren,69,,NWE,RB,26,16,2,0,0,0,0,0,35,120,0,48,29,262,1,44,79.2,58.7
Kyle Brady,16,,JAX,TE,27,13,12,0,0,0,0,0,0,0,0,46,32,346,1,43,77.6,58.6
Rashaan Shehee,71,,KAN,RB,24,9,5,0,0,0,0,0,65,238,1,19,18,136,0,43,66.9,51.4
Tremayne Stephens,72,,SDG,RB,23,11,2,0,0,0,0,0,24,61,3,23,18,133,1,43,63.4,50.4
Jake Delhomme,47,,NOR,QB,24,2,2,42,76,521,3,5,11,72,2,0,0,0,0,42,49.5,46.0
Lawrence Phillips,73,,SFO,RB,24,8,0,0,0,0,0,0,30,144,2,20,15,152,0,42,61.6,47.1
Lamar Smith,74,,NOR,RB,29,13,2,0,1,0,0,0,60,205,0,30,20,151,1,42,67.1,50.6
Marty Booker,81,,CHI,WR,23,9,4,0,0,0,0,0,1,8,0,33,19,219,3,41,62.7,50.2
Cam Cleeland,17,,NOR,TE,24,11,8,0,0,0,0,0,0,0,0,47,26,325,1,41,69.0,52.5
William Henderson,75,,GNB,RB,28,16,13,0,0,0,0,0,7,29,2,39,30,203,1,41,73.7,55.2
LeShon Johnson,76,,NYG,RB,28,16,4,0,0,0,0,0,61,143,2,15,12,86,1,41,54.9,44.9
Jermaine Lewis,80,,BAL,WR,25,15,6,0,0,0,0,0,5,11,0,58,25,281,2,41,68.7,52.7
Jammi German,82,,ATL,WR,25,14,0,0,0,0,0,0,0,0,0,20,12,219,3,40,54.9,45.9
Chris Sanders,83,,TEN,WR,27,16,0,0,0,0,0,0,0,0,0,48,20,336,1,40,62.6,49.6
Tony Simmons,84,,NWE,WR,25,15,1,0,0,0,0,0,0,0,0,33,19,276,2,40,61.1,48.1
Dave Brown,48,,ARI,QB,29,8,5,84,169,944,2,6,13,49,0,1,0,0,0,39,45.7,40.7
Joey Galloway,85,,SEA,WR,28,8,4,0,0,0,0,0,1,-1,0,52,22,335,1,39,64.4,50.4
Andrew Glover,18,,MIN,TE,32,16,13,0,0,0,0,0,0,0,0,50,28,327,1,39,69.7,52.7
Donald Hayes,87,,CAR,WR,24,13,1,0,0,0,0,0,0,0,0,28,11,270,2,39,53.0,44.5
Kevin Williams,86,,BUF,WR,28,16,0,0,0,0,0,0,1,13,0,48,31,381,0,39,73.4,54.9
Isaac Byrd,88,,TEN,WR,25,12,6,0,0,0,0,0,0,0,0,25,14,261,2,38,54.6,44.1
Christian Fauria,20,,SEA,TE,28,16,16,0,0,0,0,0,0,0,0,51,35,376,0,38,75.1,54.1
