 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-2.3,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Steven Jackson*,14,23,STL,RB,27,16,16,0,0,0,0,0,330,1241,6,62,46,383,0,198,249.9,220.4
Jason Witten*+,1,24,DAL,TE,28,16,16,0,0,0,0,0,0,0,0,128,94,1002,9,156,252.7,202.2
Philip Rivers*,4,25,SDG,QB,29,16,16,357,541,4710,30,13,29,52,0,0,0,0,0,290,302.1,295.6
Peyton Manning*,5,26,IND,QB,34,16,16,450,679,4700,33,17,18,18,0,0,0,0,0,288,306.3,301.8
Reggie Wayne*+,7,27,IND,WR,32,16,16,0,0,0,0,0,0,0,0,175,111,1355,6,172,285.0,226.0
Hakeem Nicks,8,28,NYG,WR,22,13,12,0,0,0,0,0,0,0,0,128,79,1052,11,171,252.7,209.7
Andre Johnson*,9,29,HOU,WR,29,13,13,0,0,0,0,0,2,10,0,138,86,1216,8,171,259.1,212.6
Steve Johnson,10,30,BUF,WR,24,16,13,0,0,0,0,0,0,0,0,141,82,1073,10,167,251.8,207.3
BenJarvus Green-Ellis,15,31,NWE,RB,25,16,11,0,0,0,0,0,229,1008,13,16,12,85,0,187,202.3,193.3
Mike Williams,11,32,TAM,WR,23,16,16,0,0,0,0,0,0,0,0,129,65,964,11,162,228.9,191.9
Miles Austin*,12,33,DAL,WR,26,16,16,0,0,0,0,0,7,93,1,119,69,1041,7,161,232.9,194.9
Jeremy Maclin,13,34,PHI,WR,22,16,16,0,0,0,0,0,3,36,0,115,70,964,10,160,232.5,194.0
Drew Brees*,6,35,NOR,QB,31,16,16,448,658,4620,33,22,18,-3,0,1,1,7,0,273,294.7,286.7
Antonio Gates*,2,36,SDG,TE,30,10,10,0,0,0,0,0,0,0,0,65,50,782,10,138,191.2,163.2
Cedric Benson,16,37,CIN,RB,28,16,16,0,0,0,0,0,321,1111,7,37,28,178,1,179,209.4,185.9
DeSean Jackson*,14,38,PHI,WR,24,14,14,0,0,0,0,0,16,104,1,95,47,1056,6,158,215.0,183.5
Vernon Davis,3,39,SFO,TE,26,16,16,0,0,0,0,0,0,0,0,93,56,914,7,135,194.4,163.4
Terrell Owens,15,40,CIN,WR,37,14,11,0,0,0,0,0,0,0,0,139,72,983,9,152,227.3,188.3
Larry Fitzgerald*,16,41,ARI,WR,27,16,15,0,0,0,0,0,0,0,0,173,90,1137,6,152,244.7,196.7
Marcedes Lewis*,4,42,JAX,TE,26,16,16,0,0,0,0,0,0,0,0,89,58,700,10,130,190.0,157.0
Josh Freeman,7,43,TAM,QB,22,16,16,291,474,3451,25,6,68,364,0,0,0,0,0,264,272.9,263.4
Mario Manningham,17,44,NYG,WR,24,16,8,0,0,0,0,0,1,2,0,93,60,944,9,149,211.1,177.6
Santana Moss,18,45,WAS,WR,31,16,16,0,0,0,0,0,5,-6,0,145,93,1115,6,147,241.4,190.4
Matt Ryan*,8,46,ATL,QB,25,16,16,357,571,3705,28,9,46,122,0,0,0,0,0,258,271.4,263.4
Marques Colston,19,47,NOR,WR,27,15,11,0,0,0,0,0,1,1,0,131,84,1023,7,144,231.4,186.4
LaDainian Tomlinson,17,48,NYJ,RB,31,15,13,0,0,0,0,0,219,914,6,79,52,368,0,164,220.7,187.2
Knowshon Moreno,18,49,DEN,RB,23,13,13,0,0,0,0,0,182,779,5,48,37,372,3,163,204.6,178.6
Mike Tolbert,19,50,SDG,RB,25,15,4,0,0,0,0,0,182,735,11,29,25,216,0,163,191.6,170.6
Frank Gore,20,51,SFO,RB,27,11,11,0,0,0,0,0,203,853,3,72,46,452,2,161,210.5,179.5
Matt Schaub,9,52,HOU,QB,29,16,16,365,574,4370,24,12,22,28,0,0,0,0,0,252,262.1,254.6
Rob Gronkowski,5,53,NWE,TE,21,16,11,0,0,0,0,0,0,0,0,59,42,546,10,115,159.1,134.6
Percy Harvin,20,54,MIN,WR,22,14,13,0,0,0,0,0,18,107,1,109,71,868,5,136,218.0,176.0
Fred Jackson,21,55,BUF,RB,29,16,13,0,0,0,0,0,222,927,5,54,31,215,2,156,190.7,166.7
Braylon Edwards,21,56,NYJ,WR,27,16,15,0,0,0,0,0,1,4,0,101,53,904,7,135,190.3,160.3
Kenny Britt,22,57,TEN,WR,22,12,7,0,0,0,0,0,0,0,0,73,42,775,9,134,178.0,153.5
Eli Manning,10,58,NYG,QB,29,16,16,339,539,4002,31,25,32,70,0,0,0,0,0,241,265.6,259.1
Wes Welker*,23,59,NWE,WR,29,15,11,0,0,0,0,0,0,0,0,123,86,848,7,127,215.3,169.8
Johnny Knox,24,60,CHI,WR,24,16,16,0,0,0,0,0,1,2,0,100,51,960,5,126,179.7,150.7
Chris Cooley,6,61,WAS,TE,28,16,16,0,0,0,0,0,0,0,0,126,77,849,3,105,183.4,140.4
Anquan Boldin,25,62,BAL,WR,30,16,16,1,1,-6,0,0,2,2,0,109,64,837,7,126,192.2,156.7
Joe Flacco,11,63,BAL,QB,25,16,16,306,489,3622,25,10,43,84,1,0,0,0,0,239,247.8,240.3
Lance Moore,26,64,NOR,WR,27,16,1,0,0,0,0,0,0,0,0,94,66,763,8,124,192.3,155.3
Kellen Winslow,7,65,TAM,TE,27,16,11,0,0,0,0,0,0,0,0,98,66,730,5,103,171.5,135.0
Tony Gonzalez*,8,66,ATL,TE,34,16,16,0,0,0,0,0,0,0,0,108,70,656,6,102,174.6,136.6
Derrick Mason,27,67,BAL,WR,36,16,15,0,0,0,0,0,0,0,0,100,61,802,7,122,186.2,152.7
Brandon Jacobs,22,68,NYG,RB,28,16,5,0,0,0,0,0,147,823,9,13,7,59,0,142,151.2,143.7
Dustin Keller,9,69,NYJ,TE,26,16,13,0,0,0,0,0,0,0,0,100,55,687,5,99,156.7,126.2
Zach Miller*,10,70,OAK,TE,25,15,15,0,0,0,0,0,0,0,0,92,60,685,5,99,161.0,127.5
Brandon Marshall,28,71,MIA,WR,26,14,14,0,1,0,0,0,2,3,0,146,86,1014,3,120,207.7,160.7
Jahvid Best,23,72,DET,RB,21,16,9,0,1,0,0,0,171,555,4,80,58,487,2,140,203.7,168.2
Aaron Hernandez,11,73,NWE,TE,21,14,7,0,0,0,0,0,3,47,0,64,45,563,6,97,145.0,119.5
Deion Branch,29,74,2TM,WR,31,15,12,0,0,0,0,0,0,0,0,92,61,818,6,118,181.3,147.3
Marquis Johnson,2,75,STL,,22,2,0,0,0,0,0,0,0,0,0,,0,0,0,,,
LeGarrette Blount,24,76,TAM,RB,24,13,7,0,0,0,0,0,201,1007,6,7,5,14,0,138,144.1,136.6
John Paul Foschi,3,77,CIN,,28,2,1,0,0,0,0,0,0,0,0,,0,0,0,,,
Mike Thomas,30,78,JAX,WR,23,16,11,0,0,0,0,0,12,114,0,102,66,820,4,117,193.9,153.4
Matt Cassel*,12,,KAN,QB,28,15,15,262,450,3116,27,7,33,125,0,0,0,0,0,231,242.6,235.1
Carson Palmer,13,,CIN,QB,31,16,16,362,586,3970,26,20,32,50,0,0,0,0,0,230,249.3,242.8
David Garrard,14,,JAX,QB,32,14,14,236,366,2734,23,15,66,279,5,0,0,0,0,229,244.8,233.3
Jay Cutler,15,,CHI,QB,27,15,15,261,432,3274,23,16,50,232,1,0,0,0,0,222,239.2,228.2
Kyle Orton,16,,DEN,QB,28,13,13,293,498,3653,20,9,22,98,0,0,0,0,0,218,227.9,222.9
Ben Roethlisberger,17,,PIT,QB,28,12,12,240,389,3200,17,5,34,176,2,0,0,0,0,216,223.6,214.6
Ryan Fitzpatrick,18,,BUF,QB,28,13,13,255,441,3000,23,15,40,269,0,0,0,0,0,209,225.9,215.9
Mark Sanchez,19,,NYJ,QB,24,16,16,278,507,3291,17,13,30,105,3,0,0,0,0,204,218.6,208.1
Sam Bradford,20,,STL,QB,23,16,16,354,590,3512,18,15,27,63,1,0,0,0,0,195,209.3,202.8
Donovan McNabb,21,,WAS,QB,34,13,13,275,472,3377,14,15,29,151,0,0,0,0,0,176,192.2,181.2
Shaun Hill,22,,DET,QB,30,11,10,257,416,2686,16,12,22,123,0,0,0,0,0,162,178.2,170.7
Jason Campbell,23,,OAK,QB,29,13,12,194,329,2387,13,8,47,222,1,0,0,0,0,160,169.2,158.7
Chad Henne,25,,MIA,QB,25,15,14,301,490,3301,15,19,35,52,0,0,0,0,0,159,178.7,173.2
Jon Kitna,24,,DAL,QB,38,10,9,209,318,2365,16,12,31,147,1,0,0,0,0,159,174.3,165.3
Matt Hasselbeck,26,,SEA,QB,35,14,14,266,444,3001,12,17,23,60,3,0,0,0,0,158,174.5,168.0
Alex Smith,27,,SFO,QB,26,11,10,204,342,2370,14,10,18,60,0,0,0,0,0,139,149.8,144.8
Thomas Jones,25,,KAN,RB,32,16,10,0,0,0,0,0,245,896,6,20,14,122,0,138,156.3,141.8
Felix Jones,26,,DAL,RB,23,16,7,0,0,0,0,0,185,800,1,52,48,450,1,137,190.0,159.0
Michael Bush,27,,OAK,RB,26,14,3,0,0,0,0,0,158,655,8,24,18,194,0,133,156.9,141.9
Brandon Jackson,29,,GNB,RB,25,16,13,0,0,0,0,0,190,703,3,50,43,342,1,129,177.0,149.0
Danny Woodhead,28,,2TM,RB,25,15,3,0,0,0,0,0,97,547,5,44,34,379,1,129,168.1,144.6
Ronnie Brown,30,,MIA,RB,29,16,16,0,2,0,0,0,200,734,5,43,33,242,0,128,165.1,141.1
Marshawn Lynch,32,,2TM,RB,24,16,14,0,0,0,0,0,202,737,6,26,22,145,0,124,150.2,131.2
Ryan Mathews,31,,SDG,RB,23,12,9,0,0,0,0,0,158,678,7,26,22,145,0,124,149.8,130.3
Ryan Torain,33,,WAS,RB,24,10,8,0,0,0,0,0,164,742,4,27,18,125,2,123,145.7,129.7
Tim Hightower,34,,ARI,RB,24,16,13,0,0,0,0,0,153,736,5,42,21,136,0,117,141.7,122.7
Kerry Collins,28,,TEN,QB,38,10,7,160,278,1823,14,8,10,1,0,0,0,0,0,115,123.5,118.0
Pierre Garcon,31,,IND,WR,24,14,14,0,0,0,0,0,2,6,0,119,67,784,6,115,185.0,148.5
Austin Collie,32,,IND,WR,25,9,6,0,0,0,0,0,0,0,0,71,58,649,8,113,173.4,140.9
Davone Bess,34,,MIA,WR,25,16,8,0,0,0,0,0,2,-3,0,125,79,820,5,112,192.2,148.2
Santonio Holmes,33,,NYJ,WR,26,12,10,0,0,0,0,0,2,17,0,96,52,746,6,112,166.3,136.3
Michael Crabtree,35,,SFO,WR,23,16,15,0,0,0,0,0,0,0,0,101,55,741,6,110,168.1,137.6
Malcom Floyd,36,,SDG,WR,29,11,9,0,0,0,0,0,0,0,0,77,37,717,6,108,147.2,125.2
Nate Burleson,38,,DET,WR,29,14,14,0,0,0,0,0,7,81,0,86,55,625,6,107,163.6,132.1
Brett Favre,29,,MIN,QB,41,13,13,217,358,2509,11,19,17,8,0,0,0,0,0,107,125.7,119.2
Chad Johnson,37,,CIN,,32,14,12,0,1,0,0,0,0,0,0,126,67,831,4,107,177.1,140.6
Anthony Armstrong,40,,WAS,WR,27,15,11,0,0,0,0,0,0,0,0,86,44,871,3,105,151.6,126.1
Jonathan Stewart,35,,CAR,RB,23,14,7,0,0,0,0,0,178,770,2,14,8,103,1,105,117.3,105.3
Hines Ward,39,,PIT,WR,34,16,15,0,0,0,0,0,1,-2,0,95,59,755,5,105,166.8,133.8
Nate Washington,41,,TEN,WR,27,16,16,0,0,0,0,0,1,-8,0,94,42,687,6,104,148.9,124.9
Chris Ivory,36,,NOR,RB,22,12,4,0,0,0,0,0,137,716,5,1,1,17,0,103,105.3,99.8
Shonn Greene,37,,NYJ,RB,25,15,2,0,0,0,0,0,185,766,2,24,16,120,0,101,121.1,105.6
Jabar Gaffney,42,,DEN,WR,30,16,11,0,0,0,0,0,0,0,0,112,65,875,2,100,167.0,131.0
Tony Romo,30,,DAL,QB,30,6,6,148,213,1605,11,7,6,38,0,0,0,11,0,99,109.1,106.1
Tim Tebow,31,,DEN,QB,23,9,3,41,82,654,5,3,43,227,6,0,0,0,0,99,107.4,100.9
Ricky Williams,38,,MIA,RB,33,16,0,0,0,0,0,0,159,673,2,30,19,141,1,99,122.4,104.9
James Jones,44,,GNB,WR,26,16,3,0,0,0,0,0,0,0,0,87,50,679,5,98,149.4,119.9
Mike Sims-Walker,43,,JAX,WR,26,14,13,0,0,0,0,0,0,0,0,80,43,562,7,98,143.7,118.7
Cadillac Williams,39,,TAM,RB,28,16,9,0,0,0,0,0,125,437,2,64,46,355,1,97,148.7,119.2
Vince Young,32,,TEN,QB,27,9,8,93,156,1255,10,3,25,125,0,0,0,0,0,97,102.7,93.7
Brandon Pettigrew,12,,DET,TE,25,16,16,0,0,0,0,0,0,0,0,111,71,722,4,96,170.2,131.7
Danny Amendola,46,,STL,WR,25,16,6,0,0,0,0,0,7,81,0,123,85,689,3,95,182.0,135.5
Derek Anderson,33,,ARI,QB,27,12,9,169,327,2065,7,10,5,25,0,0,0,0,0,95,105.1,99.1
Robert Meachem,45,,NOR,WR,26,16,7,0,0,0,0,0,4,14,0,66,44,638,5,95,142.2,117.2
Mike Goodson,40,,CAR,RB,23,16,3,0,0,0,0,0,103,452,3,57,40,310,0,94,137.7,109.2
Ben Watson,13,,CLE,TE,30,16,16,0,0,0,0,0,1,-1,0,102,68,763,3,94,165.2,128.2
Jason Snelling,41,,ATL,RB,27,14,0,0,0,0,0,0,87,324,2,51,44,303,3,93,141.7,112.7
Dez Bryant,48,,DAL,WR,22,12,2,0,0,0,0,0,1,0,0,73,45,561,6,92,151.1,124.6
Rashad Jennings,42,,JAX,RB,25,13,3,0,0,0,0,0,84,459,4,35,26,223,0,92,124.2,105.2
Kevin Walter,47,,HOU,WR,29,16,16,0,0,0,0,0,0,0,0,80,51,621,5,92,146.1,117.6
Darren Sproles,43,,SDG,RB,27,16,3,0,0,0,0,0,50,267,0,75,59,520,2,91,154.2,117.2
Justin Forsett,44,,SEA,RB,25,16,5,0,0,0,0,0,118,523,2,51,33,252,0,90,128.5,106.0
Todd Heap,14,,BAL,TE,30,13,13,0,0,0,0,0,0,0,0,64,40,599,5,90,132.4,108.9
Colt McCoy,34,,CLE,QB,24,8,8,135,222,1576,6,9,28,136,1,1,1,13,0,90,105.4,98.4
Jacoby Ford,51,,OAK,WR,23,16,9,0,0,0,0,0,10,155,2,54,25,470,2,87,134.0,114.0
Eddie Royal,50,,DEN,WR,24,16,10,0,0,0,0,0,6,61,0,105,59,627,3,87,146.8,112.3
Jacob Tamme,45,,IND,RB,25,16,8,0,0,0,0,0,0,0,0,93,67,631,4,87,157.1,120.6
Keiland Williams,46,,WAS,RB,24,15,3,0,0,0,0,0,65,261,3,58,39,309,2,87,131.5,105.5
Mike Williams,49,,SEA,WR,26,14,13,0,0,0,0,0,1,0,0,110,65,751,2,87,155.1,119.6
Joseph Addai,47,,IND,RB,27,8,7,0,0,0,0,0,116,495,4,26,19,124,0,86,109.9,93.4
Roy Williams,52,,DAL,WR,29,15,9,0,0,0,0,0,0,0,0,64,37,530,5,85,123.5,100.5
Josh Morgan,53,,SFO,WR,25,16,11,0,0,0,0,0,2,17,0,80,44,698,2,84,129.5,103.5
Kevin Boss,15,,NYG,TE,26,15,13,0,0,0,0,0,0,0,0,70,35,531,5,83,120.6,99.6
Steve Breaston,54,,ARI,WR,27,13,11,1,2,17,0,0,3,35,0,87,47,718,1,82,138.0,111.5
Donald Brown,48,,IND,RB,23,13,8,0,0,0,0,0,129,497,2,28,20,205,0,82,108.2,92.2
Lee Evans,55,,BUF,WR,29,13,13,0,0,0,0,0,0,0,0,84,37,578,4,82,120.8,98.3
Donald Driver,56,,GNB,WR,35,15,15,0,0,0,0,0,0,0,0,85,51,565,4,81,134.0,105.0
Maurice Morris,49,,DET,RB,31,14,7,0,0,0,0,0,90,336,5,31,25,170,0,81,111.1,92.1
Willis McGahee,50,,BAL,RB,29,15,2,0,0,0,0,0,100,380,5,17,14,55,1,80,95.5,84.5
Ben Obomanu,57,,SEA,WR,27,15,6,0,0,0,0,0,2,17,0,49,30,494,4,79,112.1,94.1
Brian Westbrook,51,,SFO,RB,31,14,5,0,0,0,0,0,77,340,4,24,16,150,1,79,101.0,87.0
Jordan Shipley,58,,CIN,WR,25,15,4,0,0,0,0,0,0,0,0,74,52,600,3,78,133.0,104.0
Anthony Fasano,16,,MIA,TE,26,15,15,0,0,0,0,0,0,0,0,60,39,528,4,77,118.8,96.3
Brandon Gibson,61,,STL,WR,23,14,12,0,0,0,0,0,3,28,0,91,53,620,2,77,132.8,103.3
Jacoby Jones,60,,HOU,WR,26,15,7,0,0,0,0,0,2,7,0,78,51,562,3,77,130.4,101.4
Louis Murphy,59,,OAK,WR,23,14,9,0,0,0,0,0,1,43,0,78,41,609,2,77,120.2,95.7
Troy Smith,35,,SFO,QB,26,6,6,73,145,1176,5,4,23,121,1,0,0,0,0,77,84.1,75.1
Joel Dreessen,17,,HOU,TE,28,16,10,0,0,0,0,0,0,0,0,55,36,518,4,76,114.3,92.8
Earl Bennett,62,,CHI,WR,23,14,3,0,0,0,0,0,2,9,0,71,46,561,3,75,123.5,97.0
Brent Celek,18,,PHI,TE,25,16,15,0,0,0,0,0,0,0,0,79,42,511,4,75,120.1,96.1
Devin Hester*+,63,,CHI,WR,28,16,13,0,0,0,0,0,7,30,0,73,40,475,4,75,135.5,112.5
John Kuhn,52,,GNB,RB,28,16,2,0,0,0,0,0,84,281,4,18,15,97,2,74,91.3,80.3
Tony Moeaki,19,,KAN,TE,23,15,15,0,0,0,0,0,0,0,0,73,47,556,3,74,123.6,97.1
Jermaine Gresham,20,,CIN,TE,22,15,10,0,0,0,0,0,0,0,0,83,52,471,4,73,127.1,97.1
Steve Smith,64,,NYG,WR,25,9,7,0,0,0,0,0,0,0,0,75,48,529,3,71,121.9,94.9
Brian Hartline,66,,MIA,WR,24,12,11,0,0,0,0,0,2,27,0,73,43,615,1,70,115.7,90.7
Jordy Nelson,65,,GNB,WR,25,16,4,0,0,0,0,0,0,0,0,64,45,582,2,70,116.7,89.7
Greg Olsen,21,,CHI,TE,25,16,13,0,0,0,0,0,0,0,0,70,41,404,5,70,113.4,88.9
Marcel Reece,53,,OAK,RB,25,16,10,0,0,0,0,0,30,122,1,43,25,333,3,70,100.0,81.0
David Gettis,68,,CAR,WR,23,15,13,0,0,0,0,0,3,2,0,67,37,508,3,69,108.5,86.5
Randy Moss,67,,3TM,WR,33,16,11,0,0,0,0,0,0,0,0,63,28,393,5,69,100.3,83.3
Kevin Kolb,36,,PHI,QB,26,7,5,115,189,1197,7,7,15,65,0,0,0,0,0,68,75.4,69.4
Steve Smith,69,,CAR,WR,31,14,14,0,0,0,0,0,1,9,0,100,46,554,2,68,115.8,88.3
Brandon Tate,70,,NWE,WR,23,16,10,0,0,0,0,0,5,62,0,46,24,432,3,67,105.9,90.4
Marion Barber,54,,DAL,RB,27,13,10,0,1,0,0,0,113,374,4,16,11,49,0,66,80.3,71.8
Jimmy Graham,22,,NOR,TE,24,15,5,0,0,0,0,0,1,3,0,44,31,356,5,66,99.4,80.4
Blair White,71,,IND,WR,23,13,4,0,0,0,0,0,0,0,0,57,36,355,5,66,104.0,82.5
Jason Avant,72,,PHI,WR,27,16,3,0,0,0,0,0,0,0,0,76,51,573,1,65,119.3,90.8
Mohamed Massaquoi,73,,CLE,WR,24,15,14,1,1,29,1,0,1,-3,0,73,36,483,2,65,103.7,82.2
Visanthe Shiancoe,23,,MIN,TE,30,16,9,0,0,0,0,0,0,0,0,79,47,530,2,65,115.0,88.5
Correll Buckhalter,55,,DEN,RB,32,15,0,0,0,0,0,0,59,147,2,39,28,240,2,63,96.2,75.7
Deon Butler,74,,SEA,WR,24,13,8,0,0,0,0,0,2,6,0,70,36,385,4,63,102.1,81.1
Michael Jenkins,75,,ATL,WR,28,11,9,0,0,0,0,0,0,0,0,73,41,505,2,63,106.5,83.0
Heath Miller,24,,PIT,TE,28,14,14,0,0,0,0,0,0,0,0,67,42,512,2,63,107.7,83.2
Jimmy Clausen,37,,CAR,QB,23,13,10,157,299,1558,3,9,23,57,0,0,0,0,0,62,69.5,62.0
Derrick Ward,56,,HOU,RB,30,16,0,0,0,0,0,0,50,315,4,11,7,61,0,62,71.6,65.1
Rex Grossman,38,,WAS,QB,30,4,3,74,133,884,7,4,3,6,0,0,0,0,0,60,65.0,60.0
Owen Daniels,25,,HOU,TE,28,11,10,0,0,0,0,0,0,0,0,68,38,471,2,59,100.1,78.1
Brandon LaFell,76,,CAR,WR,24,14,2,0,1,0,0,0,1,60,0,77,38,468,1,59,99.8,77.8
Jeremy Shockey,26,,NOR,TE,30,13,11,0,0,0,0,0,0,0,0,59,41,408,3,59,102.8,79.3
Drew Stanton,39,,DET,QB,26,6,3,69,119,780,4,3,18,113,1,0,0,0,0,59,66.0,58.5
Chester Taylor,59,,CHI,RB,31,16,1,0,0,0,0,0,112,267,3,26,20,139,0,59,84.6,68.6
Pierre Thomas,58,,NOR,RB,26,6,3,0,0,0,0,0,83,269,2,29,29,201,0,59,94.0,73.5
Beanie Wells,57,,ARI,RB,22,13,2,0,0,0,0,0,116,397,2,8,5,74,0,59,66.6,60.6
T.J. Houshmandzadeh,77,,BAL,WR,33,16,2,0,0,0,0,0,0,0,0,57,30,398,3,58,90.3,71.8
Patrick Crayton,78,,SDG,WR,31,9,2,0,1,0,0,0,0,0,0,42,28,514,1,57,88.4,71.4
Bo Scaife,27,,TEN,TE,29,14,13,0,0,0,0,0,0,0,0,52,36,318,4,56,93.8,71.8
Arrelious Benn,79,,TAM,WR,22,15,9,0,0,0,0,0,6,35,0,38,25,395,2,55,82.5,66.5
Jerricho Cotchery,80,,NYJ,WR,28,14,5,0,0,0,0,0,4,-3,0,86,41,433,2,55,98.5,74.5
Toby Gerhart,60,,MIN,RB,23,15,1,0,0,0,0,0,81,322,1,29,21,167,0,55,80.4,62.4
Javarris James,61,,IND,RB,23,10,0,0,0,0,0,0,46,112,6,11,9,63,0,54,65.0,57.0
Roscoe Parrish,81,,BUF,WR,28,8,6,0,0,0,0,0,3,23,0,53,33,400,2,54,89.8,69.8
Tashard Choice,62,,DAL,RB,26,16,0,0,0,0,0,0,66,243,3,22,17,109,0,53,75.7,60.7
Dallas Clark,28,,IND,TE,31,6,6,0,0,0,0,0,0,0,0,53,37,347,3,53,92.7,71.2
Devery Henderson,83,,NOR,WR,28,16,11,0,0,0,0,0,3,8,0,59,34,464,1,53,90.2,70.2
David Nelson,82,,BUF,WR,24,15,3,0,0,0,0,0,0,0,0,47,31,353,3,53,87.3,68.8
Matthew Stafford,40,,DET,QB,22,3,3,57,96,535,6,1,4,11,1,0,0,0,0,53,55.5,51.5
Bruce Gradkowski,41,,OAK,QB,27,6,4,83,157,1059,5,7,12,41,0,0,0,0,0,52,61.0,56.5
Daniel Fells,29,,STL,TE,27,16,6,0,0,0,0,0,0,0,0,65,41,391,2,51,95.1,71.6
Fred Davis,30,,WAS,TE,24,16,9,0,0,0,0,0,0,0,0,30,21,316,3,50,73.6,60.1
Emmanuel Sanders,84,,PIT,WR,23,13,1,0,0,0,0,0,0,0,0,50,28,376,2,50,79.6,61.6
C.J. Spiller,63,,BUF,RB,23,14,1,0,0,0,0,0,74,283,0,30,24,157,1,50,83.5,63.0
Brian Robiskie,85,,CLE,WR,23,14,11,0,0,0,0,0,0,0,0,49,29,310,3,49,81.0,63.5
Jerome Harrison,65,,2TM,RB,27,12,2,0,0,0,0,0,71,330,1,13,12,85,0,48,61.5,51.5
DeAngelo Williams,64,,CAR,RB,27,6,6,0,0,0,0,0,87,361,1,13,11,61,0,48,61.7,52.7
Darrius Heyward-Bey,86,,OAK,WR,23,15,14,0,0,0,0,0,4,48,0,65,26,366,1,47,75.9,59.4
Jerome Simpson,87,,CIN,WR,24,5,3,0,0,0,0,0,1,2,0,25,20,277,3,46,67.9,53.9
Legedu Naanee,89,,SDG,WR,27,10,9,0,0,0,0,0,3,-2,0,46,23,371,1,45,70.4,55.4
Laurent Robinson,88,,STL,WR,25,14,11,0,0,0,0,0,2,-14,0,75,34,344,2,45,82.0,62.0
Brad Smith,90,,NYJ,WR,27,16,2,2,3,6,1,0,38,299,1,7,4,44,0,45,63.0,57.5
Vincent Jackson,91,,SDG,WR,27,5,5,0,0,0,0,0,1,14,0,24,14,248,3,44,61.2,51.2
Isaac Redman,66,,PIT,RB,26,16,0,0,0,0,0,0,52,247,0,10,9,72,2,44,54.9,46.4
Tony Scheffler,31,,DET,TE,27,15,4,0,0,0,0,0,0,0,0,72,45,378,1,44,91.3,65.3
Mark Clayton,92,,STL,WR,28,5,5,0,0,0,0,0,1,6,0,42,23,306,2,43,69.2,54.7
Josh Cribbs,94,,CLE,WR,27,15,5,2,3,19,0,0,20,66,0,39,23,292,1,43,65.1,47.1
