 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.9,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Kevin Johnson,47,,CLE,WR,26,16,15,1,2,33,1,0,0,0,0,120,67,703,4,100,169.6,133.1
Chris Chambers,48,,MIA,WR,24,15,15,0,0,0,0,0,6,78,0,100,52,734,3,99,153.7,124.2
Peter Warrick,49,,CIN,WR,25,15,10,0,0,0,0,0,8,22,0,81,53,606,6,99,153.8,123.3
Reggie Wayne,50,,IND,WR,24,16,7,0,0,0,0,0,0,0,0,72,49,716,4,96,146.6,118.1
Kevin Faulk,38,,NWE,RB,26,15,0,0,1,0,0,0,52,271,2,53,37,379,3,95,149.5,124.5
Terry Glenn,51,,GNB,WR,28,15,14,0,0,0,0,0,0,0,0,106,56,817,2,94,152.2,120.7
D'Wayne Bates,52,,MIN,WR,27,14,11,0,0,0,0,0,0,0,0,80,50,689,4,93,144.9,115.9
Bill Schroeder,53,,DET,WR,31,14,13,0,0,0,0,0,0,0,0,77,36,595,5,92,130.5,109.5
Tim Dwight,54,,SDG,WR,27,16,14,0,0,0,0,0,12,108,1,93,50,623,2,91,146.6,115.1
Kordell Stewart,31,,PIT,QB,30,7,5,109,166,1155,6,6,43,191,2,1,0,0,0,91,101.3,93.3
Kenny Watson,39,,WAS,RB,24,16,4,0,0,0,0,0,116,534,1,43,32,253,1,91,128.7,106.7
Dez White,55,,CHI,WR,23,16,14,0,0,0,0,0,3,11,0,94,51,656,4,91,144.2,115.2
Marc Boerigter,56,,KAN,WR,24,16,2,0,0,0,0,0,0,0,0,38,20,420,8,90,113.0,100.0
James Mungro,40,,IND,RB,24,9,1,0,0,0,0,0,97,336,8,16,13,81,0,90,104.2,93.2
Patrick Ramsey,32,,WAS,QB,23,9,5,117,227,1539,9,8,13,-1,1,0,0,0,0,89,96.0,88.5
James Allen,41,,HOU,RB,27,16,5,1,2,5,1,0,155,519,0,57,47,302,0,88,140.8,110.8
Antonio Freeman,57,,PHI,WR,30,16,1,0,0,0,0,0,0,0,0,80,46,600,4,84,133.0,107.0
Shane Matthews,33,,WAS,QB,32,8,7,124,237,1251,11,6,12,31,0,1,1,-13,0,84,93.3,89.3
Chad Hutchinson,34,,DAL,QB,25,9,9,127,250,1555,7,8,18,74,0,0,0,0,0,82,86.6,77.6
T.J. Duckett,42,,ATL,RB,21,12,3,0,0,0,0,0,130,507,4,11,9,61,0,81,92.8,85.3
Quincy Carter,35,,DAL,QB,25,7,7,125,221,1465,7,8,27,91,0,0,0,0,0,80,88.2,82.7
Antwaan Randle El,58,,PIT,WR,23,16,0,7,8,45,0,0,19,134,0,65,47,489,2,80,137.1,105.6
Mike Anderson,43,,DEN,RB,29,15,12,0,0,0,0,0,84,386,2,24,18,167,2,79,102.3,86.3
Andre' Davis,59,,CLE,WR,23,16,4,0,0,0,0,0,3,7,0,51,37,420,6,79,124.2,102.2
Alge Crumpler,61,,ATL,WR,25,16,9,0,0,0,0,0,0,0,0,58,36,455,5,76,114.5,93.5
Jerome Pathon,60,,NOR,WR,27,14,13,0,0,0,0,0,0,0,0,80,43,523,4,76,122.3,97.8
Jonathan Wells,44,,HOU,RB,23,16,11,0,0,0,0,0,197,529,3,12,9,48,0,76,86.2,77.2
Mike McMahon,36,,DET,QB,23,8,4,62,147,874,7,9,14,96,3,1,1,7,0,75,86.3,80.8
Thomas Jones,45,,ARI,RB,24,9,9,0,0,0,0,0,138,511,2,30,20,113,0,74,98.9,81.4
Dee Brown,46,,CAR,RB,24,14,3,0,1,0,0,1,102,360,4,33,17,86,1,73,91.6,78.1
Az-Zahir Hakim,62,,DET,WR,25,10,10,0,0,0,0,0,4,3,0,82,37,541,3,72,118.4,96.9
Santana Moss,63,,NYJ,WR,23,15,3,0,0,0,0,0,7,48,0,52,30,433,4,72,116.1,97.1
James McKnight,64,,MIA,WR,30,15,9,0,0,0,0,0,7,58,0,47,29,528,2,71,101.6,83.1
Ricky Proehl,65,,STL,WR,34,16,2,0,1,0,0,0,0,0,0,70,43,466,4,71,116.6,92.1
Kevin Dyson,66,,TEN,WR,27,11,11,0,0,0,0,0,2,-4,0,69,41,460,4,70,113.1,89.1
Ray Lucas,37,,MIA,QB,30,7,6,92,160,1045,4,6,36,126,2,0,0,0,0,70,78.4,68.4
Lamar Gordon,47,,STL,RB,22,13,5,0,0,0,0,0,65,228,1,38,30,278,2,69,102.6,79.6
Ashley Lelie,67,,DEN,WR,22,16,1,0,0,0,0,0,4,40,0,53,35,525,2,69,106.5,86.0
Ron Dayne,48,,NYG,RB,24,16,1,0,0,0,0,0,125,428,3,12,11,49,0,66,79.2,70.2
LaMont Jordan,49,,NYJ,RB,24,14,0,0,0,0,0,0,84,316,3,23,17,160,0,66,86.6,70.1
Joe Jurevicius,68,,TAM,WR,28,15,3,0,0,0,0,0,0,0,0,52,37,423,4,66,105.8,83.8
Dorsey Levens,50,,PHI,RB,32,16,0,0,2,0,0,0,75,411,1,28,19,124,1,66,90.0,74.0
Qadry Ismail,69,,IND,WR,32,14,14,0,0,0,0,0,0,0,0,84,44,462,3,64,111.2,86.2
Chris Redman,38,,BAL,QB,25,6,6,97,182,1034,7,3,10,8,0,0,0,0,0,64,67.7,62.2
Itula Mili,12,,SEA,TE,29,16,12,0,0,0,0,0,0,0,0,64,43,508,2,63,108.3,83.3
Josh Reed,70,,BUF,WR,22,16,2,0,0,0,0,0,0,0,0,59,37,509,2,63,102.4,80.4
Bobby Engram,71,,SEA,WR,29,15,6,0,0,0,0,0,0,0,0,72,50,619,0,62,119.9,90.9
Jabar Gaffney,72,,HOU,WR,22,16,14,1,1,39,1,0,0,0,0,81,41,483,1,62,105.4,81.4
Chad Lewis*,13,,PHI,TE,31,16,16,0,0,0,0,0,0,0,0,67,42,398,3,62,105.8,80.8
Deion Branch,73,,NWE,WR,23,13,7,0,0,0,0,0,2,0,0,68,43,489,2,61,106.4,81.4
Tyrone Wheatley,51,,OAK,RB,30,14,0,0,0,0,0,0,108,419,2,20,12,71,0,61,75.5,66.0
Drew Bennett,75,,TEN,WR,24,16,7,0,0,0,0,0,0,0,0,64,33,478,2,60,95.8,76.3
David Boston,74,,ARI,WR,24,8,8,0,0,0,0,0,2,29,0,75,32,512,1,60,95.1,76.1
Zack Crockett,52,,OAK,RB,30,16,0,0,0,0,0,0,40,118,8,0,0,0,0,60,62.8,59.8
Bobby Shaw,76,,JAX,WR,27,16,10,0,0,0,0,0,0,0,0,74,44,525,1,59,111.0,85.5
Steve Beuerlein,39,,DEN,QB,37,8,3,68,117,925,6,5,5,9,1,0,0,0,0,58,63.9,58.9
Johnnie Morton,77,,KAN,WR,31,14,14,0,0,0,0,0,10,124,0,64,29,397,1,58,93.1,72.6
Stephen Alexander,14,,SDG,TE,27,14,14,0,0,0,0,0,0,0,0,76,45,510,1,57,104.5,78.5
Trevor Gaylor,78,,ATL,WR,25,13,2,0,0,0,0,0,0,0,0,54,25,385,3,57,84.5,69.0
Kelly Holcomb,41,,CLE,QB,29,4,2,64,106,790,8,4,8,9,0,0,0,0,0,57,63.0,59.5
Jamie Martin,40,,STL,QB,32,5,2,124,195,1216,7,10,5,6,0,0,0,0,0,57,69.2,65.2
Anthony Becht,79,,NYJ,WR,25,16,15,0,0,0,0,0,0,0,0,44,28,243,5,56,87.3,70.3
Larry Centers,53,,BUF,RB,34,16,7,0,0,0,0,0,11,56,2,63,43,388,0,56,102.4,77.9
Dante Hall*,80,,KAN,WR,24,16,0,0,0,0,0,0,11,54,0,35,20,322,3,56,95.1,80.6
A.J. Feeley,42,,PHI,QB,25,6,5,86,154,1011,6,5,12,6,0,0,0,0,0,55,62.0,58.0
T.J. Houshmandzadeh,81,,CIN,WR,25,16,5,0,0,0,0,0,0,0,0,69,41,492,1,55,97.7,72.7
Trent Dilfer,43,,SEA,QB,30,6,6,94,168,1182,4,6,10,27,0,0,0,0,0,54,62.0,58.0
Jake Reed,83,,NOR,WR,35,14,2,0,0,0,0,0,0,0,0,47,21,360,3,54,77.5,63.5
Frank Sanders,82,,ARI,WR,29,12,12,0,0,0,0,0,3,2,0,58,34,400,2,54,91.2,71.2
Doug Jolley,15,,OAK,TE,23,16,3,0,0,0,0,0,0,0,0,37,32,409,2,53,87.9,68.9
Ladell Betts,56,,WAS,RB,23,11,0,0,0,0,0,0,65,307,1,17,12,154,0,52,69.1,56.1
Aveion Cason,57,,DET,RB,23,10,3,0,0,0,0,0,26,107,0,32,19,288,2,52,76.5,61.0
Chris Chandler,44,,CHI,QB,37,9,7,103,161,1023,4,4,10,32,0,0,0,0,0,52,57.6,53.1
Leon Johnson,54,,CHI,RB,28,16,4,1,1,27,0,0,103,329,1,27,16,125,0,52,73.0,57.5
Mikhael Ricks,16,,DET,TE,28,14,12,0,0,0,0,0,0,0,0,68,27,339,3,52,81.9,65.4
Cory Schlesinger,55,,DET,RB,30,16,14,0,0,0,0,0,49,139,2,54,35,263,0,52,92.2,67.7
Ike Hilliard,84,,NYG,WR,26,7,7,0,0,0,0,0,1,7,0,47,27,386,2,51,81.3,64.8
Brandon Stokley,85,,BAL,WR,26,8,5,0,0,0,0,0,6,31,0,52,24,357,2,51,77.3,61.8
Kurt Warner,45,,STL,QB,31,7,6,144,220,1431,3,11,8,33,0,0,0,0,0,51,60.5,53.5
Ron Dixon,86,,NYG,WR,26,10,3,0,0,0,0,0,0,0,0,36,22,377,2,50,74.2,59.7
Kevin Lockett,87,,2TM,WR,28,13,4,1,1,14,1,0,0,0,0,42,16,205,4,49,67.6,56.1
Troy Hambrick,58,,DAL,RB,26,16,0,0,0,0,0,0,79,317,1,24,21,99,0,48,70.6,56.1
Wesley Walls,17,,CAR,TE,36,15,14,0,0,0,0,0,0,0,0,36,19,241,4,48,70.1,57.6
Bob Christian,60,,ATL,RB,34,15,10,0,0,0,0,0,31,119,3,24,13,174,0,47,65.8,52.8
Robert Ferguson,88,,GNB,WR,23,16,1,0,0,0,0,0,0,0,0,52,22,293,3,47,72.3,58.3
Tony Fisher,59,,GNB,RB,23,15,1,0,0,0,0,0,70,283,2,22,18,70,0,47,67.3,54.3
Jim Kleinsasser,19,,MIN,TE,25,14,12,0,0,0,0,0,6,17,0,50,37,393,1,47,87.0,65.5
Frank Wycheck,18,,TEN,TE,31,15,15,1,2,13,0,0,0,0,0,66,40,346,2,47,89.6,66.1
Ken Dilger,20,,TAM,TE,31,16,15,0,0,0,0,0,0,0,0,48,34,329,2,45,81.4,60.9
Shawn Jefferson,89,,ATL,WR,33,13,7,0,0,0,0,0,0,0,0,49,27,394,1,45,75.4,58.9
William Henderson,62,,GNB,RB,31,15,12,0,0,0,0,0,7,27,1,32,26,168,3,44,72.5,56.5
Brad Hoover,61,,CAR,RB,26,16,10,0,0,0,0,0,31,129,0,30,17,187,2,44,66.1,51.1
Justin McCareins,90,,TEN,WR,24,16,1,0,0,0,0,0,2,18,0,48,19,301,2,44,65.9,53.4
Reche Caldwell,91,,SDG,WR,23,16,2,1,1,20,0,0,2,9,0,43,22,208,3,43,66.0,50.5
John Simon,63,,TEN,RB,24,12,0,0,0,0,0,0,9,18,1,17,16,167,3,43,61.0,49.5
Jerramy Stevens,21,,SEA,TE,23,12,1,0,0,0,0,0,0,0,0,42,26,252,3,43,71.7,55.2
Ron Dugans,94,,CIN,WR,25,16,5,0,0,0,0,0,0,0,0,73,47,421,0,42,92.1,65.6
Freddie Jones,22,,ARI,TE,28,16,16,0,0,0,0,0,0,0,0,81,44,358,1,42,88.8,63.8
Rob Konrad,23,,MIA,TE,26,16,12,0,0,0,0,0,3,2,0,45,34,233,3,42,77.5,56.5
Jason McAddley,93,,ARI,WR,23,9,8,0,0,0,0,0,0,0,0,69,25,362,1,42,70.2,54.7
Marcus Robinson,92,,CHI,WR,27,16,2,0,0,0,0,0,0,0,0,52,21,244,3,42,66.4,52.9
Byron Chamberlain,24,,MIN,TE,31,13,9,0,0,0,0,0,0,0,0,50,34,389,0,39,75.9,55.9
Darnerien McCants,97,,WAS,WR,24,9,1,0,0,0,0,0,1,9,0,41,21,256,2,39,62.0,48.0
Tony Richardson,65,,KAN,RB,31,14,12,0,0,0,0,0,22,81,2,23,18,125,1,39,59.1,46.6
J.J. Stokes,95,,SFO,WR,30,13,8,0,0,0,0,0,0,0,0,55,32,332,1,39,74.2,55.2
Chester Taylor,64,,BAL,RB,23,15,2,0,0,0,0,0,33,122,0,22,14,129,2,39,58.6,45.1
