 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.8,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Dan Marino*,3,19,MIA,QB,31,16,16,330,554,4116,24,16,20,66,0,,0,0,0,235,251.7,246.2
Anthony Miller*,5,20,SDG,WR,27,16,16,0,0,0,0,0,1,-1,0,137,72,1060,7,148,228.9,189.9
Neal Anderson,13,21,CHI,RB,28,16,11,0,0,0,0,0,156,582,5,65,42,399,6,164,209.1,179.1
Ernest Givins*,6,22,HOU,WR,28,16,16,0,0,0,0,0,7,75,0,111,67,787,10,146,214.7,176.7
Haywood Jeffires*,7,23,HOU,WR,28,16,16,0,0,0,0,0,0,0,0,138,90,913,9,145,237.8,189.3
Troy Aikman*,4,24,DAL,QB,26,16,16,302,473,3445,23,14,37,105,1,,0,0,0,218,236.3,228.3
Fred Barnett*,8,25,PHI,WR,26,16,16,0,0,0,0,0,1,-15,0,118,67,1083,6,143,212.3,175.3
Michael Haynes,9,26,ATL,WR,27,14,14,0,0,0,0,0,0,0,0,83,48,808,10,141,191.8,164.8
Jay Novacek*+,1,27,DAL,TE,30,16,16,0,0,0,0,0,0,0,0,99,68,630,6,99,170.0,133.0
Eric Martin,10,28,NOR,WR,31,16,11,0,0,0,0,0,0,0,0,100,68,1041,5,134,204.6,167.1
Harold Green*,14,29,CIN,RB,24,16,15,0,0,0,0,0,265,1170,2,48,41,214,0,150,196.9,169.9
Mark Higgs,15,30,MIA,RB,26,16,15,0,0,0,0,0,256,915,7,20,16,142,0,148,167.2,150.7
Jim Kelly*,5,31,BUF,QB,32,16,16,269,462,3457,23,19,31,53,1,,0,0,0,204,221.6,214.6
Keith Jackson*,2,32,MIA,TE,27,13,11,0,0,0,0,0,0,0,0,69,48,594,5,89,139.4,111.4
Brett Favre*,6,33,GNB,QB,23,15,13,302,471,3227,18,13,47,198,1,1,1,-7,0,200,214.2,201.7
Brent Jones*,3,34,SFO,TE,29,15,15,0,0,0,0,0,0,0,0,64,45,628,4,87,134.3,108.3
Keith Byars,4,35,PHI,TE,29,15,15,0,1,0,0,0,41,176,1,81,56,502,2,86,147.3,112.8
Jim Everett,7,36,RAM,QB,29,16,16,281,475,3323,22,18,32,133,0,,0,0,0,198,219.7,211.2
Gary Clark,11,37,WAS,WR,30,16,14,0,0,0,0,0,2,18,0,131,64,912,5,123,189.5,154.0
Mark Jackson,12,38,DEN,WR,29,16,13,0,0,0,0,0,3,-1,0,117,48,745,8,122,173.4,146.4
Ronnie Harmon*,16,39,SDG,RB,28,16,2,0,0,0,0,0,55,235,3,102,79,914,1,139,221.9,174.4
Herman Moore,13,40,DET,WR,23,12,11,0,0,0,0,0,0,0,0,89,51,966,4,121,174.6,146.1
Stan Humphries,8,41,SDG,QB,27,16,15,263,454,3356,16,18,28,79,4,,0,0,0,194,210.6,203.1
Michael Jackson,14,42,CLE,WR,23,16,14,0,0,0,0,0,1,21,0,82,47,755,7,120,169.6,143.1
Mark Duper,15,43,MIA,WR,33,16,16,0,0,0,0,0,0,0,0,96,44,762,7,118,164.2,138.2
Mike Pritchard,16,44,ATL,WR,23,16,15,0,0,0,0,0,5,37,0,116,77,827,5,116,194.9,151.9
Andre Reed*,17,45,BUF,WR,28,16,16,0,0,0,0,0,8,65,0,104,65,913,3,116,181.8,144.3
Chris Warren,17,46,SEA,RB,24,16,16,0,0,0,0,0,223,1017,3,28,16,134,0,133,154.1,139.1
Dalton Hilliard,18,47,NOR,RB,28,16,4,0,0,0,0,0,115,445,3,59,48,465,4,133,184.0,151.0
Shannon Sharpe*,5,48,DEN,TE,24,16,11,0,0,0,0,0,2,-6,0,77,53,640,2,75,130.9,100.9
James Lofton,18,49,BUF,WR,36,16,15,0,0,0,0,0,0,0,0,110,51,786,6,115,168.6,140.1
Anthony Johnson,19,50,IND,RB,25,15,13,0,1,0,0,0,178,592,0,60,49,517,3,129,180.9,147.4
Bobby Hebert,9,51,NOR,QB,32,16,16,249,422,3287,19,16,32,95,0,,0,0,0,185,202.5,198.0
Jackie Harris,6,52,GNB,TE,24,16,11,0,0,0,0,0,0,0,0,82,55,595,2,72,129.0,98.0
Tim Brown,19,53,RAI,WR,26,15,12,0,0,0,0,0,3,-4,0,95,49,693,7,111,159.9,129.4
Eric Metcalf,20,54,CLE,RB,24,16,5,0,1,0,0,0,73,301,1,69,47,614,5,128,183.5,151.0
Kerry Cash,7,55,IND,TE,23,16,16,0,0,0,0,0,0,0,0,75,43,521,3,70,116.1,91.6
Flipper Anderson,20,56,RAM,WR,27,15,9,0,0,0,0,0,0,0,0,79,38,657,7,108,148.2,125.7
Dave Krieg,10,57,KAN,QB,34,16,16,230,413,3115,15,12,37,74,2,,0,0,0,180,190.0,182.0
Cris Carter,21,58,MIN,WR,27,12,12,0,0,0,0,0,5,15,0,92,53,681,6,106,161.1,131.1
Pete Metzelaars,8,59,BUF,TE,32,16,7,0,0,0,0,0,0,0,0,43,30,298,6,66,98.8,80.8
Brett Perriman,22,60,DET,WR,27,16,16,0,0,0,0,0,0,0,0,107,69,810,4,105,176.5,138.5
Randal Hill,23,61,PHO,WR,23,16,14,0,0,0,0,0,1,4,0,117,58,861,3,105,164.5,131.5
Irving Fryar,24,62,NWE,WR,30,15,14,0,0,0,0,0,1,6,0,106,55,791,4,104,161.7,131.2
Johnny Johnson,21,63,PHO,RB,24,12,8,0,0,0,0,0,178,734,6,19,14,103,0,120,138.7,124.7
Calvin Williams,25,64,PHI,WR,25,16,15,0,0,0,0,0,0,0,0,73,42,598,7,102,146.8,122.8
Curtis Duncan*,26,65,HOU,WR,27,16,16,0,0,0,0,0,0,0,0,110,82,954,1,101,186.4,142.4
Heath Sherman,22,66,PHI,RB,25,16,7,0,0,0,0,0,112,583,5,23,18,219,1,116,138.7,122.2
Rob Moore,27,67,NYJ,WR,24,16,15,0,0,0,0,0,1,21,0,115,50,726,4,99,151.7,123.7
Ron Hall,9,68,TAM,TE,28,12,11,0,0,0,0,0,0,0,0,54,39,351,4,59,101.1,78.6
Warren Moon*,11,69,HOU,QB,36,11,10,224,346,2521,18,12,27,147,1,,0,0,0,170,184.0,174.5
Marion Butts,23,70,SDG,RB,26,15,15,0,0,0,0,0,218,809,4,11,9,73,0,112,122.2,112.7
Terry Orr,10,71,WAS,TE,31,16,7,0,0,0,0,0,0,0,0,33,22,356,3,54,78.1,63.6
Mark Carrier,28,72,TAM,WR,27,14,12,0,0,0,0,0,0,0,0,102,56,692,4,93,151.7,120.2
Marv Cook*,11,73,NWE,TE,26,16,15,0,0,0,0,0,0,0,0,75,52,413,2,53,106.8,76.3
Ricky Proehl,29,74,PHO,WR,24,16,15,0,1,0,0,1,3,23,0,107,60,744,3,93,154.2,118.7
Ethan Horton,12,75,RAI,TE,30,16,16,0,0,0,0,0,0,0,0,68,33,409,2,53,88.4,68.4
Mark Rypien,12,76,WAS,QB,30,16,16,269,479,3282,13,17,36,50,2,,0,0,0,166,184.3,179.3
Willie Davis,30,77,KAN,WR,25,16,14,0,0,0,0,0,1,-11,0,66,36,756,3,93,131.5,110.5
Bob Christian,2,78,CHI,,24,2,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Chris Chandler,13,,PHO,QB,27,15,13,245,413,2832,15,15,36,149,1,,0,0,0,164,180.7,170.2
Jim Harbaugh,14,,CHI,QB,29,16,13,202,358,2486,13,12,47,272,1,,0,0,0,161,175.6,166.6
Vinny Testaverde,15,,TAM,QB,29,14,14,206,358,2554,14,16,36,197,2,,0,0,0,158,177.9,169.9
Neil O'Donnell*,16,,PIT,QB,26,12,12,185,313,2283,13,9,27,5,1,,0,0,0,132,140.8,134.8
Chris Miller,17,,ATL,QB,27,8,8,152,253,1739,15,6,23,89,0,,0,0,0,126,132.5,126.5
John Elway,18,,DEN,QB,32,12,12,174,316,2242,10,17,34,94,2,,0,0,0,117,131.1,122.1
Rich Gannon,19,,MIN,QB,27,12,12,159,279,1905,12,13,45,187,0,,0,0,0,117,133.4,124.9
Jeff Hostetler,20,,NYG,QB,31,13,9,103,192,1225,8,3,35,172,3,,0,0,0,110,116.2,107.2
Bobby Humphrey,24,,MIA,RB,26,16,1,0,0,0,0,0,102,471,1,75,54,507,1,110,168.8,134.8
Brad Baxter,25,,NYJ,RB,25,15,15,0,0,0,0,0,152,698,6,10,4,32,0,109,114.5,108.0
Brad Muster,26,,CHI,RB,27,16,16,0,1,0,0,1,98,414,3,45,34,389,2,108,148.3,124.3
Tom Rathman,27,,SFO,RB,30,15,15,0,0,0,0,0,57,194,5,55,44,343,4,108,157.2,128.7
John Williams,28,,SEA,RB,28,16,16,0,0,0,0,0,114,339,1,122,74,556,2,108,185.5,140.5
Rodney Culver,29,,IND,RB,23,16,2,0,0,0,0,0,121,321,7,35,26,210,2,107,138.1,118.1
Kenneth Davis,30,,BUF,RB,30,16,0,0,0,0,0,0,139,613,6,18,15,80,0,105,120.8,107.8
Wade Wilson,21,,ATL,QB,33,9,3,111,163,1366,13,4,15,62,0,,0,0,0,105,111.8,108.8
Vince Workman,31,,GNB,RB,24,10,10,0,0,0,0,0,159,631,2,59,47,290,0,104,155.1,123.6
Derrick Fenner,32,,CIN,RB,25,16,1,0,0,0,0,0,112,500,7,12,7,41,1,102,111.6,104.6
Eric Dickerson,33,,RAI,RB,32,16,15,0,0,0,0,0,187,729,2,22,14,85,1,99,115.9,105.4
Kevin Mack,34,,CLE,RB,30,12,6,0,0,0,0,0,169,543,6,15,13,81,0,98,113.9,103.9
Reggie Rivers,35,,DEN,RB,24,16,3,0,0,0,0,0,74,282,3,63,45,449,1,97,147.1,117.6
Jay Schroeder,22,,RAI,QB,31,13,9,123,253,1476,11,11,28,160,0,,0,0,0,97,111.5,103.0
Cody Carlson,23,,HOU,QB,29,11,6,149,227,1710,9,11,27,77,1,,0,0,0,96,106.1,99.1
Rodney Peete,24,,DET,QB,26,10,10,123,213,1702,9,9,21,83,0,,0,0,0,94,103.4,97.4
Barry Word,36,,KAN,RB,29,12,11,0,0,0,0,0,163,607,4,14,9,80,0,93,103.7,95.2
Henry Ellard,33,,RAM,WR,31,16,15,0,0,0,0,0,0,0,0,88,47,727,3,91,140.7,114.2
Ed McCaffrey,32,,NYG,WR,24,16,3,0,0,0,0,0,0,0,0,74,49,610,5,91,142.0,113.5
Browning Nagle,25,,NYJ,QB,24,14,13,192,387,2280,7,17,24,57,0,,0,0,0,91,104.9,95.9
Tom Waddle,31,,CHI,WR,25,12,12,0,0,0,0,0,0,0,0,80,46,674,4,91,139.9,113.4
Wendell Davis,34,,CHI,WR,26,16,15,0,0,0,0,0,4,42,0,110,54,734,2,90,146.6,116.6
Willie Green,35,,DET,WR,26,15,13,0,0,0,0,0,0,0,0,78,33,586,5,89,124.1,104.1
Ricky Sanders,36,,WAS,WR,32,15,5,0,0,0,0,0,4,-6,0,91,51,707,3,88,142.1,113.6
Quinn Early,38,,NOR,WR,27,16,16,0,0,0,0,0,3,-1,0,64,30,566,5,87,119.5,101.5
Ricky Ervins,37,,WAS,RB,24,16,0,0,0,0,0,0,151,495,2,42,32,252,0,87,124.2,101.7
Art Monk,37,,WAS,WR,35,16,14,0,0,0,0,0,6,45,0,89,46,644,3,87,135.4,108.9
Reggie Langhorne,39,,IND,WR,29,16,12,0,0,0,0,0,1,-7,0,124,65,811,1,86,154.4,118.9
Mike Tomczak,26,,CLE,QB,30,12,8,120,211,1693,7,7,24,39,0,,0,0,0,86,93.1,87.6
Jeff George,27,,IND,QB,25,10,10,167,306,1963,7,15,14,26,1,,0,0,0,85,100.1,94.1
Gaston Green,38,,DEN,RB,26,14,13,0,0,0,0,0,161,648,2,13,10,79,0,85,97.7,89.7
Jessie Hester,40,,IND,WR,29,16,16,0,0,0,0,0,0,0,0,122,52,792,1,85,140.2,111.2
David Lang,39,,RAM,RB,24,16,11,0,0,0,0,0,33,203,5,26,18,283,1,85,106.1,88.6
Lawrence Dawsey,41,,TAM,WR,25,15,12,0,0,0,0,0,0,0,0,94,60,776,1,84,146.1,112.6
Rod Bernstine,40,,SDG,RB,27,9,1,0,0,0,0,0,106,499,4,25,12,86,0,83,96.5,86.5
Anthony Carter,43,,MIN,WR,32,16,14,0,1,0,0,0,16,66,1,80,41,580,2,83,126.1,102.1
Nate Lewis,42,,SDG,WR,26,15,7,0,0,0,0,0,2,7,0,64,34,580,4,83,119.2,98.7
J.J. Birden,44,,KAN,WR,27,16,11,0,0,0,0,0,0,0,0,78,42,644,3,82,125.9,100.4
Roger Craig,41,,MIN,RB,32,15,1,0,0,0,0,0,105,416,4,30,22,164,0,82,109.0,91.0
Alvin Harper,45,,DAL,WR,24,16,13,0,0,0,0,0,1,15,0,77,35,562,4,82,119.2,98.2
Vaughn Dunbar,43,,NOR,RB,24,16,8,0,0,0,0,0,154,565,3,14,9,62,0,81,91.2,82.2
Christian Okoye,42,,KAN,RB,31,15,5,0,0,0,0,0,144,448,6,4,1,5,0,81,84.3,79.8
Mark Clayton,47,,MIA,WR,31,13,13,0,0,0,0,0,0,0,0,89,43,619,3,80,125.4,100.4
Drew Hill,46,,ATL,WR,36,16,14,0,0,0,0,0,0,0,0,98,60,623,3,80,142.8,109.3
Ernie Jones,49,,PHO,WR,28,11,5,0,0,0,0,0,2,-3,0,73,38,559,4,80,120.6,98.6
Darren Lewis,44,,CHI,RB,24,16,5,0,0,0,0,0,90,382,4,27,18,175,0,80,107.7,90.7
Dwight Stone,48,,PIT,WR,28,15,12,0,0,0,0,0,12,118,0,68,34,501,3,80,119.9,96.9
Jarrod Bunch,45,,NYG,RB,24,16,13,0,0,0,0,0,104,501,3,16,11,50,1,79,91.6,81.6
Chris Burkett,50,,NYJ,WR,30,16,5,0,0,0,0,0,0,0,0,95,57,724,1,78,137.9,105.9
Boomer Esiason,28,,CIN,QB,31,12,11,144,278,1407,11,15,21,66,0,,0,0,0,77,88.9,79.9
Jeff Graham,51,,PIT,WR,23,14,10,0,0,0,0,0,0,0,0,94,49,711,1,77,129.1,101.6
Marcus Allen,46,,RAI,RB,32,16,0,0,0,0,0,0,67,301,2,44,28,277,1,76,109.3,88.8
Craig Heyward,47,,NOR,RB,26,16,13,0,0,0,0,0,104,416,3,25,19,159,0,76,100.0,84.0
Willie Gault,52,,RAI,WR,32,16,16,0,0,0,0,0,1,6,0,76,27,508,4,75,105.4,88.9
Webster Slaughter,53,,HOU,WR,28,12,9,0,0,0,0,0,3,20,0,61,39,486,4,75,115.1,91.1
Harry Sydney,48,,GNB,RB,33,16,10,0,0,0,0,0,51,163,2,65,49,384,1,73,126.7,95.2
Hugh Millen,29,,NWE,QB,29,7,7,124,203,1203,8,10,17,108,0,1,0,0,0,71,82.9,72.9
Amp Lee,49,,SFO,RB,21,16,3,0,0,0,0,0,91,362,2,25,20,102,2,70,95.9,79.4
Tim Barnett,54,,KAN,WR,24,12,3,0,0,0,0,0,0,0,0,44,24,442,4,68,94.7,79.2
Larry Centers,50,,PHO,RB,24,16,1,0,0,0,0,0,37,139,0,59,50,417,2,68,123.1,91.6
Arthur Marshall,55,,DEN,WR,23,16,1,1,1,81,1,0,11,56,0,45,26,493,1,68,95.6,78.1
Don Beebe,57,,BUF,WR,28,12,8,0,0,0,0,0,1,-6,0,58,33,554,2,67,102.3,82.3
Tony Martin,56,,MIA,WR,27,16,3,0,1,0,0,0,1,-2,0,65,33,553,2,67,102.1,81.6
Bernie Kosar,30,,CLE,QB,29,7,7,103,155,1160,8,7,5,12,0,,0,0,0,66,75.1,71.6
Sean Salisbury,31,,MIN,QB,29,10,4,97,175,1203,5,2,11,0,0,,0,0,0,64,67.1,62.1
Stan Gelbaugh,32,,SEA,QB,30,10,8,121,255,1307,6,11,16,79,0,,0,0,0,62,71.7,64.2
Todd McNair,51,,KAN,RB,27,16,0,0,0,0,0,0,21,124,1,62,44,380,1,62,111.9,83.4
John Taylor,58,,SFO,WR,30,9,8,0,0,0,0,0,1,10,0,35,25,428,3,62,89.8,74.3
Leroy Hoard,52,,CLE,RB,24,16,9,0,0,0,0,0,54,236,0,48,26,310,1,61,91.1,70.6
Mike Sherrard,59,,SFO,WR,29,16,8,0,0,0,0,0,0,0,0,58,38,607,0,61,107.2,84.7
Jon Vaughn,53,,NWE,RB,22,16,5,0,0,0,0,0,113,451,1,21,13,84,0,60,78.5,66.0
Nick Bell,54,,RAI,RB,24,16,1,0,0,0,0,0,81,366,3,6,4,40,0,59,64.6,58.6
Tim McGee,60,,CIN,WR,28,16,16,0,0,0,0,0,0,0,0,90,35,408,3,59,96.8,76.3
Steve Broussard,55,,ATL,RB,25,15,1,0,0,0,0,0,84,363,1,16,11,96,1,58,70.4,60.4
Terance Mathis,62,,NYJ,WR,25,16,1,0,0,0,0,0,3,25,1,41,22,316,3,58,82.1,67.1
Ernie Mills,61,,PIT,WR,24,16,5,0,0,0,0,0,1,20,0,50,30,383,3,58,90.3,71.3
Leonard Harris,63,,HOU,WR,32,14,7,0,0,0,0,0,1,8,0,55,35,435,2,56,94.3,73.8
Hassan Jones,64,,MIN,WR,28,9,5,1,1,18,0,0,1,1,0,48,22,308,4,56,80.6,66.6
John Stephens,57,,NWE,RB,26,16,16,0,0,0,0,0,75,277,2,33,21,161,0,56,82.8,66.3
Darrell Thompson,56,,GNB,RB,25,7,4,0,0,0,0,0,76,254,2,16,13,129,1,56,74.3,60.8
Tommy Kane,65,,SEA,WR,28,11,11,0,0,0,0,0,0,0,0,70,27,369,3,55,84.9,68.4
Gary Anderson,59,,TAM,RB,31,15,4,0,0,0,0,0,55,194,1,54,34,284,0,54,92.3,67.8
Bill Brooks,66,,IND,WR,28,14,10,0,0,0,0,0,2,14,0,81,44,468,1,54,101.2,76.2
Jeff Chadwick,67,,RAM,WR,32,14,2,0,0,0,0,0,0,0,0,61,29,362,3,54,85.7,67.7
Greg Lewis,58,,DEN,RB,23,16,2,0,1,0,0,0,73,268,4,4,4,30,0,54,59.8,53.8
Tony Paige,61,,MIA,RB,30,16,16,0,0,0,0,0,7,11,1,60,48,399,1,53,103.5,76.0
Leonard Russell,60,,NWE,RB,23,11,10,0,0,0,0,0,123,390,2,14,11,24,0,53,65.9,55.9
Phil Simms,33,,NYG,QB,37,4,4,83,137,912,5,3,6,17,0,,0,0,0,52,58.2,55.2
Steve Jordan,13,,MIN,TE,31,14,12,0,0,0,0,0,0,0,0,40,28,394,2,51,82.4,65.4
Anthony Morgan,69,,CHI,WR,25,12,4,0,0,0,0,0,3,68,0,32,14,323,2,51,68.1,58.1
Lawyer Tillman,68,,CLE,WR,26,11,9,0,0,0,0,0,2,15,0,54,25,498,0,51,78.8,62.8
Jack Trudeau,34,,IND,QB,30,11,5,105,181,1271,4,8,13,6,0,,0,0,0,51,60.9,56.4
Derrick Walker,14,,SDG,TE,25,16,16,0,0,0,0,0,0,0,0,62,34,393,2,51,88.3,68.3
Fred Banks,70,,MIA,WR,30,16,0,0,0,0,0,0,0,0,0,36,22,319,3,50,74.9,60.9
Shawn Jefferson,71,,SDG,WR,23,16,1,0,0,0,0,0,0,0,0,51,29,377,2,50,81.7,64.2
Leroy Thompson,63,,PIT,RB,23,15,2,0,0,0,0,0,35,157,1,29,22,278,0,50,76.5,58.5
Tommy Vardell,62,,CLE,RB,23,14,10,0,0,0,0,0,99,369,0,13,13,128,0,50,68.7,56.2
Eric Bieniemy,64,,SDG,RB,23,15,0,0,0,0,0,0,74,264,3,7,5,49,0,49,55.3,47.8
Todd Marinovich,35,,RAI,QB,23,7,7,81,165,1102,5,9,9,30,0,,0,0,0,49,59.1,54.1
Greg McMurtry,72,,NWE,WR,25,16,15,0,1,0,0,0,2,3,0,66,35,424,1,49,86.7,66.2
Blair Thomas,65,,NYJ,RB,25,9,7,0,0,0,0,0,97,440,0,10,7,49,0,49,57.9,50.4
Howard Cross,15,,NYG,TE,25,16,16,0,0,0,0,0,0,0,0,41,27,357,2,48,76.7,59.2
Mark Ingram,73,,NYG,WR,27,12,12,0,0,0,0,0,0,0,0,56,27,408,1,47,76.8,60.3
Courtney Hawkins,75,,TAM,WR,23,16,5,0,0,0,0,0,0,0,0,36,20,336,2,46,67.6,53.6
Anthony McDowell,67,,TAM,RB,24,12,8,0,0,0,0,0,14,81,0,37,27,258,2,46,75.4,58.4
Torrance Small,74,,NOR,WR,22,13,2,0,0,0,0,0,0,0,0,46,23,278,3,46,71.8,57.3
Tony Smith,66,,ATL,RB,22,14,6,0,0,0,0,0,87,329,2,3,2,14,0,46,49.3,43.3
Stephen Baker,76,,NYG,WR,28,16,11,0,0,0,0,0,0,0,0,59,17,333,2,45,65.3,53.8
Jeff Query,77,,CIN,WR,25,10,2,0,0,0,0,0,1,1,0,36,16,265,3,45,63.6,52.6
Mark Bavaro,17,,CLE,TE,29,16,16,0,0,0,0,0,0,0,0,35,25,315,2,44,71.5,56.0
Merril Hoge,68,,PIT,RB,27,16,11,0,0,0,0,0,41,150,0,42,28,231,1,44,76.6,55.1
Jim Price,16,,RAM,TE,26,15,3,0,0,0,0,0,0,0,0,57,34,324,2,44,80.4,59.4
Daryl Johnston,69,,DAL,RB,26,16,16,0,0,0,0,0,17,61,0,38,32,249,2,43,78.0,59.0
Billy Joe Tolliver,37,,ATL,QB,26,9,5,73,131,787,5,5,4,15,0,,0,0,0,43,48.5,43.0
Al Toon,78,,NYJ,WR,29,9,8,0,0,0,0,0,0,0,0,57,31,311,2,43,77.1,58.6
Andre Ware,36,,DET,QB,24,4,3,50,86,677,3,4,20,124,0,,0,0,0,43,50.5,41.5
Wesley Carroll,80,,NOR,WR,25,16,5,0,0,0,0,0,0,0,0,39,18,292,2,41,61.7,49.2
Pat Carter,18,,RAM,TE,26,16,16,0,0,0,0,0,0,0,0,35,20,232,3,41,64.2,51.2
Vance Johnson,79,,DEN,WR,29,11,7,0,0,0,0,0,0,0,0,47,24,294,2,41,67.9,52.4
Steve Smith,70,,RAI,RB,28,16,15,0,0,0,0,0,44,129,0,41,28,217,1,41,74.6,54.6
Chris Calloway,81,,NYG,WR,24,16,1,0,0,0,0,0,0,0,0,49,27,335,1,40,69.5,53.0
Rodney Holman,19,,CIN,TE,32,16,13,0,0,0,0,0,0,0,0,37,26,266,2,39,67.6,51.6
Carl Pickens,82,,CIN,WR,22,16,10,0,0,0,0,0,0,0,0,56,26,326,1,39,72.1,54.6
Adrian Cooper,20,,PIT,TE,24,16,15,0,0,0,0,0,0,0,0,31,16,197,3,38,56.2,44.7
Michael Timpson,83,,NWE,WR,25,16,2,0,0,0,0,0,0,0,0,54,26,315,1,38,66.5,50.5
Ivory Lee Brown,72,,PHO,RB,23,7,5,0,0,0,0,0,68,194,2,7,7,54,0,37,46.8,40.3
Keith Jones,71,,ATL,RB,26,16,8,0,1,0,0,0,79,278,0,14,12,94,0,37,51.2,41.2
Eric Ball,73,,CIN,RB,26,16,14,0,0,0,0,0,16,55,2,17,6,66,2,36,41.6,38.1
Willie Drewrey,84,,TAM,WR,29,9,2,0,0,0,0,0,0,0,0,26,16,237,2,36,54.7,43.7
Louis Clark,85,,SEA,WR,28,10,9,0,0,0,0,0,0,0,0,57,20,290,1,35,58.0,45.0
Ben Coates,21,,NWE,TE,23,16,2,0,0,0,0,0,1,2,0,34,20,171,3,35,57.8,44.3
Carwell Gardner,74,,BUF,RB,26,16,7,0,0,0,0,0,40,166,2,9,7,67,0,35,45.3,38.8
David Klingler,38,,CIN,QB,23,4,4,47,98,530,3,2,11,53,0,,0,0,0,35,38.0,33.5
Harvey Williams,75,,KAN,RB,25,14,0,0,0,0,0,0,78,262,1,7,5,24,0,35,42.1,36.1
Erik Kramer,41,,DET,QB,28,7,3,58,106,771,4,8,12,34,0,,0,0,0,34,43.2,38.2
Tommy Maddox,40,,DEN,QB,21,13,4,66,121,757,5,9,9,20,0,,0,0,0,34,44.3,39.3
Ken O'Brien,39,,NYJ,QB,32,10,3,55,98,642,5,6,8,8,0,,0,0,0,34,43.5,40.5
Kelly Stouffer,42,,SEA,QB,28,9,7,92,190,900,3,9,9,37,0,,0,0,0,34,39.7,30.7
Steve DeBerg,44,,TAM,QB,38,6,2,76,125,710,3,4,3,3,0,,0,0,0,33,38.7,34.7
Vince Evans,43,,RAI,QB,37,5,0,29,53,372,4,3,11,79,0,,0,0,0,33,38.3,34.8
Keith Henderson,76,,2TM,RB,26,15,0,1,1,36,1,0,44,150,1,10,5,64,0,33,38.8,31.3
Brian Blades,86,,SEA,WR,27,6,5,0,0,0,0,0,1,5,0,32,19,256,1,32,53.6,40.6
Donald Hollas,45,,CIN,QB,25,10,1,35,58,335,2,0,20,109,0,,0,0,0,32,35.3,26.3
Keith Jennings,22,,CHI,TE,26,16,14,0,0,0,0,0,0,0,0,33,23,264,1,32,58.4,43.9
Freeman McNeil,77,,NYJ,RB,33,12,1,0,0,0,0,0,43,170,0,25,16,154,0,32,53.9,39.4
Odessa Turner,87,,SFO,WR,28,16,0,0,0,0,0,0,0,0,0,17,9,200,2,32,43.5,35.5
Edgar Bennett,80,,GNB,RB,23,16,2,0,0,0,0,0,61,214,0,14,13,93,0,31,45.7,35.2
Robert Delpino,78,,RAM,RB,27,10,4,0,0,0,0,0,32,115,0,30,18,139,1,31,54.4,38.4
Mark Green,79,,CHI,RB,25,15,0,0,0,0,0,0,23,107,2,9,7,85,0,31,41.2,34.7
