 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-1.6,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Todd Heap*,3,38,BAL,TE,23,16,16,0,0,0,0,0,3,21,0,112,57,693,3,97,156.9,124.9
Amani Toomer,17,39,NYG,WR,29,16,16,0,0,0,0,0,1,5,0,152,63,1057,5,136,202.2,167.7
Trent Green*,3,40,KAN,QB,33,16,16,330,523,4039,24,12,26,83,2,0,0,0,0,254,266.4,260.9
Steve McNair*,4,41,TEN,QB,30,14,14,250,400,3215,24,7,38,138,4,1,1,4,0,253,260.8,248.3
David Boston,18,42,SDG,WR,25,14,14,0,0,0,0,0,3,18,0,115,70,880,7,134,205.8,166.8
Matt Hasselbeck*,5,43,SEA,QB,28,16,16,313,513,3841,26,15,36,125,2,0,0,0,0,252,271.1,263.1
Isaac Bruce,19,44,STL,WR,31,15,15,2,2,66,0,0,2,17,0,119,69,981,5,132,204.4,166.9
Aaron Brooks,6,45,NOR,QB,27,16,16,306,518,3546,24,8,54,175,2,1,0,0,0,251,258.3,245.3
Curtis Martin,18,46,NYJ,RB,30,16,16,0,0,0,0,0,323,1308,2,53,42,262,0,169,216.0,188.0
Rudi Johnson,19,47,CIN,RB,24,13,5,0,0,0,0,0,215,957,9,23,21,146,0,164,191.3,174.8
Reggie Wayne,20,48,IND,WR,25,16,16,0,0,0,0,0,0,0,0,107,68,838,7,126,196.8,159.8
Javon Walker,21,49,GNB,WR,25,16,3,0,0,0,0,0,2,1,0,74,41,716,9,126,169.2,145.2
Justin McCareins,22,50,TEN,WR,25,16,10,0,0,0,0,0,1,13,0,82,47,813,7,125,179.6,152.1
Brian Westbrook,20,51,PHI,RB,24,15,8,0,0,0,0,0,117,613,7,48,37,332,4,161,214.0,188.0
Andre Johnson,23,52,HOU,WR,22,16,16,0,0,0,0,0,5,-10,0,119,66,976,4,121,189.6,153.6
Eddie Kennison,24,53,KAN,WR,30,16,16,0,0,0,0,0,2,9,0,99,56,853,5,116,174.7,143.2
T.J. Duckett,21,54,ATL,RB,22,16,10,0,1,0,0,0,197,779,11,13,11,94,0,153,165.8,155.8
Rod Smith,25,55,DEN,WR,33,15,15,1,1,72,0,0,10,98,0,114,74,845,3,115,198.2,158.2
Koren Robinson,26,56,SEA,WR,23,15,15,0,0,0,0,0,4,15,0,119,65,896,4,115,188.6,152.6
Boo Williams,4,57,NOR,TE,24,16,6,0,0,0,0,0,0,0,0,62,41,436,5,74,117.6,94.1
Itula Mili,5,58,SEA,TE,30,16,12,0,0,0,0,0,0,0,0,62,46,492,4,73,122.2,96.2
Alge Crumpler*,6,59,ATL,TE,26,16,16,0,0,0,0,0,0,0,0,80,44,552,3,73,119.7,94.2
Marc Bulger*,7,60,STL,QB,26,15,15,336,532,3845,22,22,29,75,4,0,0,0,0,231,252.3,245.3
Eddie George,22,61,TEN,RB,30,16,16,0,0,0,0,0,312,1031,5,31,22,163,0,149,176.9,159.4
Jeff Garcia,8,62,SFO,QB,33,13,13,225,392,2704,18,13,56,319,7,1,1,6,0,231,246.2,235.2
Marcus Pollard,7,63,IND,TE,31,14,13,0,0,0,0,0,0,0,0,57,40,541,3,72,114.6,91.1
Randy McMichael,8,64,MIA,TE,24,16,16,0,0,0,0,0,0,0,0,83,49,598,2,72,129.8,102.3
Terry Glenn,27,65,DAL,WR,29,16,14,0,1,0,0,0,3,55,0,96,52,754,5,111,164.9,134.9
Jon Kitna,9,66,CIN,QB,31,16,16,324,520,3591,26,15,38,113,0,0,0,0,0,229,245.4,234.9
Michael Pittman,23,67,TAM,RB,28,16,13,0,0,0,0,0,187,751,0,121,75,597,2,147,225.8,180.3
Plaxico Burress,28,68,PIT,WR,26,16,16,0,0,0,0,0,1,-7,0,124,60,860,4,109,171.8,138.3
Freddie Jones,9,69,ARI,TE,29,16,16,0,0,0,0,0,0,0,0,89,55,517,3,70,127.7,97.2
Johnnie Morton,29,70,KAN,WR,32,16,16,0,0,0,0,0,8,94,0,92,50,740,4,107,160.4,132.4
Brett Favre*,10,71,GNB,QB,34,16,16,308,471,3361,32,21,18,15,0,0,0,0,0,226,247.4,241.9
Tom Brady,11,72,NWE,QB,26,16,16,317,527,3620,23,12,42,63,1,0,0,0,0,225,233.6,224.1
Jim Kleinsasser,10,73,MIN,TE,26,16,16,0,0,0,0,0,2,15,0,59,46,401,4,66,114.6,88.6
Jeremy Shockey*,11,74,NYG,TE,23,9,9,0,0,0,0,0,0,0,0,70,48,535,2,66,116.0,88.5
Tom Lopienski,3,75,IND,,24,4,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Andrew Pinnock,14,76,SDG,,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Malaefou MacKenzie,7,77,JAX,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Jimmy Smith,30,78,JAX,WR,34,12,12,0,0,0,0,0,0,0,0,112,54,805,4,105,161.0,130.5
Donovan McNabb*,12,,PHI,QB,27,16,16,275,478,3216,16,11,71,355,3,1,1,-7,0,223,236.9,225.9
Brad Johnson,13,,TAM,QB,35,16,16,354,570,3811,26,21,25,33,0,1,0,-2,0,220,240.5,234.5
Quincy Carter,14,,DAL,QB,26,16,16,292,505,3302,17,21,68,257,2,0,0,0,0,196,217.8,206.8
Jake Delhomme,15,,CAR,QB,28,16,15,266,449,3219,19,16,42,39,1,0,0,0,0,183,194.2,183.7
Tommy Maddox,16,,PIT,QB,32,16,16,298,519,3414,18,17,13,12,0,0,0,0,0,176,193.3,187.8
Jake Plummer,17,,DEN,QB,29,11,11,189,302,2182,15,7,37,205,3,0,0,0,0,172,182.8,174.8
Byron Leftwich,18,,JAX,QB,23,15,13,239,418,2819,14,16,25,108,2,0,0,0,0,160,176.1,164.6
Joey Harrington,19,,DET,QB,25,16,16,309,554,2880,17,22,30,86,0,1,1,8,0,153,175.6,169.1
Kerry Collins,20,,NYG,QB,31,13,13,284,500,3110,13,16,17,49,0,0,0,0,0,151,164.3,155.3
Drew Bledsoe,21,,BUF,QB,31,16,16,274,471,2860,11,12,24,29,2,0,0,0,0,149,156.8,146.3
Jeff Blake,22,,ARI,QB,33,13,13,208,367,2247,13,15,30,177,2,0,0,0,0,144,160.6,150.6
Anthony Thomas,24,,CHI,RB,26,13,13,0,0,0,0,0,244,1024,6,14,9,36,0,142,153.5,145.5
Patrick Ramsey,23,,WAS,QB,24,11,11,179,337,2166,14,9,15,62,1,0,0,0,0,141,148.8,141.8
Troy Hambrick,25,,DAL,RB,27,16,16,0,0,0,0,0,275,972,5,24,17,99,0,137,155.1,141.6
Jerome Bettis,26,,PIT,RB,31,16,10,0,0,0,0,0,246,811,7,22,13,86,0,134,147.2,135.2
Chad Pennington,24,,NYJ,QB,27,10,9,189,297,2139,13,12,21,42,2,0,0,0,0,132,142.8,135.8
Warrick Dunn,27,,ATL,RB,28,11,6,0,0,0,0,0,125,672,3,52,37,336,2,131,172.8,147.3
Jay Fiedler,25,,MIA,QB,32,12,11,179,314,2138,11,13,34,88,3,0,0,0,0,130,142.8,136.3
Duce Staley,28,,PHI,RB,28,16,4,0,0,0,0,0,96,463,5,47,36,382,2,127,167.5,142.5
Correll Buckhalter,30,,PHI,RB,25,15,5,0,0,0,0,0,126,542,8,14,10,133,1,122,136.0,123.5
Garrison Hearst,29,,SFO,RB,32,12,12,0,0,0,0,0,178,768,3,38,25,211,1,122,151.9,132.4
David Carr,26,,HOU,QB,24,12,11,167,295,2013,9,13,27,151,2,1,0,0,0,118,134.6,126.6
Charlie Garner,31,,OAK,RB,31,14,9,0,0,0,0,0,120,553,3,70,48,386,1,118,171.4,140.9
Drew Brees,27,,SDG,QB,24,11,11,205,356,2108,11,15,21,84,0,1,1,21,1,117,133.3,127.3
Shawn Bryson,32,,DET,RB,27,16,13,0,0,0,0,0,158,606,3,72,54,340,0,113,171.6,137.6
Richie Anderson,33,,DAL,RB,32,15,8,0,1,0,0,0,70,306,1,87,69,493,4,110,184.4,143.4
Kevin Faulk,34,,NWE,RB,27,15,8,0,1,0,0,0,178,638,0,67,48,440,0,110,159.8,127.8
Kordell Stewart,28,,CHI,QB,31,9,7,126,251,1418,7,12,59,290,3,0,0,0,0,110,124.2,114.7
Tyrone Wheatley,35,,OAK,RB,31,15,5,0,0,0,0,0,159,678,4,18,12,120,0,104,120.8,107.8
Doug Flutie,29,,SDG,QB,41,7,5,91,167,1097,9,4,33,168,2,0,0,0,0,103,109.2,99.7
Onterrio Smith,36,,MIN,RB,23,15,3,0,0,0,0,0,107,579,5,20,15,129,0,103,123.3,109.3
Muhsin Muhammad,32,,CAR,WR,30,15,15,0,0,0,0,0,2,-2,0,100,54,837,3,102,157.0,125.5
Peerless Price,31,,ATL,WR,27,16,15,0,0,0,0,0,2,3,0,141,64,838,3,102,169.1,134.1
Tai Streets,33,,SFO,WR,26,16,16,0,0,0,0,0,0,0,0,85,47,595,7,102,151.5,125.0
Marcel Shipp,37,,ARI,RB,25,16,11,0,0,0,0,0,228,830,0,37,30,184,0,101,135.9,113.4
Bobby Engram,38,,SEA,RB,30,16,7,0,0,0,0,0,0,0,0,75,52,637,6,100,158.2,126.7
Rod Gardner,34,,WAS,WR,26,16,16,2,3,46,2,0,0,0,0,115,59,600,5,100,161.3,128.3
Deion Branch,35,,NWE,WR,24,15,12,0,0,0,0,0,1,11,0,104,57,803,3,99,159.4,127.9
Ike Hilliard,37,,NYG,WR,27,13,12,0,0,0,0,0,2,19,0,102,60,608,6,99,160.7,126.7
Thomas Jones,39,,TAM,RB,25,16,3,0,0,0,0,0,137,627,3,31,24,180,0,99,126.7,106.7
Jerry Rice,36,,OAK,WR,41,16,15,0,1,0,0,0,0,0,0,124,63,869,2,99,163.9,128.4
Bobby Shaw,38,,BUF,WR,28,16,7,0,0,0,0,0,0,0,0,86,56,732,4,97,155.7,124.2
Marty Booker,39,,CHI,WR,27,13,13,0,0,0,0,0,3,-7,0,105,52,715,4,95,149.3,119.8
Dennis Northcutt,40,,CLE,WR,26,15,6,0,1,0,0,0,12,83,0,93,62,729,2,93,157.2,122.2
Antowain Smith,40,,NWE,RB,31,13,6,0,0,0,0,0,182,642,3,16,14,92,0,91,107.9,97.4
Andre' Davis,41,,CLE,WR,24,16,8,0,0,0,0,0,5,28,0,55,40,576,5,90,132.4,108.4
Kelly Holcomb,30,,CLE,QB,30,10,8,193,302,1797,10,12,8,7,0,0,0,0,0,89,101.1,95.6
Travis Taylor,42,,BAL,WR,24,16,16,0,0,0,0,0,11,62,0,90,39,632,3,87,129.4,106.9
Amos Zereoue,41,,PIT,RB,27,16,6,0,0,0,0,0,132,433,2,52,40,310,0,86,132.3,106.3
David Givens,43,,NWE,WR,23,13,5,0,1,0,0,1,0,0,0,54,34,510,6,85,123.0,103.0
Eric Moulds,44,,BUF,WR,30,13,13,0,0,0,0,0,0,0,0,121,64,780,1,84,151.0,116.0
Kelly Campbell,42,,MIN,RB,23,15,6,0,0,0,0,0,10,71,0,46,25,522,4,83,110.3,93.8
Rock Cartwright,43,,WAS,RB,24,15,3,0,0,0,0,0,107,411,4,28,18,176,0,83,105.7,89.7
Doug Johnson,31,,ATL,QB,26,10,8,136,243,1655,8,12,14,21,1,0,0,0,0,82,95.8,91.3
Jerome Pathon,45,,NOR,WR,28,16,12,0,0,0,0,0,0,0,0,80,44,578,4,82,128.3,102.8
Joey Galloway,46,,DAL,WR,32,15,13,0,0,0,0,0,4,22,0,83,34,672,2,81,117.9,97.4
Kevin Johnson,47,,2TM,WR,27,15,9,0,1,0,0,0,0,0,0,95,58,634,3,81,142.4,110.4
Marcus Robinson,48,,BAL,WR,28,15,5,0,0,0,0,0,0,0,0,62,31,451,6,81,115.1,96.6
Vinny Testaverde,32,,NYJ,QB,40,7,7,123,198,1385,7,2,6,17,0,0,0,0,0,81,85.6,82.1
Trung Canidate,44,,WAS,RB,26,11,10,0,0,0,0,0,142,600,1,15,10,71,1,79,91.6,83.1
Donald Driver,49,,GNB,WR,28,15,15,0,0,0,0,0,5,51,0,86,52,621,2,79,134.2,105.2
Ashley Lelie,50,,DEN,WR,23,16,10,0,0,0,0,0,8,43,0,81,37,628,2,79,119.1,97.6
Tim Couch,33,,CLE,QB,26,10,8,120,203,1319,7,6,11,39,1,1,1,-3,0,78,85.4,78.9
Keyshawn Johnson,51,,TAM,WR,31,10,10,0,0,0,0,0,0,0,0,74,45,600,3,78,126.0,100.5
Dez White,52,,CHI,WR,24,15,11,0,0,0,0,0,2,13,0,107,49,583,3,78,129.6,102.1
Az-Zahir Hakim,53,,DET,WR,26,14,12,1,1,21,0,0,3,51,0,108,49,449,4,77,127.8,99.3
Curtis Conway,55,,NYJ,WR,32,16,15,0,0,0,0,0,0,0,0,102,46,640,2,76,125.0,99.0
DeShaun Foster,45,,CAR,RB,23,14,2,0,0,0,0,0,113,429,0,35,26,207,2,76,106.1,85.6
Darnerien McCants,54,,WAS,WR,25,15,1,0,0,0,0,0,0,0,0,55,27,360,6,76,106.0,89.5
Drew Bennett,57,,TEN,WR,25,12,8,1,1,14,0,0,0,0,0,54,32,504,4,75,110.0,91.0
Kyle Boller,35,,BAL,QB,22,11,9,116,224,1260,7,9,30,62,0,1,0,0,0,75,82.1,74.6
Robert Ferguson,56,,GNB,WR,24,15,12,0,0,0,0,0,1,-8,0,60,38,520,4,75,116.2,94.2
Josh Reed,58,,BUF,WR,23,16,16,0,0,0,0,0,3,38,0,104,58,588,2,75,135.1,102.6
Anthony Wright,34,,BAL,QB,27,7,7,94,178,1199,9,8,28,73,0,0,0,0,0,75,81.8,74.3
Troy Brown,59,,NWE,WR,32,12,10,0,0,0,0,0,6,27,0,60,40,472,4,74,115.9,91.9
Corey Dillon,46,,CIN,RB,29,13,11,0,0,0,0,0,138,541,2,18,11,71,0,73,87.2,78.7
Josh McCown,36,,ARI,QB,24,8,3,95,166,1018,5,6,28,158,1,0,0,0,0,71,77.5,66.5
Corey Bradford,60,,HOU,WR,28,16,6,0,0,0,0,0,0,0,0,62,24,460,4,70,97.0,82.0
Dane Looker,61,,STL,WR,27,16,2,1,1,11,0,0,0,0,0,75,47,495,3,70,117.4,90.4
Tim Brown,63,,OAK,WR,37,16,15,0,0,0,0,0,0,0,0,94,52,567,2,69,123.7,94.7
Rich Gannon,37,,OAK,QB,38,7,7,125,225,1274,6,4,6,18,0,0,0,0,0,69,74.8,70.8
Quincy Morgan,62,,CLE,WR,26,16,15,0,0,0,0,0,3,-4,0,79,38,516,3,69,110.2,88.2
Jamel White,47,,CLE,RB,26,16,3,0,0,0,0,0,70,266,1,69,46,303,1,69,120.4,90.9
James Jackson,48,,CLE,RB,27,12,6,0,0,0,0,0,102,382,3,18,14,114,0,68,86.1,71.6
Todd Pinkston,64,,PHI,WR,26,16,15,0,0,0,0,0,1,-11,0,86,36,575,2,68,106.9,85.4
Antonio Bryant,65,,DAL,WR,22,16,5,0,0,0,0,0,2,0,0,83,39,550,2,67,109.0,86.5
William Green,49,,CLE,RB,24,7,7,0,0,0,0,0,142,559,1,14,10,50,0,67,77.4,66.9
Rick Mirer,38,,OAK,QB,33,9,8,116,221,1267,3,5,20,83,1,0,0,0,0,67,73.0,68.0
Freddie Mitchell,68,,PHI,WR,25,16,6,1,1,25,1,0,0,0,0,59,35,498,2,67,104.8,84.3
Donte' Stallworth,67,,NOR,WR,23,11,3,0,0,0,0,0,1,3,0,55,25,485,3,67,93.3,76.3
James Thrash,66,,PHI,WR,28,16,16,0,0,0,0,0,5,52,0,92,49,558,1,67,119.0,91.5
Troy Edwards,69,,JAX,WR,26,13,11,0,0,0,0,0,3,-9,0,62,35,487,3,66,103.8,83.3
Daniel Graham,12,,NWE,TE,25,14,9,0,0,0,0,0,0,0,0,63,38,409,4,65,105.9,83.9
Michael Vick,39,,ATL,QB,23,5,4,50,100,585,4,3,40,255,1,0,0,0,0,65,71.9,63.9
Michael Bennett,50,,MIN,RB,25,8,7,0,0,0,0,0,90,447,1,14,12,132,0,64,80.9,67.9
Troy Walters,70,,IND,WR,27,15,4,0,0,0,0,0,1,6,0,52,36,456,3,64,103.2,82.2
Ricky Proehl,71,,CAR,WR,35,16,2,0,0,0,0,0,0,0,0,52,27,389,4,63,92.9,76.4
Anthony Becht,13,,NYJ,TE,26,16,16,0,0,0,0,0,0,0,0,58,40,356,4,62,104.1,80.6
Zack Crockett,51,,OAK,RB,31,16,7,0,0,0,0,0,48,145,7,12,7,53,0,62,71.3,64.3
Mike Anderson,52,,DEN,RB,30,12,5,0,0,0,0,0,70,257,3,15,12,53,2,61,75.0,65.0
Arlen Harris,53,,STL,RB,23,16,2,0,0,0,0,0,85,255,4,19,15,102,0,60,79.2,64.2
Tony Fisher,54,,GNB,RB,24,15,0,0,0,0,0,0,40,200,1,25,21,206,2,59,85.6,69.1
Nate Burleson,72,,MIN,WR,22,16,9,0,0,0,0,0,0,0,0,57,29,455,2,58,89.0,71.0
Najeh Davenport,55,,GNB,RB,24,15,0,0,0,0,0,0,77,420,2,10,6,38,0,58,64.8,56.8
Tim Rattay,40,,SFO,QB,26,11,3,73,118,856,7,2,8,0,0,0,0,0,0,58,63.2,60.2
Olandis Gary,56,,DET,RB,28,13,1,0,0,0,0,0,113,384,2,22,13,69,0,57,72.8,62.8
Charles Lee,73,,TAM,WR,26,8,5,0,0,0,0,0,2,14,0,46,33,432,2,57,92.6,73.1
Tyrone Calico,74,,TEN,WR,23,14,2,0,0,0,0,0,1,5,0,43,18,297,4,56,77.2,65.2
Dante Hall*+,75,,KAN,WR,25,16,2,0,0,0,0,0,16,73,0,60,40,423,1,56,121.1,96.6
Erron Kinney,14,,TEN,TE,26,16,16,0,0,0,0,0,0,0,0,58,41,381,3,56,105.6,81.6
Desmond Clark,16,,CHI,TE,26,15,15,0,0,0,0,0,0,0,0,71,44,433,2,55,101.3,75.3
Mikhael Ricks,15,,DET,TE,29,16,6,0,0,0,0,0,0,0,0,61,37,434,2,55,95.4,73.9
Ladell Betts,57,,WAS,RB,24,9,1,0,0,0,0,0,77,255,2,23,15,167,0,54,75.2,61.7
Jabar Gaffney,78,,HOU,WR,23,16,11,0,1,0,0,0,1,13,0,57,34,402,2,54,90.5,70.5
James McKnight,77,,MIA,WR,31,15,1,0,0,0,0,0,2,75,1,43,23,285,2,54,79.5,64.5
Billy Miller,17,,HOU,TE,26,16,6,0,0,0,0,0,0,0,0,65,40,355,3,54,96.5,73.5
Kelley Washington,76,,CIN,WR,24,16,3,0,0,0,0,0,1,5,0,47,22,299,4,54,79.4,65.4
Gus Frerotte,41,,MIN,QB,32,16,2,38,65,690,7,2,12,-2,0,0,0,0,0,53,57.4,53.4
LaMont Jordan,58,,NYJ,RB,25,16,0,0,0,0,0,0,46,190,4,13,11,101,0,53,70.1,58.6
Stacey Mack,60,,HOU,RB,28,8,5,0,1,0,0,1,93,253,4,12,9,55,0,53,64.8,56.3
Chester Taylor,59,,BAL,RB,24,16,1,0,0,0,0,0,63,276,2,27,20,132,0,53,77.3,59.8
Bubba Franks*,18,,GNB,TE,25,16,15,0,0,0,0,0,0,0,0,44,30,241,4,52,85.1,67.1
Bill Schroeder,79,,DET,WR,32,16,13,0,1,0,0,0,0,0,0,80,36,397,2,52,90.7,69.7
Antonio Gates,19,,SDG,TE,23,15,11,0,0,0,0,0,0,0,0,42,24,389,2,51,77.4,61.9
Tim Hasselbeck,42,,WAS,QB,25,7,5,95,177,1012,5,7,15,41,0,1,0,0,0,51,59.1,54.6
LaBrandon Toefield,61,,JAX,RB,23,16,0,1,2,32,0,0,53,212,2,16,14,105,1,51,71.0,58.0
Cedrick Wilson,80,,SFO,WR,25,16,4,1,1,6,0,0,1,-4,0,63,35,396,2,51,94.9,73.9
Aveion Cason,63,,DAL,RB,24,10,0,1,1,37,0,0,40,220,2,20,17,142,0,50,71.7,56.2
Bryant Johnson,82,,ARI,WR,22,15,8,0,0,0,0,0,0,0,0,77,35,438,1,50,87.3,66.3
Antwaan Randle El,81,,PIT,WR,24,16,1,3,4,6,0,0,15,75,0,56,37,364,1,50,99.6,75.6
Jerald Sowell,62,,NYJ,RB,29,16,16,0,0,0,0,0,1,2,0,60,47,436,1,50,99.8,73.3
Jed Weaver,20,,SFO,TE,27,16,15,0,0,0,0,0,0,0,0,53,35,437,1,50,87.2,66.2
Brian Finneran,83,,ATL,WR,27,12,10,0,0,0,0,0,0,0,0,54,26,368,2,49,77.8,61.8
Ricky Williams,64,,IND,RB,25,13,4,0,0,0,0,0,48,155,2,29,22,157,1,49,76.2,58.2
Emmitt Smith,65,,ARI,RB,34,10,5,0,0,0,0,0,90,256,2,19,14,107,0,48,67.3,53.3
Scotty Anderson,84,,DET,WR,24,9,0,0,0,0,0,0,0,0,0,31,17,325,2,47,66.5,55.0
Derrick Blaylock,66,,KAN,RB,24,16,0,0,0,0,0,0,22,112,2,22,15,181,1,47,67.8,53.8
Justin Gage,85,,CHI,WR,22,10,3,0,0,0,0,0,0,0,0,35,17,338,2,46,65.3,53.3
Robert Holcombe,68,,TEN,RB,28,15,0,0,0,0,0,0,63,201,1,25,19,121,1,46,70.2,53.7
Chad Morton,67,,WAS,RB,26,15,2,0,0,0,0,0,48,216,0,26,15,187,1,46,72.8,58.8
Eric Parker,70,,SDG,RB,24,8,4,0,0,0,0,0,3,21,0,31,18,244,3,45,65.0,52.5
Matt Schobel,21,,CIN,TE,25,15,1,0,0,0,0,0,0,0,0,30,24,332,2,45,71.2,55.2
Mack Strong,69,,SEA,RB,32,16,9,0,0,0,0,0,37,174,1,33,29,216,0,45,79.5,58.5
Tony Banks,43,,HOU,QB,30,7,3,61,102,693,5,3,6,27,0,0,0,0,0,44,49.9,46.4
Chris Chandler,44,,CHI,QB,38,8,6,107,192,1050,3,7,14,35,0,0,0,0,0,44,51.5,46.5
Charles Rogers,86,,DET,WR,22,5,5,0,0,0,0,0,2,17,0,52,22,243,3,44,69.0,55.0
Mike Cloud,71,,NWE,RB,28,5,1,0,0,0,0,0,27,118,5,2,1,8,0,43,46.6,43.1
Jerry Porter,87,,OAK,WR,25,10,1,0,0,0,0,0,1,10,0,57,28,361,1,43,73.6,56.1
David Terrell,88,,CHI,WR,24,16,7,0,0,0,0,0,1,4,0,84,43,361,1,43,88.0,63.0
Lamar Gordon,72,,STL,RB,23,10,4,0,0,0,0,0,71,298,1,13,8,59,0,42,52.2,44.7
Brian Griese,46,,MIA,QB,28,5,5,74,130,813,5,6,5,15,0,0,0,0,0,42,49.0,44.0
Dorsey Levens,73,,NYG,RB,33,11,0,0,0,0,0,0,68,197,3,7,5,39,0,42,49.6,44.1
Billy Volek,45,,TEN,QB,27,7,1,44,69,545,4,1,11,4,1,0,0,0,0,42,45.7,42.2
Brandon Bennett,75,,CIN,RB,30,16,0,0,0,0,0,0,56,173,0,32,25,176,1,41,70.9,51.4
Ernie Conwell,22,,NOR,TE,31,10,10,0,0,0,0,0,0,0,0,44,26,290,2,41,69.5,53.0
Christian Fauria,24,,NWE,TE,32,16,12,0,0,0,0,0,0,0,0,45,28,285,2,41,71.5,54.5
