 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-3.5,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Lance Moore,19,54,NOR,WR,29,15,7,0,0,0,0,0,0,0,0,104,65,1041,6,140,208.1,172.6
BenJarvus Green-Ellis,20,55,CIN,RB,27,15,15,0,0,0,0,0,278,1094,6,30,22,104,0,152,181.8,162.8
Steve Johnson,20,56,BUF,WR,26,16,16,0,0,0,0,0,0,0,0,148,79,1046,6,139,221.6,178.1
Cecil Shorts,21,57,JAX,WR,25,14,9,0,0,0,0,0,1,-4,0,105,55,979,7,138,196.5,165.0
Mikel Leshoure,21,58,DET,RB,22,14,14,0,0,0,0,0,215,798,9,49,34,214,0,149,192.2,166.2
Greg Olsen,6,59,CAR,TE,27,16,16,0,0,0,0,0,0,0,0,104,69,843,5,114,186.3,148.8
Torrey Smith,22,60,BAL,WR,23,16,16,0,0,0,0,0,3,9,0,110,49,855,8,134,186.4,158.9
LeSean McCoy,22,61,PHI,RB,24,12,12,0,0,0,0,0,200,840,2,67,54,373,3,145,208.3,172.3
Dennis Pitta,7,62,BAL,TE,27,16,5,0,0,0,0,0,0,0,0,94,61,669,7,109,172.9,139.4
T.Y. Hilton,23,63,IND,WR,23,15,1,0,1,0,0,0,5,29,0,90,50,861,7,131,190.0,162.0
Mike Wallace,24,64,PIT,WR,26,15,14,0,0,0,0,0,5,7,0,119,64,836,8,130,198.3,162.3
Owen Daniels*,8,65,HOU,TE,30,15,14,0,0,0,0,0,0,0,0,104,62,716,6,108,172.6,138.6
Darren Sproles,23,66,NOR,RB,29,13,6,0,0,0,0,0,48,244,1,104,75,667,7,141,222.1,178.6
Miles Austin,25,67,DAL,WR,28,16,15,0,0,0,0,0,0,0,0,119,66,943,6,128,198.3,161.3
Kyle Rudolph*,9,68,MIN,TE,23,16,16,0,0,0,0,0,0,0,0,93,53,493,9,105,161.3,131.8
Brandon Myers,10,69,OAK,TE,27,16,16,0,0,0,0,0,0,0,0,105,79,806,4,105,186.6,144.1
Jeremy Maclin,26,70,PHI,WR,24,15,15,0,0,0,0,0,0,0,0,122,69,857,7,126,198.7,160.2
Jermaine Gresham*,11,71,CIN,TE,24,16,15,0,0,0,0,0,0,0,0,94,64,737,5,102,169.7,133.7
Justin Blackmon,27,72,JAX,WR,22,16,14,0,0,0,0,0,2,23,0,132,64,865,5,121,187.8,152.8
Jordy Nelson,28,73,GNB,WR,27,12,10,0,0,0,0,0,0,0,0,73,49,745,7,119,170.5,143.0
Andy Dalton,12,74,CIN,QB,25,16,16,329,528,3669,27,16,47,120,4,0,0,0,0,251,276.8,266.8
Tyler Clutts,7,75,HOU,,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
DeAngelo Williams,24,76,CAR,RB,29,16,10,0,0,0,0,0,173,737,5,20,13,187,2,130,151.4,136.9
Antonio Gates,12,77,SDG,TE,32,15,15,0,0,0,0,0,0,0,0,80,49,538,7,96,147.8,120.3
Richie Brockel,2,78,CAR,,26,16,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Josh Freeman,13,,TAM,QB,24,16,16,306,558,4065,27,17,39,139,0,0,0,0,0,249,273.5,265.5
Joe Flacco,14,,BAL,QB,27,16,16,317,531,3817,22,10,32,22,3,0,0,0,0,235,251.9,244.9
Eli Manning*,15,,NYG,QB,31,16,16,321,536,3948,26,15,20,30,0,0,0,0,0,233,251.9,247.9
Sam Bradford,16,,STL,QB,25,16,16,328,551,3702,21,13,36,124,1,0,0,0,0,230,250.5,243.5
Matt Schaub*,17,,HOU,QB,31,16,16,350,544,4008,22,12,21,-9,0,1,1,-6,0,225,240.8,237.3
Carson Palmer,18,,OAK,QB,33,15,15,345,565,4018,22,14,18,36,1,0,0,0,0,224,246.3,238.3
Ben Roethlisberger,19,,PIT,QB,30,13,13,284,449,3265,26,8,26,92,0,0,0,0,0,224,237.8,231.8
Ryan Fitzpatrick,20,,BUF,QB,30,16,16,306,505,3400,24,16,48,197,1,0,0,0,0,214,241.7,229.7
Philip Rivers,21,,SDG,QB,31,16,16,338,527,3606,26,15,27,40,0,1,0,0,0,208,233.2,223.2
Christian Ponder,22,,MIN,QB,24,16,16,300,483,2935,18,12,60,253,2,1,1,-15,0,193,217.2,205.7
Jay Cutler,23,,CHI,QB,29,15,15,255,434,3033,19,14,41,233,0,0,0,0,0,185,208.6,198.6
Ryan Tannehill,24,,MIA,QB,24,16,16,282,484,3294,12,13,49,211,2,0,0,0,0,183,205.9,195.9
Colin Kaepernick,25,,SFO,QB,25,13,7,136,218,1814,10,3,63,415,5,0,0,0,0,174,185.1,177.1
Brandon Weeden,26,,CLE,QB,29,15,15,297,517,3385,14,17,27,111,0,1,0,-9,0,166,189.6,182.6
Michael Vick,27,,PHI,QB,32,10,10,204,351,2362,12,10,62,332,1,0,0,0,0,152,172.7,161.7
Jake Locker,28,,TEN,QB,24,11,11,177,314,2176,10,11,41,291,1,1,0,0,0,132,153.1,143.1
Alex Smith,29,,SFO,QB,28,10,9,153,218,1737,13,5,31,132,0,0,0,0,0,123,134.7,127.7
Anquan Boldin,29,,BAL,WR,32,15,15,0,0,0,0,0,1,3,0,112,65,921,4,118,186.4,150.9
Sidney Rice,30,,SEA,WR,26,16,16,1,2,25,0,0,2,6,0,82,50,748,7,118,171.4,143.4
Mark Sanchez,30,,NYJ,QB,26,15,15,246,453,2883,13,18,22,28,0,0,0,0,0,118,147.1,136.1
Danny Woodhead,25,,NWE,RB,27,16,2,0,0,0,0,0,76,301,4,55,40,446,3,117,162.7,136.7
Denarius Moore,32,,OAK,WR,24,15,15,0,0,0,0,0,1,-5,0,114,51,741,7,116,169.6,141.1
Golden Tate,31,,SEA,WR,24,15,15,1,1,23,1,0,3,20,0,68,45,688,7,116,164.7,138.2
Vick Ballard,26,,IND,RB,22,16,12,0,0,0,0,0,211,814,2,27,17,152,1,115,137.6,123.1
Brandon Lloyd,33,,NWE,WR,31,16,15,0,0,0,0,0,0,0,0,131,74,911,4,115,198.1,158.1
Chad Henne,31,,JAX,QB,27,10,6,166,308,2084,11,11,19,64,1,0,1,-6,0,113,130.2,124.7
Willis McGahee,27,,DEN,RB,31,10,9,0,0,0,0,0,167,731,4,33,26,221,0,113,149.2,126.2
Brian Hartline,34,,MIA,WR,26,16,15,0,0,0,0,0,0,0,0,131,74,1083,1,112,190.3,149.3
Malcom Floyd,35,,SDG,WR,31,14,14,0,0,0,0,0,0,0,0,85,56,814,5,111,170.4,139.4
Darren McFadden,29,,OAK,RB,25,12,12,0,0,0,0,0,216,707,2,63,42,258,1,111,160.5,131.5
DeMarco Murray,28,,DAL,RB,24,10,10,0,0,0,0,0,161,663,4,42,35,251,0,111,154.4,128.9
Josh Gordon,37,,CLE,WR,21,16,13,0,0,0,0,0,0,0,0,96,50,805,5,109,162.5,133.5
Andre Roberts,36,,ARI,WR,24,15,15,0,0,0,0,0,4,29,0,114,64,759,5,109,175.8,140.8
Danario Alexander,38,,SDG,WR,26,10,6,0,1,0,0,0,0,0,0,62,37,658,7,108,147.8,126.3
Antonio Brown,39,,PIT,WR,24,13,10,0,2,0,0,1,7,24,0,106,66,787,5,105,177.1,139.1
Santana Moss,40,,WAS,WR,33,16,1,0,0,0,0,0,3,14,0,62,41,573,8,105,149.7,125.2
Joique Bell,30,,DET,RB,26,16,0,0,0,0,0,0,82,414,3,68,52,485,0,104,163.9,129.9
Larry Fitzgerald*,41,,ARI,WR,29,16,16,0,0,0,0,0,0,0,0,156,71,798,4,104,177.8,139.3
Brandon Gibson,43,,STL,WR,25,16,13,0,0,0,0,0,0,0,0,82,51,691,5,99,153.1,124.6
Percy Harvin,42,,MIN,WR,24,9,8,0,0,0,0,0,22,96,1,85,62,677,3,99,171.3,136.3
Nate Washington,44,,TEN,WR,29,16,14,0,0,0,0,0,0,0,0,89,46,746,4,99,147.6,121.6
Ryan Mathews,31,,SDG,RB,25,12,9,0,0,0,0,0,184,707,1,56,39,252,0,98,144.9,117.4
Donnie Avery,45,,IND,WR,28,16,15,0,0,0,0,0,4,9,0,124,60,781,3,97,160.0,127.0
Andre Brown,32,,NYG,RB,26,10,2,0,0,0,0,0,73,385,8,17,12,86,0,97,112.1,103.1
Dwayne Bowe,46,,KAN,WR,28,13,12,0,0,0,0,0,0,0,0,114,59,801,3,96,159.1,125.6
Brandon LaFell,47,,CAR,WR,26,14,12,0,0,0,0,0,3,35,0,76,44,677,4,95,142.2,117.2
Pierre Thomas,33,,NOR,RB,28,15,4,0,0,0,0,0,105,473,1,53,39,354,1,95,139.7,114.2
Blaine Gabbert,32,,JAX,QB,23,10,10,162,278,1662,9,6,18,56,0,0,0,0,0,94,106.1,100.1
Martellus Bennett,13,,NYG,TE,25,16,16,0,0,0,0,0,0,0,0,89,55,626,5,93,150.6,120.1
Mark Ingram,34,,NOR,RB,23,16,5,0,0,0,0,0,156,602,5,10,6,29,0,93,102.1,96.1
Darrius Heyward-Bey,48,,OAK,WR,25,15,14,0,0,0,0,0,2,16,0,80,41,606,5,92,136.2,112.7
Felix Jones,35,,DAL,RB,25,16,7,0,0,0,0,0,111,402,3,36,25,262,2,92,125.4,104.9
Scott Chandler,14,,BUF,TE,27,15,13,0,0,0,0,0,0,0,0,74,43,571,6,91,138.1,112.6
Chris Givens,50,,STL,WR,23,15,12,0,0,0,0,0,3,12,0,80,42,698,3,91,136.0,112.0
Jeremy Kerley,49,,NYJ,WR,24,16,7,1,1,42,0,0,5,8,0,95,56,827,2,91,159.2,125.2
Knowshon Moreno,36,,DEN,RB,25,8,6,0,0,0,0,0,138,525,4,26,21,167,0,91,119.2,101.7
Greg Little,51,,CLE,WR,23,16,16,0,0,0,0,0,2,15,0,94,53,647,4,90,146.2,116.7
Pierre Garcon,52,,WAS,WR,26,10,10,0,0,0,0,0,2,9,0,68,44,633,4,88,141.2,116.2
Jacquizz Rodgers,37,,ATL,RB,22,16,0,0,0,0,0,0,94,362,1,59,53,402,1,88,147.4,114.9
Hakeem Nicks,53,,NYG,WR,24,13,11,0,0,0,0,0,0,0,0,100,53,692,3,87,143.2,113.7
Mike Tolbert,38,,CAR,RB,27,16,5,0,0,0,0,0,54,183,7,39,27,268,0,87,120.1,100.6
Nick Foles,33,,PHI,QB,23,7,6,161,265,1699,6,5,11,42,1,0,0,0,0,86,97.2,91.2
Vernon Davis,15,,SFO,TE,28,16,16,0,0,0,0,0,0,0,0,61,41,548,5,85,128.8,105.3
Kevin Kolb,34,,ARI,QB,28,6,5,109,183,1169,8,3,16,100,1,0,0,0,0,85,95.8,87.8
Kendall Wright,54,,TEN,WR,23,15,5,0,0,0,0,0,1,4,0,104,64,626,4,85,153.0,117.0
Davone Bess,56,,MIA,WR,27,13,13,0,0,0,0,0,0,0,0,104,61,778,1,84,147.8,114.3
Brandon Stokley,55,,DEN,WR,36,15,9,0,0,0,0,0,0,0,0,58,45,544,5,84,132.4,106.9
Danny Amendola,57,,STL,WR,27,11,8,0,0,0,0,0,2,8,0,101,63,666,3,83,151.4,114.9
Kenny Britt,58,,TEN,WR,24,14,11,0,0,0,0,0,0,0,0,90,45,589,4,83,131.9,105.4
Marcel Reece*,39,,OAK,RB,27,16,14,0,0,0,0,0,59,271,0,73,52,496,1,83,140.7,108.7
Bilal Powell,40,,NYJ,RB,24,14,2,0,0,0,0,0,110,437,4,36,17,140,0,82,104.7,90.2
Jonathan Dwyer,42,,PIT,RB,23,13,6,0,0,0,0,0,156,623,2,25,18,106,0,81,106.9,89.9
DeSean Jackson,59,,PHI,WR,26,11,11,0,0,0,0,0,3,-7,0,87,45,700,2,81,129.3,103.8
Fred Jackson,41,,BUF,RB,31,10,8,0,0,0,0,0,115,437,3,42,34,217,1,81,125.4,98.4
Bryce Brown,43,,PHI,RB,21,16,4,0,0,0,0,0,115,564,4,19,13,56,0,80,99.0,86.5
Andrew Hawkins,60,,CIN,WR,26,14,2,0,0,0,0,0,6,30,0,80,51,533,4,80,134.3,105.8
Aaron Hernandez,16,,NWE,TE,23,10,10,0,0,0,0,0,1,5,0,83,51,483,5,79,132.8,104.3
Matt Cassel,35,,KAN,QB,30,9,8,161,277,1796,6,12,27,145,1,0,0,0,0,78,103.3,90.3
Lance Kendricks,18,,STL,TE,24,16,14,0,0,0,0,0,0,0,0,64,42,519,4,78,122.9,98.9
Marcedes Lewis,17,,JAX,TE,28,16,15,0,0,0,0,0,0,0,0,77,52,540,4,78,133.0,104.0
Michael Bush,44,,CHI,RB,28,13,1,0,0,0,0,0,114,411,5,11,9,83,0,77,90.4,81.9
Jermichael Finley,19,,GNB,TE,25,16,14,0,0,0,0,0,0,0,0,87,61,667,2,77,141.7,107.2
Matt Hasselbeck,36,,TEN,QB,37,8,5,138,221,1367,7,5,13,38,0,0,0,0,0,76,85.5,81.5
Rod Streater,61,,OAK,WR,24,16,2,0,0,0,0,0,0,0,0,74,39,584,3,76,119.4,95.9
Jared Cook,20,,TEN,TE,25,13,5,0,0,0,0,0,0,0,0,73,44,523,4,74,122.3,96.3
Leonard Hankerson,62,,WAS,WR,24,16,5,0,0,0,0,0,2,5,0,57,38,543,3,73,113.8,91.8
Brent Celek,21,,PHI,TE,27,15,14,0,0,0,0,0,0,0,0,88,57,684,1,72,133.4,100.9
Dwayne Allen,23,,IND,TE,22,16,16,0,0,0,0,0,3,5,0,66,45,521,3,71,118.6,93.1
Brandon Pettigrew,22,,DET,TE,27,14,11,0,0,0,0,0,0,0,0,102,59,567,3,71,134.7,100.2
Isaac Redman,45,,PIT,RB,28,14,5,0,0,0,0,0,110,410,2,23,19,244,0,71,99.4,80.9
LaRod Stephens-Howling,46,,ARI,RB,25,14,5,0,0,0,0,0,110,356,4,30,17,106,0,70,93.2,78.7
Domenik Hixon,63,,NYG,WR,28,13,3,0,0,0,0,0,0,0,0,59,39,567,2,69,110.7,88.2
Kevin Ogletree,64,,DAL,WR,25,15,1,0,0,0,0,0,2,9,0,55,32,436,4,69,103.5,84.5
Dallas Clark,26,,TAM,TE,33,16,7,0,0,0,0,0,0,0,0,75,47,435,4,68,117.5,91.0
Donald Jones,65,,BUF,WR,25,12,10,0,0,0,0,0,0,0,0,67,41,443,4,68,112.3,88.8
Jacob Tamme,25,,DEN,TE,27,16,8,0,0,0,0,0,0,0,0,85,52,555,2,68,122.5,93.5
Daniel Thomas,47,,MIA,RB,25,12,0,0,0,0,0,0,91,325,4,22,15,156,0,68,91.1,75.6
Ben Watson,24,,CLE,TE,32,16,14,0,0,0,0,0,0,0,0,82,49,501,3,68,120.1,92.6
David Wilson,48,,NYG,RB,21,16,2,0,0,0,0,0,71,358,4,9,4,34,1,67,81.2,75.2
Jackie Battle,49,,SDG,RB,29,16,5,0,0,0,0,0,95,311,3,15,15,108,1,66,86.9,73.4
Joel Dreessen,27,,DEN,TE,30,16,15,0,0,0,0,0,0,0,0,58,41,356,5,66,109.6,86.1
Michael Floyd,66,,ARI,WR,23,16,3,0,0,0,0,0,0,0,0,86,45,562,2,66,115.2,88.7
Josh Morgan,67,,WAS,WR,27,16,15,0,1,0,0,0,3,25,0,73,48,510,2,66,122.5,95.5
Jason Avant,69,,PHI,WR,29,14,6,0,0,0,0,0,0,0,0,76,53,648,0,65,120.8,91.3
Anthony Fasano,28,,MIA,TE,28,16,16,0,0,0,0,0,0,0,0,69,41,332,5,65,109.2,85.7
Emmanuel Sanders,68,,PIT,WR,25,16,7,0,0,0,0,0,1,4,0,75,44,626,1,65,114.0,87.0
Bernard Pierce,50,,BAL,RB,22,16,0,0,0,0,0,0,108,532,1,11,7,47,0,64,73.9,67.4
Kevin Walter,71,,HOU,WR,31,16,14,0,0,0,0,0,0,0,0,68,41,518,2,64,107.8,84.3
Titus Young,70,,DET,WR,23,10,8,0,0,0,0,0,2,16,0,56,33,383,4,64,99.9,80.4
Maurice Jones-Drew,51,,JAX,RB,27,6,5,0,0,0,0,0,86,414,1,18,14,86,1,62,79.0,69.0
Daryl Richardson,53,,STL,RB,22,16,0,0,0,0,0,0,98,475,0,36,24,163,0,62,93.8,73.8
Shane Vereen,52,,NWE,RB,23,13,1,0,0,0,0,0,62,251,3,13,8,149,1,62,77.0,66.0
Greg Jennings,73,,GNB,WR,29,8,5,0,0,0,0,0,0,0,0,62,36,366,4,61,99.6,78.6
Randy Moss,72,,SFO,WR,35,16,2,0,0,0,0,0,0,0,0,50,28,434,3,61,92.4,75.4
Jonathan Stewart,54,,CAR,RB,25,9,6,0,0,0,0,0,93,336,1,23,17,157,1,61,84.3,69.8
Donald Brown,56,,IND,RB,25,10,4,0,0,0,0,0,108,417,1,13,9,93,0,59,71.0,63.5
Ronnie Brown,55,,SDG,RB,31,14,1,0,0,0,0,0,46,220,0,59,49,371,0,59,114.1,83.6
Alex Green,57,,GNB,RB,24,12,4,0,0,0,0,0,135,464,0,30,18,125,0,59,82.9,67.9
Zach Miller,29,,SEA,TE,27,16,15,0,0,0,0,0,0,0,0,53,38,396,3,58,97.6,74.6
Michael Jenkins,74,,MIN,WR,30,16,8,0,0,0,0,0,0,0,0,72,40,449,2,57,99.9,76.9
Joe Morgan,75,,NOR,WR,24,14,5,0,0,0,0,0,1,1,0,21,10,379,3,56,69.0,61.0
Tony Scheffler,30,,DET,TE,29,15,4,0,0,0,0,0,0,0,0,85,42,504,1,56,101.4,77.4
Doug Baldwin,79,,SEA,WR,24,14,4,0,0,0,0,0,0,0,0,50,29,366,3,55,86.6,69.1
Alshon Jeffery,77,,CHI,WR,22,10,6,0,0,0,0,0,0,0,0,48,24,367,3,55,81.7,66.7
Mario Manningham,76,,SFO,WR,26,12,10,0,0,0,0,0,3,64,0,57,42,449,1,55,101.3,76.3
Tiquan Underwood,78,,TAM,WR,25,14,3,0,0,0,0,0,1,1,0,55,28,425,2,55,85.6,68.6
Jeff Cumberland,31,,NYJ,TE,25,15,12,0,0,0,0,0,0,0,0,53,29,359,3,54,85.9,68.4
Dexter McCluster,80,,KAN,WR,23,16,6,0,0,0,0,0,12,70,0,77,52,452,1,54,111.2,80.2
Robert Turbin,59,,SEA,RB,23,16,0,0,0,0,0,0,80,354,0,23,19,181,0,54,78.5,63.0
Beanie Wells,58,,ARI,RB,24,8,7,0,0,0,0,0,88,234,5,1,1,24,0,54,58.8,54.3
Kendall Hunter,61,,SFO,RB,24,11,0,0,0,0,0,0,72,371,2,12,9,60,0,53,66.1,57.6
Rashad Jennings,60,,JAX,RB,27,10,6,0,0,0,0,0,101,283,2,26,19,130,0,53,79.3,62.8
James Casey,32,,HOU,TE,28,16,9,0,0,0,0,0,1,6,0,45,34,330,3,52,88.6,68.6
Tony Moeaki,33,,KAN,TE,25,15,14,0,0,0,0,0,0,0,0,56,33,453,1,51,87.3,67.8
Earl Bennett,82,,CHI,WR,25,12,4,0,0,0,0,0,0,0,0,49,29,375,2,50,81.5,64.0
Austin Pettis,81,,STL,WR,24,14,2,0,0,0,0,0,0,0,0,48,30,261,4,50,83.1,65.1
Delanie Walker,34,,SFO,TE,28,16,4,0,0,0,0,0,0,0,0,39,21,344,3,50,75.4,60.9
Shaun Draughn,62,,KAN,RB,25,16,0,0,0,0,0,0,59,233,2,30,24,158,0,49,80.1,61.1
Mike Goodson,63,,OAK,RB,25,12,0,0,0,0,0,0,35,221,0,16,16,195,1,48,69.6,55.6
Rueben Randle,84,,NYG,WR,21,16,1,0,0,0,0,0,0,0,0,32,19,298,3,48,69.8,57.3
Mohamed Sanu,83,,CIN,WR,23,9,3,1,1,73,1,0,5,15,0,25,16,154,4,48,66.8,55.8
Justin Forsett,64,,HOU,RB,27,16,0,0,0,0,0,0,63,374,1,5,3,38,0,47,53.2,48.7
Jacoby Jones*+,85,,BAL,WR,28,16,3,0,0,0,0,0,1,6,0,55,30,406,1,47,98.2,80.2
Anthony McCoy,35,,SEA,TE,25,16,5,0,0,0,0,0,0,0,0,28,18,291,3,47,68.1,56.1
Travis Benjamin,86,,CLE,WR,23,14,3,0,0,0,0,0,6,66,0,37,18,298,2,46,74.4,61.4
Harry Douglas,87,,ATL,WR,28,15,1,0,0,0,0,0,2,4,0,59,38,395,1,46,86.9,64.9
Julian Edelman,89,,NWE,WR,26,9,3,0,0,0,0,0,4,45,0,32,21,235,3,44,81.0,66.5
Garrett Graham,65,,HOU,RB,26,15,9,0,0,0,0,0,0,0,0,39,28,263,3,44,75.3,58.3
Dustin Keller,36,,NYJ,TE,28,8,5,0,0,0,0,0,0,0,0,36,28,317,2,44,74.7,57.7
Brady Quinn,37,,KAN,QB,28,10,8,112,197,1141,2,8,19,66,0,1,0,0,0,44,55.2,52.2
Jarius Wright,88,,MIN,WR,23,7,1,0,0,0,0,0,2,11,0,36,22,310,2,44,69.1,55.1
Ryan Broyles,92,,DET,WR,24,10,3,0,0,0,0,0,0,0,0,32,22,310,2,43,68.0,54.0
Nate Burleson,93,,DET,WR,31,6,5,0,0,0,0,0,8,48,0,43,27,240,2,43,72.8,56.3
Riley Cooper,94,,PHI,WR,25,11,5,0,0,0,0,0,0,0,0,47,23,248,3,43,68.8,54.3
Ronnie Hillman,66,,DEN,RB,21,14,0,0,0,0,0,0,85,330,1,12,10,62,0,43,57.2,48.2
