 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.1,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Irving Fryar*,11,44,MIA,WR,31,16,16,0,0,0,0,0,3,-4,0,118,64,1010,5,131,197.6,162.6
Herman Moore,12,45,DET,WR,24,15,15,0,0,0,0,0,0,0,0,112,61,935,6,130,192.5,158.0
John Taylor,13,46,SFO,WR,31,16,16,1,1,41,0,0,2,17,0,74,56,940,5,127,185.8,154.3
Eric Metcalf*+,20,47,CLE,RB,25,16,9,0,0,0,0,0,129,611,1,84,63,539,2,133,212.0,172.5
Michael Jackson,14,48,CLE,WR,24,15,11,1,1,25,0,0,1,1,0,92,41,756,8,125,168.2,144.2
Brett Favre*,6,49,GNB,QB,24,16,16,318,522,3303,19,24,58,216,1,,0,0,0,188,210.7,197.7
Andre Reed*,15,50,BUF,WR,29,15,15,0,0,0,0,0,9,21,0,87,52,854,6,124,177.0,146.5
Courtney Hawkins,16,51,TAM,WR,24,16,12,0,0,0,0,0,0,0,0,109,62,933,5,123,187.3,152.3
Bobby Hebert*,7,52,ATL,QB,33,14,12,263,430,2978,24,17,24,49,0,,0,0,0,186,200.5,192.0
Reggie Langhorne,17,53,IND,WR,30,16,16,0,0,0,0,0,0,0,0,152,85,1038,3,122,207.8,160.3
Troy Aikman*,8,54,DAL,QB,27,14,14,271,392,3100,15,6,32,125,0,,0,0,0,185,193.0,183.5
Keith Byars*,21,55,MIA,RB,30,16,16,1,2,11,1,0,64,269,3,84,61,613,3,129,194.1,156.1
Webster Slaughter*,18,56,HOU,WR,29,14,14,0,0,0,0,0,0,0,0,122,77,904,5,120,198.4,154.9
Jim Kelly,9,57,BUF,QB,33,16,16,288,470,3382,18,18,36,102,0,1,0,0,0,181,202.0,192.5
Neil O'Donnell,10,58,PIT,QB,27,16,15,270,486,3208,14,7,26,111,0,,0,0,0,181,191.9,183.4
Brian Blades,19,59,SEA,WR,28,16,14,0,0,0,0,0,5,52,0,144,80,945,3,118,200.2,156.7
Rick Mirer,11,60,SEA,QB,23,16,16,274,486,2833,12,17,68,343,3,,0,0,0,180,196.1,183.6
Mike Pritchard,20,61,ATL,WR,24,15,14,0,0,0,0,0,2,4,0,102,74,736,7,116,192.5,152.0
Ernest Givins,21,62,HOU,WR,29,16,16,0,0,0,0,0,6,19,0,110,68,887,4,115,184.6,146.6
Eric Martin,22,63,NOR,WR,32,16,13,0,0,0,0,0,0,0,0,112,66,950,3,113,182.0,146.0
Leroy Thompson,22,64,PIT,RB,24,15,6,0,0,0,0,0,205,763,3,46,38,259,0,120,160.7,132.2
Haywood Jeffires*,23,65,HOU,WR,29,16,16,0,0,0,0,0,0,0,0,122,66,753,6,111,177.8,139.3
Natrone Means,23,66,SDG,RB,21,16,0,0,1,0,0,0,160,645,8,18,10,59,0,118,130.9,122.4
Kelvin Martin,24,67,SEA,WR,28,16,14,0,0,0,0,0,1,0,0,92,57,798,5,110,169.3,137.3
Alvin Harper,25,68,DAL,WR,25,16,15,1,1,46,0,0,0,0,0,67,36,777,5,110,148.0,126.5
Anthony Carter,26,69,MIN,WR,33,15,14,0,0,0,0,0,7,19,0,107,60,775,5,109,171.9,138.4
Steve Jordan,10,70,MIN,TE,32,14,12,0,0,0,0,0,0,0,0,73,56,542,1,60,119.2,88.2
Henry Ellard,27,71,RAM,WR,32,16,16,0,0,0,0,0,2,18,0,117,61,945,2,108,172.3,138.8
Kerry Cash,11,72,IND,TE,24,16,14,0,0,0,0,0,0,0,0,76,43,402,3,58,103.2,77.7
Mark Ingram,28,73,MIA,WR,28,16,16,0,0,0,0,0,0,0,0,90,44,707,6,107,152.2,125.7
Quinn Early,29,74,NOR,WR,28,16,15,0,0,0,0,0,2,32,0,73,45,670,6,106,153.7,127.7
Dexter McNabb,3,75,GNB,,24,16,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Steve Beuerlein,12,76,PHO,QB,28,16,14,258,418,3164,18,17,22,45,0,,0,0,0,169,185.1,178.1
Howard Cross,12,77,NYG,TE,26,16,16,0,0,0,0,0,0,0,0,36,21,272,5,57,81.2,67.7
Richie Anderson,1,78,NYJ,,22,7,0,0,0,0,0,0,0,0,0,1,0,0,0,,-0.5,-1.0
Phil Simms*,13,,NYG,QB,38,16,16,247,400,3038,15,9,28,31,0,1,1,-6,0,166,175.5,168.5
Craig Erickson,14,,TAM,QB,24,16,15,233,457,3054,18,21,26,96,0,,0,0,0,162,181.3,173.8
Wade Wilson,15,,NOR,QB,34,14,14,221,388,2457,12,15,31,230,0,,0,0,0,139,155.8,145.3
Drew Bledsoe,16,,NWE,QB,21,13,12,214,429,2494,15,15,32,82,0,,0,0,0,138,152.0,145.0
Jim Harbaugh,17,,CHI,QB,30,15,15,200,325,2002,7,11,60,277,4,1,1,1,0,138,148.4,134.4
Joe Montana*,18,,KAN,QB,37,11,11,181,298,2144,13,7,25,64,0,,0,0,0,130,139.7,136.2
Bubby Brister,19,,PHI,QB,31,10,8,181,309,1905,14,5,20,39,0,,0,0,0,126,132.6,128.1
Jeff George,20,,IND,QB,26,13,11,234,407,2526,8,6,13,39,0,,0,0,0,125,131.9,126.9
Vinny Testaverde,21,,CLE,QB,30,10,6,130,230,1797,14,9,18,74,0,,0,0,0,117,127.3,122.3
Brad Baxter,24,,NYJ,RB,26,16,13,0,0,0,0,0,174,559,7,36,20,158,0,114,138.2,120.7
Robert Delpino,25,,DEN,RB,28,16,4,0,0,0,0,0,131,445,8,36,26,195,0,112,143.5,124.0
David Klingler,23,,CIN,QB,24,14,13,190,343,1935,6,9,41,282,0,,0,0,0,112,123.1,113.6
Scott Mitchell,22,,MIA,QB,25,13,7,133,233,1773,12,8,21,89,0,,0,0,0,112,121.3,116.8
Stan Humphries,24,,SDG,QB,28,12,10,173,324,1981,12,10,8,37,0,,0,0,0,111,122.9,118.9
Marion Butts,26,,SDG,RB,27,16,16,0,0,0,0,0,185,746,4,24,15,105,0,109,130.1,116.6
Jim McMahon,25,,MIN,QB,34,12,12,200,331,1968,9,8,33,96,0,,0,0,0,108,117.3,112.3
Derek Brown,28,,NOR,RB,22,13,12,0,0,0,0,0,180,705,2,32,21,170,1,106,132.0,115.0
Gary Clark,30,,PHO,WR,31,14,10,0,0,0,0,0,0,0,0,111,63,818,4,106,171.3,136.3
John Williams,27,,SEA,RB,29,16,9,0,1,0,0,0,82,371,3,90,58,450,1,106,169.1,133.1
Neal Anderson,30,,CHI,RB,29,15,11,0,1,0,0,0,202,646,4,48,31,160,0,105,140.6,118.1
Marc Logan,29,,SFO,RB,28,14,12,0,0,0,0,0,58,280,7,48,37,348,0,105,146.8,121.3
Bill Brooks,31,,BUF,WR,29,16,13,0,0,0,0,0,3,30,0,84,60,714,5,104,167.4,134.4
Tommy Vardell,31,,CLE,RB,24,16,12,0,0,0,0,0,171,644,3,23,19,151,1,104,127.0,110.0
Michael Haynes,32,,ATL,WR,28,16,16,0,0,0,0,0,0,0,0,135,72,778,4,102,176.3,136.8
Mark Carrier,33,,CLE,WR,28,16,16,0,0,0,0,0,4,26,1,85,43,746,3,101,153.2,128.7
Ronnie Harmon,32,,SDG,RB,29,16,1,0,0,0,0,0,46,216,0,103,73,671,2,101,179.7,137.2
Derrick Fenner,33,,CIN,RB,26,15,14,0,0,0,0,0,121,482,1,64,48,427,0,97,150.4,119.9
Mark Jackson,34,,NYG,WR,30,16,14,0,0,0,0,0,3,25,0,96,58,708,4,97,157.8,125.3
Reggie Cobb,35,,TAM,RB,25,12,10,0,0,0,0,0,221,658,3,14,9,61,1,96,105.4,95.4
Darrell Thompson,34,,GNB,RB,26,16,11,0,0,0,0,0,169,654,3,29,18,129,0,96,119.3,103.3
Mark Higgs,36,,MIA,RB,27,16,8,0,0,0,0,0,186,693,3,12,10,72,0,95,107.0,98.5
James Jett,35,,RAI,WR,23,16,1,0,0,0,0,0,1,0,0,78,33,771,3,95,130.6,110.6
Larry Centers,37,,PHO,RB,25,16,9,0,0,0,0,0,25,152,0,86,66,603,3,94,165.0,125.5
Vince Workman,38,,TAM,RB,25,16,11,0,0,0,0,0,78,284,2,77,54,411,2,94,152.5,118.5
Carl Pickens,36,,CIN,WR,23,13,12,0,1,0,0,0,0,0,0,99,43,565,6,93,138.0,113.0
Horace Copeland,37,,TAM,WR,22,14,8,0,0,0,0,0,3,34,0,67,30,633,4,91,123.7,105.7
Jeff Query,38,,CIN,WR,26,16,16,0,0,0,0,0,2,13,0,112,56,654,4,91,149.2,117.7
Jessie Hester,41,,IND,WR,30,16,16,0,0,0,0,0,0,0,0,130,64,835,1,90,156.0,120.5
Rob Moore,40,,NYJ,WR,25,13,13,0,0,0,0,0,1,-6,0,101,64,843,1,90,155.7,119.7
Roosevelt Potts,39,,IND,RB,22,16,15,0,0,0,0,0,179,711,0,34,26,189,0,90,118.0,95.0
Derek Russell,39,,DEN,WR,24,13,12,0,0,0,0,0,0,0,0,71,44,719,3,90,142.4,116.9
Ricky Sanders,43,,WAS,WR,33,16,11,0,0,0,0,0,1,7,0,103,58,638,4,89,149.0,116.5
Dwight Stone,42,,PIT,WR,29,16,15,0,0,0,0,0,12,121,1,81,41,587,2,89,134.8,107.3
Kenneth Davis,40,,BUF,RB,31,16,0,0,0,0,0,0,109,391,6,24,21,95,0,85,107.1,92.1
Rodney Peete,26,,DET,QB,27,10,10,157,252,1670,6,14,45,165,1,,0,0,0,85,99.8,88.3
J.J. Birden,44,,KAN,WR,28,16,16,0,0,0,0,0,0,0,0,87,51,721,2,84,137.6,108.6
T.J. Rubley,27,,RAM,QB,25,9,7,108,189,1338,8,6,29,102,0,,0,0,0,84,93.7,85.7
Vance Johnson,45,,DEN,WR,30,10,8,0,0,0,0,0,0,0,0,53,36,517,5,82,120.7,99.7
Anthony Johnson,41,,IND,RB,26,13,8,0,1,0,0,1,95,331,1,68,55,443,0,81,140.9,104.9
Derrick Moore,43,,DET,RB,26,13,3,0,0,0,0,0,88,405,3,24,21,169,1,81,106.4,87.9
Lorenzo White,42,,HOU,RB,27,8,8,0,0,0,0,0,131,465,2,44,34,229,0,81,120.9,97.4
Merril Hoge,44,,PIT,RB,28,16,13,0,0,0,0,0,51,249,1,56,33,247,4,80,118.6,96.1
Dan Marino,29,,MIA,QB,32,5,5,91,150,1218,8,3,9,-4,1,,0,0,0,80,84.3,79.3
Sean Salisbury,28,,MIN,QB,30,11,4,115,195,1413,9,6,10,-1,0,,0,0,0,80,87.9,83.4
Flipper Anderson,46,,RAM,WR,28,15,15,0,0,0,0,0,0,0,0,91,37,552,4,79,119.2,97.7
Greg Robinson,45,,RAI,RB,24,12,12,0,0,0,0,0,156,591,1,21,15,142,0,79,98.8,83.8
Lewis Tillman,46,,NYG,RB,27,16,7,0,0,0,0,0,121,585,3,2,1,21,0,79,82.1,78.1
Jim Everett,30,,RAM,QB,30,10,9,135,274,1652,8,12,19,38,0,,0,0,0,78,89.4,82.9
Chris Burkett,48,,NYJ,WR,31,16,16,0,0,0,0,0,0,0,0,78,40,531,4,77,119.6,96.1
Bernie Kosar,31,,2TM,QB,30,11,7,115,201,1217,8,3,23,26,0,,0,0,0,77,80.3,74.3
Michael Timpson,47,,NWE,WR,26,16,7,0,0,0,0,0,0,0,0,91,42,654,2,77,121.9,97.4
Steve DeBerg,32,,2TM,QB,39,8,5,136,227,1707,7,10,4,-4,0,,0,0,0,76,87.9,83.9
Randal Hill,49,,PHO,WR,24,16,8,0,0,0,0,0,0,0,0,70,35,519,4,76,113.9,93.4
Vincent Brisby,50,,NWE,WR,22,16,12,0,0,0,0,0,0,0,0,105,45,626,2,75,122.1,96.1
Mark Rypien,33,,WAS,QB,31,12,10,166,319,1514,4,10,9,4,3,,0,0,0,75,84.5,78.0
Dave Krieg,34,,KAN,QB,35,12,5,105,189,1238,7,3,21,24,0,,0,0,0,74,76.9,70.9
John Friesz,35,,SDG,QB,26,12,6,128,238,1402,6,4,10,3,0,,0,0,0,72,78.4,74.4
Cleveland Gary,48,,RAM,RB,27,15,4,1,1,8,0,0,79,293,1,48,36,289,1,71,112.0,87.5
Scottie Graham,47,,MIN,RB,24,7,3,0,0,0,0,0,118,488,3,12,7,46,0,71,81.4,74.9
Nate Lewis,51,,SDG,WR,27,15,9,0,0,0,0,0,3,2,0,93,38,463,4,71,110.5,87.5
Harold Green,49,,CIN,RB,25,15,15,0,0,0,0,0,215,589,0,31,22,115,0,70,96.9,78.4
Alexander Wright,52,,RAI,WR,26,15,15,0,0,0,0,0,0,0,0,39,27,462,4,70,100.2,83.7
Chris Calloway,53,,NYG,WR,25,16,9,0,0,0,0,0,0,0,0,56,35,513,3,69,107.3,86.8
Daryl Johnston*,50,,DAL,RB,27,16,16,0,0,0,0,0,24,74,3,60,50,372,1,69,121.1,92.6
Kimble Anders,53,,KAN,RB,27,16,13,0,0,0,0,0,75,291,0,56,40,326,1,68,113.2,86.7
Don Beebe,54,,BUF,WR,29,14,14,0,0,0,0,0,0,0,0,64,31,504,3,68,101.9,82.9
Tim McGee,55,,WAS,WR,29,13,12,0,0,0,0,0,0,0,0,70,39,500,3,68,110.0,87.5
Kevin Turner,51,,NWE,RB,24,16,9,0,1,0,0,0,50,231,0,57,39,333,2,68,112.9,86.9
Barry Word,52,,MIN,RB,30,13,8,0,0,0,0,0,142,458,2,17,9,105,0,68,81.8,69.8
Erik Kramer,36,,DET,QB,29,5,4,87,138,1002,8,3,10,5,0,,0,0,0,67,72.1,68.6
Tim Worley,54,,2TM,RB,27,15,3,0,0,0,0,0,120,470,2,15,11,62,0,65,77.7,67.7
Curtis Duncan,56,,HOU,WR,28,12,12,0,0,0,0,0,0,0,0,80,41,456,3,64,107.6,84.1
Dalton Hilliard,55,,NOR,RB,29,16,0,0,0,0,0,0,50,165,2,66,40,296,1,64,109.1,82.1
Brett Perriman,57,,DET,WR,28,15,15,0,0,0,0,0,4,16,0,78,49,496,2,63,114.7,86.7
Robert Smith,56,,MIN,RB,21,10,2,0,0,0,0,0,82,399,2,32,24,111,0,63,93.0,75.0
Victor Bailey,59,,PHI,WR,23,16,10,0,0,0,0,0,0,0,0,78,41,545,1,61,104.5,81.0
Randall Cunningham,37,,PHI,QB,30,4,4,76,110,850,5,5,18,110,1,,0,0,0,61,70.5,63.0
Tom Waddle,58,,CHI,WR,26,15,15,0,0,0,0,0,0,0,0,72,44,552,1,61,108.2,83.2
Heath Sherman,57,,PHI,RB,26,15,7,0,0,0,0,0,115,406,2,15,12,78,0,60,73.9,63.4
Brad Muster,58,,NOR,RB,28,13,11,0,0,0,0,0,64,214,3,33,23,195,0,59,87.9,70.4
Jeff Graham,61,,PIT,WR,24,15,12,0,0,0,0,0,0,0,0,87,38,579,0,58,98.9,76.9
Willie Green,60,,DET,WR,27,16,6,0,0,0,0,0,0,0,0,57,28,462,2,58,89.2,72.2
Leroy Hoard,59,,CLE,RB,25,16,7,0,1,0,0,0,56,227,0,69,35,351,0,58,96.8,71.3
Troy Drayton,14,,RAM,TE,23,16,2,0,0,0,0,0,1,7,0,39,27,319,4,57,86.1,69.1
Jay Novacek*,13,,DAL,TE,31,16,16,0,0,0,0,0,1,2,1,69,44,445,1,57,102.2,75.7
Vaughn Hebron,60,,PHI,RB,23,16,4,0,0,0,0,0,84,297,3,17,11,82,0,56,67.4,56.4
Shawn Jefferson,62,,SDG,WR,24,16,4,0,0,0,0,0,5,53,0,57,30,391,2,56,89.4,71.4
Mike Sherrard,63,,NYG,WR,30,6,5,0,0,0,0,0,0,0,0,40,24,433,2,55,82.3,67.3
Ethan Horton,15,,RAI,TE,31,16,16,0,0,0,0,0,0,0,0,73,43,467,1,53,98.7,74.2
Amp Lee,61,,SFO,RB,22,15,3,0,0,0,0,0,72,230,1,20,16,115,2,53,74.0,59.5
Arthur Marshall,65,,DEN,WR,24,16,9,1,1,30,1,0,0,0,0,52,28,360,2,53,84.2,67.2
Tony Martin,64,,MIA,WR,28,12,0,0,0,0,0,0,1,6,0,37,20,347,3,53,75.8,62.3
Tony McGee,16,,CIN,TE,22,15,15,0,0,0,0,0,0,0,0,70,44,525,0,53,99.0,73.5
Terry Obee,66,,CHI,WR,25,16,5,0,0,0,0,0,0,0,0,46,26,351,3,53,81.6,65.1
Jay Schroeder,38,,CIN,QB,32,9,3,78,159,832,5,2,10,41,0,,0,0,0,53,55.9,50.4
Art Monk,67,,WAS,WR,36,16,5,0,0,0,0,0,1,-1,0,75,41,398,2,52,95.7,72.2
Mark Clayton,68,,GNB,WR,32,16,15,0,0,0,0,0,0,0,0,50,32,331,3,51,86.1,67.1
Rodney Culver,62,,IND,RB,24,16,1,0,0,0,0,0,65,150,3,15,11,112,1,50,71.7,58.7
Gary Wellman,69,,HOU,WR,26,11,3,0,0,0,0,0,2,6,0,66,31,430,1,50,83.1,64.1
Sean Dawkins,70,,IND,WR,22,16,7,0,0,0,0,0,0,0,0,61,26,430,1,49,78.0,62.0
James Joseph,63,,PHI,RB,26,16,5,0,0,0,0,0,39,140,0,41,29,291,1,49,84.1,63.6
Derrick Lassic,64,,DAL,RB,23,10,3,0,0,0,0,0,75,269,3,13,9,37,0,49,59.6,51.1
Keith Cash,17,,KAN,TE,24,15,0,0,0,0,0,0,1,0,0,34,24,242,4,48,74.7,59.2
Brian Kinchen,18,,CLE,TE,28,16,15,0,0,0,0,0,0,0,0,45,29,347,2,47,78.2,60.2
Keenan McCardell,71,,CLE,WR,23,6,3,0,0,0,0,0,0,0,0,16,13,234,4,47,63.4,53.9
Todd McNair,65,,KAN,RB,28,15,1,0,0,0,0,0,51,278,2,15,10,74,0,47,59.2,50.2
Ed McCaffrey,73,,NYG,WR,25,16,1,0,0,0,0,0,0,0,0,46,27,335,2,46,75.5,59.0
Ernie Mills,72,,PIT,WR,25,14,5,0,0,0,0,0,3,12,0,56,29,386,1,46,77.8,60.3
Terance Mathis,74,,NYJ,WR,26,16,3,0,0,0,0,0,2,20,1,46,24,352,0,43,67.7,50.2
Jarrod Bunch,68,,NYG,RB,25,13,8,0,0,0,0,0,33,128,2,18,13,98,1,41,55.6,45.1
Roger Craig,67,,MIN,RB,33,14,3,0,0,0,0,0,38,119,1,32,19,169,1,41,65.3,49.3
Rich Gannon,39,,WAS,QB,28,8,4,74,125,704,3,7,21,88,1,,0,0,0,41,49.5,45.0
Rocket Ismail,75,,RAI,WR,24,13,0,0,0,0,0,0,4,-5,0,42,26,353,1,41,69.8,53.8
Eric Lynch,66,,DET,RB,23,4,2,0,0,0,0,0,53,207,2,16,13,82,0,41,56.4,46.4
Cody Carlson,40,,HOU,QB,30,8,2,51,90,605,2,4,14,41,2,,0,0,0,40,45.8,41.3
Curtis Conway,76,,CHI,WR,22,16,7,0,0,0,0,0,5,44,0,42,19,231,2,40,61.0,48.0
Ken O'Brien,41,,PHI,QB,33,5,4,71,137,708,4,3,4,17,0,,0,0,0,40,44.0,39.0
Anthony Edwards,77,,PHO,WR,27,16,0,0,0,0,0,0,0,0,0,25,13,326,1,39,54.6,45.1
Jonathan Hayes,19,,KAN,TE,31,16,16,0,0,0,0,0,0,0,0,38,24,331,1,39,65.6,50.1
Drew Hill,78,,ATL,WR,37,16,7,0,0,0,0,0,0,0,0,59,34,384,0,38,75.4,55.4
Earnest Byner,69,,WAS,RB,31,16,3,0,0,0,0,0,23,105,1,52,27,194,0,36,68.9,49.4
Ferrell Edmunds,21,,SEA,TE,28,16,16,0,0,0,0,0,0,0,0,45,24,239,2,36,62.4,46.9
Rodney Holman,20,,DET,TE,33,16,16,0,0,0,0,0,0,0,0,37,25,244,2,36,63.9,47.9
Todd Philcox,42,,CLE,QB,27,5,4,52,108,699,4,7,2,3,1,,0,0,0,36,45.3,41.3
Nick Bell,70,,RAI,RB,25,10,3,0,0,0,0,0,67,180,1,15,11,111,0,35,51.1,38.6
Corey Croom,71,,NWE,RB,22,14,1,0,0,0,0,0,60,198,1,18,8,92,0,35,45.5,38.0
Vince Evans,43,,RAI,QB,38,8,1,45,76,640,3,4,14,51,0,,0,0,0,35,39.7,34.7
Tom Rathman,72,,SFO,RB,31,8,4,0,0,0,0,0,19,80,3,14,10,86,0,35,44.6,39.6
Craig Heyward,74,,CHI,RB,27,16,14,0,0,0,0,0,68,206,0,21,16,132,0,34,55.3,40.8
Steve Smith,73,,RAI,RB,29,16,13,0,0,0,0,0,47,156,0,23,18,187,0,34,57.8,42.3
Jack Trudeau,44,,IND,QB,31,5,5,85,162,992,2,7,5,3,0,,0,0,0,34,43.0,39.0
Ron Hall,22,,TAM,TE,29,16,16,0,0,0,0,0,0,0,0,48,23,268,1,33,58.8,44.3
Yancey Thigpen,79,,PIT,WR,24,12,0,0,0,0,0,0,0,0,0,12,9,154,3,33,45.4,37.9
Ricky Ervins,75,,WAS,RB,25,15,1,0,0,0,0,0,50,201,0,20,16,123,0,32,53.4,38.4
Garrison Hearst,76,,PHO,RB,22,6,5,0,1,0,0,1,76,264,1,9,6,18,0,32,41.2,34.2
Blair Thomas,77,,NYJ,RB,26,11,5,0,0,0,0,0,59,221,1,11,7,25,0,31,40.6,34.1
Lamar Thomas,82,,TAM,WR,23,14,2,0,0,0,0,0,0,0,0,26,8,186,2,31,41.6,34.6
Cedric Tillman,80,,DEN,WR,23,14,3,0,0,0,0,0,0,0,0,30,17,193,2,31,50.8,38.8
Mike Young,81,,PHI,WR,31,10,0,0,0,0,0,0,0,0,0,28,14,186,2,31,47.6,37.6
Cary Conklin,46,,WAS,QB,25,4,2,46,87,496,4,3,2,-2,0,,0,0,0,30,35.1,31.6
Sam Gash,78,,NWE,RB,24,15,4,0,0,0,0,0,48,149,1,17,14,93,0,30,46.7,36.2
Desmond Howard,83,,WAS,WR,23,16,5,0,0,0,0,0,2,17,0,52,23,286,0,30,56.3,41.8
Reggie Johnson,23,,DEN,TE,25,13,12,0,0,0,0,0,0,0,0,34,20,243,1,30,52.8,39.3
Napoleon McCallum,79,,RAI,RB,30,13,1,0,0,0,0,0,37,114,3,3,2,5,0,30,34.4,29.9
Greg McMurtry,84,,NWE,WR,26,14,8,0,0,0,0,0,0,0,0,52,22,241,1,30,54.6,40.1
Scott Secules,45,,NWE,QB,29,12,4,75,134,918,2,9,8,33,0,,0,0,0,30,40.0,35.0
Irv Smith,24,,NOR,TE,22,16,8,0,0,0,0,0,0,0,0,32,16,180,2,30,48.5,37.0
