 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.2,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Stephen Davis*,12,27,WAS,RB,26,15,15,0,0,0,0,0,332,1318,11,49,33,313,0,229,266.1,241.6
Tiki Barber,13,28,NYG,RB,25,16,12,0,0,0,0,0,213,1006,8,95,70,719,1,227,298.0,252.5
Joe Horn*,10,29,NOR,WR,28,16,16,0,0,0,0,0,6,10,0,151,94,1340,8,183,279.5,229.0
Cris Carter*,11,30,MIN,WR,35,16,16,0,0,0,0,0,0,0,0,161,96,1274,9,181,278.9,226.4
Tim Brown,12,31,OAK,WR,34,16,16,0,0,0,0,0,3,12,0,133,76,1128,11,180,259.0,218.0
Elvis Grbac*,6,32,KAN,QB,30,15,15,326,547,4169,28,14,30,110,1,0,0,0,0,268,284.3,274.8
James Stewart,14,33,DET,RB,29,16,16,0,0,0,0,0,339,1184,10,48,32,287,1,217,253.1,229.1
Jimmy Smith*,13,34,JAX,WR,31,15,14,0,0,0,0,0,0,0,0,145,91,1213,8,169,262.8,213.8
Warrick Dunn*,15,35,TAM,RB,25,16,14,0,0,0,0,0,248,1133,8,69,44,422,1,210,259.0,230.5
Amani Toomer,14,36,NYG,WR,26,16,14,0,0,0,0,0,5,91,1,124,78,1094,7,167,247.0,204.5
Eric Moulds*,15,37,BUF,WR,27,16,16,0,0,0,0,0,2,24,0,164,94,1326,5,165,261.5,211.0
Shannon Sharpe,2,38,BAL,TE,32,16,15,0,0,0,0,0,0,0,0,105,67,810,5,111,181.0,144.5
Corey Dillon*,16,39,CIN,RB,26,16,16,0,0,0,0,0,315,1435,7,26,18,158,0,201,223.3,206.3
Freddie Jones,3,40,SDG,TE,26,16,16,0,0,0,0,0,0,0,0,126,71,766,5,107,179.1,139.1
David Boston,16,41,ARI,WR,22,16,16,0,0,0,0,0,3,9,0,133,71,1156,7,159,231.5,192.0
Muhsin Muhammad,17,42,CAR,WR,27,16,16,0,0,0,0,0,2,12,0,156,102,1183,6,156,260.0,205.5
Ricky Williams,17,43,NOR,RB,23,10,10,1,1,34,0,0,248,1000,8,55,44,409,1,196,243.3,212.3
Keenan McCardell,18,44,JAX,WR,30,16,16,0,0,0,0,0,0,0,0,140,94,1207,5,151,246.2,194.7
Jerome Bettis,18,45,PIT,RB,28,16,16,0,2,0,0,1,355,1341,8,19,13,97,0,190,206.3,196.3
Frank Wycheck*,4,46,TEN,TE,29,16,16,2,2,53,1,0,0,0,0,109,70,636,4,94,165.7,126.7
Antonio Freeman,19,47,GNB,WR,28,15,15,0,0,0,0,0,2,5,0,120,62,912,9,146,210.2,175.7
Kyle Brady,5,48,JAX,TE,28,16,15,0,0,0,0,0,0,0,0,94,64,729,3,93,159.9,124.9
Mark Brunell,7,49,JAX,QB,30,16,16,311,512,3640,20,14,48,236,2,0,0,0,0,235,251.7,242.2
Chad Lewis*,6,50,PHI,TE,29,16,16,0,0,0,0,0,0,0,0,110,69,735,3,92,163.5,126.0
Wayne Chrebet,20,51,NYJ,WR,27,16,16,0,0,0,0,0,3,-3,0,143,69,937,8,141,213.4,175.9
Emmitt Smith,19,52,DAL,RB,31,16,16,0,0,0,0,0,294,1203,9,14,11,79,0,182,193.2,181.7
Tyrone Wheatley,20,53,OAK,RB,28,14,13,0,0,0,0,0,232,1046,9,34,20,156,1,180,204.2,186.2
Jamal Anderson,21,54,ATL,RB,28,16,16,0,0,0,0,0,282,1024,6,58,42,382,0,179,223.6,193.6
Terry Glenn,21,55,NWE,WR,26,16,16,0,0,0,0,0,4,39,0,163,79,963,6,136,218.2,175.7
Keyshawn Johnson,22,56,TAM,WR,28,16,16,0,0,0,0,0,2,5,0,122,71,874,8,136,208.9,169.4
Shaun King,8,57,TAM,QB,23,16,16,233,428,2769,18,13,73,353,5,0,0,0,0,222,239.1,231.1
Ike Hilliard,23,58,NYG,WR,24,14,14,0,0,0,0,0,3,19,0,105,55,787,8,129,186.6,156.1
Kerry Collins,9,59,NYG,QB,28,16,16,311,529,3610,22,13,41,65,1,0,0,0,0,219,231.4,224.9
Ken Dilger,7,60,IND,TE,29,16,16,0,0,0,0,0,0,0,0,72,47,538,3,74,121.3,94.3
Bill Schroeder,24,61,GNB,WR,29,16,16,0,0,0,0,0,2,11,0,119,65,999,4,125,192.5,156.5
Brett Favre,10,62,GNB,QB,31,16,16,338,580,3812,20,16,27,108,0,0,0,0,0,215,232.8,222.3
Michael Pittman,22,63,ARI,RB,25,16,12,0,0,0,0,0,184,719,4,91,73,579,2,166,242.3,197.3
Troy Brown,25,64,NWE,WR,29,16,15,0,0,0,0,0,6,46,0,119,83,944,4,123,214.0,168.5
Jerry Rice,26,65,SFO,WR,38,16,16,0,1,0,0,0,1,-2,0,122,75,805,7,122,198.8,156.8
Dwayne Carswell,8,66,DEN,TE,28,16,16,0,0,0,0,0,0,0,0,64,49,495,3,68,119.5,92.0
Jay Riemersma,9,67,BUF,TE,27,12,12,0,0,0,0,0,0,0,0,60,31,372,5,67,100.7,81.7
Derrick Mason*+,27,68,TEN,WR,26,16,10,0,0,0,0,0,1,1,0,89,63,895,5,120,191.1,156.1
James Allen,23,69,CHI,RB,25,16,15,0,0,0,0,0,290,1120,2,60,39,291,1,159,201.6,173.6
Steve Beuerlein,11,70,CAR,QB,35,16,16,324,533,3730,19,18,44,106,1,0,0,0,0,208,227.3,216.8
Stephen Alexander*,10,71,WAS,TE,25,16,16,0,0,0,0,0,0,0,0,72,47,510,2,63,112.0,84.5
Jackie Harris,11,72,DAL,TE,32,16,7,0,0,0,0,0,0,0,0,56,39,306,5,63,104.6,82.1
Jeff Graham,28,73,SDG,WR,31,14,13,0,0,0,0,0,0,0,0,112,55,907,4,115,172.2,141.2
Oronde Gadsden,29,74,MIA,WR,29,16,16,0,0,0,0,0,0,0,0,93,56,786,6,115,173.6,142.6
Rickey Dudley,12,75,OAK,TE,28,16,16,0,0,0,0,0,1,-7,0,49,29,350,4,58,89.8,71.8
Charles Evans,2,76,BAL,,33,1,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Charles Kirby,4,77,TAM,,26,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
Frank Sanders,30,78,ARI,WR,27,16,16,0,0,0,0,0,0,0,0,116,54,749,6,111,167.9,137.9
Drew Bledsoe,12,,NWE,QB,28,16,16,312,531,3291,17,13,47,158,2,0,0,0,0,201,215.9,205.4
Brian Griese*,13,,DEN,QB,25,10,10,216,336,2688,19,4,29,102,1,0,0,0,0,194,201.2,192.7
Vinny Testaverde,14,,NYJ,QB,37,16,16,328,590,3732,21,25,25,32,0,0,0,0,0,192,215.0,208.5
Kurt Warner*,15,,STL,QB,29,11,11,235,347,3429,21,18,18,17,0,0,0,0,0,191,209.9,204.9
Steve McNair*,16,,TEN,QB,27,16,15,248,396,2847,15,13,72,403,0,0,0,0,0,188,201.2,189.2
Kordell Stewart,17,,PIT,QB,28,16,11,151,289,1860,11,8,78,436,7,0,0,0,0,188,198.0,188.0
Jon Kitna,18,,SEA,QB,28,15,12,259,418,2658,18,19,48,127,1,0,0,0,0,159,175.5,161.0
Jay Fiedler,19,,MIA,QB,29,15,15,204,357,2402,14,14,54,267,1,0,0,0,0,157,175.8,168.8
Rob Johnson,20,,BUF,QB,27,12,11,175,306,2125,12,7,42,307,1,1,1,-6,0,155,167.1,158.6
Charlie Batch,21,,DET,QB,26,15,15,221,412,2489,13,15,44,199,2,0,0,0,0,153,171.5,162.5
Tony Richardson,24,,KAN,RB,29,16,16,0,0,0,0,0,147,697,3,75,58,468,3,153,215.0,178.5
Trent Green,22,,STL,QB,30,8,5,145,240,2063,16,5,20,69,1,0,0,0,0,149,155.9,151.4
Jake Plummer,23,,ARI,QB,26,14,14,270,475,2946,13,21,37,183,0,0,0,0,0,146,169.1,159.1
Jeff Blake,24,,NOR,QB,30,11,11,184,302,2025,13,9,57,243,1,0,0,0,0,145,156.8,147.3
Kevin Faulk,25,,NWE,RB,24,16,9,0,0,0,0,0,164,570,4,68,51,465,1,134,187.5,153.0
Cade McNown,25,,CHI,QB,23,10,9,154,280,1646,8,9,50,326,3,0,0,0,0,130,141.4,131.4
Brad Johnson,26,,WAS,QB,32,12,11,228,365,2505,11,15,22,58,1,0,0,0,0,126,141.5,136.0
Tim Biakabutuka,26,,CAR,RB,26,12,11,0,0,0,0,0,173,627,2,58,34,341,2,121,158.8,133.8
Travis Prentice,27,,CLE,RB,24,16,11,0,0,0,0,0,173,512,7,43,37,191,1,118,160.3,134.8
Doug Flutie,27,,BUF,QB,38,11,5,132,231,1700,8,3,36,161,1,0,0,0,0,116,122.6,114.1
Aaron Brooks,28,,NOR,QB,24,8,5,113,194,1514,9,6,41,170,2,0,0,0,0,114,123.6,115.6
Chris Chandler,29,,ATL,QB,35,14,13,192,331,2236,10,12,21,60,0,1,1,-4,0,111,123.5,116.5
Donald Hayes,31,,CAR,WR,25,15,15,0,0,0,0,0,0,0,0,112,66,926,3,111,179.1,142.6
Peter Warrick,32,,CIN,WR,23,16,16,0,0,0,0,0,16,148,2,126,51,592,4,110,172.0,139.5
Ron Dayne,28,,NYG,RB,22,16,4,0,0,0,0,0,228,770,5,3,3,11,0,108,113.6,108.6
Charles Johnson,33,,PHI,WR,28,16,16,0,0,0,0,0,5,18,0,100,56,642,7,108,167.0,136.0
Darrell Jackson,34,,SEA,WR,22,16,9,0,0,0,0,0,1,-1,0,93,53,713,6,107,162.2,131.7
Richie Anderson*,29,,NYJ,RB,29,16,10,0,0,0,0,0,27,63,0,125,88,853,2,106,193.6,145.6
James McKnight,36,,DAL,WR,28,16,15,0,0,0,0,0,0,0,0,106,52,926,2,105,159.1,129.6
Marcus Robinson,35,,CHI,WR,25,11,11,0,0,0,0,0,1,9,0,102,55,738,5,105,162.2,131.2
Curtis Conway,37,,SDG,WR,29,14,14,0,0,0,0,0,3,31,0,99,53,712,5,104,160.3,130.8
Sean Dawkins,38,,SEA,WR,29,16,16,0,0,0,0,0,0,0,0,102,63,731,5,103,169.1,134.6
Gus Frerotte,30,,DEN,QB,29,10,6,138,232,1776,9,8,22,64,1,0,0,0,0,103,111.9,106.4
Johnnie Morton,39,,DET,WR,29,16,16,0,0,0,0,0,4,25,0,116,61,788,3,101,164.8,130.8
Shawn Bryson,30,,BUF,RB,24,16,7,0,0,0,0,0,161,591,0,46,32,271,2,100,137.7,115.2
Dedric Ward,40,,NYJ,WR,26,16,16,0,0,0,0,0,4,23,0,119,54,801,3,100,156.9,126.4
Az-Zahir Hakim,41,,STL,WR,23,16,4,0,0,0,0,0,5,19,0,81,53,734,4,99,157.8,124.8
Terrell Fletcher,31,,SDG,RB,27,16,6,0,0,0,0,0,116,384,3,71,48,355,1,98,150.9,119.9
Terance Mathis,42,,ATL,WR,33,16,16,0,0,0,0,0,1,-5,0,124,57,679,5,97,156.9,124.9
Sammy Morris,32,,BUF,RB,23,12,8,0,0,0,0,0,93,341,5,48,37,268,1,97,138.9,113.4
Peerless Price,43,,BUF,WR,24,16,16,0,0,0,0,0,2,32,0,106,52,762,3,97,150.4,119.4
Andre Rison,44,,OAK,WR,33,16,0,0,0,0,0,0,0,0,0,70,41,606,6,97,140.6,117.1
Hines Ward,45,,PIT,WR,24,16,15,0,0,0,0,0,4,53,0,83,48,672,4,97,146.5,118.5
Qadry Ismail,46,,BAL,WR,30,15,13,0,0,0,0,0,0,0,0,95,49,655,5,96,147.5,120.0
Albert Connell,48,,WAS,WR,26,16,12,0,0,0,0,0,0,0,0,102,39,762,3,94,136.2,113.7
Shawn Jefferson,47,,ATL,WR,31,16,14,0,0,0,0,0,1,1,0,104,60,822,2,94,156.8,123.3
Trent Dilfer,31,,BAL,QB,28,11,8,134,226,1502,12,11,20,75,0,1,1,-1,0,93,104.5,97.0
Priest Holmes,33,,BAL,RB,27,16,2,0,0,0,0,0,137,588,2,46,32,221,0,93,129.9,106.9
Bobby Shaw,49,,PIT,WR,25,16,0,0,0,0,0,0,0,0,0,69,40,672,4,91,133.2,109.2
Ryan Leaf,32,,SDG,QB,24,11,9,161,322,1883,11,18,28,54,0,0,0,0,0,89,103.7,94.7
Larry Centers,34,,WAS,RB,32,15,6,0,0,0,0,0,19,103,0,93,81,600,3,88,174.8,127.8
Willie Jackson,50,,NOR,WR,29,15,7,0,0,0,0,0,0,0,0,80,37,523,6,88,127.3,104.8
Tony Banks,33,,BAL,QB,27,11,8,150,274,1578,8,8,19,57,0,0,0,0,0,87,95.3,89.8
Sylvester Morris,51,,KAN,WR,23,15,14,1,1,31,0,0,0,0,0,105,48,678,3,87,136.5,108.0
Mike Alstott*,35,,TAM,RB,27,13,13,0,1,0,0,0,131,465,5,19,13,93,0,86,100.3,89.3
Irving Fryar,52,,WAS,WR,38,14,6,0,0,0,0,0,2,16,0,76,41,548,5,86,130.4,106.9
James Thrash,53,,WAS,WR,25,16,9,0,0,0,0,0,10,82,0,74,50,653,2,86,138.0,109.5
Darnell Autry,36,,PHI,RB,24,11,7,0,0,0,0,0,112,334,3,37,24,275,1,85,113.9,94.9
Jacquez Green,54,,TAM,WR,24,16,16,0,0,0,0,0,5,13,0,103,51,773,1,85,138.6,110.1
Jerome Pathon,55,,IND,WR,25,16,10,0,0,0,0,0,1,3,0,89,50,646,3,83,135.9,107.9
Jeremy McDaniel,56,,BUF,WR,24,16,6,0,0,0,0,0,0,0,0,69,43,697,2,82,127.7,103.2
Chris Warren,37,,2TM,RB,32,14,1,0,0,0,0,0,74,296,2,43,32,303,1,78,114.4,90.9
Terrence Wilkins,57,,IND,WR,25,14,7,0,0,0,0,0,3,8,0,67,43,569,3,76,119.7,93.2
Randy Jordan,38,,OAK,RB,30,16,0,0,0,0,0,0,46,213,3,32,27,299,1,75,107.7,87.7
Torrance Small,58,,PHI,WR,30,14,14,0,1,0,0,1,1,1,0,94,40,569,3,75,119.0,96.0
Fred Beasley,39,,SFO,RB,26,15,15,0,0,0,0,0,50,147,3,51,31,233,3,74,111.0,89.5
Tim Couch,35,,CLE,QB,23,7,7,137,215,1483,7,9,12,45,0,0,0,0,0,74,84.8,80.8
Jeff George,34,,WAS,QB,33,6,5,113,194,1389,7,6,7,24,0,0,0,0,0,74,81.5,77.0
Eddie Kennison,59,,CHI,WR,27,16,10,0,0,0,0,0,3,72,0,95,55,549,2,74,131.6,100.6
Akili Smith,36,,CIN,QB,25,12,11,118,267,1253,3,6,41,232,0,0,0,0,0,73,78.3,65.3
J.J. Stokes,60,,SFO,WR,28,16,3,0,0,0,0,0,1,6,0,53,30,524,3,73,106.0,88.0
Jim Harbaugh,37,,SDG,QB,37,7,5,123,202,1416,8,10,16,24,0,0,0,0,0,71,81.5,76.0
J.R. Redmond,40,,NWE,RB,23,12,5,0,0,0,0,0,125,406,1,29,20,126,2,71,96.2,79.2
Thomas Jones,41,,ARI,RB,22,14,4,0,0,0,0,0,112,373,2,46,32,208,0,70,106.1,82.1
Troy Aikman,38,,DAL,QB,34,11,11,156,262,1632,7,14,10,13,0,0,0,0,0,69,84.6,80.6
Napoleon Kaufman,42,,OAK,RB,27,14,2,0,0,0,0,0,93,499,0,24,13,127,1,69,87.1,74.1
Leslie Shepherd,61,,MIA,WR,31,13,11,0,0,0,0,0,4,3,0,59,35,446,4,69,106.9,86.4
Ricky Proehl,62,,STL,WR,32,12,4,0,0,0,0,0,0,0,0,39,31,441,4,68,102.1,83.6
Brandon Bennett,43,,CIN,RB,27,16,0,0,0,0,0,0,90,324,3,29,19,168,0,67,91.2,74.7
Randall Cunningham,39,,DAL,QB,37,6,3,74,125,849,6,4,23,89,1,0,0,0,0,67,71.9,66.9
Kevin Johnson,63,,CLE,WR,24,16,16,1,3,23,0,1,0,0,0,98,57,669,0,66,126.8,95.3
Marcus Pollard,64,,IND,WR,28,16,14,0,0,0,0,0,0,0,0,42,30,439,3,64,96.9,78.9
Germane Crowell,65,,DET,WR,24,9,7,0,0,0,0,0,1,12,0,73,34,430,3,62,99.2,79.2
Marty Booker,67,,CHI,WR,24,15,7,0,0,0,0,0,2,-1,0,74,47,490,2,61,109.9,82.4
Zack Crockett,45,,OAK,RB,28,16,4,0,0,0,0,0,43,130,7,15,10,62,0,61,74.2,66.2
Herman Moore,66,,DET,WR,31,15,11,0,0,0,0,0,0,0,0,80,40,434,3,61,104.4,81.4
David Patten,68,,CLE,WR,26,14,11,0,0,0,0,0,0,0,0,72,38,546,1,61,100.6,77.6
Antowain Smith,44,,BUF,RB,28,11,3,0,0,0,0,0,101,354,4,5,3,20,0,61,66.9,61.9
Duce Staley,46,,PHI,RB,25,5,5,0,0,0,0,0,79,344,1,33,25,201,0,61,90.0,70.0
Tim Dwight,69,,ATL,WR,25,14,1,0,0,0,0,0,5,8,0,53,26,406,3,59,92.9,75.4
Jermaine Fazande,47,,SDG,RB,25,13,7,0,0,0,0,0,119,368,2,18,16,104,0,59,80.7,66.2
Dorsey Levens,48,,GNB,RB,30,5,5,0,0,0,0,0,77,224,3,21,16,146,0,55,77.0,63.0
Justin Watson,49,,STL,RB,25,14,2,0,0,0,0,0,54,249,4,11,10,56,0,55,67.5,59.5
Kevin Lockett,70,,KAN,WR,26,16,2,0,0,0,0,0,0,0,0,56,33,422,2,54,88.7,67.7
Chris Sanders,71,,TEN,WR,28,16,14,0,0,0,0,0,0,0,0,61,33,536,0,54,89.1,69.1
Wesley Walls,13,,CAR,TE,34,8,8,0,0,0,0,0,0,0,0,49,31,422,2,54,88.2,69.7
Kimble Anders,50,,KAN,RB,34,15,7,0,0,0,0,0,76,331,2,19,15,76,0,53,70.2,59.2
Desmond Clark,15,,DEN,TE,23,16,2,0,0,0,0,0,0,0,0,38,27,339,3,52,81.9,65.4
Andrew Glover,14,,NOR,TE,33,16,14,0,0,0,0,0,0,0,0,40,21,281,4,52,76.1,62.6
Richard Huntley,51,,PIT,RB,28,13,0,0,0,0,0,0,46,215,3,19,10,91,0,51,63.1,54.6
Rocket Ismail,72,,DAL,WR,31,9,9,0,0,0,0,0,8,73,0,43,25,350,1,50,77.8,61.8
David Sloan,16,,DET,TE,28,15,10,0,0,0,0,0,0,0,0,60,32,379,2,50,84.9,65.9
James Jett,73,,OAK,WR,30,16,13,0,0,0,0,0,0,0,0,39,20,356,2,48,70.6,57.6
Stanley Pritchett,52,,PHI,RB,27,16,2,0,0,0,0,0,58,225,1,30,25,193,0,48,78.3,59.3
Shaun Alexander,53,,SEA,RB,23,16,1,0,0,0,0,0,64,313,2,11,5,41,0,47,54.4,47.9
Reidel Anthony,74,,TAM,WR,24,16,1,0,0,0,0,0,0,0,0,33,15,232,4,47,65.2,54.7
Laveranues Coles,76,,NYJ,WR,23,13,3,0,0,0,0,0,2,15,0,42,22,370,1,47,71.5,57.5
Itula Mili,17,,SEA,TE,27,16,6,0,0,0,0,0,0,0,0,47,28,288,3,47,77.3,59.8
Scott Mitchell,40,,CIN,QB,32,8,5,89,187,966,3,8,10,61,1,0,0,0,0,47,55.7,50.7
Dave Moore,18,,TAM,TE,31,16,16,0,0,0,0,0,0,0,0,54,29,288,3,47,78.8,61.3
Travis Taylor,75,,BAL,WR,21,9,8,0,0,0,0,0,2,11,0,54,28,276,3,47,77.2,59.7
Greg Clark,19,,SFO,TE,28,15,15,0,0,0,0,0,0,0,0,51,38,342,2,46,86.7,64.2
Brad Hoover,55,,CAR,RB,24,16,4,0,0,0,0,0,89,290,1,19,15,112,0,46,66.7,52.7
Reggie Kelly,20,,ATL,TE,23,16,16,0,0,0,0,0,0,0,0,50,31,340,2,46,79.5,60.5
Brian Mitchell,54,,PHI,RB,32,16,1,1,4,21,0,0,25,187,2,21,13,89,1,46,72.9,61.9
Dennis Northcutt,77,,CLE,WR,23,15,8,0,0,0,0,0,9,33,0,82,39,422,0,46,87.0,64.0
Bubba Franks,21,,GNB,TE,22,16,13,0,0,0,0,0,0,0,0,55,34,363,1,42,78.8,58.3
Shane Matthews,41,,CHI,QB,30,6,5,102,178,964,3,6,10,35,0,0,0,0,0,42,50.1,46.1
Frank Moreau,56,,KAN,RB,24,11,0,0,0,0,0,0,67,179,4,1,0,0,0,42,43.9,39.9
Aaron Shea,22,,CLE,TE,24,15,8,0,0,0,0,0,0,0,0,51,30,302,2,42,74.7,56.2
Terrell Davis,57,,DEN,RB,28,5,4,0,0,0,0,0,78,282,2,2,2,4,0,41,45.1,40.6
Donald Driver,79,,GNB,WR,25,16,2,0,0,0,0,0,1,4,0,49,21,322,1,41,64.6,51.1
Doug Pederson,42,,CLE,QB,32,11,8,117,210,1047,2,8,18,68,0,0,0,0,0,41,49.7,44.7
Yancey Thigpen,78,,TEN,WR,31,12,0,0,0,0,0,0,0,0,0,26,15,289,2,41,58.9,48.4
Robert Holcombe,58,,STL,RB,25,14,9,0,0,0,0,0,21,70,3,12,8,90,1,40,48.0,44.0
Tony Martin,80,,MIA,WR,35,10,5,0,0,0,0,0,0,0,0,63,26,393,0,39,68.3,52.3
Kent Graham,43,,PIT,QB,32,12,5,66,148,878,1,1,8,7,0,0,0,0,0,38,41.3,37.8
Mark Bruener,23,,PIT,TE,28,16,16,0,0,0,0,0,0,0,0,34,17,192,3,37,57.2,45.7
Tony McGee,24,,CIN,TE,29,14,14,0,0,0,0,0,0,0,0,49,26,309,1,37,65.9,49.9
Mario Bates,60,,DET,RB,27,13,0,0,0,0,0,0,31,127,2,21,15,109,0,36,56.6,43.1
Isaac Byrd,81,,CAR,WR,26,15,4,0,0,0,0,0,0,0,0,44,22,241,2,36,61.1,47.1
Stoney Case,44,,DET,QB,28,5,1,56,91,503,1,4,16,117,1,0,0,0,0,36,45.3,38.8
Christian Fauria,26,,SEA,TE,29,15,10,0,0,0,0,0,0,0,0,39,28,237,2,36,66.2,48.7
Chris Hetherington,59,,CAR,RB,28,16,5,0,0,0,0,0,23,65,2,21,14,116,1,36,53.1,43.1
Wane McGarity,82,,DAL,WR,24,14,0,0,0,0,0,0,6,49,1,49,25,250,0,36,74.9,58.4
Johnny McWilliams,25,,MIN,TE,28,15,7,0,0,0,0,0,0,0,0,29,22,180,3,36,61.0,47.0
Chad Morton,61,,NOR,RB,23,16,3,0,0,0,0,0,36,136,0,37,30,213,0,35,69.9,47.9
Keith Poole,83,,NOR,WR,26,15,4,0,0,0,0,0,0,0,0,37,21,293,1,35,58.8,44.8
Jeff Thomason,27,,PHI,TE,31,16,5,0,0,0,0,0,0,0,0,14,10,46,5,35,44.6,39.6
Byron Chamberlain,28,,DEN,TE,29,15,0,0,0,0,0,0,0,0,0,32,22,283,1,34,59.3,45.3
Errict Rhett,62,,CLE,RB,30,5,4,0,0,0,0,0,71,258,0,19,14,78,0,34,50.6,40.6
Obafemi Ayanbadejo,65,,BAL,RB,25,8,4,0,0,0,0,0,15,37,1,29,23,168,1,33,58.5,44.0
Bob Christian,63,,ATL,RB,32,16,14,0,0,0,0,0,9,19,0,63,44,315,0,33,80.4,55.4
Brock Huard,45,,SEA,QB,24,5,4,49,87,540,3,2,5,29,0,0,0,0,0,33,36.5,32.5
Anthony Johnson,64,,JAX,RB,33,12,3,0,0,0,0,0,28,112,1,16,12,153,0,33,50.5,38.5
Joe Jurevicius,84,,NYG,WR,26,14,3,0,0,0,0,0,0,0,0,49,24,272,1,33,59.7,44.2
Jermaine Wiggins,29,,2TM,TE,25,15,2,0,0,0,0,0,0,0,0,28,18,207,2,33,53.2,40.7
Greg Comella,66,,NYG,RB,25,16,12,0,0,0,0,0,10,45,0,50,36,274,0,32,69.9,47.9
Tyrone Davis,30,,GNB,TE,28,14,9,0,0,0,0,0,0,0,0,40,19,177,2,32,52.7,39.2
Chris Fuamatu-Ma'afala,67,,PIT,RB,23,7,1,0,0,0,0,0,21,149,1,16,11,107,0,32,48.6,37.1
Derrick Mayes,85,,SEA,WR,26,13,8,0,0,0,0,0,0,0,0,47,29,264,1,32,64.4,46.9
Alvis Whitted,86,,JAX,WR,26,16,3,0,0,0,0,0,0,0,0,26,13,137,3,32,47.2,37.2
Craig Yeast,87,,CIN,WR,24,15,7,0,0,0,0,0,1,15,0,51,24,301,0,32,57.1,40.6
Terry Allen,70,,NOR,RB,32,4,3,0,0,0,0,0,46,179,2,1,1,7,0,31,34.6,31.1
Matthew Hatchette,88,,MIN,WR,26,14,4,0,0,0,0,0,0,0,0,33,16,190,2,31,50.0,39.0
