 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-1.0,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Thurman Thomas,7,17,BUF,RB,28,15,15,0,0,0,0,0,287,1093,7,71,50,349,2,198,253.7,222.2
Herman Moore*,6,18,DET,WR,25,16,16,0,0,0,0,0,0,0,0,132,72,1173,11,183,257.8,218.3
Brent Jones*,3,19,SFO,TE,31,15,15,0,0,0,0,0,0,0,0,72,49,670,9,123,174.5,146.5
Carl Pickens,7,20,CIN,WR,24,15,15,0,0,0,0,0,0,0,0,132,71,1127,11,179,252.2,213.2
Henry Ellard,8,21,WAS,WR,33,16,16,0,0,0,0,0,1,-5,0,150,74,1397,6,175,251.7,211.2
Irving Fryar*,9,22,MIA,WR,32,16,16,0,0,0,0,0,0,0,0,126,73,1270,7,173,249.0,209.5
Leroy Hoard*,8,23,CLE,RB,26,16,12,0,0,0,0,0,209,890,5,68,45,445,4,188,234.5,202.0
Cris Carter*+,10,24,MIN,WR,29,16,16,0,0,0,0,0,0,0,0,188,122,1256,7,172,294.6,228.6
Keith Jackson,4,25,MIA,TE,29,16,16,0,0,0,0,0,0,0,0,95,59,673,7,111,172.3,138.8
John Elway*,4,26,DEN,QB,34,14,14,307,494,3490,16,10,58,235,4,1,0,0,0,235,245.6,234.1
Harvey Williams,9,27,RAI,RB,27,16,10,0,0,0,0,0,282,983,4,64,47,391,3,181,232.4,200.9
Drew Bledsoe*,5,28,NWE,QB,22,16,16,400,691,4555,25,27,44,40,0,0,0,0,0,232,257.7,250.2
Michael Irvin*,11,29,DAL,WR,28,16,16,0,0,0,0,0,0,0,0,121,79,1241,6,160,242.1,199.6
Andre Rison,12,30,ATL,WR,27,15,14,0,0,0,0,0,0,0,0,154,81,1088,8,159,242.3,198.3
Johnny Mitchell,5,31,NYJ,TE,23,16,14,0,0,0,0,0,0,0,0,111,58,749,4,99,159.4,126.9
Edgar Bennett,10,32,GNB,RB,25,16,15,0,0,0,0,0,178,623,5,97,78,546,4,171,254.4,208.9
Terry Allen,11,33,MIN,RB,26,16,16,0,0,0,0,0,255,1031,8,30,17,148,0,168,189.4,173.4
Warren Moon*,6,34,MIN,QB,38,15,15,371,601,4264,18,19,27,55,0,0,0,0,0,216,233.6,226.1
Jeff George,8,35,ATL,QB,27,16,16,322,524,3734,23,18,30,66,0,0,0,0,0,214,229.0,220.0
Randall Cunningham,7,36,PHI,QB,31,14,14,265,490,3229,16,13,65,288,3,0,0,0,0,214,228.0,217.0
Jim Everett,9,37,NOR,QB,31,16,16,346,540,3855,22,18,15,35,0,0,0,0,0,214,233.2,228.7
Jerome Bettis*,12,38,RAM,RB,22,16,16,0,0,0,0,0,319,1025,3,45,31,293,1,160,194.3,170.3
Craig Heyward,13,39,ATL,RB,28,16,11,0,0,0,0,0,183,779,7,40,32,335,1,159,194.9,170.4
Eric Green*,6,40,PIT,TE,27,15,14,0,0,0,0,0,0,0,0,80,46,618,4,86,133.8,106.8
Anthony Miller,13,41,DEN,WR,29,16,15,0,0,0,0,0,1,3,0,118,60,1107,5,143,206.0,173.0
Fred Barnett,14,42,PHI,WR,28,16,16,0,0,0,0,0,0,0,0,148,78,1127,5,143,223.2,180.7
Errict Rhett,14,43,TAM,RB,24,16,8,0,0,0,0,0,284,1011,7,30,22,119,0,157,184.0,166.0
Jake Reed,15,44,MIN,WR,27,16,16,0,0,0,0,0,0,0,0,161,85,1175,4,142,228.0,181.0
Rodney Hampton,15,45,NYG,RB,25,14,13,0,0,0,0,0,327,1075,6,20,14,103,0,156,175.8,162.8
Jeff Hostetler*,10,46,RAI,QB,33,16,16,263,455,3334,20,16,46,159,2,0,0,0,0,209,226.3,215.3
Bernie Parmalee,16,47,MIA,RB,27,15,10,0,0,0,0,0,216,868,6,50,34,249,1,156,193.2,167.7
Rob Moore*,16,48,NYJ,WR,26,16,16,0,0,0,0,0,1,-3,0,159,78,1010,6,141,221.7,179.7
Lewis Tillman,17,49,CHI,RB,28,16,15,0,0,0,0,0,275,899,7,39,27,222,0,154,186.6,166.6
Johnny Johnson,18,50,NYJ,RB,26,16,14,0,0,0,0,0,240,931,3,57,42,303,2,153,199.4,170.4
Brian Blades,17,51,SEA,WR,29,16,16,0,0,0,0,0,2,32,0,138,81,1086,4,138,221.3,177.3
Marcus Allen,19,52,KAN,RB,34,13,13,0,0,0,0,0,189,709,7,60,42,349,0,150,196.3,167.8
Michael Haynes,18,53,NOR,WR,29,16,16,0,0,0,0,0,4,43,0,136,77,985,5,133,212.3,170.3
Bam Morris,20,54,PIT,RB,22,15,6,0,0,0,0,0,198,836,7,25,22,204,0,146,172.5,154.0
Pete Metzelaars,7,55,BUF,TE,34,16,16,0,0,0,0,0,0,0,0,68,49,428,5,73,124.8,97.3
Alvin Harper,19,56,DAL,WR,26,16,14,0,0,0,0,0,0,0,0,79,33,821,8,130,165.1,144.6
Herschel Walker,21,57,PHI,RB,32,16,14,0,0,0,0,0,113,528,5,81,50,500,2,145,204.8,171.8
Darnay Scott,20,58,CIN,WR,22,16,12,1,1,53,0,0,10,106,0,106,46,866,5,129,181.3,152.3
Tony Martin,21,59,SDG,WR,29,16,1,0,1,0,0,1,2,-9,0,90,50,885,7,128,180.6,151.6
Flipper Anderson,22,60,RAM,WR,29,16,16,0,0,0,0,0,1,11,0,101,46,945,5,126,174.6,148.6
Larry Centers,22,61,ARI,RB,26,16,5,0,0,0,0,0,115,336,5,96,77,647,2,140,222.3,176.8
Wesley Walls,8,62,NOR,TE,28,15,7,0,0,0,0,0,0,0,0,69,38,406,4,67,107.6,85.6
Jim Kelly,11,63,BUF,QB,34,14,14,285,448,3114,22,17,25,77,1,0,0,0,0,192,206.8,198.3
Leonard Russell,23,64,DEN,RB,25,14,13,0,0,0,0,0,190,620,9,46,38,227,0,139,180.7,153.7
Troy Drayton,9,65,RAM,TE,24,16,16,0,0,0,0,0,1,4,0,47,32,276,6,64,99.0,80.0
Vincent Brisby,23,66,NWE,WR,23,14,11,0,0,0,0,0,0,0,0,122,58,904,5,120,180.9,148.4
Jeff Graham,24,67,CHI,WR,25,16,15,0,0,0,0,0,0,0,0,100,68,944,4,120,196.9,159.4
Haywood Jeffires,25,68,HOU,WR,30,16,16,0,0,0,0,0,0,0,0,122,68,783,6,120,191.3,154.3
Howard Cross,10,69,NYG,TE,27,16,16,0,0,0,0,0,0,0,0,41,31,364,4,60,94.4,75.9
Mike Sherrard,26,70,NYG,WR,31,16,14,0,0,0,0,0,1,-10,0,102,53,825,6,118,173.5,144.0
Jay Novacek*,11,71,DAL,TE,32,16,14,0,0,0,0,0,0,0,0,65,47,475,2,60,109.5,83.0
Quinn Early,27,72,NOR,WR,29,16,13,0,0,0,0,0,2,10,0,125,82,894,4,114,199.4,155.4
Willie Davis,28,73,KAN,WR,27,14,13,0,0,0,0,0,0,0,0,97,51,822,5,114,167.7,138.7
Michael Timpson,29,74,NWE,WR,27,15,14,0,0,0,0,0,2,14,0,125,74,941,3,114,190.5,150.5
Jarrod Bunch,1,75,RAI,,26,3,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Tony McGee,12,76,CIN,TE,23,16,16,0,0,0,0,0,0,0,0,70,40,492,1,55,98.2,75.2
Brett Perriman,30,77,DET,WR,29,16,14,0,1,0,0,0,9,86,0,110,56,761,4,113,171.2,139.7
Joe Montana,12,78,KAN,QB,38,14,14,299,493,3283,16,9,18,17,0,0,0,0,0,181,189.5,183.0
Stan Humphries,13,,SDG,QB,29,15,15,264,453,3209,17,12,19,19,0,0,0,0,0,180,192.3,186.3
Craig Erickson,14,,TAM,QB,25,15,15,225,399,2919,16,10,26,68,1,0,0,0,0,178,187.6,181.6
Boomer Esiason,15,,NYJ,QB,33,15,14,255,440,2782,17,13,28,59,0,0,0,0,0,163,173.7,165.2
Jeff Blake,16,,CIN,QB,24,10,9,156,306,2154,14,9,37,204,1,0,0,0,0,153,164.6,155.6
Dave Brown,17,,NYG,QB,24,15,15,201,350,2536,12,16,60,196,2,0,0,0,0,149,165.5,154.0
Troy Aikman*,18,,DAL,QB,28,14,14,233,361,2676,13,12,30,62,1,0,0,0,0,147,161.2,157.2
Vinny Testaverde,19,,CLE,QB,31,14,13,207,376,2575,16,18,21,37,2,0,0,0,0,147,166.2,161.7
Neil O'Donnell,20,,PIT,QB,28,14,14,212,370,2443,13,9,31,80,1,0,0,0,0,146,155.7,150.7
Rick Mirer,21,,SEA,QB,24,13,13,195,381,2151,11,7,34,153,0,0,0,0,0,133,145.3,138.3
Chris Miller,22,,RAM,QB,29,13,10,173,317,2104,16,14,20,100,0,0,0,0,0,130,146.7,137.2
Barry Foster,24,,PIT,RB,26,11,10,0,0,0,0,0,216,851,5,28,20,124,0,128,153.5,137.5
Marion Butts,25,,NWE,RB,28,16,15,0,0,0,0,0,243,703,8,14,9,54,0,124,135.2,127.2
Dave Krieg,23,,DET,QB,36,14,7,131,212,1629,14,3,23,35,0,0,0,0,0,123,126.7,121.7
Leroy Thompson,26,,NWE,RB,25,16,1,0,0,0,0,0,102,312,2,86,65,465,5,120,189.7,150.2
Lorenzo White,27,,HOU,RB,28,15,8,0,0,0,0,0,191,757,3,42,21,188,1,119,144.5,127.0
Ricky Ervins,28,,WAS,RB,26,16,10,0,0,0,0,0,185,650,3,67,51,293,1,118,174.8,142.8
Derek Brown,30,,NOR,RB,23,16,9,0,0,0,0,0,146,489,3,57,44,428,1,116,163.7,133.7
Gary Brown,29,,HOU,RB,25,12,8,0,0,0,0,0,169,648,4,32,18,194,1,116,137.2,119.2
Ronald Moore,31,,ARI,RB,24,16,16,0,1,0,0,0,232,780,4,11,8,52,1,115,125.2,117.2
Steve Walsh,24,,CHI,QB,28,12,11,208,343,2078,10,8,30,4,1,0,0,0,0,114,121.0,114.5
Reggie Cobb,32,,GNB,RB,26,16,13,0,0,0,0,0,153,579,3,51,35,299,1,112,152.3,128.3
Eric Metcalf*,33,,CLE,RB,26,16,8,0,1,0,0,0,93,329,2,85,47,436,3,107,168.5,136.0
Desmond Howard,31,,WAS,WR,24,16,15,0,0,0,0,0,1,4,0,103,40,727,5,105,148.1,125.1
Sean Dawkins,32,,IND,WR,23,16,16,0,0,0,0,0,0,0,0,99,51,742,5,104,157.7,128.7
Jim Harbaugh,25,,IND,QB,31,12,9,125,202,1440,9,6,39,223,0,0,0,0,0,104,115.4,108.9
Torrance Small,33,,NOR,WR,24,16,0,0,0,0,0,0,0,0,0,74,49,719,5,104,155.9,128.4
Mark Seay,35,,SDG,WR,27,16,14,0,0,0,0,0,0,0,0,108,58,645,6,103,161.5,129.5
Charles Wilson,34,,TAM,WR,26,14,7,0,0,0,0,0,2,15,0,62,31,652,6,103,136.7,118.2
Derrick Alexander,36,,CLE,WR,23,14,12,0,0,0,0,0,4,38,0,82,48,828,2,101,150.6,122.6
Mario Bates,34,,NOR,RB,21,11,7,0,0,0,0,0,151,579,6,9,8,62,0,100,109.6,101.1
Calvin Williams,37,,PHI,WR,27,16,14,0,0,0,0,0,2,11,0,111,58,813,3,100,161.4,129.4
Glyn Milburn,35,,DEN,RB,23,16,3,0,0,0,0,0,58,201,1,106,77,549,3,99,180.0,133.5
Webster Slaughter,38,,HOU,WR,30,16,12,0,0,0,0,0,0,0,0,127,68,846,2,97,166.6,128.6
Ricky Proehl,39,,ARI,WR,26,16,16,0,0,0,0,0,0,0,0,105,51,651,5,95,148.1,118.6
Heath Shuler,26,,WAS,QB,23,11,8,120,265,1658,10,12,26,103,0,0,0,0,0,95,111.1,103.6
Floyd Turner,40,,IND,WR,28,16,16,0,0,0,0,0,3,-3,0,87,52,593,6,95,149.5,120.0
Kimble Anders,36,,KAN,RB,28,16,13,0,0,0,0,0,62,231,2,93,67,525,1,94,166.1,126.1
Bucky Richardson,27,,HOU,QB,25,7,4,94,181,1202,6,6,30,217,1,0,0,0,0,92,100.3,90.8
J.J. Birden,41,,KAN,WR,29,13,13,0,0,0,0,0,0,0,0,91,48,637,4,90,140.2,112.7
Keith Byars,37,,MIA,RB,31,9,9,0,0,0,0,0,19,64,2,65,49,418,5,90,142.2,114.7
Chris Chandler,28,,RAM,QB,29,12,6,108,176,1352,7,2,18,61,1,0,0,0,0,90,93.7,89.2
Robert Brooks,42,,GNB,WR,24,16,16,0,0,0,0,0,1,0,0,92,58,648,4,89,159.8,125.8
Ronnie Harmon,38,,SDG,RB,30,16,0,0,0,0,0,0,25,94,1,89,58,615,1,89,149.9,117.9
John Williams,39,,PIT,RB,30,15,12,0,0,0,0,0,68,317,1,68,51,378,2,88,144.5,113.0
Bert Emanuel,43,,ATL,WR,24,16,16,0,1,0,0,1,2,4,0,96,46,649,4,87,137.3,111.3
Mark Ingram,44,,MIA,WR,29,15,13,0,0,0,0,0,0,0,0,82,44,506,6,87,133.1,107.6
Chris Calloway,45,,NYG,WR,26,16,14,0,0,0,0,0,8,77,0,85,43,666,2,86,131.8,106.8
Derrick Fenner,40,,CIN,RB,27,16,13,0,0,0,0,0,141,468,1,50,36,276,1,86,125.4,98.4
Jessie Hester,46,,RAM,WR,31,16,15,0,0,0,0,0,2,28,0,81,45,644,3,85,132.7,106.7
Shawn Jefferson,47,,SDG,WR,25,16,16,0,0,0,0,0,3,40,0,87,43,627,3,85,130.7,106.2
Scott Mitchell,29,,DET,QB,26,9,9,119,246,1456,10,11,15,24,1,0,0,0,0,85,94.6,87.6
Rocket Ismail,48,,RAI,WR,25,16,0,0,0,0,0,0,4,31,0,64,34,513,5,84,121.4,101.4
Mark Carrier,51,,CLE,WR,29,16,6,0,0,0,0,0,1,14,1,70,29,452,5,83,114.1,96.1
Gary Clark,49,,ARI,WR,32,15,2,0,0,0,0,0,0,0,0,103,50,771,1,83,136.1,108.1
John Taylor,50,,SFO,WR,32,15,15,0,0,0,0,0,2,-2,0,64,41,531,5,83,126.4,102.4
William Floyd,41,,SFO,RB,22,16,11,0,0,0,0,0,87,305,6,26,19,145,0,81,106.0,90.5
Billy Joe Tolliver,30,,HOU,QB,28,10,7,121,240,1287,6,7,12,37,2,,0,0,0,81,87.7,81.2
Yancey Thigpen,52,,PIT,WR,25,15,6,0,0,0,0,0,0,0,0,69,36,546,4,79,117.6,96.6
Don Beebe,53,,BUF,WR,30,13,11,0,0,0,0,0,2,11,0,74,40,527,4,78,119.3,94.8
Curtis Conway,54,,CHI,WR,23,13,12,1,1,23,1,0,6,31,0,70,39,546,2,77,117.6,94.1
Steve Broussard,43,,CIN,RB,27,13,3,0,1,0,0,0,94,403,2,48,34,218,0,76,113.6,88.1
Raymont Harris,44,,CHI,RB,24,16,11,0,0,0,0,0,123,464,1,56,39,236,0,76,120.5,94.5
Charles Johnson,56,,PIT,WR,22,16,9,0,0,0,0,0,4,-1,0,66,38,577,3,76,115.6,92.6
Art Monk,55,,NYJ,WR,37,16,15,0,0,0,0,0,0,0,0,65,46,581,3,76,125.1,99.1
Kevin Turner,42,,NWE,RB,25,16,9,0,0,0,0,0,36,111,1,74,52,471,2,76,132.2,98.2
John Friesz,31,,WAS,QB,27,16,4,105,180,1266,10,9,1,1,0,0,0,0,0,75,85.7,81.7
Steve Beuerlein,32,,ARI,QB,29,9,7,130,255,1545,5,9,22,39,1,0,0,0,0,74,81.7,74.7
Courtney Hawkins,58,,TAM,WR,25,13,12,0,0,0,0,0,0,0,0,72,37,438,5,74,113.8,92.3
Kelvin Martin,57,,SEA,WR,29,16,15,0,0,0,0,0,0,0,0,135,56,681,1,74,132.1,100.1
Lawrence Dawsey,59,,TAM,WR,27,10,5,0,0,0,0,0,0,0,0,76,46,673,1,73,122.3,96.3
Greg Hill,46,,KAN,RB,22,16,1,0,0,0,0,0,141,574,1,22,16,92,0,73,91.1,79.6
James Joseph,45,,PHI,RB,27,14,5,0,0,0,0,0,60,203,1,59,43,344,2,73,121.2,93.2
Don Majkowski,33,,IND,QB,30,9,6,84,152,1010,6,7,24,34,3,0,0,0,0,72,79.3,73.8
Roosevelt Potts,47,,IND,RB,23,16,15,0,0,0,0,0,77,336,1,42,26,251,1,71,100.2,78.7
Daryl Johnston*,48,,DAL,RB,28,16,16,0,0,0,0,0,40,138,2,60,44,325,2,70,119.3,90.3
O.J. McDuffie,60,,MIA,WR,25,15,3,0,0,0,0,0,5,32,0,57,37,488,3,70,108.5,85.5
Lake Dawson,61,,KAN,WR,22,12,6,0,0,0,0,0,3,24,0,68,37,537,2,68,107.6,85.6
Jay Schroeder,34,,ARI,QB,33,9,8,133,238,1510,4,7,16,59,0,0,0,0,0,68,75.8,70.3
David Klingler,35,,CIN,QB,25,10,7,131,231,1327,6,9,17,85,0,1,1,-6,0,67,76.5,69.5
Ricky Sanders,62,,ATL,WR,34,14,12,0,0,0,0,0,0,0,0,103,67,599,1,66,135.9,99.4
Charlie Garner,49,,PHI,RB,22,10,8,0,0,0,0,0,109,399,3,12,8,74,0,65,74.8,66.3
Erik Kramer,36,,CHI,QB,30,6,5,99,158,1129,8,8,6,-2,0,0,0,0,0,65,74.5,70.0
Todd Kinchen,64,,RAM,WR,25,13,0,0,0,0,0,0,1,44,1,33,23,352,3,64,87.1,70.1
Anthony Morgan,63,,GNB,WR,27,16,0,0,0,0,0,0,0,0,0,43,28,397,4,64,94.2,76.7
Harold Green,50,,CIN,RB,26,14,11,0,0,0,0,0,76,223,1,41,27,267,1,61,93.5,73.5
Brian Mitchell,51,,WAS,RB,26,16,7,0,1,0,0,1,78,311,0,53,26,236,1,61,103.7,82.7
Bill Brooks,65,,BUF,WR,30,16,9,0,0,0,0,0,0,0,0,59,42,482,2,60,104.7,80.2
Amp Lee,52,,MIN,RB,23,13,0,0,0,0,0,0,29,104,0,55,45,368,2,59,109.7,80.7
Kenneth Davis,53,,BUF,RB,32,16,1,0,0,0,0,0,91,381,2,23,18,82,0,58,77.8,64.3
Ernest Givins,66,,HOU,WR,30,16,16,0,0,0,0,0,1,-5,0,78,36,521,1,58,101.1,78.6
Vaughn Hebron,54,,PHI,RB,24,16,2,0,0,0,0,0,82,325,2,22,18,137,0,58,82.2,67.2
Richie Anderson,55,,NYJ,RB,23,13,5,0,0,0,0,0,43,207,1,33,25,212,1,54,84.4,65.4
Jackie Harris,13,,TAM,TE,26,9,9,0,0,0,0,0,0,0,0,44,26,337,3,54,82.7,66.7
Randal Hill,67,,ARI,WR,25,14,14,0,0,0,0,0,0,0,0,82,38,544,0,54,95.4,73.4
Aubrey Matthews,68,,DET,WR,32,14,3,0,0,0,0,0,0,0,0,47,29,359,3,54,85.4,67.4
Terry Kirby,56,,MIA,RB,24,4,4,0,0,0,0,0,60,233,2,19,14,154,0,53,71.7,57.7
Erric Pegram,57,,ATL,RB,25,13,5,0,0,0,0,0,103,358,1,20,16,99,0,52,69.7,57.7
Cedric Tillman,69,,DEN,WR,24,16,4,0,0,0,0,0,0,0,0,45,28,455,1,52,82.0,64.5
Mike Tomczak,37,,PIT,QB,32,6,2,54,93,804,4,0,4,22,0,0,0,0,0,52,54.4,50.4
Ed West,14,,GNB,TE,33,14,12,0,0,0,0,0,0,0,0,54,31,377,2,52,85.2,66.2
Irv Smith,15,,NOR,TE,23,16,16,0,0,0,0,0,0,0,0,53,41,330,3,51,95.0,71.5
Derrick Walker,16,,KAN,TE,27,15,11,0,0,0,0,0,0,0,0,51,36,382,2,50,88.7,67.2
Reggie Brooks,58,,WAS,RB,23,13,5,0,0,0,0,0,100,297,2,21,13,68,0,49,63.0,52.0
Andrew Glover,17,,RAI,TE,27,16,16,0,0,0,0,0,0,0,0,53,33,371,2,49,85.1,65.6
Tydus Winans,70,,WAS,WR,22,15,0,0,0,0,0,0,1,5,0,35,19,344,2,49,70.9,58.4
Carwell Gardner,59,,BUF,RB,28,16,7,0,0,0,0,0,41,135,4,14,11,89,0,46,59.9,50.9
Ernie Mills,71,,PIT,WR,26,15,6,0,0,0,0,0,3,18,0,46,19,384,1,46,67.7,54.7
Brad Baxter,60,,NYJ,RB,27,15,9,0,0,0,0,0,60,170,4,11,10,40,0,45,58.0,50.0
Isaac Bruce,72,,RAM,WR,22,12,0,0,0,0,0,0,1,2,0,44,21,272,3,45,69.4,55.9
Hugh Millen,38,,DEN,QB,31,5,2,81,131,893,2,3,5,57,0,0,0,0,0,45,50.4,46.4
Aaron Pierce,18,,NYG,TE,25,16,11,0,0,0,0,0,0,0,0,38,20,214,4,45,68.4,55.4
Irving Spikes,61,,MIA,RB,24,12,1,0,0,0,0,0,70,312,2,7,4,16,0,45,51.3,45.8
Earnest Byner,62,,CLE,RB,32,16,1,0,0,0,0,0,75,219,2,15,11,102,0,44,61.1,49.6
Robert Green,63,,CHI,RB,24,15,0,0,0,0,0,0,25,122,0,33,24,199,2,44,73.6,55.1
Steve Bono,39,,KAN,QB,32,7,2,66,117,796,4,4,4,-1,0,0,0,0,0,42,48.7,45.7
Michael Jackson,73,,CLE,WR,25,9,7,0,2,0,0,0,0,0,0,59,21,304,2,42,66.4,52.9
Derek Russell,76,,DEN,WR,25,12,12,0,0,0,0,0,1,6,0,45,25,342,1,41,68.8,53.3
Nate Singleton,74,,SFO,WR,26,16,1,0,0,0,0,0,0,0,0,28,21,294,2,41,65.4,51.9
Alexander Wright,75,,RAI,WR,27,16,15,0,0,0,0,0,0,0,0,26,16,294,2,41,60.4,49.4
Mark Bavaro,19,,PHI,TE,31,12,11,0,0,0,0,0,0,0,0,33,17,215,3,40,59.5,48.0
Derrick Clark,65,,DEN,RB,23,16,4,0,0,0,0,0,56,168,3,9,9,47,0,40,51.0,43.0
Andre Hastings,77,,PIT,WR,24,16,8,0,0,0,0,0,0,0,0,42,20,281,2,40,63.1,50.1
Mark Rypien,40,,CLE,QB,32,6,3,59,128,694,4,3,7,4,0,1,0,0,0,40,45.2,41.2
Steve Smith,64,,SEA,RB,30,16,0,0,0,0,0,0,26,80,2,17,11,142,1,40,54.2,45.7
Victor Bailey,78,,PHI,WR,24,16,0,0,0,0,0,0,0,0,0,38,20,311,1,37,60.1,47.1
Eric Martin,79,,KAN,WR,33,10,1,0,0,0,0,0,0,0,0,32,21,307,1,37,60.7,47.2
Vince Workman,66,,TAM,RB,26,15,8,0,0,0,0,0,79,291,0,20,11,82,0,37,50.3,40.8
Pat Coleman,80,,HOU,WR,27,10,2,0,0,0,0,0,1,2,0,52,20,298,1,36,59.0,46.0
Adrian Cooper,20,,MIN,TE,26,12,11,0,0,0,0,0,0,0,0,44,32,363,0,36,70.3,50.3
Andrew Jordan,21,,MIN,TE,22,16,12,0,0,0,0,0,0,0,0,53,35,336,0,36,73.1,52.1
Marc Logan,67,,SFO,RB,29,10,5,0,0,0,0,0,33,143,1,25,16,97,1,36,55.0,44.0
Donnell Bennett,68,,KAN,RB,22,15,0,0,0,0,0,0,46,178,2,11,7,53,0,35,44.1,36.6
Alfred Pupunu,22,,SDG,TE,25,13,10,0,0,0,0,0,0,0,0,37,21,214,2,35,57.4,43.9
Eric Bieniemy,69,,SDG,RB,25,16,0,0,0,0,0,0,73,295,0,5,5,48,0,34,41.8,35.8
Gus Frerotte,41,,WAS,QB,23,4,4,46,100,600,5,5,4,1,0,0,0,0,0,34,40.1,35.1
Chris Gedney,23,,CHI,TE,24,7,7,0,0,0,0,0,0,0,0,20,13,157,3,34,49.2,39.2
Ethan Horton,24,,WAS,TE,32,16,15,0,0,0,0,0,0,0,0,32,15,157,3,34,51.7,41.2
Reggie Rivers,70,,DEN,RB,26,16,1,0,1,0,0,0,43,83,2,26,20,136,0,34,56.4,42.9
Horace Copeland,82,,TAM,WR,23,16,2,0,0,0,0,0,0,0,0,45,17,308,0,33,52.8,41.3
Scottie Graham,71,,MIN,RB,25,16,0,0,0,0,0,0,64,207,2,1,1,1,0,33,36.8,33.3
Rodney Peete,42,,DAL,QB,28,7,1,33,56,470,4,1,9,-2,0,0,0,0,0,33,35.1,30.6
Mike Pritchard,81,,DEN,WR,25,3,0,0,0,0,0,0,0,0,0,25,19,271,1,33,54.6,41.6
Tyji Armstrong,25,,TAM,TE,24,16,9,0,0,0,0,0,1,-1,0,34,22,265,1,32,56.4,41.4
Garrison Hearst,72,,ARI,RB,23,8,0,1,1,10,1,0,37,169,1,7,6,49,0,32,41.2,35.2
Maurice Johnson,26,,PHI,TE,27,16,10,0,0,0,0,0,0,0,0,36,21,204,2,32,55.9,41.9
Keith Cash,27,,KAN,TE,25,6,5,0,0,0,0,0,0,0,0,29,19,192,2,31,53.2,40.7
Russell Copeland,83,,BUF,WR,23,15,4,0,0,0,0,0,1,-7,0,39,21,255,1,31,54.8,41.3
Anthony McDowell,74,,TAM,RB,26,14,11,0,0,0,0,0,21,58,0,41,29,193,1,31,63.1,45.6
Tom Rathman,73,,RAI,RB,32,16,16,0,0,0,0,0,28,118,0,41,26,194,0,31,63.2,44.2
Aaron Craver,76,,MIA,RB,26,8,0,0,0,0,0,0,6,43,0,27,24,237,0,30,56.5,41.0
Derrick Moore,75,,DET,RB,27,16,0,0,0,0,0,0,27,52,4,1,1,10,0,30,30.2,28.7
Tom Waddle,84,,CHI,WR,27,9,1,0,0,0,0,0,0,0,0,31,25,244,1,30,57.9,41.9
Lincoln Coleman,77,,DAL,RB,25,11,0,0,0,0,0,0,64,180,1,8,8,46,0,29,38.6,30.6
Bobby Hebert,43,,ATL,QB,34,8,0,52,103,610,2,6,9,43,0,0,0,0,0,29,36.7,32.7
Brian Kinchen,28,,CLE,TE,29,16,11,0,0,0,0,0,0,0,0,39,24,232,1,29,55.7,40.2
Anthony Carter,85,,DET,WR,34,4,1,0,0,0,0,0,0,0,0,12,8,97,3,28,35.7,31.7
