 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-1.5,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Brett Favre*,5,20,GNB,QB,32,16,16,314,510,3921,32,15,38,56,1,0,0,0,0,268,278.4,267.4
Tony Gonzalez*+,1,21,KAN,TE,25,16,16,1,1,40,0,0,1,9,0,118,73,917,6,132,208.2,168.7
Peyton Manning,6,22,IND,QB,25,16,16,343,547,4131,26,23,35,157,4,0,0,0,0,267,292.4,282.9
Jimmy Smith*,6,23,JAX,WR,32,16,16,0,0,0,0,0,1,-3,0,176,112,1373,8,185,299.5,240.0
Donovan McNabb*,7,24,PHI,QB,25,16,16,285,493,3233,25,12,82,482,2,0,0,0,0,266,279.5,269.5
Dominic Rhodes,11,25,IND,RB,22,15,10,0,0,0,0,0,233,1104,9,55,34,224,0,187,229.8,203.8
Joe Horn*,7,26,NOR,WR,29,16,16,0,1,0,0,0,1,4,0,156,83,1265,9,181,266.4,221.4
Garrison Hearst*,12,27,SFO,RB,30,16,16,0,0,0,0,0,252,1206,4,55,41,347,1,185,231.8,204.8
Torry Holt*,8,28,STL,WR,25,16,14,0,0,0,0,0,2,0,0,133,81,1363,7,178,261.3,216.8
Aaron Brooks,8,29,NOR,QB,25,16,16,312,558,3832,26,22,80,358,1,1,0,0,0,257,278.6,266.1
Marcus Pollard,2,30,IND,TE,29,16,16,0,0,0,0,0,0,0,0,73,47,739,8,122,171.9,145.4
Tim Brown*,9,31,OAK,WR,35,16,16,0,0,0,0,0,4,39,0,140,91,1165,9,174,273.9,224.9
Anthony Thomas,13,32,CHI,RB,24,14,10,0,0,0,0,0,278,1183,7,30,22,178,0,180,208.1,191.1
Derrick Mason,10,33,TEN,WR,27,15,15,0,0,0,0,0,0,0,0,113,73,1128,9,169,249.8,209.3
Jerry Rice,11,34,OAK,WR,39,16,15,0,0,0,0,0,0,0,0,125,83,1139,9,168,253.4,208.4
Curtis Conway,12,35,SDG,WR,30,16,16,0,0,0,0,0,7,116,1,126,71,1125,6,166,242.6,200.6
Kevin Johnson,13,36,CLE,WR,25,16,16,0,0,0,0,0,0,0,0,129,84,1097,9,164,249.7,203.7
Lamar Smith,14,37,MIA,RB,31,16,16,0,0,0,0,0,313,968,6,35,30,234,2,168,201.2,177.2
Tiki Barber,15,38,NYG,RB,26,14,9,0,0,0,0,0,166,865,4,98,72,577,0,168,242.2,196.2
Marty Booker,14,39,CHI,WR,25,16,16,1,2,34,1,0,4,8,0,157,100,1071,8,161,263.3,209.3
Kordell Stewart*,9,40,PIT,QB,29,16,16,266,442,3109,14,11,96,537,5,0,0,0,0,242,253.6,242.1
Troy Brown*,15,41,NWE,WR,30,16,13,0,0,0,0,0,11,91,0,142,101,1199,5,159,274.0,219.5
Stacey Mack,16,42,JAX,RB,26,16,11,0,0,0,0,0,213,877,9,34,23,165,1,164,191.7,172.7
Darrell Jackson,16,43,SEA,WR,23,16,16,0,0,0,0,0,1,9,0,132,70,1081,8,157,230.0,192.0
Charlie Garner,17,44,OAK,RB,29,16,16,0,0,0,0,0,211,839,1,91,72,578,2,162,236.7,193.7
Mike Alstott*,18,45,TAM,RB,28,16,16,0,0,0,0,0,165,680,10,50,35,231,1,161,201.1,176.6
Qadry Ismail,17,46,BAL,WR,31,16,15,0,0,0,0,0,0,0,0,134,74,1059,7,150,226.4,185.9
Keenan McCardell,18,47,JAX,WR,31,16,16,0,0,0,0,0,0,0,0,145,93,1110,6,149,244.5,194.5
Isaac Bruce*,19,48,STL,WR,29,16,16,0,0,0,0,0,4,23,0,103,64,1106,6,149,213.9,176.9
Jay Fiedler,10,49,MIA,QB,30,16,16,273,450,3290,20,19,73,321,4,0,0,0,0,230,251.7,242.7
Shannon Sharpe*,3,50,BAL,TE,33,16,15,0,0,0,0,0,0,0,0,114,73,811,2,93,168.6,128.6
Desmond Clark,4,51,DEN,,24,16,4,0,0,0,0,0,0,0,0,76,51,566,6,93,145.1,115.1
Bill Schroeder,20,52,GNB,WR,30,14,14,0,0,0,0,0,1,6,0,93,53,918,9,146,201.9,171.9
Frank Wycheck,5,53,TEN,TE,30,16,16,1,1,21,0,0,1,1,0,84,60,672,4,92,155.1,122.1
Eddie George,19,54,TEN,RB,28,16,16,0,0,0,0,0,315,939,5,51,37,279,0,152,190.8,162.3
Duce Staley,20,55,PHI,RB,26,13,10,0,0,0,0,0,166,604,2,91,63,626,2,147,214.5,175.5
Peerless Price,21,56,BUF,WR,25,16,16,0,0,0,0,0,6,97,0,111,55,895,7,141,198.2,166.7
Bubba Franks*,6,57,GNB,TE,23,16,14,0,0,0,0,0,0,0,0,49,36,322,9,86,125.2,104.2
Johnnie Morton,22,58,DET,WR,30,16,16,0,0,0,0,0,1,6,0,144,77,1154,4,140,219.5,177.5
Laveranues Coles,23,59,NYJ,WR,24,16,16,0,0,0,0,0,10,108,0,102,59,868,7,140,204.1,168.1
Byron Chamberlain*,7,60,MIN,TE,30,16,15,0,0,0,0,0,0,0,0,81,57,666,3,85,144.1,112.1
Tony Carter,1,61,DEN,,29,16,6,0,0,0,0,0,1,4,0,14,11,83,0,9,19.2,13.2
James Thrash,24,62,PHI,WR,26,15,15,0,0,0,0,0,6,57,0,108,63,833,8,137,202.5,167.5
David Sloan,8,63,DET,TE,29,15,15,0,0,0,0,0,0,0,0,69,37,409,7,83,122.9,101.4
Plaxico Burress,25,64,PIT,WR,24,16,16,0,0,0,0,0,0,0,0,120,66,1008,6,137,205.3,168.8
Willie Jackson,26,65,NOR,WR,30,16,16,0,0,0,0,0,0,0,0,135,81,1046,5,137,220.6,177.1
Amani Toomer,27,66,NYG,WR,27,16,14,0,0,0,0,0,3,8,0,141,72,1054,5,136,210.2,170.2
Jerome Bettis*,21,67,PIT,RB,29,11,11,1,2,32,1,0,225,1072,4,10,8,48,0,141,150.8,142.3
Michael Pittman,22,68,ARI,RB,26,15,14,0,0,0,0,0,241,846,5,66,42,264,0,141,186.5,157.0
Keyshawn Johnson*,28,69,TAM,WR,29,15,15,0,0,0,0,0,0,0,0,180,106,1266,1,133,240.6,183.6
Hines Ward*,29,70,PIT,WR,25,16,16,0,1,0,0,0,10,83,0,145,94,1003,4,133,229.1,178.6
Chad Lewis*,9,71,PHI,TE,30,15,15,0,0,0,0,0,0,0,0,68,41,422,6,78,121.2,96.7
Mark Brunell,11,72,JAX,QB,31,15,15,289,473,3309,19,13,39,224,1,0,0,0,0,213,227.8,217.8
Jay Riemersma,10,73,BUF,TE,28,16,15,0,0,0,0,0,0,0,0,78,53,590,3,77,133.0,103.5
Warrick Dunn,23,74,TAM,RB,26,13,12,0,0,0,0,0,158,447,3,97,68,557,3,136,209.4,168.4
Ernie Conwell,11,75,STL,TE,29,16,14,0,0,0,0,0,7,28,1,52,38,431,4,76,115.9,92.9
Deon Dyer,3,76,MIA,,24,16,0,0,0,0,0,0,0,0,0,2,0,0,0,,,
Maurice Smith,24,77,ATL,RB,25,16,12,0,0,0,0,0,237,760,5,27,19,230,1,135,159.5,143.5
Chris Chambers,30,78,MIA,WR,23,16,7,0,0,0,0,0,1,-11,0,90,48,883,7,129,179.2,151.2
Daunte Culpepper,12,,MIN,QB,24,11,11,235,366,2612,14,13,71,416,5,1,1,0,0,210,222.1,207.6
Jake Plummer,13,,ARI,QB,27,16,16,304,525,3653,18,14,35,163,0,0,0,0,0,206,222.4,212.4
Kerry Collins,14,,NYG,QB,29,16,16,327,568,3764,19,16,39,73,0,1,1,-2,0,202,210.2,195.2
Brad Johnson,15,,TAM,QB,33,16,16,340,559,3406,13,11,39,120,3,0,0,0,0,200,215.2,207.2
Brian Griese,16,,DEN,QB,26,15,15,275,451,2827,23,19,50,173,1,1,1,-6,0,194,216.3,206.3
Trent Green,17,,KAN,QB,31,16,16,296,523,3783,17,24,35,158,0,1,1,1,0,193,218.7,206.7
Doug Flutie,18,,SDG,QB,39,16,16,294,521,3464,15,18,53,192,1,0,0,0,0,188,208.3,198.8
Chris Weinke,19,,CAR,QB,29,15,15,293,540,2931,11,19,37,128,6,0,0,0,0,172,191.5,180.0
Tom Brady*,20,,NWE,QB,24,15,14,264,413,2843,18,12,36,43,0,1,1,23,0,168,178.3,168.8
Chris Chandler,21,,ATL,QB,36,14,14,223,365,2847,16,14,25,84,0,0,0,0,0,160,173.3,166.3
Tim Couch,22,,CLE,QB,24,16,16,272,454,3040,17,21,38,128,0,1,1,-10,0,159,182.9,171.9
Elvis Grbac,23,,BAL,QB,31,14,14,265,467,3033,15,18,21,18,1,0,0,0,0,153,169.6,162.1
Jon Kitna,24,,CIN,QB,29,16,15,313,581,3216,12,22,27,73,1,0,0,0,0,148,166.4,156.9
Tony Banks,25,,WAS,QB,28,15,14,198,370,2386,10,10,47,152,2,0,0,0,0,145,155.6,144.6
Vinny Testaverde,26,,NYJ,QB,38,16,16,260,441,2752,15,14,31,25,0,0,0,0,0,145,155.6,146.6
Emmitt Smith,25,,DAL,RB,32,14,14,0,0,0,0,0,261,1021,3,21,17,116,0,132,154.2,139.2
Kevin Dyson,31,,TEN,WR,26,16,16,0,0,0,0,0,0,0,0,112,54,825,7,127,183.5,153.5
Charlie Batch,27,,DET,QB,27,10,9,198,341,2392,12,12,12,45,0,0,0,0,0,126,138.2,132.2
Cris Carter,32,,MIN,WR,36,16,16,0,0,0,0,0,1,4,0,130,73,871,6,124,198.5,158.0
Jamel White,26,,CLE,RB,24,16,7,0,0,0,0,0,126,443,5,60,44,418,1,124,173.6,145.1
Eric Moulds,33,,BUF,WR,28,16,16,0,0,0,0,0,3,3,0,135,67,904,5,123,192.2,155.2
Jim Miller,28,,CHI,QB,30,14,13,228,395,2299,13,10,29,-19,0,0,0,0,0,122,131.6,125.1
Ron Dayne,27,,NYG,RB,23,16,7,0,0,0,0,0,180,690,7,11,8,67,0,120,129.7,121.7
Antonio Freeman,34,,GNB,WR,29,16,16,0,0,0,0,0,1,-5,0,108,52,818,6,119,173.8,144.3
David Patten,35,,NWE,WR,27,16,14,1,2,60,1,1,5,67,1,94,51,749,4,116,170.5,141.5
Travis Henry,28,,BUF,RB,23,13,12,0,0,0,0,0,213,729,4,27,22,179,0,115,140.3,120.8
Alex Van Pelt,29,,BUF,QB,31,12,8,178,307,2056,12,11,12,33,0,0,0,0,0,114,125.0,119.5
Jeff Graham,36,,SDG,WR,32,14,11,0,0,0,0,0,0,0,0,110,52,811,5,111,165.6,136.1
Michael Bennett,29,,MIN,RB,23,13,13,0,0,0,0,0,172,682,2,38,29,226,1,109,143.8,123.3
Matt Hasselbeck,30,,SEA,QB,26,13,12,176,321,2023,7,8,40,141,0,0,0,0,0,107,118.0,109.0
Kevan Barlow,30,,SFO,RB,22,15,0,0,0,0,0,0,125,512,4,28,22,247,1,106,133.4,115.9
Edgerrin James,31,,IND,RB,23,6,6,0,0,0,0,0,151,662,3,29,24,193,0,106,134.0,114.5
James Stewart,32,,DET,RB,30,11,10,0,0,0,0,0,143,685,1,26,23,242,1,105,133.7,116.2
Ike Hilliard,37,,NYG,WR,25,14,10,0,0,0,0,0,1,21,0,88,52,659,6,104,159.0,130.0
Larry Centers*,33,,BUF,RB,33,16,13,0,0,0,0,0,34,160,2,105,80,620,2,102,187.0,140.0
J.J. Stokes,38,,SFO,WR,29,16,16,0,0,0,0,0,0,0,0,90,54,585,7,101,157.5,127.5
Rod Gardner,39,,WAS,WR,24,16,16,0,0,0,0,0,1,16,0,101,46,741,4,100,148.2,121.7
Rocket Ismail,40,,DAL,WR,32,14,13,0,0,0,0,0,8,31,0,93,53,834,2,99,154.5,125.0
Mike Anderson,34,,DEN,RB,28,16,7,0,0,0,0,0,175,678,4,12,8,46,0,98,108.9,101.4
Trung Canidate,35,,STL,RB,24,16,2,0,0,0,0,0,78,441,6,23,17,154,0,96,117.0,101.0
Richard Huntley,36,,CAR,RB,29,14,9,0,1,0,0,0,165,665,2,32,21,101,1,95,120.1,102.1
Rob Johnson,31,,BUF,QB,28,8,8,134,216,1465,5,7,36,241,1,0,0,0,0,95,104.7,95.7
Darnay Scott,41,,CIN,WR,29,16,15,0,0,0,0,0,0,0,0,103,57,819,2,94,153.9,122.4
Bob Christian,37,,ATL,RB,33,16,8,0,0,0,0,0,44,284,2,60,45,392,2,92,142.6,114.1
Terry Allen,38,,BAL,RB,33,11,8,0,0,0,0,0,168,658,3,20,17,68,0,91,110.1,98.1
Joey Galloway,43,,DAL,WR,30,16,16,1,1,-1,0,0,3,32,0,112,52,699,3,91,145.6,116.1
Michael Westbrook,42,,WAS,WR,29,16,16,0,0,0,0,0,2,8,0,91,57,664,4,91,151.2,119.7
Jason Brookins,39,,BAL,RB,25,12,3,0,0,0,0,0,151,551,5,9,6,45,0,90,97.1,89.6
James McKnight,44,,MIA,WR,29,16,15,0,0,0,0,0,6,39,0,90,55,684,3,90,146.8,114.8
Joe Jurevicius,46,,NYG,WR,27,14,9,0,0,0,0,0,0,0,0,92,51,706,3,89,142.6,114.1
Ricky Proehl,45,,STL,WR,33,16,2,0,0,0,0,0,1,5,0,55,40,563,5,89,131.8,108.8
Tony Richardson,40,,KAN,RB,30,14,8,0,0,0,0,0,66,191,7,40,30,265,0,88,123.6,102.6
Oronde Gadsden,47,,MIA,WR,30,14,14,0,0,0,0,0,0,0,0,93,55,674,3,85,142.9,111.9
Correll Buckhalter,41,,PHI,RB,23,15,6,0,0,0,0,0,129,586,2,21,13,130,0,84,101.6,88.1
Thomas Jones,42,,ARI,RB,23,16,2,0,0,0,0,0,112,380,5,24,21,151,0,83,109.1,91.6
Todd Pinkston,48,,PHI,WR,24,15,15,0,0,0,0,0,1,5,0,84,42,586,4,83,128.1,104.1
Chris Fuamatu-Ma'afala,43,,PIT,RB,24,16,5,0,0,0,0,0,120,453,3,20,16,127,1,82,104.0,90.0
Wayne Chrebet,49,,NYJ,WR,28,15,15,0,0,0,0,0,0,0,0,92,56,750,1,81,140.0,109.0
Cory Schlesinger,44,,DET,RB,29,16,13,0,0,0,0,0,47,154,3,85,60,466,0,80,145.5,109.0
James Allen,45,,CHI,RB,26,16,7,0,0,0,0,0,135,469,1,43,30,203,1,79,114.7,93.2
Travis Taylor,50,,BAL,WR,22,16,13,0,0,0,0,0,5,46,0,90,42,560,3,79,123.6,99.6
Terrell Davis,46,,DEN,RB,29,8,8,0,0,0,0,0,167,701,0,21,12,69,0,77,91.0,81.0
Lamont Warren,47,,DET,RB,28,16,3,0,2,0,0,1,61,191,3,60,40,336,1,77,123.2,96.7
Troy Hambrick,48,,DAL,RB,25,16,11,0,0,0,0,0,113,579,2,12,4,62,0,76,82.6,77.1
Wesley Walls*,12,,CAR,TE,35,14,14,0,0,0,0,0,0,0,0,73,43,452,5,75,121.2,96.7
Frank Sanders,52,,ARI,WR,28,15,13,0,1,0,0,0,0,0,0,76,41,618,2,74,117.3,93.3
Peter Warrick,51,,CIN,WR,24,16,14,0,0,0,0,0,8,14,0,137,70,667,1,74,145.6,106.1
James Jackson,49,,CLE,RB,25,11,10,0,0,0,0,0,195,554,2,10,7,56,0,73,82.5,75.5
Tony Martin,53,,ATL,WR,36,11,9,0,0,0,0,0,0,0,0,77,37,548,3,73,112.8,91.3
Donald Hayes,54,,CAR,WR,26,16,15,0,0,0,0,0,0,0,0,105,52,597,2,72,126.2,96.7
Travis Minor,50,,MIA,RB,22,16,0,0,0,0,0,0,59,281,2,37,29,263,1,72,113.4,92.9
Amos Zereoue,51,,PIT,RB,25,14,0,0,0,0,0,0,85,441,1,14,13,154,1,72,89.0,75.0
Quincy Carter,32,,DAL,QB,24,8,8,90,176,1072,5,7,45,150,1,0,0,0,0,70,80.4,71.9
MarTay Jenkins,55,,ARI,WR,26,13,3,0,0,0,0,0,3,4,0,54,32,518,3,70,102.7,81.2
Tyrone Wheatley,52,,OAK,RB,29,11,2,0,0,0,0,0,88,276,5,16,12,61,1,70,83.2,72.7
Shawn Jefferson,57,,ATL,WR,32,16,6,0,0,0,0,0,0,0,0,65,37,539,2,68,107.9,86.4
Terance Mathis,56,,ATL,WR,34,16,16,0,0,0,0,0,0,0,0,105,51,564,2,68,122.4,93.9
Michael Vick,33,,ATL,QB,21,8,2,50,113,785,2,3,31,289,1,0,0,0,0,68,74.3,65.3
Derrick Alexander,59,,KAN,WR,30,13,11,0,0,0,0,0,2,16,0,68,27,470,3,67,96.6,80.1
Brian Finneran,58,,ATL,WR,25,16,1,0,0,0,0,0,0,0,0,41,23,491,3,67,93.1,78.6
Az-Zahir Hakim,60,,STL,WR,24,16,1,1,1,51,1,0,11,50,0,53,39,374,3,66,104.4,77.9
David Terrell,61,,CHI,WR,22,16,6,0,0,0,0,0,0,0,0,63,34,415,4,66,102.5,82.5
Corey Bradford,62,,GNB,WR,26,16,6,0,0,0,0,0,0,0,0,58,31,526,2,65,98.1,79.1
Muhsin Muhammad,63,,CAR,WR,28,11,11,0,0,0,0,0,0,0,0,93,50,585,1,65,116.5,87.5
Trent Dilfer,34,,SEA,QB,29,6,4,73,122,1014,7,4,11,17,0,1,1,-5,0,64,70.3,65.3
Freddie Jones,13,,SDG,TE,27,14,9,0,0,0,0,0,0,0,0,60,35,388,4,63,100.8,80.3
Anthony Becht,14,,NYJ,TE,24,16,15,0,0,0,0,0,0,0,0,53,36,321,5,62,101.1,80.1
Todd Bouman,35,,MIN,QB,29,5,3,51,89,795,8,4,9,61,0,0,0,0,0,62,68.4,64.9
Koren Robinson,64,,SEA,WR,21,16,13,0,0,0,0,0,4,13,0,78,39,536,1,61,101.9,78.4
Elvis Joseph,53,,JAX,RB,23,14,3,0,0,0,0,0,68,294,0,24,18,183,2,60,88.7,72.7
Eddie Kennison,65,,2TM,WR,28,13,7,0,0,0,0,0,5,22,0,50,31,491,1,59,92.8,73.8
Quincy Morgan,66,,CLE,WR,24,16,9,0,0,0,0,0,2,27,0,72,30,432,2,58,89.4,69.9
Ki-Jana Carter,54,,WAS,RB,28,14,0,0,0,0,0,0,63,308,3,21,13,83,0,57,72.6,62.6
Mike McMahon,36,,DET,QB,22,8,3,53,115,671,3,1,27,145,1,0,0,0,0,57,61.8,53.3
Snoop Minnis,67,,KAN,WR,24,13,11,0,0,0,0,0,0,0,0,67,33,511,1,57,93.1,73.6
Dwayne Carswell*,16,,DEN,TE,29,16,16,0,0,0,0,0,0,0,0,56,34,299,4,56,92.9,72.9
Eric Johnson,15,,SFO,TE,22,16,14,0,0,0,0,0,0,0,0,64,40,362,3,56,98.7,75.2
Isaac Byrd,68,,CAR,WR,27,15,5,0,0,0,0,0,1,-2,0,71,37,492,1,55,95.0,73.5
Kevin Faulk,55,,NWE,RB,25,15,1,1,1,23,0,0,41,169,1,36,30,189,2,55,89.7,67.7
Dave Moore,17,,TAM,TE,32,16,16,0,0,0,0,0,0,0,0,53,35,285,4,53,90.5,70.0
Bobby Shaw,69,,PIT,WR,26,16,0,0,0,0,0,0,0,0,0,44,24,409,2,53,79.4,63.9
Shawn Bryson,56,,BUF,RB,25,15,3,0,0,0,0,0,80,341,2,11,9,59,0,52,64.0,56.5
Zack Crockett,57,,OAK,RB,29,16,0,0,0,0,0,0,57,145,6,3,2,10,0,52,56.0,51.5
Kyle Brady,18,,JAX,TE,29,16,16,0,0,0,0,0,0,0,0,63,36,386,2,51,89.6,68.6
Alge Crumpler,58,,ATL,RB,24,16,12,0,0,0,0,0,0,0,0,41,25,330,3,51,78.5,62.5
Moe Williams,59,,BAL,RB,27,15,2,0,0,0,0,0,65,291,0,35,23,210,0,50,78.6,60.6
Tim Dwight,70,,SDG,WR,26,10,2,0,0,0,0,0,2,24,1,50,25,406,0,49,82.5,66.5
Marc Edwards,71,,NWE,WR,27,16,13,0,0,0,0,0,51,141,1,39,25,166,2,49,78.2,58.2
Ricky Watters,60,,SEA,RB,32,5,4,0,0,0,0,0,72,318,1,22,11,107,0,49,65.0,53.0
Ken Dilger*,19,,IND,TE,30,16,16,1,1,39,1,0,0,0,0,54,32,343,1,48,81.9,61.9
Roland Williams,20,,OAK,TE,26,16,15,0,0,0,0,0,0,0,0,53,33,298,3,48,83.8,64.3
Richie Anderson,61,,NYJ,RB,30,16,15,0,0,0,0,0,26,102,0,57,40,252,2,47,92.9,66.4
Brandon Stokley,72,,BAL,WR,25,16,5,0,0,0,0,0,1,1,0,46,24,344,2,47,73.0,57.5
Jacquez Green,73,,TAM,WR,25,12,10,0,0,0,0,0,0,0,0,59,36,402,1,46,85.2,64.2
LaMont Jordan,62,,NYJ,RB,23,16,0,0,1,0,0,0,39,292,1,10,7,44,1,46,55.6,49.1
Jerome Pathon,74,,IND,WR,26,4,3,0,0,0,0,0,1,-8,0,32,24,330,2,44,71.2,56.2
Randall Cunningham,37,,BAL,QB,38,6,2,54,89,573,3,2,14,40,1,0,0,0,0,43,45.9,40.9
Tai Streets,76,,SFO,WR,24,16,3,0,0,0,0,0,0,0,0,52,28,345,1,43,71.5,54.5
Dez White,75,,CHI,WR,22,14,6,0,0,0,0,0,0,0,0,82,45,428,0,43,90.8,65.3
Jamal Anderson,65,,ATL,RB,29,3,3,0,0,0,0,0,55,190,1,4,3,111,1,42,50.6,42.6
Germane Crowell,77,,DET,WR,25,5,4,0,0,0,0,0,1,6,0,38,22,289,2,42,66.0,51.5
Skip Hicks,63,,TEN,RB,27,9,0,0,0,0,0,0,56,341,1,6,5,22,0,42,50.3,44.8
Deuce McAllister,64,,NOR,RB,23,16,4,1,2,12,1,0,16,91,1,20,15,166,1,42,59.7,48.7
Obafemi Ayanbadejo,66,,BAL,RB,26,16,5,0,0,0,0,0,46,173,1,33,24,121,1,41,70.9,52.4
Drew Bennett,78,,TEN,WR,23,14,1,0,0,0,0,0,0,0,0,46,24,329,1,41,67.9,52.9
Tim Biakabutuka,67,,CAR,RB,27,5,4,0,0,0,0,0,53,230,1,17,12,121,0,41,57.6,44.1
Terry Jackson,68,,SFO,RB,25,16,1,0,0,0,0,0,22,138,1,14,12,91,2,41,55.4,45.9
Michael Wiley,69,,DAL,RB,23,16,0,0,0,0,0,0,34,247,0,27,16,99,1,41,59.1,47.6
Bobby Engram,79,,SEA,WR,28,16,4,0,0,0,0,0,0,0,0,51,29,400,0,40,72.0,54.5
Doug Chapman,70,,MIN,RB,24,16,3,0,0,0,0,0,63,195,0,19,16,135,1,39,60.5,46.0
Ron Dugans,80,,CIN,WR,24,16,3,0,0,0,0,0,0,0,0,45,28,251,2,39,70.1,53.1
Chad Johnson,82,,CIN,WR,23,12,3,0,0,0,0,0,0,0,0,60,28,329,1,39,69.9,52.9
Jake Reed,83,,MIN,WR,34,16,0,0,0,0,0,0,0,0,0,53,27,309,1,39,68.9,52.4
Marcus Robinson,81,,CHI,WR,26,5,4,0,0,0,0,0,0,0,0,42,23,269,2,39,64.9,50.4
Brandon Bennett,72,,CIN,RB,28,16,1,0,0,0,0,0,50,232,0,26,20,150,0,38,63.7,47.2
Cam Cleeland,22,,NOR,TE,26,9,7,0,0,0,0,0,0,0,0,22,13,138,4,38,53.3,43.3
Dorsey Levens,71,,GNB,RB,31,15,1,0,0,0,0,0,44,165,0,35,24,159,1,38,68.4,50.4
Boo Williams,21,,NOR,TE,22,11,4,0,0,0,0,0,0,0,0,42,20,202,3,38,61.2,48.2
Troy Edwards,86,,PIT,WR,24,16,0,0,0,0,0,0,5,28,1,35,19,283,0,37,64.6,51.6
Jermaine Wiggins,85,,NWE,WR,26,16,6,0,0,0,0,0,0,0,0,21,14,133,4,37,54.3,44.3
Karl Williams,84,,TAM,WR,30,15,3,0,0,0,0,0,0,0,0,41,24,314,1,37,68.9,52.4
Anthony Wright,38,,DAL,QB,25,4,3,48,98,529,5,5,17,57,0,0,0,0,0,37,42.9,37.9
Shane Matthews,39,,CHI,QB,31,4,3,84,129,694,5,6,4,5,0,0,0,0,0,36,43.3,38.3
Leon Johnson,73,,CHI,RB,27,12,0,1,1,18,0,0,20,99,4,2,1,0,0,35,34.6,33.1
Kevin Lockett,87,,WAS,WR,27,16,0,1,1,31,1,0,0,0,0,41,22,293,0,35,59.0,44.5
Reggie Wayne,88,,IND,WR,23,13,9,0,0,0,0,0,0,0,0,49,27,345,0,35,64.5,48.0
JaJuan Dawson,89,,CLE,WR,24,14,0,0,0,0,0,0,0,0,0,34,22,281,1,34,59.1,45.1
Freddie Mitchell,90,,PHI,WR,23,15,1,0,1,0,0,0,2,-4,0,43,21,283,1,34,57.9,44.4
Jed Weaver,23,,MIA,TE,25,16,7,0,0,0,0,0,0,0,0,25,18,215,2,34,54.0,41.5
Greg Comella,74,,NYG,RB,26,16,13,0,0,0,0,0,4,15,0,55,39,253,1,33,73.8,50.3
Donald Driver,93,,GNB,WR,26,13,2,0,0,0,0,0,3,38,1,19,13,167,1,33,48.5,39.0
Brian Kozlowski,24,,ATL,TE,31,16,0,0,0,0,0,0,0,0,0,22,15,270,1,33,51.0,40.5
Larry Parker,92,,KAN,WR,25,12,4,0,0,0,0,0,3,6,0,39,15,199,2,33,50.5,40.0
Terrence Wilkins,91,,IND,WR,26,11,4,0,0,0,0,0,0,0,0,56,34,332,0,33,75.7,55.2
Albert Connell,94,,NOR,WR,27,11,1,0,0,0,0,0,1,6,0,28,12,191,2,32,46.7,37.7
