 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-1.5,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Michael Crabtree,11,39,OAK,WR,29,16,16,0,0,0,0,0,0,0,0,145,89,1003,8,152,242.3,194.8
Amari Cooper*,12,40,OAK,WR,22,16,14,0,0,0,0,0,1,0,0,132,83,1153,5,151,235.3,190.8
Dak Prescott*,6,41,DAL,QB,23,16,16,311,459,3667,23,4,57,282,6,0,0,0,0,293,300.9,290.9
Cameron Brate,6,42,TAM,TE,25,15,10,0,0,0,0,0,0,0,0,81,57,660,8,114,174.0,142.5
Martellus Bennett,7,43,NWE,TE,29,16,12,0,0,0,0,0,2,10,0,73,55,701,7,113,171.1,140.6
Jeremy Hill,19,44,CIN,RB,24,15,13,0,0,0,0,0,222,839,9,27,21,174,0,155,182.3,165.8
Todd Gurley,20,45,LAR,RB,22,16,16,0,0,0,0,0,278,885,6,58,43,327,0,155,205.2,176.7
Rishard Matthews,13,46,TEN,WR,27,16,10,0,0,0,0,0,0,0,0,108,65,945,9,149,215.5,179.0
Matt Forte,21,47,NYJ,RB,31,14,13,0,0,0,0,0,218,813,7,43,30,263,1,154,190.6,168.6
Tyrell Williams,14,48,SDG,WR,24,16,12,0,0,0,0,0,0,0,0,119,69,1059,7,148,219.9,182.4
Zach Ertz,8,49,PHI,TE,26,14,12,0,0,0,0,0,0,0,0,106,78,816,4,106,186.6,144.6
Jordan Reed*,9,50,WAS,TE,26,12,8,0,0,0,0,0,0,0,0,89,66,686,6,105,172.6,135.6
Matthew Stafford,7,51,DET,QB,28,16,16,388,594,4327,24,10,37,207,2,1,0,0,0,282,297.8,289.8
Bilal Powell,15,52,NYJ,WR,28,16,4,0,0,0,0,0,131,722,3,74,58,388,2,139,204.0,168.0
Terrelle Pryor,16,53,CLE,WR,27,16,15,5,9,41,0,0,8,21,1,140,77,1007,4,138,216.4,174.9
Tyreek Hill*+,17,54,KAN,WR,22,16,1,0,0,0,0,0,24,267,3,83,61,593,6,138,224.0,186.5
Jarvis Landry*,18,55,MIA,WR,24,16,16,0,1,0,0,0,5,17,0,131,94,1136,4,137,236.3,184.3
Larry Fitzgerald*,19,56,ARI,WR,33,16,16,0,1,0,0,0,2,5,0,150,107,1023,6,137,247.8,190.3
Demaryius Thomas*,20,57,DEN,WR,29,16,16,0,0,0,0,0,0,0,0,144,90,1083,5,136,231.3,181.3
Kelvin Benjamin,21,58,CAR,WR,25,16,13,0,0,0,0,0,0,0,0,118,63,941,7,134,201.1,165.6
Dez Bryant*,22,59,DAL,WR,28,13,13,1,1,10,1,0,0,0,0,96,50,796,8,134,184.0,155.0
Emmanuel Sanders*,23,60,DEN,WR,29,16,16,0,0,0,0,0,1,4,0,137,79,1032,5,134,215.6,173.1
Jonathan Stewart,22,61,CAR,RB,29,13,13,0,0,0,0,0,218,824,9,21,8,60,0,138,151.4,142.4
Hunter Henry,10,62,SDG,TE,22,15,10,0,0,0,0,0,0,0,0,53,36,478,8,96,133.8,111.8
Julian Edelman,24,63,NWE,WR,30,16,13,0,0,0,0,0,12,57,0,159,98,1106,3,132,235.3,181.3
Golden Tate,25,64,DET,WR,28,16,16,0,0,0,0,0,10,4,0,135,91,1077,4,132,227.1,177.6
Antonio Gates,11,65,SDG,TE,36,14,9,0,0,0,0,0,0,0,0,93,53,548,7,95,151.8,121.3
Terrance West,23,66,BAL,RB,25,16,13,0,0,0,0,0,193,774,5,45,34,236,1,137,177.0,154.0
Mike Wallace,26,67,BAL,WR,30,16,16,0,0,0,0,0,5,31,0,116,72,1017,4,131,205.8,166.8
Tyrod Taylor,8,68,BUF,QB,27,15,15,269,436,3023,17,6,95,580,6,0,0,0,0,271,284.9,276.9
Derek Carr*,9,69,OAK,QB,25,15,15,357,560,3937,28,6,39,70,0,0,0,0,0,270,280.5,274.5
Blake Bortles,10,70,JAX,QB,24,16,16,368,625,3905,23,16,58,359,3,1,1,20,1,270,299.1,286.6
Russell Wilson,11,71,SEA,QB,28,16,16,353,546,4219,21,11,72,259,1,2,2,14,1,270,289.1,280.1
Kenny Britt,27,72,LAR,WR,28,15,15,0,0,0,0,0,0,0,0,111,68,1002,5,128,200.2,162.2
Kenny Stills,28,73,MIA,WR,24,16,16,0,0,0,0,0,0,0,0,81,42,726,9,127,171.6,147.6
Allen Robinson,29,74,JAX,WR,23,16,16,0,0,0,0,0,0,0,0,151,73,883,6,126,202.3,162.8
Coby Fleener,12,75,NOR,TE,28,16,8,0,0,0,0,0,1,2,1,81,50,631,3,89,140.3,112.3
Adam Thielen,30,76,MIN,WR,26,16,10,0,0,0,0,0,2,15,0,92,69,967,5,126,199.2,160.7
Ryan Mathews,24,77,PHI,RB,29,13,8,0,0,0,0,0,155,661,8,14,13,115,1,132,152.6,138.1
Marcus Mariota,12,78,TEN,QB,23,15,15,276,451,3426,26,9,60,349,2,1,0,0,0,268,279.9,268.9
Ben Roethlisberger*,13,,PIT,QB,34,14,14,328,509,3819,29,13,16,14,1,0,0,0,0,266,270.2,265.2
Philip Rivers*,14,,SDG,QB,35,16,16,349,578,4386,33,21,14,35,0,0,0,0,0,263,287.9,279.9
Jameis Winston,15,,TAM,QB,22,16,16,345,567,4090,28,18,53,165,1,0,0,0,0,262,286.1,274.1
Tom Brady*,17,,NWE,QB,39,12,12,291,432,3554,28,2,28,64,0,0,0,0,0,261,263.6,260.6
Andy Dalton*,16,,CIN,QB,29,16,16,364,563,4206,18,8,46,184,4,0,0,0,0,261,277.6,268.6
Cam Newton,18,,CAR,QB,27,15,14,270,510,3509,19,14,90,359,5,0,0,0,0,260,276.3,268.3
Carson Palmer,19,,ARI,QB,37,15,15,364,597,4233,26,14,14,38,0,0,0,0,0,249,264.1,257.1
Joe Flacco,20,,BAL,QB,31,16,16,436,672,4317,20,15,21,58,2,0,0,0,0,244,263.5,257.5
Eli Manning,21,,NYG,QB,35,16,16,377,598,4027,26,16,21,-9,0,0,0,0,0,226,247.2,240.2
Alex Smith*,22,,KAN,QB,32,15,15,328,489,3502,15,8,48,134,5,1,1,3,0,226,242.8,232.3
Sam Bradford,23,,MIN,QB,29,15,15,395,552,3877,20,5,20,53,0,1,1,5,0,223,234.9,226.4
Carson Wentz,24,,PHI,QB,24,16,16,379,607,3782,16,14,46,150,2,1,1,7,0,217,237.0,227.5
Colin Kaepernick,25,,SFO,QB,29,12,11,196,331,2241,16,4,69,468,2,0,0,0,0,200,213.4,204.4
Trevor Siemian,26,,DEN,QB,25,14,14,289,486,3401,18,10,28,57,0,0,0,0,0,194,206.7,201.7
Ryan Tannehill,27,,MIA,QB,28,13,13,261,389,2995,19,12,39,164,1,0,0,0,0,192,211.2,202.2
Brock Osweiler,28,,HOU,QB,26,15,14,301,510,2957,15,16,30,131,2,1,1,-14,0,168,192.0,184.5
Ryan Fitzpatrick,29,,NYJ,QB,34,14,11,228,403,2710,12,17,33,130,0,0,0,0,0,133,157.4,150.4
Jamison Crowder,32,,WAS,WR,23,16,9,0,0,0,0,0,2,-2,0,99,67,847,7,125,201.5,164.0
DeSean Jackson,31,,WAS,WR,30,15,15,0,0,0,0,0,0,0,0,100,56,1005,4,125,183.5,152.5
Pierre Garcon,33,,WAS,WR,30,16,16,0,0,0,0,0,0,0,0,114,79,1041,3,122,204.1,161.6
Brandon LaFell,34,,CIN,WR,30,16,14,0,0,0,0,0,1,-2,0,107,64,862,6,122,189.0,154.0
Robert Kelley,25,,WAS,RB,24,15,9,0,0,0,0,0,168,704,6,18,12,82,1,121,135.6,126.6
A.J. Green*,35,,CIN,WR,28,10,10,0,0,0,0,0,0,0,0,100,66,964,4,120,189.4,153.4
Willie Snead,36,,NOR,WR,24,15,4,1,1,50,1,0,0,0,0,104,72,895,4,120,194.5,155.5
DeAndre Hopkins,38,,HOU,WR,24,16,16,0,0,0,0,0,0,0,0,151,78,954,4,119,200.4,158.4
Sterling Shepard,37,,NYG,WR,23,16,16,0,0,0,0,0,3,31,0,105,65,683,8,119,187.4,151.9
Mike Gillislee,27,,BUF,RB,26,15,1,0,0,0,0,0,101,577,8,11,9,50,1,117,128.7,121.2
Marvin Jones,39,,DET,WR,26,15,15,0,0,0,0,0,1,3,0,103,55,930,4,117,175.3,144.8
Christine Michael,26,,2TM,RB,26,15,7,0,0,0,0,0,148,583,7,29,22,107,1,117,144.0,126.0
Steve Smith,40,,BAL,WR,37,14,14,0,0,0,0,0,0,0,0,101,70,799,5,116,186.9,148.9
Cole Beasley,41,,DAL,WR,27,16,6,0,1,0,0,0,1,7,0,98,75,833,5,114,192.0,151.5
Case Keenum,30,,LAR,QB,28,10,9,196,322,2201,9,11,20,51,1,0,0,0,0,113,126.1,122.1
Cameron Meredith,42,,CHI,WR,24,14,10,1,1,2,1,0,1,6,0,97,66,888,4,113,184.5,146.5
Devontae Booker,28,,DEN,RB,24,16,6,0,0,0,0,0,174,612,4,45,31,265,1,112,151.7,127.2
Quincy Enunwa,43,,NYJ,WR,24,16,13,0,0,0,0,0,1,12,0,105,58,857,4,111,171.9,139.9
Darren Sproles*,29,,PHI,RB,33,15,5,0,0,0,0,0,94,438,2,71,52,427,2,111,168.5,136.5
Stefon Diggs,45,,MIN,WR,23,13,11,0,0,0,0,0,3,10,0,112,84,903,3,109,196.3,151.3
Marqise Lee,44,,JAX,WR,25,16,6,1,1,20,1,0,6,35,0,105,63,851,3,109,182.4,146.9
Theo Riddick,30,,DET,RB,25,10,8,0,0,0,0,0,92,357,1,67,53,371,5,109,167.8,135.3
Tim Hightower,32,,NOR,RB,30,16,1,0,0,0,0,0,133,548,4,26,22,200,1,107,132.8,115.8
Jerick McKinnon,31,,MIN,RB,24,15,7,0,1,0,0,0,159,539,2,53,43,255,2,107,154.4,126.9
JJ Nelson,46,,ARI,WR,24,15,6,0,0,0,0,0,4,83,1,74,34,568,6,107,143.1,122.1
Anquan Boldin,47,,DET,WR,36,16,16,0,0,0,0,0,0,0,0,95,67,584,8,106,176.4,139.9
Taylor Gabriel,50,,ATL,WR,25,13,3,0,0,0,0,0,4,51,1,50,35,579,6,105,143.0,122.5
Ted Ginn,48,,CAR,WR,31,16,8,0,0,0,0,0,14,98,0,95,54,752,4,105,164.0,132.0
Dontrelle Inman,49,,SDG,WR,27,16,16,0,0,0,0,0,0,0,0,97,58,810,4,105,166.0,134.0
James White,33,,NWE,RB,24,16,4,0,0,0,0,0,39,166,0,86,60,551,5,104,167.7,131.7
Rashad Jennings,34,,NYG,RB,31,13,12,0,0,0,0,0,181,593,3,42,35,201,1,103,144.4,120.9
Jordan Matthews,52,,PHI,WR,24,14,13,0,0,0,0,0,0,0,0,117,73,804,3,102,174.4,134.9
DeVante Parker,51,,MIA,WR,23,15,8,0,0,0,0,0,0,0,0,87,56,744,4,102,157.4,126.4
Matt Asiata,36,,MIN,RB,29,16,6,0,0,0,0,0,121,402,6,38,32,263,0,101,139.5,116.5
Chris Thompson,35,,WAS,RB,26,16,0,0,0,0,0,0,68,356,3,62,49,349,2,101,154.5,123.0
Brandon Marshall,53,,NYJ,WR,32,15,15,0,0,0,0,0,0,0,0,128,59,788,3,97,158.8,126.3
Ty Montgomery,37,,GNB,RB,23,15,6,0,0,0,0,0,77,457,3,56,44,348,0,97,147.5,118.5
Alshon Jeffery,54,,CHI,WR,26,12,12,0,0,0,0,0,0,0,0,94,52,821,2,94,149.1,120.1
Derrick Henry,38,,TEN,RB,22,15,2,0,0,0,0,0,110,490,5,15,13,137,0,93,111.7,99.2
Chris Hogan,55,,NWE,WR,28,15,14,0,0,0,0,0,3,9,0,58,38,680,4,91,132.9,109.9
Duke Johnson,39,,CLE,RB,23,16,1,0,1,0,0,0,73,358,1,74,53,514,0,91,151.2,117.7
Mohamed Sanu,56,,ATL,WR,27,15,15,0,0,0,0,0,1,5,0,81,59,653,4,90,152.8,119.3
Tavon Austin,57,,LAR,WR,26,15,15,0,0,0,0,0,28,159,1,106,58,509,3,89,153.8,117.8
Randall Cobb,58,,GNB,WR,26,13,10,0,0,0,0,0,10,33,0,84,60,610,4,88,151.3,118.3
T.J. Yeldon,40,,JAX,RB,23,15,13,0,0,0,0,0,130,465,1,68,50,312,1,88,144.7,112.7
C.J. Anderson,41,,DEN,RB,25,7,7,0,0,0,0,0,110,437,4,24,16,128,1,87,108.5,94.5
Jalen Richard,42,,OAK,RB,23,16,0,0,0,0,0,0,83,491,1,39,29,194,2,87,121.5,101.0
Jack Doyle,13,,IND,TE,26,16,14,0,0,0,0,0,0,0,0,75,59,584,5,86,149.4,115.9
Travis Benjamin,59,,SDG,WR,27,14,8,0,1,0,0,0,2,-3,0,75,47,677,4,85,138.4,108.9
DeAngelo Williams,43,,PIT,RB,33,9,4,0,0,0,0,0,98,343,4,27,18,118,2,84,106.1,91.1
Giovani Bernard,44,,CIN,RB,25,10,2,0,0,0,0,0,91,337,2,51,39,336,1,83,129.3,102.8
Eric Ebron,15,,DET,TE,23,13,13,0,0,0,0,0,1,1,1,85,61,711,1,83,147.2,113.7
Jeremy Kerley,61,,SFO,WR,28,16,13,0,0,0,0,0,0,0,0,115,64,667,3,83,150.7,114.7
Tyler Lockett,60,,SEA,WR,24,15,9,0,0,0,0,0,6,114,1,66,41,597,1,83,130.1,103.6
Dennis Pitta,16,,BAL,TE,31,16,12,0,0,0,0,0,0,0,0,121,86,729,2,83,172.9,125.9
Jason Witten,14,,DAL,TE,34,16,16,0,0,0,0,0,0,0,0,95,69,673,3,83,156.3,117.8
Robert Turbin,45,,IND,RB,27,15,0,0,0,0,0,0,47,164,7,35,26,179,1,82,114.3,95.3
Michael Floyd,63,,2TM,WR,27,15,8,0,0,0,0,0,0,0,0,76,37,488,5,81,118.8,97.3
Terrance Williams,62,,DAL,WR,27,16,15,0,0,0,0,0,0,0,0,61,44,594,4,81,129.4,103.4
Shaun Draughn,46,,SFO,RB,29,16,1,0,0,0,0,0,74,196,4,39,29,263,2,80,115.9,94.4
C.J. Fiedorowicz,17,,HOU,TE,25,15,15,0,0,0,0,0,0,0,0,89,54,559,4,80,136.9,106.9
Brian Hoyer,31,,CHI,QB,31,6,5,134,200,1445,6,0,7,-2,0,0,0,0,0,80,83.6,79.6
Dwayne Allen,19,,IND,TE,26,14,14,0,0,0,0,0,0,0,0,52,35,406,6,79,116.6,96.1
Charles Clay,18,,BUF,TE,27,15,15,0,0,0,0,0,0,0,0,87,57,552,4,79,139.2,107.7
Cody Kessler,32,,CLE,QB,23,9,8,128,195,1380,6,2,11,18,0,0,0,0,0,79,83.0,79.0
Adam Humphries,64,,TAM,WR,23,15,4,0,0,0,0,0,5,18,0,83,55,622,2,78,136.0,105.5
Jacquizz Rodgers,47,,TAM,RB,26,10,5,0,0,0,0,0,129,560,2,16,13,98,0,78,93.8,84.3
Eli Rogers,65,,PIT,WR,24,13,8,0,0,0,0,0,1,6,0,66,48,594,3,78,129.0,102.0
Gary Barnidge,20,,CLE,TE,31,16,16,0,0,0,0,0,0,0,0,82,55,612,2,75,133.2,102.7
Will Fuller,66,,HOU,WR,22,14,13,0,0,0,0,0,1,-3,0,92,47,635,2,75,131.2,104.7
Chris Ivory,49,,JAX,RB,28,11,1,0,0,0,0,0,117,439,3,28,20,186,0,75,103.5,84.5
Zach Zenner,48,,DET,RB,25,14,4,0,0,0,0,0,88,334,4,23,18,196,0,75,100.0,84.0
Brian Quick,67,,LAR,WR,27,16,8,0,0,0,0,0,0,0,0,77,41,564,3,74,118.4,94.9
Seth Roberts,68,,OAK,WR,25,16,6,0,0,0,0,0,0,0,0,77,38,397,5,74,114.7,92.7
Robby Anderson,69,,NYJ,WR,23,16,8,0,0,0,0,0,3,42,0,78,42,587,2,73,118.9,93.9
Blaine Gabbert,33,,SFO,QB,27,6,5,91,160,925,5,6,40,173,2,1,1,-16,0,73,85.7,79.2
Zach Miller,21,,CHI,TE,32,10,8,0,0,0,0,0,0,0,0,64,47,486,4,73,122.6,96.1
Donte Moncrief,70,,IND,WR,23,9,7,0,0,0,0,0,1,-1,0,56,30,307,7,73,105.6,87.6
Kenneth Dixon,50,,BAL,RB,22,12,0,0,0,0,0,0,88,382,2,41,30,162,1,72,108.4,87.4
Rob Gronkowski,22,,NWE,TE,27,8,6,0,0,0,0,0,0,0,0,38,25,540,3,72,100.0,84.5
Doug Martin,51,,TAM,RB,27,8,8,0,0,0,0,0,144,421,3,16,14,134,0,72,92.5,78.5
Matt Barkley,34,,CHI,QB,26,7,6,129,216,1611,8,14,7,2,0,1,1,2,1,71,90.8,85.3
Tyler Boyd,72,,CIN,WR,22,16,2,0,0,0,0,0,4,58,0,81,54,603,1,70,128.1,97.1
Vernon Davis,71,,WAS,WR,32,16,14,0,0,0,0,0,0,0,0,59,44,583,2,70,117.3,92.3
Damien Williams,52,,MIA,RB,24,15,0,0,0,0,0,0,35,115,3,32,23,249,3,70,100.4,81.9
Tyler Eifert,23,,CIN,TE,26,8,2,0,0,0,0,0,0,0,0,47,29,394,5,69,101.4,83.9
Jeremy Maclin,75,,KAN,WR,28,12,12,0,1,0,0,0,1,-1,0,76,44,536,2,68,112.5,87.5
Breshad Perriman,73,,BAL,WR,23,16,1,0,0,0,0,0,1,2,0,66,33,499,3,68,104.1,84.6
DeAndre Washington,53,,OAK,RB,23,14,2,0,0,0,0,0,87,467,2,23,17,115,0,68,92.2,76.7
Robert Woods,74,,BUF,WR,24,13,10,0,0,0,0,0,1,6,0,76,51,613,1,68,121.9,93.4
Matt Jones,54,,WAS,RB,23,7,7,0,0,0,0,0,99,460,3,8,8,73,0,67,80.3,71.3
Phillip Dorsett,76,,IND,WR,23,15,7,0,0,0,0,0,2,10,0,59,33,528,2,66,101.8,82.3
Robert Griffin,35,,CLE,QB,26,5,5,87,147,886,2,3,31,190,2,0,0,0,0,66,76.4,69.4
Allen Hurns,77,,JAX,WR,25,11,11,0,0,0,0,0,0,0,0,76,35,477,3,66,103.7,83.2
Charcandrick West,55,,KAN,RB,25,15,2,0,0,0,0,0,88,293,1,34,28,188,2,66,100.1,80.1
John Brown,78,,ARI,WR,26,15,6,0,0,0,0,0,1,10,0,73,39,517,2,65,106.7,84.2
Malcolm Mitchell,56,,NWE,RB,24,14,6,0,0,0,0,0,0,0,0,48,32,401,4,64,99.1,80.1
Tajae Sharpe,79,,TEN,WR,22,16,10,0,0,0,0,0,1,1,0,83,41,522,2,64,108.3,84.8
Victor Cruz,81,,NYG,WR,30,15,12,0,0,0,0,0,0,0,0,72,39,586,1,63,105.6,82.1
Devin Funchess,80,,CAR,WR,22,15,7,0,0,0,0,0,0,0,0,58,23,371,4,63,89.1,74.6
Vance McDonald,24,,SFO,TE,26,11,11,0,0,0,0,0,0,0,0,45,24,391,4,63,90.1,75.1
Thomas Rawls,57,,SEA,RB,23,9,7,0,0,0,0,0,109,349,3,17,13,96,0,63,78.5,69.0
Cordarrelle Patterson*+,82,,MIN,WR,25,16,8,0,0,0,0,0,7,43,0,70,52,453,2,62,122.6,93.6
Paul Perkins,58,,NYG,RB,22,14,1,0,0,0,0,0,112,456,0,24,15,162,0,62,82.8,69.3
Marquise Goodwin,84,,BUF,WR,26,15,9,0,0,0,0,0,0,0,0,68,29,431,3,61,93.1,75.6
Kendall Wright,83,,TEN,WR,27,11,4,0,0,0,0,0,1,15,0,42,29,416,3,61,93.1,75.6
Corey Coleman,85,,CLE,WR,22,10,10,0,0,0,0,0,2,10,0,73,33,413,3,60,96.3,76.8
Lance Kendricks,25,,LAR,TE,28,16,16,0,0,0,0,0,0,0,0,87,50,499,2,60,113.9,84.9
Rex Burkhead,59,,CIN,RB,26,16,1,0,0,0,0,0,74,344,2,20,17,145,0,59,82.9,67.4
Sammie Coates,87,,PIT,WR,23,14,5,0,0,0,0,0,4,14,0,49,21,435,2,57,80.9,67.4
Jermaine Kearse,86,,SEA,WR,26,16,15,0,0,0,0,0,0,0,0,89,41,510,1,57,101.0,77.5
Matt Moore,36,,MIA,QB,32,4,3,55,87,721,8,3,1,-1,0,0,0,0,0,57,60.7,57.7
Jesse James,26,,PIT,TE,22,16,13,0,0,0,0,0,0,0,0,60,39,338,3,56,93.8,71.3
Sammy Watkins,88,,BUF,WR,23,8,8,0,0,0,0,0,0,0,0,52,28,430,2,55,86.0,69.0
Travaris Cadet,61,,NOR,RB,27,15,1,0,0,0,0,0,4,19,0,54,40,281,4,54,97.0,74.0
Ryan Griffin,27,,HOU,TE,26,16,5,0,0,0,0,0,0,0,0,74,50,442,2,54,108.2,79.2
Jeremy Langford,60,,CHI,RB,25,12,3,0,0,0,0,0,62,200,4,27,19,142,0,54,81.2,63.7
Clive Walford,28,,OAK,TE,25,15,8,0,0,0,0,0,0,0,0,52,33,359,3,54,89.9,70.4
Chris Conley,89,,KAN,WR,24,16,11,0,0,0,0,0,0,0,0,69,44,530,0,53,100.0,75.0
Jared Goff,37,,LAR,QB,22,7,7,112,205,1089,5,7,8,16,1,0,0,0,0,53,65.2,60.2
Nelson Agholor,90,,PHI,WR,23,15,14,0,0,0,0,0,5,14,0,69,36,365,2,52,90.9,69.9
Josh McCown,38,,CLE,QB,37,5,3,90,165,1100,6,6,7,21,0,0,0,0,0,52,65.1,58.1
Julius Thomas,29,,JAX,TE,28,9,6,0,0,0,0,0,0,0,0,51,30,281,4,52,85.1,67.1
Garrett Celek,31,,SFO,TE,28,16,6,0,0,0,0,0,0,0,0,50,29,350,3,51,84.0,65.5
Dorial Green-Beckham,91,,PHI,WR,23,15,7,0,0,0,0,0,0,0,0,74,36,392,2,51,90.2,69.2
Jermaine Gresham,30,,ARI,TE,28,16,14,0,0,0,0,0,0,0,0,61,37,391,2,51,91.1,69.6
Albert Wilson,92,,KAN,WR,24,16,5,0,0,0,0,0,2,50,1,51,31,279,2,51,84.9,66.4
Alfred Blue,62,,HOU,RB,25,14,2,0,0,0,0,0,100,420,1,16,12,40,0,50,66.0,56.0
Andrew Hawkins,93,,CLE,WR,30,16,5,0,0,0,0,0,2,0,0,54,33,324,3,50,86.4,66.9
Dion Sims,32,,MIA,TE,25,14,11,0,0,0,0,0,0,0,0,35,26,256,4,50,78.6,62.6
Eddie Royal,94,,CHI,WR,30,9,1,0,0,0,0,0,0,0,0,43,33,369,2,49,90.9,71.4
Danny Amendola,95,,NWE,WR,31,12,4,0,0,0,0,0,0,0,0,29,23,243,4,48,73.3,57.8
Jay Cutler,39,,CHI,QB,33,5,5,81,137,1059,4,5,5,24,0,0,0,0,0,47,56.8,51.8
Austin Hooper,33,,ATL,TE,22,14,3,0,0,0,0,0,0,0,0,27,19,271,3,47,67.1,54.6
Russell Shepard,96,,TAM,WR,26,14,4,0,0,0,0,0,1,9,0,40,23,341,2,47,73.0,58.5
Fozzy Whittaker,63,,CAR,RB,27,16,0,0,0,0,0,0,57,265,0,33,25,226,0,47,79.1,59.6
Brandon Coleman,97,,NOR,WR,24,16,4,0,0,0,0,0,0,0,0,38,26,281,3,46,75.1,59.1
