 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-1.0,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Lee Suggs,33,,CLE,RB,24,10,3,0,0,0,0,0,199,744,2,36,20,178,1,110,133.2,114.2
Keary Colbert,36,,CAR,WR,22,15,15,0,0,0,0,0,0,0,0,92,47,754,5,107,156.9,129.9
Kurt Warner,29,,NYG,QB,33,10,9,174,277,2054,6,4,13,30,1,0,0,0,0,107,108.2,99.2
Antonio Bryant,38,,2TM,WR,23,15,8,0,0,0,0,0,0,0,0,99,58,812,4,105,165.7,133.2
David Givens,37,,NWE,WR,24,15,12,0,0,0,0,0,0,0,0,106,56,874,3,105,164.4,133.4
Ronald Curry,39,,OAK,WR,25,12,3,0,1,0,0,0,1,-3,0,70,50,679,6,104,156.1,127.6
Johnnie Morton,40,,KAN,WR,33,13,12,0,0,0,0,0,7,43,0,79,55,795,3,102,158.8,127.3
Chester Taylor,34,,BAL,RB,25,16,4,0,0,0,0,0,160,714,2,38,30,184,0,102,137.3,115.8
Laveranues Coles,41,,WAS,WR,27,16,16,0,0,0,0,0,3,-3,0,168,90,950,1,101,193.2,144.7
A.J. Feeley,30,,MIA,QB,27,11,8,191,356,1893,11,15,14,13,1,0,0,0,0,101,114.0,106.0
Justin McCareins,42,,NYJ,WR,26,16,16,0,0,0,0,0,2,-5,0,90,56,770,4,101,158.0,125.5
Sammy Morris,35,,MIA,RB,27,13,8,0,0,0,0,0,132,523,6,28,22,124,0,101,128.2,110.7
Plaxico Burress,43,,PIT,WR,27,11,11,0,0,0,0,0,0,0,0,59,35,698,5,100,137.3,116.3
T.J. Duckett,36,,ATL,RB,23,13,0,0,0,0,0,0,104,509,8,3,3,15,0,100,105.4,99.9
Eric Parker,44,,SDG,WR,25,15,13,0,0,0,0,0,4,53,0,71,47,690,4,98,145.8,116.8
Rod Gardner,45,,WAS,WR,27,16,14,0,3,0,0,0,3,7,0,106,51,650,5,96,149.7,121.2
Brandon Lloyd,46,,SFO,WR,23,13,13,0,0,0,0,0,0,0,0,89,43,565,6,95,140.5,116.0
Dennis Northcutt,47,,CLE,WR,27,16,11,0,0,0,0,0,8,19,0,94,55,806,2,95,151.5,120.0
Duce Staley,38,,PIT,RB,29,10,10,0,0,0,0,0,192,830,1,12,6,55,0,95,102.0,94.5
Jermaine Wiggins,37,,MIN,RB,29,14,13,0,0,0,0,0,0,0,0,92,71,705,4,95,168.0,129.0
Antowain Smith,39,,TEN,RB,32,13,4,0,0,0,0,0,137,509,4,26,22,169,0,92,118.8,100.8
Amos Zereoue,40,,OAK,RB,28,15,6,0,0,0,0,0,112,425,3,48,39,284,0,89,133.4,107.4
Steve McNair,31,,TEN,QB,31,8,8,129,215,1343,8,9,23,128,1,0,0,0,0,87,99.0,90.5
Patrick Ramsey,32,,WAS,QB,25,9,7,169,272,1665,10,11,10,19,0,0,0,0,0,87,97.5,91.5
Antwaan Randle El,48,,PIT,WR,25,16,7,1,1,10,1,0,8,34,0,63,43,601,3,86,129.4,102.4
Cedrick Wilson,49,,SFO,WR,26,15,15,0,0,0,0,0,1,6,0,85,47,641,3,83,132.7,106.2
Peerless Price,50,,ATL,WR,28,16,15,1,1,25,0,0,3,34,0,106,45,575,3,80,127.9,102.4
William Green,41,,CLE,RB,25,15,13,0,0,0,0,0,163,585,2,22,14,84,0,79,94.4,82.9
Jabar Gaffney,51,,HOU,WR,24,16,12,0,3,0,0,0,4,30,0,68,41,632,2,78,121.7,97.7
David Terrell,52,,CHI,WR,25,16,15,0,0,0,0,0,3,10,0,90,42,699,1,77,121.4,96.9
Eddie George,42,,DAL,RB,31,13,8,0,0,0,0,0,132,432,4,13,9,83,0,76,86.0,77.0
Amani Toomer,53,,NYG,WR,30,15,14,0,0,0,0,0,0,0,0,107,51,747,0,75,128.2,99.2
Joey Galloway,55,,TAM,WR,33,10,7,0,0,0,0,0,2,19,0,53,33,416,5,74,114.0,93.0
Dorsey Levens,43,,PHI,RB,34,15,5,0,0,0,0,0,94,410,4,14,9,92,0,74,86.2,78.7
Todd Pinkston,54,,PHI,WR,27,16,16,0,0,0,0,0,0,0,0,63,36,676,1,74,112.6,91.6
Mark Brunell,33,,WAS,QB,34,9,9,118,237,1194,7,6,19,62,0,0,0,0,0,72,78.0,72.0
Marty Booker,57,,MIA,WR,28,15,15,1,1,48,0,0,1,-8,0,105,50,638,1,71,123.9,95.9
Az-Zahir Hakim,56,,DET,WR,27,12,5,0,0,0,0,0,1,0,0,57,31,533,3,71,105.3,86.8
Jonathan Wells,44,,HOU,RB,25,16,1,0,0,0,0,0,82,299,3,16,11,79,2,70,83.3,74.3
Anquan Boldin,59,,ARI,WR,24,10,9,0,0,0,0,0,1,3,0,104,56,623,1,69,127.1,95.6
Deion Branch,58,,NWE,WR,25,9,9,0,0,0,0,0,0,0,0,51,35,454,4,69,106.9,85.9
LaMont Jordan,45,,NYJ,RB,26,16,0,0,1,0,0,1,93,479,2,16,15,112,0,69,90.6,76.6
Kevin Faulk,46,,NWE,RB,28,11,1,0,0,0,0,0,54,255,2,30,26,248,1,68,99.3,79.3
Doug Gabriel,60,,OAK,WR,24,16,5,0,0,0,0,0,2,7,0,79,33,551,2,68,102.8,82.3
Chris Cooley,13,,WAS,TE,22,16,9,0,0,0,0,0,0,0,0,63,37,314,6,67,107.4,85.9
Shaun McDonald,61,,STL,WR,23,16,0,0,0,0,0,0,4,0,0,68,37,494,3,67,105.4,81.9
Marcus Pollard,14,,IND,TE,32,13,13,0,0,0,0,0,0,0,0,41,29,309,6,67,98.9,81.4
Tatum Bell,49,,DEN,RB,23,14,0,0,0,0,0,0,75,396,3,7,5,80,0,66,73.1,67.1
Tony Fisher,47,,GNB,RB,25,16,0,1,1,8,1,0,65,224,0,44,38,277,2,66,109.9,84.4
Anthony Thomas,48,,CHI,RB,27,12,2,0,0,0,0,0,122,404,2,23,17,132,0,66,88.1,73.1
Jay Fiedler,34,,MIA,QB,33,8,7,101,190,1186,7,8,12,59,0,0,0,0,0,65,71.8,64.3
Tyrone Wheatley,50,,OAK,RB,32,8,7,0,0,0,0,0,85,327,4,15,15,78,0,65,82.5,72.0
Maurice Hicks,52,,SFO,RB,26,9,2,0,0,0,0,0,96,362,2,25,16,154,0,64,84.1,68.6
Travis Minor,51,,MIA,RB,25,11,4,0,0,0,0,0,109,388,3,27,13,75,0,64,80.3,70.8
Jerome Pathon,62,,NOR,WR,29,15,7,0,0,0,0,0,0,0,0,67,34,581,1,64,100.6,80.1
Moe Williams,53,,MIN,RB,30,14,1,0,0,0,0,0,30,161,3,27,21,233,1,63,90.4,73.9
Bobby Engram,63,,SEA,WR,31,13,7,0,0,0,0,0,0,0,0,53,36,499,2,62,100.4,78.9
Mewelde Moore,54,,MIN,RB,22,10,3,0,1,0,0,0,65,379,0,32,27,238,0,62,94.7,75.2
Koren Robinson,64,,SEA,WR,24,10,8,0,0,0,0,0,1,3,0,67,31,495,2,62,95.8,77.3
Steve Heiden,15,,CLE,TE,28,13,13,0,0,0,0,0,0,0,0,42,28,287,5,61,91.2,73.7
Quincy Morgan,66,,2TM,WR,27,15,12,0,0,0,0,0,2,23,0,68,31,404,3,61,94.2,75.2
Jerry Rice,65,,2TM,WR,42,17,14,0,0,0,0,0,0,0,0,64,30,429,3,61,93.9,75.9
Michael Bennett,55,,MIN,RB,26,11,7,0,0,0,0,0,70,276,1,23,21,207,1,60,86.8,69.8
Curtis Conway,67,,SFO,WR,33,16,5,0,0,0,0,0,0,0,0,75,38,403,3,60,101.3,79.3
Troy Edwards,69,,JAX,WR,27,16,4,0,0,0,0,0,2,2,0,80,50,533,1,60,111.0,81.5
Derrius Thompson,68,,MIA,WR,27,16,3,0,0,0,0,0,0,0,0,48,23,359,4,60,85.9,71.4
Shawn Bryson,57,,DET,RB,28,16,1,0,0,0,0,0,50,264,0,57,44,322,0,59,108.1,79.6
Jesse Chatman,56,,SDG,RB,25,15,0,0,0,0,0,0,65,392,3,2,2,17,0,59,63.4,58.9
Kevin Curtis,71,,STL,WR,26,15,0,0,0,0,0,0,3,24,0,50,32,421,2,59,93.0,73.5
Bryant Johnson,70,,ARI,WR,23,16,11,0,0,0,0,0,2,-6,0,102,49,537,1,59,110.6,82.6
Corey Bradford,72,,HOU,WR,29,15,10,0,0,0,0,0,0,0,0,54,27,399,3,58,87.9,71.4
Richie Anderson,58,,DAL,RB,33,12,4,1,1,26,1,0,57,246,1,41,26,207,0,56,87.8,68.3
Ken Dorsey,35,,SFO,QB,23,8,7,123,226,1231,6,9,5,7,0,0,0,0,0,56,65.4,59.9
Quentin Griffin,59,,DEN,RB,23,6,4,0,0,0,0,0,85,311,2,14,10,68,1,56,67.4,57.9
Bobby Wade,74,,CHI,WR,23,16,14,0,0,0,0,0,12,76,0,89,42,481,0,56,99.7,74.7
Kelley Washington,73,,CIN,WR,25,16,2,0,0,0,0,0,1,-1,0,50,31,378,3,56,89.7,71.2
Mike Alstott,60,,TAM,RB,31,14,11,0,0,0,0,0,67,230,2,41,29,202,0,55,89.2,67.7
Ken Dilger,18,,TAM,TE,33,16,14,0,0,0,0,0,0,0,0,55,39,345,3,55,96.5,74.0
Freddie Jones,17,,ARI,TE,30,16,15,0,0,0,0,0,0,0,0,74,45,426,2,55,102.6,77.1
Clarence Moore,75,,BAL,WR,22,15,6,0,0,0,0,0,0,0,0,58,24,293,4,55,82.3,67.3
Jerramy Stevens,16,,SEA,TE,25,16,5,0,0,0,0,0,0,0,0,47,31,349,3,55,88.9,70.4
Ladell Betts,61,,WAS,RB,25,16,1,0,0,0,0,0,90,371,1,25,15,108,0,54,74.9,61.4
Reche Caldwell,76,,SDG,WR,25,6,6,0,0,0,0,0,4,45,0,29,18,310,3,54,74.0,61.5
Aaron Stecker,62,,NOR,RB,29,16,3,0,0,0,0,0,58,244,2,38,29,174,0,54,94.3,73.3
Obafemi Ayanbadejo,64,,ARI,RB,29,16,5,0,0,0,0,0,30,122,3,25,19,171,1,53,77.8,61.8
Andre' Davis,77,,CLE,WR,25,7,7,0,0,0,0,0,1,-3,0,20,16,416,2,53,72.3,61.3
Verron Haynes,63,,PIT,RB,25,13,0,0,0,0,0,0,55,272,0,23,18,142,2,53,77.4,62.4
Brad Hoover,65,,CAR,RB,28,14,9,0,0,0,0,0,68,246,0,32,21,161,2,53,79.7,63.2
Terry Glenn,78,,DAL,WR,30,6,6,0,1,0,0,0,1,-3,0,38,24,400,2,52,78.7,63.7
Najeh Davenport,66,,GNB,RB,25,11,1,0,0,0,0,0,71,359,2,4,4,33,0,51,57.7,52.2
Eli Manning,36,,NYG,QB,23,9,7,95,197,1043,6,9,6,35,0,0,0,0,0,51,61.7,57.2
Ricky Proehl,79,,CAR,WR,36,16,3,0,1,0,0,0,1,9,0,70,34,497,0,51,87.6,67.6
Mark Campbell,19,,BUF,TE,29,12,12,0,0,0,0,0,0,0,0,30,17,203,5,50,69.8,57.8
Kris Mangum,67,,CAR,RB,31,15,10,0,0,0,0,0,0,0,0,58,34,323,3,50,87.3,67.3
Freddie Mitchell,68,,PHI,RB,26,16,9,0,0,0,0,0,0,0,0,45,22,377,2,50,74.7,60.7
Dez White,80,,ATL,WR,25,16,15,0,0,0,0,0,3,14,0,56,30,370,2,50,83.4,65.4
Aaron Shea,20,,CLE,TE,28,15,8,0,0,0,0,0,0,0,0,48,26,252,4,49,78.2,62.2
Derick Armstrong,82,,HOU,WR,25,14,1,0,0,0,0,0,0,0,0,39,29,415,1,48,79.5,62.0
Todd Heap,21,,BAL,TE,24,6,5,0,0,0,0,0,0,0,0,44,27,303,3,48,78.3,61.8
Chad Hutchinson,37,,CHI,QB,27,5,5,92,161,903,4,3,6,14,0,0,0,0,0,48,49.5,42.5
Darius Watts,81,,DEN,WR,23,16,2,0,0,0,0,0,5,33,0,53,31,385,1,48,81.3,62.3
Boo Williams,22,,NOR,TE,25,16,7,0,0,0,0,0,0,0,0,75,33,362,2,48,83.2,62.7
Ike Hilliard,83,,NYG,WR,28,16,15,0,0,0,0,0,3,34,0,81,49,437,0,47,97.6,68.6
Kelly Holcomb,38,,CLE,QB,31,4,2,59,87,737,7,5,3,-2,0,0,0,0,0,47,54.8,51.3
Wayne Chrebet,84,,NYJ,WR,31,16,1,0,0,0,0,0,0,0,0,54,31,397,1,46,79.7,61.2
Keenan McCardell,85,,SDG,WR,34,7,6,0,1,0,0,0,1,3,0,58,31,393,1,46,79.6,61.1
Robert Ferguson,87,,GNB,WR,25,13,5,0,0,0,0,0,0,0,0,49,24,367,1,45,71.2,55.7
DeShaun Foster,69,,CAR,RB,24,4,3,0,0,0,0,0,59,255,2,10,9,76,0,45,57.1,49.6
Joe Jurevicius,86,,TAM,WR,30,10,3,0,0,0,0,0,0,0,0,37,27,333,2,45,75.3,58.8
Chad Lewis,23,,PHI,TE,33,15,9,0,0,0,0,0,0,0,0,46,29,267,3,45,76.7,59.2
Stephen Alexander,25,,DET,TE,29,16,15,0,0,0,0,0,0,0,0,76,41,377,1,44,87.7,64.2
Zack Crockett,70,,OAK,RB,32,16,9,0,0,0,0,0,48,232,2,20,16,87,0,44,62.9,51.9
Randy Hymes,88,,BAL,WR,25,14,7,0,1,0,0,0,0,0,0,48,26,323,2,44,73.3,57.3
Matt Schobel,24,,CIN,TE,26,16,1,0,0,0,0,0,0,0,0,33,21,201,4,44,67.6,53.6
Kelly Campbell,91,,MIN,WR,24,16,3,0,0,0,0,0,3,4,0,32,19,364,1,43,64.3,51.3
Kevin Johnson,89,,BAL,WR,28,16,5,0,0,0,0,0,1,0,0,61,35,373,1,43,80.8,59.8
Doug Jolley,26,,OAK,TE,25,16,13,0,0,0,0,0,0,0,0,48,27,313,2,43,73.3,56.8
Kassim Osgood,90,,SDG,WR,24,16,7,0,0,0,0,0,0,0,0,33,15,308,2,43,60.8,50.3
Jerald Sowell,71,,NYJ,RB,30,16,16,0,0,0,0,0,2,28,0,59,45,342,1,43,90.5,64.5
Chris Baker,27,,NYJ,TE,25,16,0,0,0,0,0,0,0,0,0,29,18,182,4,42,62.7,50.2
Troy Hambrick,72,,ARI,RB,28,10,0,0,0,0,0,0,63,283,1,5,4,16,1,42,48.9,43.9
William Henderson*+,73,,GNB,RB,33,16,8,0,0,0,0,0,0,0,0,40,34,239,3,42,78.9,58.9
Travis Taylor,92,,BAL,WR,25,10,9,0,0,0,0,0,0,0,0,80,34,421,0,42,78.6,58.1
Jon Kitna,39,,CIN,QB,32,4,3,61,104,623,5,4,10,42,0,0,0,0,0,41,47.1,43.1
Ernest Wilford,93,,JAX,WR,25,15,3,0,0,0,0,0,0,0,0,35,19,271,2,41,63.1,50.6
