 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-1.6,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Adrian Murrell,21,69,NYJ,RB,25,15,9,0,0,0,0,0,192,795,1,100,71,465,2,144,220.0,177.5
Garrison Hearst,22,70,ARI,RB,24,16,15,1,2,16,0,0,284,1070,1,47,29,243,1,144,172.9,146.4
Michael Jackson,28,71,CLE,WR,26,13,10,0,1,0,0,1,0,0,0,81,44,714,9,123,170.9,145.4
Larry Centers*,23,72,ARI,RB,27,16,10,0,1,0,0,1,78,254,2,119,101,962,2,144,250.6,193.1
Rob Moore,29,73,ARI,WR,27,15,15,1,2,33,0,1,0,0,0,116,63,907,5,122,189.0,154.5
Eric Green,11,74,MIA,TE,28,14,14,0,0,0,0,0,0,0,0,64,43,499,3,70,115.9,91.4
Marcus Allen,24,75,KAN,RB,35,16,15,0,0,0,0,0,207,890,5,42,27,210,0,140,172.0,151.5
Troy Drayton,12,76,STL,TE,25,16,16,0,0,0,0,0,0,0,0,68,47,458,4,70,118.8,91.3
Mark Brunell,12,77,JAX,QB,25,13,10,201,346,2168,15,7,67,480,4,0,0,0,0,207,217.2,208.7
Clif Groce,3,78,IND,,23,1,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Jim Harbaugh*,13,,IND,QB,32,15,12,200,314,2575,17,5,52,235,2,1,1,-9,0,200,209.6,201.1
Troy Aikman*,14,,DAL,QB,29,16,16,280,432,3304,16,7,21,32,1,0,0,0,0,193,200.9,195.4
Jim Kelly,15,,BUF,QB,35,15,15,255,458,3130,22,13,17,20,0,1,0,0,0,191,203.7,197.2
Stan Humphries,16,,SDG,QB,30,15,15,282,478,3381,17,14,33,53,1,1,1,-4,0,188,201.6,193.6
Dave Brown,17,,NYG,QB,25,16,16,254,456,2814,11,10,45,228,4,0,0,0,0,183,194.4,183.4
Vinny Testaverde,18,,CLE,QB,32,13,12,241,392,2883,17,10,18,62,2,1,1,7,0,182,194.2,188.7
Dave Krieg,20,,ARI,QB,37,16,16,304,521,3554,16,21,19,29,0,0,0,0,0,177,193.1,182.1
Neil O'Donnell,19,,PIT,QB,29,12,12,246,416,2970,17,7,24,45,0,0,0,0,0,177,186.3,182.3
Drew Bledsoe,22,,NWE,QB,23,15,15,323,636,3507,13,16,20,28,0,1,1,-9,0,166,180.7,171.7
Chris Chandler,21,,HOU,QB,30,13,13,225,356,2460,17,10,28,58,2,0,0,0,0,166,173.2,164.2
Kerry Collins,23,,CAR,QB,23,15,13,214,433,2717,14,19,42,74,3,0,0,0,0,156,171.6,162.1
Chris Miller,24,,STL,QB,30,13,13,232,405,2623,18,15,22,67,0,0,0,0,0,156,171.6,166.6
Gus Frerotte,25,,WAS,QB,24,16,11,199,396,2751,13,13,22,16,1,0,0,0,0,144,156.1,149.6
Rick Mirer,26,,SEA,QB,25,15,13,209,391,2564,13,20,43,193,1,0,0,0,0,140,163.4,154.9
Erric Pegram,25,,PIT,RB,26,15,11,0,0,0,0,0,213,813,5,35,26,206,1,140,167.4,143.9
Boomer Esiason,27,,NYJ,QB,34,12,12,221,389,2275,16,15,19,14,0,0,0,0,0,126,138.4,129.4
Ronnie Harmon,26,,SDG,RB,31,16,1,0,0,0,0,0,51,187,1,88,63,673,5,122,190.5,152.5
Jeff Hostetler,28,,OAK,QB,34,11,11,172,286,1998,12,9,31,119,0,0,0,0,0,122,134.3,125.8
Rodney Peete,29,,PHI,QB,29,15,12,215,375,2326,8,14,32,147,1,0,0,0,0,122,135.2,122.7
Ernie Mills,30,,PIT,WR,27,16,6,0,0,0,0,0,5,39,0,69,39,679,8,120,160.8,137.3
Mark Carrier,31,,CAR,WR,30,16,14,0,0,0,0,0,3,-4,0,141,66,1002,3,118,186.8,150.8
Earnest Byner,27,,CLE,RB,33,16,2,0,0,0,0,0,115,432,2,84,61,494,2,117,183.1,146.1
Haywood Jeffires,32,,HOU,WR,31,16,16,0,0,0,0,0,0,0,0,96,61,684,8,116,180.4,146.9
Vincent Brisby,33,,NWE,WR,24,16,16,0,0,0,0,0,0,0,0,159,66,974,3,115,184.4,148.4
Darick Holmes,28,,BUF,RB,24,16,2,0,0,0,0,0,172,698,4,34,24,214,0,115,143.2,123.2
Trent Dilfer,30,,TAM,QB,23,16,16,224,415,2774,4,18,23,115,2,0,0,0,0,114,132.0,119.5
Bam Morris,29,,PIT,RB,23,13,4,0,0,0,0,0,148,559,9,10,8,36,0,114,123.0,114.5
Darnay Scott,34,,CIN,WR,23,16,16,0,0,0,0,0,5,11,0,109,52,821,5,113,168.2,139.2
Amp Lee,30,,MIN,RB,24,16,3,0,0,0,0,0,69,371,2,95,71,558,1,111,186.4,143.4
Johnnie Morton,35,,DET,WR,24,16,13,0,0,0,0,0,3,33,0,80,44,590,8,110,156.8,131.3
Natrone Means,31,,SDG,RB,23,10,9,0,0,0,0,0,186,730,5,9,7,46,0,108,116.6,109.1
Aaron Craver,32,,DEN,RB,27,16,10,0,0,0,0,0,73,333,5,57,43,369,1,106,154.7,126.7
Frank Sanders,36,,ARI,WR,22,16,15,0,0,0,0,0,1,1,0,109,52,883,2,104,159.4,130.4
Harold Green,33,,CIN,RB,27,15,15,0,0,0,0,0,171,661,2,41,27,182,1,102,134.3,113.8
Charlie Garner,34,,PHI,RB,23,15,3,0,0,0,0,0,108,588,6,15,10,61,0,101,112.9,103.9
Robert Green,35,,CHI,RB,25,12,3,0,0,0,0,0,107,570,3,38,28,246,0,100,132.6,111.6
Eric Bieniemy,38,,CIN,RB,26,16,1,0,2,0,0,0,98,381,3,60,43,424,0,99,147.0,119.0
Derrick Moore,36,,CAR,RB,28,13,10,0,0,0,0,0,195,740,4,8,4,12,0,99,104.2,97.2
Robert Smith,37,,MIN,RB,23,9,7,0,0,0,0,0,139,632,5,11,7,35,0,99,108.2,101.2
Elvis Grbac,31,,SFO,QB,25,16,5,127,183,1469,8,5,20,33,2,0,0,0,0,98,105.1,101.1
Chris Calloway,37,,NYG,WR,27,16,15,0,0,0,0,0,2,-9,0,104,56,796,3,97,155.7,124.7
Wayne Chrebet,38,,NYJ,WR,22,16,16,0,0,0,0,0,1,1,0,123,66,726,4,97,165.2,128.7
Dorsey Levens,39,,GNB,RB,25,15,12,0,0,0,0,0,36,120,3,57,48,434,4,97,151.4,121.4
Sean Dawkins,39,,IND,WR,24,16,13,0,0,0,0,0,0,0,0,84,52,784,3,96,150.9,121.4
Keenan McCardell,40,,CLE,WR,25,16,5,0,0,0,0,0,0,0,0,89,56,709,4,95,153.9,122.9
Kimble Anders*,40,,KAN,RB,29,16,13,0,0,0,0,0,58,398,2,82,55,349,1,93,153.2,119.2
Jerome Bettis,41,,STL,RB,23,15,13,0,0,0,0,0,183,637,3,23,18,106,0,92,114.3,97.3
Fred Barnett,43,,PHI,WR,29,14,14,0,0,0,0,0,0,0,0,76,48,585,5,91,141.5,114.5
Willie Jackson,41,,JAX,WR,24,14,10,0,0,0,0,0,0,0,0,91,53,589,5,91,145.9,115.4
Calvin Williams,42,,PHI,WR,28,16,15,0,0,0,0,0,1,-2,0,111,63,768,2,91,155.6,120.1
Torrance Small,44,,NOR,WR,25,16,1,0,0,0,0,0,6,75,1,69,38,461,5,90,130.6,108.6
James Stewart,42,,JAX,RB,24,14,8,0,0,0,0,0,137,525,2,27,21,190,1,90,116.0,99.0
Andre Rison,45,,CLE,WR,28,16,14,0,0,0,0,0,2,0,0,103,47,701,3,88,137.6,110.6
Michael Haynes,46,,NOR,WR,30,16,15,0,0,0,0,0,0,0,0,95,41,597,4,84,127.7,104.2
Willie Davis,47,,KAN,WR,28,16,16,0,0,0,0,0,0,0,0,76,33,527,5,83,118.7,99.2
Mike Sherrard,48,,NYG,WR,32,13,13,0,0,0,0,0,0,0,0,86,44,577,4,82,127.7,101.7
Mark Rypien,32,,STL,QB,33,11,3,129,217,1448,9,8,9,10,0,0,0,0,0,81,91.4,87.9
Lake Dawson,49,,KAN,WR,23,16,9,0,0,0,0,0,1,-9,0,75,40,513,5,80,123.4,100.4
Daryl Hobbs,50,,OAK,WR,27,16,3,0,1,0,0,0,0,0,0,80,38,612,3,79,120.2,98.2
Kevin Williams,51,,DAL,WR,24,16,16,0,0,0,0,0,10,53,0,67,38,613,2,79,118.1,94.6
William Floyd,44,,SFO,RB,23,8,8,0,0,0,0,0,64,237,2,62,47,348,1,77,129.0,99.0
Greg Hill,43,,KAN,RB,23,16,1,0,0,0,0,0,155,667,1,14,7,45,0,77,86.2,78.7
J.J. Stokes,52,,SFO,WR,23,12,2,0,0,0,0,0,0,0,0,52,38,517,4,76,116.7,94.7
Michael Westbrook,53,,WAS,WR,23,11,9,0,0,0,0,0,6,114,1,88,34,522,1,76,115.6,92.6
Alvin Harper,55,,TAM,WR,27,13,12,0,0,0,0,0,0,0,0,103,46,633,2,75,124.3,98.3
Webster Slaughter,54,,KAN,WR,31,16,7,0,0,0,0,0,0,0,0,75,34,514,4,75,112.4,92.4
Shawn Jefferson,56,,SDG,WR,26,16,15,0,0,0,0,0,2,1,0,101,48,621,2,74,125.2,98.2
Mark Seay,57,,SDG,WR,28,16,0,0,0,0,0,0,0,0,0,70,45,537,3,74,121.7,96.2
Horace Copeland,59,,TAM,WR,24,15,7,0,0,0,0,0,0,0,0,63,35,605,2,73,110.5,90.0
Leslie Shepherd,58,,WAS,WR,26,14,4,0,0,0,0,0,7,63,1,61,29,486,2,73,104.9,87.4
Charles Wilson,60,,NYJ,WR,27,15,11,0,0,0,0,0,0,0,0,91,41,484,4,72,115.9,91.9
Russell Copeland,62,,BUF,WR,24,16,15,0,0,0,0,0,1,-1,0,95,42,646,1,71,115.0,90.5
Floyd Turner,61,,IND,WR,29,14,12,0,0,0,0,0,0,0,0,64,35,431,4,71,109.1,88.6
Aaron Hayden,45,,SDG,RB,22,6,4,0,0,0,0,0,128,470,3,5,5,53,0,70,78.3,72.8
Rocket Ismail,63,,OAK,WR,26,16,15,0,0,0,0,0,6,29,0,57,28,491,3,70,99.0,80.0
Todd McNair,46,,HOU,RB,30,15,7,0,0,0,0,0,19,136,0,84,60,501,1,70,135.2,98.7
Todd Kinchen,64,,STL,WR,26,16,1,0,1,0,0,0,4,16,0,55,36,419,4,68,102.5,77.5
Irv Smith,13,,NOR,TE,24,16,16,0,0,0,0,0,0,0,0,55,45,466,3,67,114.1,88.1
Gary Clark,66,,MIA,WR,33,16,0,0,0,0,0,0,0,0,0,64,37,525,2,65,104.5,83.0
Leroy Hoard,47,,CLE,RB,27,12,12,0,0,0,0,0,136,547,0,16,13,103,0,65,81.5,66.5
Mark Ingram,65,,GNB,WR,30,16,9,0,0,0,0,0,1,-3,0,77,39,469,3,65,106.1,83.1
Pete Mitchell,14,,JAX,TE,24,16,5,0,0,0,0,0,0,0,0,64,41,527,2,65,108.7,85.2
Mike Pritchard,67,,DEN,WR,26,15,13,0,0,0,0,0,6,17,0,69,33,441,3,64,99.3,79.3
Ed McCaffrey,68,,DEN,WR,27,16,5,0,0,0,0,0,1,-1,0,63,39,477,2,62,103.1,80.1
Vince Evans,33,,OAK,QB,40,9,3,100,175,1236,6,8,14,36,0,0,0,0,0,61,69.5,64.0
Napoleon Kaufman,48,,OAK,RB,22,16,1,0,0,0,0,0,108,490,1,16,9,62,0,61,79.2,71.7
Roosevelt Potts,49,,IND,RB,24,15,15,0,0,0,0,0,65,309,0,33,21,228,1,60,86.7,70.2
Johnny Bailey,50,,STL,RB,28,12,1,0,0,0,0,0,36,182,2,55,38,265,0,59,102.2,76.7
Keith Byars,51,,MIA,RB,32,16,16,0,0,0,0,0,15,44,1,70,51,362,2,59,112.6,84.1
Frank Wycheck,15,,HOU,TE,24,16,10,0,0,0,0,0,1,1,1,51,40,471,1,59,102.2,79.2
Andre Hastings,71,,PIT,WR,25,16,0,0,0,0,0,0,1,14,0,67,48,502,1,58,114.1,86.6
Jessie Hester,70,,STL,WR,32,12,7,0,0,0,0,0,0,0,0,54,30,399,3,58,90.9,72.9
Keith Jennings,16,,CHI,TE,29,16,16,0,0,0,0,0,0,0,0,39,25,217,6,58,85.7,70.2
Anthony Morgan,69,,GNB,WR,28,16,8,0,0,0,0,0,0,0,0,53,31,344,4,58,92.4,73.9
Jerry Ellison,52,,TAM,RB,24,16,3,0,0,0,0,0,26,218,5,13,7,44,0,56,66.2,59.7
Scottie Graham,53,,MIN,RB,26,16,6,0,0,0,0,0,110,406,2,5,4,30,0,56,62.6,57.6
Lonnie Johnson,17,,BUF,TE,24,16,16,0,0,0,0,0,0,0,0,81,49,504,1,56,108.4,80.9
Will Moore,72,,NWE,WR,25,14,13,0,0,0,0,0,0,0,0,79,43,502,1,56,102.2,77.7
Derek Brown,54,,NOR,RB,24,16,0,0,0,0,0,0,49,159,1,49,35,266,1,55,95.5,72.0
Cedric Tillman,73,,JAX,WR,25,13,2,0,0,0,0,0,0,0,0,49,30,368,3,55,87.3,68.8
Anthony Edwards,75,,ARI,WR,29,15,0,0,0,0,0,0,0,0,0,48,29,417,2,54,85.7,68.2
Derrick Fenner,55,,OAK,RB,28,16,10,0,0,0,0,0,39,110,0,45,35,252,3,54,94.2,69.7
Daryl Johnston,56,,DAL,RB,29,16,16,0,0,0,0,0,25,111,2,46,30,248,1,54,89.4,67.9
Andre Reed,74,,BUF,WR,31,6,6,0,0,0,0,0,7,48,0,43,24,312,3,54,80.0,64.0
Marc Logan,57,,WAS,RB,30,16,8,0,0,0,0,0,23,72,1,39,25,276,2,53,80.3,64.3
Brad Baxter,58,,NYJ,RB,28,15,13,0,0,0,0,0,85,296,1,39,26,160,0,52,83.6,64.6
John Taylor,76,,SFO,WR,33,12,12,1,1,21,0,0,0,0,0,49,29,387,2,52,82.5,64.0
Kordell Stewart,34,,PIT,QB,23,10,2,5,7,60,1,0,15,86,1,20,14,235,1,51,67.5,57.5
Steve Tasker*,77,,BUF,WR,33,13,3,0,0,0,0,0,8,74,0,35,20,255,3,51,73.9,60.9
Alexander Wright,78,,STL,WR,28,8,6,0,0,0,0,0,1,17,0,51,23,368,2,51,76.5,62.0
John Friesz,35,,SEA,QB,28,6,3,64,120,795,6,3,11,0,0,0,0,0,0,50,54.8,50.8
Eric Guliford,79,,CAR,WR,26,14,9,1,2,46,0,1,2,2,0,70,29,444,1,50,88.9,70.9
Courtney Hawkins,80,,TAM,WR,26,16,3,0,0,0,0,0,4,5,0,64,41,493,0,50,93.3,69.3
Michael Timpson,81,,CHI,WR,28,16,1,0,0,0,0,0,3,28,1,45,24,289,2,50,76.2,60.7
Bob Christian,59,,CAR,RB,27,14,12,0,0,0,0,0,41,158,0,35,29,255,1,49,83.8,62.8
Vaughn Dunbar,60,,2TM,RB,27,15,6,0,0,0,0,0,110,361,2,4,2,11,0,49,54.2,50.2
Justin Armour,82,,BUF,WR,22,15,9,0,1,0,0,0,4,-5,0,41,26,300,3,48,76.0,59.5
Keith Cash,18,,KAN,TE,26,14,14,0,0,0,0,0,0,0,0,61,42,419,1,48,92.9,68.9
Jimmy Smith,83,,JAX,WR,26,16,4,0,0,0,0,0,0,0,0,42,22,288,3,47,76.8,61.8
Ernest Givins,84,,JAX,WR,31,9,9,0,0,0,0,0,0,0,0,56,29,280,3,46,77.5,59.5
Tyrone Wheatley,61,,NYG,RB,23,13,1,0,0,0,0,0,78,245,3,5,5,27,0,45,52.2,45.7
Marion Butts,62,,HOU,RB,29,12,2,0,0,0,0,0,71,185,4,2,2,10,0,44,48.5,44.5
Steve Beuerlein,36,,JAX,QB,30,7,6,71,142,952,4,7,5,32,0,0,0,0,0,43,51.8,47.3
Eric Zeier,37,,CLE,QB,23,7,4,82,161,864,4,9,15,80,0,0,0,0,0,43,53.1,48.6
Mark Bruener,19,,PIT,TE,23,16,13,0,0,0,0,0,0,0,0,48,26,238,3,42,70.8,54.8
Tony Carter,63,,CHI,RB,23,16,11,0,0,0,0,0,10,34,0,57,40,329,1,42,84.8,61.3
Charles Johnson,85,,PIT,WR,23,15,10,0,0,0,0,0,1,-10,0,76,38,432,0,42,83.2,61.2
Herschel Walker,64,,NYG,RB,33,16,3,0,0,0,0,0,31,126,0,44,31,234,1,42,79.0,57.5
Anthony Johnson,65,,2TM,RB,28,15,0,0,0,0,0,0,30,140,1,34,29,207,0,41,74.7,53.2
Andrew Glover,20,,OAK,TE,28,16,9,0,0,0,0,0,0,0,0,40,26,220,3,40,69.0,53.0
Steve Broussard,68,,SEA,RB,28,15,1,0,0,0,0,0,46,222,1,18,10,94,0,38,48.6,38.6
Randall Cunningham,39,,PHI,QB,32,7,4,69,121,605,3,5,21,98,0,0,0,0,0,38,44.5,40.0
Howard Griffith,66,,CAR,RB,28,15,7,0,0,0,0,0,65,197,1,14,11,63,1,38,51.5,42.5
Billy Joe Hobert,38,,OAK,QB,24,4,2,44,80,540,6,4,3,5,0,,0,0,0,38,45.1,42.1
Bernie Kosar,40,,MIA,QB,32,9,2,74,108,699,3,5,7,19,1,0,0,0,0,38,44.4,39.9
Mack Strong,67,,SEA,RB,24,16,2,0,0,0,0,0,8,23,1,16,12,117,3,38,52.0,42.0
Kyle Brady,22,,NYJ,TE,23,15,11,0,0,0,0,0,0,0,0,53,26,252,2,37,66.2,50.2
Kerry Cash,21,,OAK,TE,26,16,10,0,0,0,0,0,0,0,0,40,25,254,2,37,64.4,47.9
Lawrence Dawsey,86,,TAM,WR,28,12,10,0,0,0,0,0,0,0,0,61,30,372,0,37,70.2,52.2
Steve McNair,41,,HOU,QB,22,4,2,41,80,569,3,1,11,38,0,0,0,0,0,37,39.1,34.6
Lamont Warren,69,,IND,RB,22,12,1,0,0,0,0,0,47,152,1,24,17,159,0,37,59.6,44.6
J.J. Birden,87,,ATL,WR,30,10,10,0,0,0,0,0,0,0,0,60,31,303,1,36,70.3,51.8
Rodney Culver,70,,SDG,RB,26,8,2,0,0,0,0,0,47,155,3,5,5,21,0,36,43.6,38.1
Pete Metzelaars,23,,CAR,TE,35,14,14,0,0,0,0,0,0,0,0,34,20,171,3,35,58.1,45.1
Ryan Yarborough,88,,NYJ,WR,24,16,2,0,0,0,0,0,0,0,0,25,18,230,2,35,56.0,44.0
Desmond Howard,89,,JAX,WR,25,13,6,0,0,0,0,0,1,8,0,56,26,276,1,34,63.4,47.4
Heath Shuler,42,,WAS,QB,24,7,5,66,125,745,3,7,18,57,0,0,0,0,0,34,43.0,39.5
Sam Gash,71,,NWE,RB,26,15,12,0,0,0,0,0,8,24,0,43,26,242,1,33,61.6,45.6
Rob Carpenter,91,,PHI,WR,27,16,4,0,0,0,0,0,0,0,0,58,29,318,0,32,62.8,44.3
Le'Shai Maston,72,,JAX,RB,25,16,10,0,0,0,0,0,41,186,0,25,18,131,0,32,54.2,37.7
Aaron Pierce,24,,NYG,TE,26,16,11,0,0,0,0,0,1,6,0,54,33,310,0,32,67.6,48.1
Alfred Pupunu,25,,SDG,TE,26,15,14,0,0,0,0,0,0,0,0,50,35,315,0,32,69.0,48.0
Derek Russell,90,,HOU,WR,26,11,5,0,0,0,0,0,0,0,0,54,24,321,0,32,59.1,44.1
Ray Zellars,73,,NOR,RB,22,12,0,0,0,0,0,0,50,162,2,11,7,33,0,32,41.0,34.0
Bubby Brister,43,,NYJ,QB,33,9,4,93,170,726,4,8,16,18,0,1,1,2,0,31,41.0,35.5
Gary Brown,74,,HOU,RB,26,10,4,0,0,0,0,0,86,293,0,8,6,16,0,31,38.9,31.9
