 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-4.3,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Tony Gonzalez*,6,37,KAN,TE,29,16,16,0,0,0,0,0,0,0,0,116,78,905,2,103,183.5,141.5
Keenan McCardell,17,38,SDG,WR,35,16,16,0,0,0,0,0,2,6,0,108,70,917,9,146,219.3,181.3
Willis McGahee,13,39,BUF,RB,24,16,15,0,0,0,0,0,325,1247,5,37,28,178,0,173,206.0,185.5
Reuben Droughns,14,40,CLE,RB,27,16,16,0,0,0,0,0,309,1232,2,56,39,369,0,172,214.1,185.6
Willie Parker,15,41,PIT,RB,25,15,15,0,0,0,0,0,255,1202,4,24,18,218,1,172,194.0,177.0
Eddie Kennison,18,42,KAN,WR,32,16,16,0,0,0,0,0,7,43,0,108,68,1102,5,145,215.0,177.5
Corey Dillon,16,43,NWE,RB,31,12,10,0,0,0,0,0,209,733,12,26,22,181,1,169,196.9,179.4
Matt Hasselbeck*,4,44,SEA,QB,30,16,16,294,449,3459,24,9,36,124,1,0,0,0,0,235,247.8,239.8
Domanick Williams,17,45,HOU,RB,25,11,11,0,1,0,0,0,230,976,2,48,39,337,4,167,211.3,184.8
Brian Westbrook,18,46,PHI,RB,26,12,12,0,0,0,0,0,156,617,3,96,61,616,4,167,234.3,197.8
Jimmy Smith,19,47,JAX,WR,36,16,16,0,0,0,0,0,0,0,0,128,70,1023,6,138,211.3,173.3
Reggie Wayne,20,48,IND,WR,27,16,16,0,0,0,0,0,0,0,0,122,83,1055,5,138,221.0,176.0
Donte' Stallworth,21,49,NOR,WR,25,16,13,0,0,0,0,0,2,2,0,129,70,945,7,137,209.2,170.7
Cadillac Williams,19,50,TAM,RB,23,14,14,0,0,0,0,0,290,1178,6,25,20,81,0,162,183.4,168.9
Eli Manning,5,51,NYG,QB,24,16,16,294,557,3762,24,17,29,80,1,0,0,0,0,228,244.0,236.5
Michael Vick*,6,52,ATL,QB,25,15,15,214,387,2412,15,13,102,597,6,1,1,-14,0,227,241.3,229.3
Chris Brown,20,53,TEN,RB,24,15,14,0,0,0,0,0,224,851,5,37,25,327,2,160,188.8,168.3
Randy McMichael,7,54,MIA,TE,26,16,16,0,0,0,0,0,0,0,0,104,60,582,5,88,150.7,117.2
L.J. Smith,8,55,PHI,TE,25,16,16,0,0,0,0,0,0,0,0,107,61,682,3,86,149.7,115.7
Deion Branch,22,56,NWE,WR,26,16,15,0,0,0,0,0,0,0,0,125,78,998,5,130,210.8,168.8
Joe Jurevicius,23,57,SEA,WR,31,16,12,0,0,0,0,0,0,0,0,84,55,694,10,129,186.9,155.9
Drew Bledsoe,7,58,DAL,QB,33,16,16,300,499,3639,23,17,34,50,2,0,0,0,0,223,234.1,222.6
Jerramy Stevens,9,59,SEA,TE,26,16,11,0,0,0,0,0,0,0,0,68,45,554,5,85,133.4,107.9
Jake Plummer*,8,60,DEN,QB,31,16,16,277,456,3366,18,7,46,151,2,0,0,0,0,222,232.7,224.7
Drew Brees,9,61,SDG,QB,26,16,16,323,500,3576,24,15,21,49,1,1,0,0,0,220,233.9,226.9
Heath Miller,10,62,PIT,TE,23,16,15,0,0,0,0,0,0,0,0,52,39,459,6,82,123.9,101.4
Trent Green*,10,63,KAN,QB,35,16,16,317,507,4014,17,10,35,82,0,0,0,0,0,219,227.8,220.8
Derrick Mason,24,64,BAL,WR,31,16,16,0,0,0,0,0,0,0,0,137,86,1073,3,125,213.8,167.3
Antonio Bryant,25,65,CLE,WR,24,16,15,0,0,0,0,0,1,3,0,123,69,1009,4,125,196.7,158.7
Julius Jones,21,66,DAL,RB,24,13,12,0,0,0,0,0,257,993,5,45,35,218,0,151,190.1,164.6
Tatum Bell,22,67,DEN,RB,24,15,1,0,0,0,0,0,173,921,8,28,18,104,0,151,173.0,156.5
Jerry Porter,26,68,OAK,WR,27,16,14,0,0,0,0,0,1,-8,0,142,76,942,5,123,201.9,160.4
Kerry Collins,11,69,OAK,QB,33,15,15,302,565,3759,20,12,17,39,1,0,0,0,0,216,224.8,215.3
Kevin Curtis,27,70,STL,WR,27,16,9,0,0,0,0,0,1,5,1,97,60,801,6,123,184.6,150.6
Keyshawn Johnson,28,71,DAL,WR,33,16,14,0,1,0,0,0,1,3,0,123,71,839,6,122,194.7,154.7
Ben Troupe,11,72,TEN,TE,23,15,11,0,0,0,0,0,0,0,0,80,55,530,4,77,134.0,102.5
Lee Evans,29,73,BUF,WR,24,16,15,0,0,0,0,0,4,38,0,92,48,743,7,120,171.1,144.1
Ronnie Brown,23,74,MIA,RB,24,15,14,0,0,0,0,0,207,907,4,47,32,232,1,144,179.9,155.9
Corey McIntyre,2,75,CLE,,26,15,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
DeShaun Foster,24,76,CAR,RB,25,15,5,0,1,0,0,0,205,879,2,48,34,372,1,143,182.1,158.1
Sean McHugh,6,77,DET,,23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
Jake Delhomme*,12,78,CAR,QB,30,16,16,262,435,3421,24,16,24,31,1,0,0,0,0,210,222.9,213.9
Mark Brunell,13,,WAS,QB,35,16,15,262,454,3050,23,10,42,111,0,0,0,0,0,207,217.6,206.1
Steve McNair*,14,,TEN,QB,32,14,14,292,476,3161,16,11,32,139,1,0,0,0,0,188,201.8,192.3
Brett Favre,15,,GNB,QB,36,16,16,372,607,3881,20,29,18,62,0,0,0,0,0,187,214.4,206.4
Aaron Brooks,16,,NOR,QB,29,13,13,240,431,2882,13,17,45,281,2,0,0,0,0,173,194.4,186.4
David Carr,17,,HOU,QB,26,16,16,256,423,2488,14,11,56,308,1,0,0,0,0,172,180.8,166.3
Gus Frerotte,18,,MIA,QB,34,16,15,257,494,2996,18,13,27,61,0,0,0,0,0,172,181.4,171.9
Ben Roethlisberger,19,,PIT,QB,23,12,12,168,268,2385,17,9,31,69,3,0,0,0,0,170,181.3,177.3
Donovan McNabb,20,,PHI,QB,29,9,9,211,357,2507,16,9,25,55,1,0,0,0,0,160,167.8,160.8
Byron Leftwich,21,,JAX,QB,25,11,11,175,302,2123,15,5,31,67,2,0,0,0,0,154,157.6,150.6
Kurt Warner,22,,ARI,QB,34,10,10,242,375,2713,11,9,13,28,0,1,1,0,0,139,147.8,139.8
Jamal Lewis,25,,BAL,RB,26,15,15,0,0,0,0,0,269,906,3,44,32,191,1,134,169.2,144.7
Marc Bulger,23,,STL,QB,28,8,8,192,287,2297,14,9,9,29,0,1,1,1,0,133,143.9,138.4
Stephen Davis,26,,CAR,RB,31,13,11,0,0,0,0,0,180,549,12,12,5,45,0,131,138.4,131.9
Brad Johnson,24,,MIN,QB,37,15,9,184,294,1885,12,4,18,53,0,0,0,0,0,121,125.2,119.7
Ricky Williams,27,,MIA,RB,28,12,3,0,0,0,0,0,168,743,6,20,17,93,0,120,139.1,127.1
Chris Cooley,28,,WAS,RB,23,16,16,0,0,0,0,0,0,0,0,103,71,774,7,119,191.9,151.9
Mewelde Moore,29,,MIN,RB,23,16,8,0,0,0,0,0,155,662,1,49,37,339,2,118,166.1,140.6
Trent Dilfer,25,,CLE,QB,33,11,11,199,333,2321,11,12,20,46,0,0,0,0,0,117,127.9,120.4
Roy Williams,30,,DET,WR,24,13,12,0,0,0,0,0,0,0,0,94,45,687,8,117,164.7,139.2
Laveranues Coles,31,,NYJ,WR,28,16,16,0,0,0,0,0,0,0,0,132,73,845,5,115,190.0,150.0
Curtis Martin,30,,NYJ,RB,32,12,12,0,0,0,0,0,220,735,5,30,24,118,0,115,144.3,125.3
Terrell Owens,32,,PHI,WR,32,7,7,0,0,0,0,0,1,2,0,92,47,763,6,113,162.5,136.0
Joey Harrington,26,,DET,QB,27,12,11,188,330,2021,12,12,24,80,0,1,1,-4,0,112,124.9,117.9
Chris Simms,27,,TAM,QB,25,11,10,191,313,2035,10,7,19,31,0,1,1,-3,0,110,118.2,111.7
Amani Toomer,33,,NYG,WR,31,16,15,0,0,0,0,0,0,0,0,109,60,684,7,110,173.4,140.4
Ernest Wilford,34,,JAX,WR,26,16,8,0,0,0,0,0,0,0,0,74,41,681,7,110,154.1,130.6
Samkon Gado,31,,GNB,RB,23,8,5,0,1,0,0,0,143,582,6,12,10,77,1,108,118.9,108.9
Priest Holmes,33,,KAN,RB,32,7,7,0,0,0,0,0,119,451,6,32,21,197,1,107,133.3,116.3
Kevin Jones,32,,DET,RB,23,13,13,0,0,0,0,0,186,664,5,28,20,109,0,107,132.3,115.3
Eric Moulds,35,,BUF,WR,32,15,15,0,0,0,0,0,0,0,0,129,81,816,4,106,189.6,146.1
Kyle Boller,28,,BAL,QB,24,9,9,171,293,1799,11,12,23,66,1,1,0,0,0,105,115.6,108.6
Fred Taylor,34,,JAX,RB,29,11,11,0,0,0,0,0,194,787,3,18,13,83,0,105,121.0,111.5
Brandon Lloyd,36,,SFO,WR,24,16,15,0,0,0,0,0,0,0,0,109,48,733,5,103,153.8,126.3
Josh McCown,29,,ARI,QB,26,9,6,163,270,1836,9,11,29,139,0,0,0,0,0,101,115.8,107.3
Kevan Barlow,35,,SFO,RB,26,12,12,0,0,0,0,0,176,581,3,42,31,241,0,100,136.2,113.7
Muhsin Muhammad,37,,CHI,WR,32,15,15,0,0,0,0,0,0,0,0,136,64,750,4,99,166.0,131.0
Drew Bennett,38,,TEN,WR,27,13,10,0,1,0,0,0,1,3,0,109,58,738,4,98,159.1,127.1
Bobby Engram,40,,SEA,WR,32,13,13,0,0,0,0,0,0,0,0,97,67,778,3,96,164.8,127.3
David Garrard,30,,JAX,QB,27,7,5,98,168,1117,4,1,31,172,3,0,0,0,0,96,100.9,92.9
Eric Parker,39,,SDG,WR,26,15,9,0,0,0,0,0,4,55,0,80,57,725,3,96,155.0,122.5
Marion Barber,36,,DAL,RB,22,13,2,0,0,0,0,0,138,538,5,25,18,115,0,95,117.8,101.3
Jerome Bettis,37,,PIT,RB,33,12,0,0,0,0,0,0,110,368,9,4,4,40,0,95,101.8,96.8
Brooks Bollinger,31,,NYJ,QB,26,11,9,150,266,1558,7,6,35,135,0,0,0,0,0,92,102.3,94.8
T.J. Duckett,38,,ATL,RB,24,14,0,0,0,0,0,0,121,380,8,7,6,63,0,92,100.3,93.3
Frank Gore,39,,SFO,RB,22,14,1,0,0,0,0,0,127,608,3,22,15,131,0,92,111.9,97.4
Kelly Holcomb,32,,BUF,QB,32,10,8,155,230,1509,10,8,18,11,1,0,0,0,0,91,96.0,86.5
Ashley Lelie,41,,DEN,WR,25,16,13,0,0,0,0,0,5,84,0,88,42,770,1,91,136.4,112.4
Michael Bennett,40,,MIN,RB,27,16,6,0,0,0,0,0,126,473,3,31,27,124,2,90,120.2,98.2
Kyle Orton,33,,CHI,QB,23,15,15,190,368,1869,9,13,24,44,0,0,0,0,0,89,99.2,90.2
Antowain Smith,41,,NOR,RB,33,16,7,0,0,0,0,0,166,659,3,15,12,46,0,89,102.5,92.5
Greg Jones,42,,JAX,RB,24,14,13,0,0,0,0,0,151,575,4,15,10,65,0,88,101.0,93.0
Marty Booker,43,,MIA,WR,29,15,12,0,1,0,0,0,0,0,0,86,39,686,3,87,128.6,106.1
David Givens,42,,NWE,WR,25,13,10,0,0,0,0,0,2,13,0,96,59,738,2,87,149.1,116.6
Michael Pittman,43,,TAM,RB,30,16,4,0,0,0,0,0,70,436,1,46,36,300,1,86,127.1,102.6
Daunte Culpepper,34,,MIN,QB,28,7,7,139,216,1564,6,12,24,147,1,0,0,0,0,85,100.8,92.3
J.P. Losman,35,,BUF,QB,24,9,8,113,228,1340,8,8,31,154,0,0,0,0,0,85,95.5,86.0
Travis Taylor,44,,MIN,WR,26,16,13,0,0,0,0,0,2,3,0,90,50,604,4,85,137.2,108.7
Justin McCareins,45,,NYJ,WR,27,16,16,0,0,0,0,0,1,8,0,102,43,713,2,84,130.1,105.6
Marcus Robinson,46,,MIN,WR,30,15,9,0,0,0,0,0,0,0,0,57,31,515,5,84,117.5,99.0
Chester Taylor,44,,BAL,RB,26,15,1,0,0,0,0,0,117,487,0,53,41,292,1,84,129.4,101.4
Reggie Brown,49,,PHI,WR,24,16,11,0,0,0,0,0,1,5,0,79,43,571,4,82,127.1,102.1
Antonio Chatman,47,,GNB,WR,26,16,3,0,0,0,0,0,8,34,0,86,49,549,4,82,140.3,112.8
Andre Johnson,48,,HOU,WR,24,13,13,0,0,0,0,0,6,10,0,114,63,688,2,82,147.3,112.3
Mike McMahon,36,,PHI,QB,26,9,7,94,207,1158,5,8,34,118,3,0,0,0,0,80,90.1,80.1
Brian Finneran,50,,ATL,WR,29,16,7,0,0,0,0,0,0,0,0,81,50,611,2,79,132.1,104.1
Matt Jones,51,,JAX,WR,22,16,1,2,3,12,0,0,12,51,0,69,36,432,5,79,116.8,94.8
Chris Henry,52,,CIN,WR,22,14,5,0,0,0,0,0,0,0,0,50,31,422,6,78,111.2,91.7
Antwaan Randle El,53,,PIT,WR,26,16,15,3,3,67,1,0,12,73,0,69,35,558,1,76,123.8,101.3
Anthony Wright,37,,BAL,QB,29,9,7,164,266,1582,6,9,18,68,0,0,0,0,0,76,85.6,80.1
Corey Bradford,54,,HOU,WR,30,16,6,0,0,0,0,0,1,-2,0,66,34,436,5,75,112.4,92.4
Mike Alstott,46,,TAM,RB,32,16,7,0,0,0,0,0,34,80,6,38,25,222,1,74,102.2,86.7
Doug Gabriel,55,,OAK,WR,25,14,2,0,0,0,0,0,1,5,0,72,37,554,3,74,113.9,92.4
Jonathan Wells,45,,HOU,RB,26,15,6,0,0,0,0,0,90,325,4,27,22,179,0,74,101.9,84.4
Dallas Clark,12,,IND,TE,26,15,14,0,0,0,0,0,0,0,0,52,37,488,4,73,112.8,91.3
Chris Perry,47,,CIN,RB,24,14,2,0,0,0,0,0,61,279,0,62,51,328,2,73,128.7,96.2
Isaac Bruce,58,,STL,WR,33,11,10,0,0,0,0,0,0,0,0,71,36,525,3,71,109.5,88.5
Joe Horn,56,,NOR,WR,33,13,13,0,0,0,0,0,0,0,0,103,49,654,1,71,122.4,93.9
Samie Parker,57,,KAN,WR,24,12,9,0,0,0,0,0,0,0,0,58,36,533,3,71,109.3,87.3
Artose Pinner,48,,DET,RB,27,16,2,0,0,0,0,0,106,349,3,25,21,181,0,71,98.0,81.5
Marcel Shipp,49,,ARI,RB,27,15,11,0,0,0,0,0,157,451,0,44,35,255,0,71,109.6,84.1
Marcus Pollard,13,,DET,TE,33,16,16,0,0,0,0,0,0,0,0,79,46,516,3,70,118.1,91.6
Braylon Edwards,59,,CLE,WR,22,10,7,0,0,0,0,0,0,0,0,59,32,512,3,69,104.2,85.2
Michael Jenkins,60,,ATL,WR,23,14,12,0,0,0,0,0,0,0,0,71,36,508,3,69,107.3,85.8
Mark Clayton,61,,BAL,WR,23,14,10,0,1,0,0,0,8,33,1,87,44,471,2,68,115.4,90.4
Ben Watson,14,,NWE,TE,25,15,9,0,0,0,0,0,0,0,0,54,29,441,4,68,99.6,81.6
Darrell Jackson,63,,SEA,WR,27,6,6,0,0,0,0,0,1,7,0,55,38,482,3,67,107.9,85.9
Ricky Proehl,62,,CAR,WR,37,16,0,0,0,0,0,0,1,-8,0,50,25,441,4,67,95.3,79.8
Marshall Faulk,50,,STL,RB,32,16,1,0,0,0,0,0,65,292,0,58,44,291,1,66,115.3,86.3
Erron Kinney,15,,TEN,TE,28,14,14,0,0,0,0,0,0,0,0,72,55,543,2,66,124.3,93.8
Shawn Bryson,52,,DET,RB,29,16,2,0,0,0,0,0,64,306,1,47,37,284,0,65,107.5,82.5
Tony Fisher,53,,GNB,RB,26,14,4,1,1,14,0,0,60,173,1,65,48,347,1,65,117.6,86.6
Patrick Pass,51,,NWE,RB,28,12,4,0,0,0,0,0,54,245,3,30,22,227,0,65,92.2,74.2
Aaron Stecker,54,,NOR,RB,30,15,4,0,0,0,0,0,95,363,0,48,35,281,0,64,103.9,78.9
Roddy White,64,,ATL,WR,24,16,8,0,0,0,0,0,4,12,0,69,29,446,3,64,95.3,77.3
J.J. Arrington,56,,ARI,RB,22,15,5,0,0,0,0,0,112,370,2,34,25,139,0,63,93.4,74.4
Jabar Gaffney,67,,HOU,WR,25,16,13,0,0,0,0,0,4,13,0,90,55,492,2,63,120.5,90.0
Dante Hall,66,,KAN,WR,27,16,2,0,0,0,0,0,7,11,0,51,34,436,3,63,103.2,80.7
Greg Lewis,65,,PHI,WR,25,16,16,0,0,0,0,0,2,13,0,105,48,561,1,63,114.4,87.4
Deuce McAllister,55,,NOR,RB,27,5,5,0,0,0,0,0,93,335,3,18,17,117,0,63,86.2,71.7
Jermaine Wiggins,16,,MIN,TE,30,16,8,0,0,0,0,0,0,0,0,92,69,568,1,63,134.8,97.3
Brian Griese,38,,TAM,QB,30,6,6,112,174,1136,7,7,13,12,0,0,0,0,0,61,69.6,65.6
Az-Zahir Hakim,68,,NOR,WR,28,12,2,0,0,0,0,0,0,0,0,58,34,489,2,61,97.4,76.9
Jamie Martin,39,,STL,QB,35,8,5,124,177,1277,5,7,9,6,0,0,0,0,0,60,68.7,64.7
Brandon Stokley,69,,IND,WR,29,15,4,0,0,0,0,0,0,0,0,67,41,543,1,60,104.3,80.8
Troy Brown,71,,NWE,WR,34,13,3,0,0,0,0,0,0,0,0,59,39,466,2,59,100.6,78.1
Dennis Northcutt,70,,CLE,WR,28,16,7,0,0,0,0,0,2,33,0,77,42,441,2,59,110.4,86.4
Charlie Frye,40,,CLE,QB,24,7,5,98,164,1002,4,5,18,60,1,0,0,0,0,58,62.6,56.1
Steve Heiden,17,,CLE,TE,29,15,13,0,0,0,0,0,0,0,0,60,43,401,3,58,104.1,79.6
Robert Ferguson,72,,GNB,WR,26,11,7,0,0,0,0,0,0,0,0,57,27,366,3,57,86.6,70.1
Verron Haynes,57,,PIT,RB,26,14,0,0,0,0,0,0,74,274,3,17,11,113,0,57,72.7,60.2
Josh Reed,73,,BUF,WR,25,16,6,0,0,0,0,0,1,-3,0,53,32,449,2,57,91.6,72.6
Arnaz Battle,74,,SFO,WR,25,10,8,2,2,27,0,0,8,11,0,54,32,363,3,56,91.0,71.5
Adrian Peterson,58,,CHI,RB,26,16,0,0,0,0,0,0,76,391,2,12,7,48,0,56,65.4,58.4
Mike Sellers,75,,WAS,WR,30,15,6,0,0,0,0,0,1,1,1,16,12,72,7,55,67.3,61.3
Ladell Betts,59,,WAS,RB,26,12,0,0,0,0,0,0,89,338,1,17,10,78,1,54,71.1,61.6
Maurice Hicks,60,,SFO,RB,27,14,3,0,0,0,0,0,59,308,3,16,12,47,0,54,68.5,59.5
Devery Henderson,76,,NOR,WR,23,15,3,0,0,0,0,0,1,9,0,50,22,343,3,53,78.2,64.2
Kyle Johnson,61,,DEN,RB,27,16,14,0,0,0,0,0,4,9,1,31,17,160,5,53,72.9,61.4
Shaun McDonald,77,,STL,WR,24,16,2,0,0,0,0,0,1,7,0,74,46,523,0,53,101.5,75.0
Tim Dwight,78,,NWE,WR,30,16,1,0,0,0,0,0,4,11,0,34,19,332,3,52,73.8,60.8
D.J. Hackett,79,,SEA,WR,24,13,3,0,0,0,0,0,0,0,0,43,28,400,2,52,83.0,66.0
Brandon Jacobs,62,,NYG,RB,23,16,0,0,0,0,0,0,38,99,7,0,0,0,0,52,51.4,50.9
Michael Turner,63,,SDG,RB,23,16,0,0,0,0,0,0,57,335,3,1,0,0,0,52,54.5,51.5
Troy Williamson,80,,MIN,WR,22,14,3,0,0,0,0,0,3,28,0,52,24,372,2,52,79.0,64.0
Jeb Putzier,81,,DEN,WR,26,16,4,0,0,0,0,0,0,0,0,58,37,481,0,50,89.6,67.6
Ryan Fitzpatrick,41,,STL,QB,23,4,3,76,135,777,4,8,14,64,2,0,0,0,0,49,59.0,54.5
Jeff Garcia,43,,DET,QB,35,6,5,102,173,937,3,6,17,51,1,0,0,0,0,49,57.1,53.6
Cedric Houston,64,,NYJ,RB,23,12,4,0,0,0,0,0,81,302,2,10,8,66,0,49,59.3,51.8
Bryant Johnson,83,,ARI,WR,24,14,4,0,0,0,0,0,1,0,0,72,40,432,1,49,92.2,69.2
Koren Robinson*,82,,MIN,WR,25,14,5,0,0,0,0,0,4,27,1,37,22,347,1,49,79.4,64.4
Matt Schaub,42,,ATL,QB,24,16,1,33,64,495,4,0,9,76,0,0,0,0,0,49,51.9,48.4
Alex Smith,18,,TAM,TE,23,16,10,0,0,0,0,0,0,0,0,61,41,367,2,49,92.7,69.2
Courtney Anderson,19,,OAK,TE,25,14,13,0,0,0,0,0,0,0,0,48,24,303,3,48,74.8,59.3
Justin Gage,84,,CHI,WR,24,15,11,0,0,0,0,0,0,0,0,55,31,346,2,47,80.6,62.1
Ryan Moats,65,,PHI,RB,23,7,1,0,0,0,0,0,55,278,3,6,4,7,0,47,52.0,45.5
Patrick Crayton,85,,DAL,WR,26,11,0,0,0,0,0,0,1,0,0,35,22,341,2,46,69.6,54.1
Zachary Hilton,20,,NOR,TE,25,15,6,0,0,0,0,0,0,0,0,56,35,396,1,46,83.6,63.1
Travis Henry,66,,TEN,RB,27,10,1,0,0,0,0,0,88,335,0,20,13,117,0,45,63.2,49.7
Alvin Pearman,67,,JAX,RB,23,16,0,0,0,0,0,0,39,149,1,36,32,240,0,45,80.9,56.9
Dominic Rhodes,68,,IND,RB,26,13,1,0,0,0,0,0,40,118,4,16,12,88,0,45,58.6,48.6
Reggie Williams,87,,JAX,WR,22,16,7,0,0,0,0,0,2,3,0,63,35,445,0,45,81.8,60.3
Cedrick Wilson,86,,PIT,WR,27,16,1,0,0,0,0,0,1,0,0,53,26,451,0,45,73.6,57.1
Wes Welker,88,,MIA,WR,24,16,1,0,0,0,0,0,1,5,0,52,29,434,0,44,73.4,53.4
Reche Caldwell,90,,SDG,WR,26,16,2,0,0,0,0,0,2,10,0,43,28,352,1,42,72.2,54.2
Daniel Graham,22,,NWE,TE,27,11,9,0,0,0,0,0,0,0,0,25,16,235,3,42,60.0,48.5
Brandon Jones,91,,TEN,WR,23,10,8,0,0,0,0,0,1,1,0,47,23,299,2,42,68.0,53.5
David Martin,21,,GNB,TE,26,12,8,0,0,0,0,0,0,0,0,39,27,224,3,42,72.4,55.9
Scottie Vines,89,,DET,WR,26,13,11,0,0,0,0,0,1,7,0,71,40,417,0,42,85.4,62.4
Roydell Williams,92,,TEN,WR,24,10,2,0,0,0,0,0,0,0,0,39,21,299,2,42,65.9,52.4
Keary Colbert,94,,CAR,WR,23,16,16,0,0,0,0,0,1,6,0,55,25,282,2,41,68.3,52.3
Kevin Faulk,69,,NWE,RB,29,8,2,0,0,0,0,0,51,145,0,37,29,260,0,41,74.0,52.0
Donald Lee,23,,GNB,TE,25,15,5,0,0,0,0,0,0,0,0,55,33,294,2,41,77.4,57.9
Mike Williams,93,,DET,WR,21,14,4,0,0,0,0,0,0,0,0,57,29,350,1,41,72.0,53.5
Ahman Green,70,,GNB,RB,28,5,5,0,0,0,0,0,77,255,0,27,19,147,0,40,64.7,48.7
Maurice Morris,72,,SEA,RB,26,16,2,0,0,0,0,0,71,288,1,6,5,48,0,40,47.6,42.1
LaBrandon Toefield,71,,JAX,RB,25,9,2,0,0,0,0,0,36,142,4,7,3,17,0,40,45.9,41.4
