 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.1,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Rob Moore,25,59,ARI,WR,28,16,16,0,0,0,0,0,0,0,0,146,58,1016,4,128,188.6,156.6
Dorsey Levens,19,60,GNB,RB,26,16,1,0,0,0,0,0,121,566,5,33,31,226,5,139,175.2,152.7
Jamie Asher,7,61,WAS,TE,24,16,12,0,0,0,0,0,0,0,0,74,42,481,4,72,117.1,93.1
Tony McGee,8,62,CIN,TE,25,16,16,0,0,0,0,0,0,0,0,63,38,446,4,69,109.6,87.6
Raymont Harris,20,63,CHI,RB,26,12,10,0,0,0,0,0,194,748,4,43,32,296,1,134,170.9,147.4
Terance Mathis,26,64,ATL,WR,29,16,16,0,0,0,0,0,0,0,0,114,69,771,7,121,193.1,155.6
Charles Johnson,27,65,PIT,WR,24,16,12,0,0,0,0,0,0,0,0,101,60,1008,3,121,183.3,149.8
Ted Popson,9,66,SFO,TE,30,15,6,0,0,0,0,0,0,0,0,35,26,301,6,66,95.1,79.1
Gus Frerotte*,11,67,WAS,QB,25,16,16,270,470,3453,12,11,28,16,0,0,0,0,0,166,173.7,164.7
Leonard Russell,21,68,SDG,RB,27,15,15,0,0,0,0,0,219,713,7,18,13,180,0,131,147.3,131.8
Brian Kinchen,10,69,BAL,TE,31,16,16,0,0,0,0,0,0,0,0,76,55,581,1,64,121.6,90.6
Andre Hastings,28,70,PIT,WR,26,16,10,0,0,0,0,0,4,71,0,115,72,739,6,117,190.5,150.0
Pete Mitchell,11,71,JAX,TE,25,16,7,0,0,0,0,0,0,0,0,77,52,575,1,64,118.0,88.5
Mark Carrier,29,72,CAR,WR,31,16,15,0,0,0,0,0,0,0,0,104,58,808,6,117,177.8,145.8
Edgar Bennett,22,73,GNB,RB,27,16,15,0,0,0,0,0,222,899,2,39,31,176,1,130,165.5,143.0
Mike Alstott,23,74,TAM,RB,23,16,16,0,0,0,0,0,96,377,3,81,65,557,3,129,198.4,157.9
Harold Morrow,4,75,MIN,,23,8,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Ty Detmer,12,76,PHI,QB,29,13,11,238,401,2911,15,13,31,59,1,0,0,0,0,162,174.8,168.3
Rickey Dudley,12,77,OAK,TE,24,16,15,0,0,0,0,0,0,0,0,70,34,386,4,63,99.1,78.6
Cory Schlesinger,2,78,DET,,24,16,1,0,0,0,0,0,0,0,0,,0,0,0,,,
Dan Marino,13,,MIA,QB,35,13,13,221,373,2795,17,9,11,-3,0,0,0,0,0,162,171.5,166.5
Troy Aikman*,14,,DAL,QB,30,15,15,296,465,3126,12,13,35,42,1,0,0,0,0,161,174.2,168.2
Jim Harbaugh,15,,IND,QB,33,14,14,232,405,2630,13,11,48,192,1,0,0,0,0,160,173.4,163.4
Brad Johnson,16,,MIN,QB,28,12,8,195,311,2258,17,10,34,90,1,0,0,0,0,159,169.8,164.3
Stan Humphries,17,,SDG,QB,31,13,13,232,416,2670,18,13,21,28,0,0,0,0,0,156,168.1,161.6
Tony Banks,18,,STL,QB,23,14,13,192,368,2544,15,15,61,212,0,1,0,0,0,155,165.5,149.0
Jim Kelly,19,,BUF,QB,36,13,13,222,379,2810,14,19,19,66,2,0,0,0,0,151,168.5,161.0
Kerry Collins*,20,,CAR,QB,24,13,12,204,364,2454,14,9,32,38,0,0,0,0,0,142,151.0,145.0
Mike Tomczak,21,,PIT,QB,34,16,15,222,401,2767,15,17,22,-7,0,0,0,0,0,140,156.5,150.0
Trent Dilfer,22,,TAM,QB,24,16,16,267,482,2859,12,19,32,124,0,0,0,0,0,139,158.8,147.8
Chris Chandler,23,,HOU,QB,31,12,12,184,320,2099,16,11,28,113,0,0,0,0,0,137,150.3,140.3
Dave Krieg,24,,CHI,QB,38,13,12,226,377,2278,14,12,16,12,1,1,1,5,0,131,143.8,137.3
Terry Kirby,24,,SFO,RB,26,14,10,1,2,24,1,0,134,559,3,69,52,439,1,129,186.3,153.8
Steve Bono,26,,KAN,QB,34,14,13,235,438,2572,12,13,26,27,0,0,0,0,0,128,141.1,135.6
Jim Everett,25,,NOR,QB,33,15,15,267,464,2797,12,16,22,3,0,0,0,0,0,128,142.2,134.2
Bam Morris,25,,BAL,RB,24,11,7,0,0,0,0,0,172,737,4,31,25,242,1,128,158.9,140.4
Lamar Smith,26,,SEA,RB,26,16,2,0,0,0,0,0,153,680,8,16,9,58,0,128,137.8,128.3
Frank Reich,27,,NYJ,QB,35,10,7,175,331,2205,15,16,18,31,0,0,0,0,0,123,137.8,130.3
Dave Brown,28,,NYG,QB,26,16,16,214,398,2412,12,20,50,170,0,0,0,0,0,121,143.0,132.5
Boomer Esiason,29,,ARI,QB,35,10,8,190,339,2293,11,14,15,52,1,0,0,0,0,121,135.4,129.9
Earnest Byner,27,,BAL,RB,34,16,8,0,0,0,0,0,159,634,4,44,30,270,1,120,155.9,134.4
Chris Jones,30,,PHI,WR,25,16,16,0,0,0,0,0,0,0,0,114,70,859,5,116,188.4,149.9
Jeff Graham,31,,NYJ,WR,27,11,9,0,0,0,0,0,0,0,0,85,50,788,6,115,167.8,139.8
Napoleon Kaufman,28,,OAK,RB,23,16,9,0,0,0,0,0,150,874,1,26,22,143,1,114,140.2,121.7
Darnay Scott,32,,CIN,WR,24,16,16,0,0,0,0,0,3,4,0,115,58,833,5,114,174.7,142.7
Henry Ellard,33,,WAS,WR,35,16,16,0,0,0,0,0,0,0,0,98,52,1014,2,113,168.4,139.4
Chris Sanders,34,,HOU,WR,24,16,15,0,0,0,0,0,0,0,0,105,48,882,4,112,163.2,136.2
Johnnie Morton,35,,DET,WR,25,16,15,0,0,0,0,0,9,35,0,97,55,714,6,111,168.4,137.4
Quinn Early,37,,BUF,WR,31,16,13,0,0,0,0,0,3,39,0,91,50,798,4,110,162.7,134.7
Kent Graham,30,,ARI,QB,28,10,8,146,274,1624,12,7,21,87,0,0,0,0,0,110,117.2,111.7
Michael Irvin,36,,DAL,WR,30,11,11,0,0,0,0,0,0,0,0,105,64,962,2,110,176.7,141.2
Wayne Chrebet,38,,NYJ,WR,23,16,9,0,0,0,0,0,0,0,0,128,84,909,3,109,193.4,145.9
Harold Green,29,,STL,RB,28,16,5,0,0,0,0,0,127,523,4,58,37,246,1,109,150.9,125.4
Garrison Hearst,30,,CIN,RB,25,16,12,0,0,0,0,0,225,847,0,22,12,131,1,106,123.3,110.8
Michael Haynes,40,,NOR,WR,31,16,10,0,0,0,0,0,0,0,0,87,44,786,4,105,151.1,125.6
LeShon Johnson,31,,ARI,RB,25,15,8,0,0,0,0,0,141,634,3,20,15,176,1,105,123.5,107.5
Frank Sanders,39,,ARI,WR,23,16,16,0,0,0,0,0,2,-4,0,130,69,813,4,105,176.4,138.4
Shawn Jefferson,41,,NWE,WR,27,15,15,0,0,0,0,0,1,6,0,92,50,771,4,102,153.7,124.7
Greg Hill,32,,KAN,RB,24,15,1,0,0,0,0,0,135,645,4,5,3,60,1,101,106.0,101.0
Anthony Miller,42,,DEN,WR,31,16,16,0,0,0,0,0,3,39,1,110,56,735,3,101,160.4,129.4
Darick Holmes,33,,BUF,RB,25,16,1,0,0,0,0,0,189,571,4,21,16,102,1,99,120.3,105.3
Chris Calloway,43,,NYG,WR,28,16,15,0,0,0,0,0,1,2,0,109,53,739,4,98,153.6,123.6
Derrick Fenner,34,,OAK,RB,29,16,11,0,0,0,0,0,67,245,4,45,31,252,4,98,134.7,113.2
Kimble Anders*,36,,KAN,RB,30,16,15,0,0,0,0,0,54,201,2,88,60,529,2,97,163.0,127.0
Ki-Jana Carter,35,,CIN,RB,23,16,4,0,0,0,0,0,91,264,8,35,22,169,1,97,124.3,106.3
Rodney Hampton,37,,NYG,RB,27,15,15,0,0,0,0,0,254,827,1,22,15,82,0,97,113.4,101.4
Ed McCaffrey,44,,DEN,WR,28,15,15,0,0,0,0,0,0,0,0,76,48,553,7,97,148.3,121.3
Eric Metcalf,45,,ATL,WR,28,16,11,0,0,0,0,0,3,8,0,90,54,599,6,97,152.2,120.7
Lawrence Phillips,38,,STL,RB,21,15,11,0,0,0,0,0,193,632,4,12,8,28,1,96,106.0,98.0
Kordell Stewart,31,,PIT,QB,24,16,2,11,30,100,0,2,39,171,5,42,17,293,3,96,120.9,105.9
Don Beebe,46,,GNB,WR,32,16,6,0,0,0,0,0,0,0,0,76,39,699,4,94,147.4,124.4
Thomas Lewis,47,,NYG,WR,24,13,11,0,0,0,0,0,0,0,0,98,53,694,4,93,149.4,119.9
Steve McNair,32,,HOU,QB,23,9,4,88,143,1197,6,4,31,169,2,0,0,0,0,93,99.3,89.8
Chris Penn,48,,KAN,WR,25,16,16,0,0,0,0,0,0,0,0,90,49,628,5,93,143.3,114.3
Robert Smith,39,,MIN,RB,24,8,7,0,0,0,0,0,162,692,3,14,7,39,0,91,100.1,92.6
John Friesz,33,,SEA,QB,29,8,6,120,211,1629,8,4,12,1,0,0,0,0,0,89,92.8,86.3
Rick Mirer,34,,SEA,QB,26,11,9,136,265,1546,5,12,33,191,2,0,0,0,0,89,104.9,96.9
Terrell Fletcher,40,,SDG,RB,23,16,0,0,0,0,0,0,77,282,0,86,61,476,2,88,154.3,117.3
Mario Bates,41,,NOR,RB,23,14,10,0,0,0,0,0,164,584,4,16,13,44,0,87,100.8,89.3
Willie Davis,50,,HOU,WR,29,16,14,0,0,0,0,0,1,15,0,71,39,464,6,84,125.4,102.4
James Jett,49,,OAK,WR,26,16,16,0,0,0,0,0,0,0,0,84,43,601,4,84,130.1,105.6
Michael Timpson,51,,CHI,WR,29,15,15,0,0,0,0,0,3,21,0,109,62,802,0,82,146.3,111.3
Sean Dawkins,52,,IND,WR,25,15,14,0,0,0,0,0,0,0,0,91,54,751,1,81,137.6,107.1
Leroy Hoard,42,,3TM,RB,28,11,7,0,0,0,0,0,125,492,3,16,11,133,0,81,96.0,83.0
Willie Green,54,,CAR,WR,30,15,10,0,0,0,0,0,1,1,0,75,46,614,3,80,128.5,102.5
Ronnie Harmon,53,,HOU,WR,32,16,6,0,0,0,0,0,29,131,1,59,42,488,2,80,127.9,100.9
Errict Rhett,43,,TAM,RB,26,9,7,0,0,0,0,0,176,539,3,4,4,11,1,79,84.5,78.0
Torrance Small,55,,NOR,WR,26,16,13,0,0,0,0,0,4,51,1,89,50,558,2,79,131.4,102.9
Rashaan Salaam,44,,CHI,RB,22,12,6,0,0,0,0,0,143,496,3,8,7,44,1,78,86.5,78.5
Andre Rison,56,,2TM,WR,29,15,13,0,0,0,0,0,0,0,0,90,47,593,3,77,126.8,99.8
Elvis Grbac,35,,SFO,QB,26,15,4,122,197,1236,8,10,23,21,2,0,0,0,0,76,88.5,85.5
Charlie Jones,57,,SDG,WR,24,14,4,0,0,0,0,0,0,0,0,75,41,524,4,76,120.4,96.9
Terrell Owens,58,,SFO,WR,23,16,10,0,0,0,0,0,0,0,0,58,35,520,4,76,113.5,92.5
Ray Zellars,45,,NOR,RB,23,9,6,0,0,0,0,0,120,475,4,15,9,45,0,76,87.0,78.5
Bobby Engram,59,,CHI,WR,23,16,2,0,0,0,0,0,0,0,0,62,33,389,6,75,109.9,89.4
Warren Moon,36,,MIN,QB,40,8,8,134,247,1610,7,9,9,6,0,0,0,0,0,75,83.5,77.0
Fred Barnett,60,,MIA,WR,30,9,7,0,0,0,0,0,0,0,0,63,36,562,3,74,112.7,91.2
Leslie Shepherd,61,,WAS,WR,27,12,6,0,0,0,0,0,6,96,2,45,23,344,3,74,100.0,85.5
Natrone Means,46,,JAX,RB,24,14,4,0,0,0,0,0,152,507,2,9,7,45,1,73,81.7,73.7
Aaron Craver,47,,DEN,RB,28,15,15,0,1,0,0,0,59,232,2,51,39,297,1,71,115.4,89.4
Willie Jackson,62,,JAX,WR,25,16,2,0,0,0,0,0,1,2,0,42,33,486,3,71,106.8,87.3
Amp Lee,48,,MIN,RB,25,16,3,0,0,0,0,0,51,161,0,71,54,422,2,70,129.3,95.3
Brian Blades,63,,SEA,WR,31,11,9,0,0,0,0,0,0,0,0,70,43,556,2,68,113.1,88.1
Erric Pegram,49,,PIT,RB,27,12,4,0,0,0,0,0,97,509,1,27,17,112,0,68,96.6,81.6
Tyrone Wheatley,50,,NYG,RB,24,14,0,1,1,24,1,0,112,400,1,17,12,51,2,68,80.1,68.1
Craig Heyward,51,,ATL,RB,30,15,5,0,0,0,0,0,72,321,3,19,16,168,0,67,88.9,74.9
Eric Bieniemy,52,,CIN,RB,27,16,0,0,0,0,0,0,56,269,2,46,32,272,0,66,103.6,81.1
Steve Beuerlein,37,,CAR,QB,31,8,4,69,123,879,8,2,12,17,0,0,0,0,0,65,65.4,57.9
Randal Hill,64,,MIA,WR,27,14,5,0,0,0,0,0,0,0,0,44,21,409,4,65,88.4,74.4
Irving Spikes,53,,MIA,RB,26,15,1,0,0,0,0,0,87,316,3,11,8,81,1,64,74.2,66.7
Harvey Williams,54,,OAK,RB,29,13,5,1,2,18,1,0,121,431,0,29,22,143,0,62,88.6,70.1
Andre Coleman,65,,SDG,WR,24,16,10,0,0,0,0,0,2,0,0,73,36,486,2,61,97.6,74.6
Daryl Hobbs,66,,OAK,WR,28,16,1,1,1,7,0,0,0,0,0,75,44,423,3,61,105.6,78.6
Derek Loville,55,,SFO,RB,28,12,6,0,0,0,0,0,70,229,2,26,16,138,2,61,82.7,68.7
Richie Anderson,56,,NYJ,RB,25,16,13,0,0,0,0,0,47,150,1,71,44,385,0,60,109.5,81.5
Eric Bjornson,13,,DAL,TE,25,14,10,0,0,0,0,0,0,0,0,64,48,388,3,59,109.3,81.8
Robert Brooks,69,,GNB,WR,26,7,7,0,0,0,0,0,4,2,0,41,23,344,4,59,84.6,70.1
Courtney Hawkins,68,,TAM,WR,27,16,16,0,0,0,0,0,1,-13,0,94,46,544,1,59,107.6,81.1
Floyd Turner,67,,BAL,WR,30,11,6,0,0,0,0,0,2,12,0,64,38,461,2,59,100.3,78.3
Steve Tasker,70,,BUF,WR,34,8,5,0,0,0,0,0,9,31,0,33,21,372,3,58,80.8,65.8
Michael Westbrook,71,,WAS,WR,24,11,6,0,0,0,0,0,2,2,0,62,34,505,1,57,93.7,73.7
William Floyd,57,,SFO,RB,24,9,8,0,0,0,0,0,47,186,2,36,26,197,1,56,86.3,65.3
Webster Slaughter,72,,NYJ,WR,32,10,1,0,0,0,0,0,0,0,0,60,32,434,2,55,90.4,71.4
Robb Thomas,73,,TAM,WR,30,12,8,0,0,0,0,0,0,0,0,53,33,427,2,55,90.7,71.2
Sean LaChapelle,74,,KAN,WR,26,12,8,0,0,0,0,0,0,0,0,48,27,422,2,54,84.2,67.7
Derek Russell,75,,HOU,WR,27,16,5,0,0,0,0,0,0,0,0,59,34,421,2,54,91.1,71.1
Deion Sanders*+,76,,DAL,WR,29,16,15,0,0,0,0,0,3,2,0,67,36,475,1,54,97.7,75.7
Charles Way,58,,NYG,RB,24,16,12,0,0,0,0,0,22,79,1,45,32,328,1,53,87.7,68.7
Neil O'Donnell,38,,NYJ,QB,30,6,6,110,188,1147,4,7,6,30,0,0,0,0,0,51,59.9,55.9
Rodney Peete,39,,PHI,QB,30,5,5,80,134,992,3,5,20,31,1,0,0,0,0,51,57.8,53.8
Kevin Turner,59,,PHI,RB,27,16,12,0,0,0,0,0,18,39,0,56,43,409,1,51,96.3,71.3
Reggie Brooks,60,,TAM,RB,25,11,4,0,0,0,0,0,112,368,2,6,3,13,0,50,55.6,50.6
Rich Gannon,40,,KAN,QB,31,4,3,54,90,491,6,1,12,81,0,0,0,0,0,50,53.2,49.7
Charlie Garner,63,,PHI,RB,24,15,1,0,0,0,0,0,66,346,1,17,14,92,0,50,66.3,55.8
Marc Logan,62,,WAS,RB,31,14,9,0,0,0,0,0,20,111,2,34,23,269,0,50,78.5,60.5
Stanley Pritchett,61,,MIA,RB,23,16,16,0,0,0,0,0,7,27,0,50,33,354,2,50,84.6,63.6
Brent Jones,14,,SFO,TE,33,11,10,0,0,0,0,0,0,0,0,48,33,428,1,49,84.8,65.3
Tommy Vardell,64,,SFO,RB,27,11,7,0,0,0,0,0,58,192,2,38,28,179,0,49,83.1,63.1
Craig Erickson,41,,MIA,QB,27,7,3,55,99,780,4,2,11,16,0,0,0,0,0,47,49.8,44.8
Leeland McElroy,65,,ARI,RB,22,16,6,0,0,0,0,0,89,305,1,10,5,41,1,47,53.1,46.1
Muhsin Muhammad,77,,CAR,WR,23,9,5,0,0,0,0,0,1,-1,0,49,25,407,1,47,74.6,59.1
Lonnie Johnson,15,,BUF,TE,25,16,15,0,0,0,0,0,0,0,0,79,46,457,0,46,94.2,67.7
Lamont Warren,66,,IND,RB,23,13,3,0,0,0,0,0,67,230,1,34,22,174,0,46,72.9,54.4
Joe Aska,67,,OAK,RB,24,15,2,0,0,0,0,0,62,326,1,12,8,63,0,45,55.4,47.9
Jason Dunn,16,,PHI,TE,23,16,12,0,0,0,0,0,0,0,0,31,15,332,2,45,63.2,52.7
Sean Salisbury,42,,SDG,QB,33,16,3,82,161,984,5,8,6,14,0,0,0,0,0,45,54.3,49.8
J.J. Birden,79,,ATL,WR,31,12,12,0,0,0,0,0,0,0,0,61,30,319,2,44,75.9,56.9
Marcus Dowdell,80,,ARI,WR,26,15,0,0,0,0,0,0,0,0,0,41,20,318,2,44,63.8,47.8
Eric Moulds,78,,BUF,WR,23,16,5,0,0,0,0,0,12,44,0,37,20,279,2,44,72.8,59.3
Keith Byars,17,,2TM,TE,33,14,10,0,0,0,0,0,2,2,0,48,32,289,2,43,78.1,59.1
Sam Gash,68,,NWE,RB,27,14,9,0,0,0,0,0,8,15,0,44,33,276,2,43,79.1,59.6
Jackie Harris,18,,TAM,TE,28,13,12,0,0,0,0,0,0,0,0,60,30,349,1,43,75.4,56.9
Ricky Proehl,81,,SEA,WR,28,16,7,0,0,0,0,0,0,0,0,48,23,309,2,43,68.9,54.4
Paul Justin,43,,IND,QB,28,8,2,74,127,839,2,0,2,7,0,0,0,0,0,42,44.8,41.3
Dave Moore,19,,TAM,TE,27,16,8,0,0,0,0,0,0,0,0,43,27,237,3,42,71.7,55.2
Todd Collins,44,,BUF,QB,25,7,3,55,99,739,4,5,21,43,0,0,0,0,0,40,46.4,41.9
Haywood Jeffires,83,,NOR,WR,32,9,1,0,0,0,0,0,0,0,0,31,20,215,3,40,62.0,48.5
Mike Pritchard,82,,SEA,WR,27,16,5,0,0,0,0,0,2,13,0,63,21,328,1,40,64.1,50.6
Tyrone Brown,85,,ATL,WR,23,9,4,0,0,0,0,0,0,0,0,55,28,325,1,39,69.5,52.5
Pat Carter,21,,ARI,TE,30,16,16,0,0,0,0,0,0,0,0,33,26,329,1,39,67.9,51.9
Mark Chmura,20,,GNB,TE,27,13,13,0,0,0,0,0,0,0,0,48,28,370,0,39,68.0,51.0
William Henderson,69,,GNB,RB,25,16,11,0,0,0,0,0,39,130,0,33,27,203,1,39,71.8,51.8
Daryl Johnston,70,,DAL,RB,30,16,15,0,0,0,0,0,22,48,0,55,43,278,1,39,84.1,59.1
Kevin Williams,84,,DAL,WR,25,10,9,0,0,0,0,0,4,11,0,51,27,323,1,39,69.4,52.9
Lorenzo Neal,71,,NOR,RB,26,16,11,0,0,0,0,0,21,58,1,42,31,194,1,37,70.7,51.7
Anthony Edwards,87,,ARI,WR,30,16,1,0,0,0,0,0,1,-8,0,50,29,311,1,36,67.8,49.8
Rod Smith,88,,DEN,WR,26,10,1,0,0,0,0,0,1,1,0,28,16,237,2,36,54.3,42.8
Yancey Thigpen,86,,PIT,WR,27,6,2,0,0,0,0,0,0,0,0,25,12,244,2,36,51.4,42.4
Troy Drayton,22,,2TM,TE,26,13,13,0,0,0,0,0,0,0,0,39,28,331,0,35,66.1,49.1
Jeff George,45,,ATL,QB,29,3,3,56,99,698,3,3,5,10,0,0,0,0,0,35,39.4,34.9
Howard Griffith,72,,CAR,RB,29,16,14,0,0,0,0,0,12,7,1,48,27,223,1,35,64.5,47.5
Alvin Harper,90,,TAM,WR,28,12,7,0,0,0,0,0,0,0,0,46,19,289,1,35,56.4,43.4
Rocket Ismail,89,,CAR,WR,27,13,5,0,0,0,0,0,8,80,1,33,12,214,0,35,50.4,41.4
Billy Joe Hobert,46,,OAK,QB,25,8,3,57,104,667,4,5,2,13,0,,0,0,0,34,39.0,33.0
Don Majkowski,47,,DET,QB,32,5,2,55,102,554,3,3,14,38,0,0,0,0,0,34,37.5,32.0
Rodney Thomas,73,,HOU,RB,23,16,0,0,0,0,0,0,49,151,1,17,13,128,0,34,52.9,40.4
