 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-2.5,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Justin Fargas,23,64,OAK,RB,27,14,7,0,0,0,0,0,222,1009,4,32,23,188,0,144,171.2,152.2
Shaun McDonald,24,65,DET,WR,26,16,7,0,0,0,0,0,4,2,0,127,79,943,6,131,211.0,167.0
Dwayne Bowe,25,66,KAN,WR,23,16,15,0,0,0,0,0,0,0,0,116,70,995,5,130,202.5,164.5
Jerricho Cotchery,26,67,NYJ,WR,25,15,15,0,0,0,0,0,5,38,0,127,82,1130,2,129,213.3,168.8
Tony Scheffler,10,68,DEN,TE,24,16,7,0,0,0,0,0,0,0,0,65,49,549,5,85,136.4,108.4
Bernard Berrian,27,69,CHI,WR,27,16,15,0,0,0,0,0,0,0,0,128,71,951,5,125,198.6,159.6
Jeremy Shockey,11,70,NYG,TE,27,14,14,0,0,0,0,0,1,6,0,93,57,619,3,81,140.5,109.0
Nate Burleson,28,71,SEA,WR,26,16,12,0,0,0,0,0,2,4,0,96,50,694,9,124,187.3,157.8
Reggie Williams,29,72,JAX,WR,24,15,6,0,0,0,0,0,1,8,0,60,38,629,10,124,163.2,139.7
Reagan Maui'a,1,73,MIA,,23,16,9,0,0,0,0,0,4,5,0,3,2,5,0,1,2.5,1.0
Donovan McNabb,10,74,PHI,QB,31,14,14,291,473,3324,19,7,50,236,0,0,0,0,0,219,227.1,216.6
Jay Cutler,11,75,DEN,QB,24,16,16,297,467,3497,20,14,44,205,1,0,0,0,0,218,232.9,221.4
Desmond Clark,12,76,CHI,TE,30,16,16,0,0,0,0,0,0,0,0,67,44,545,4,79,125.0,99.5
Fred McCrary,3,77,SEA,,35,6,0,0,0,0,0,0,0,0,0,,0,0,0,,,
Laurence Maroney,24,78,NWE,RB,22,13,6,0,0,0,0,0,185,835,6,8,4,116,0,133,143.1,135.1
Kurt Warner,12,,ARI,QB,36,14,11,281,451,3417,27,17,17,15,1,0,0,0,0,218,232.2,223.2
Jon Kitna,13,,DET,QB,35,16,16,355,561,4068,18,20,25,63,0,1,1,9,0,202,217.4,205.4
Eli Manning,14,,NYG,QB,26,16,16,297,529,3336,23,20,29,69,1,0,0,0,0,198,214.8,205.3
David Garrard,15,,JAX,QB,29,12,12,208,325,2509,18,3,49,185,1,0,0,0,0,193,200.4,192.9
Philip Rivers,16,,SDG,QB,26,16,16,277,460,3152,21,15,29,33,1,0,0,0,0,189,201.9,193.4
Jason Campbell,17,,WAS,QB,26,13,13,250,417,2700,12,11,36,185,1,0,0,0,0,163,173.0,160.5
Vince Young,18,,TEN,QB,24,15,15,238,382,2546,9,17,93,395,3,0,0,0,0,161,179.3,168.3
Jeff Garcia*,19,,TAM,QB,37,13,13,209,327,2440,13,4,35,116,1,0,0,0,0,159,167.2,159.2
Tarvaris Jackson,20,,MIN,QB,24,12,12,171,294,1911,9,12,54,260,3,0,0,0,0,136,151.9,143.4
Ronnie Brown,25,,MIA,RB,26,7,7,0,0,0,0,0,119,602,4,46,39,389,1,131,176.1,150.6
DeShaun Foster,26,,CAR,RB,27,16,16,0,0,0,0,0,247,876,3,36,25,182,1,130,157.3,135.3
Kevin Jones,27,,DET,RB,25,13,10,0,0,0,0,0,153,581,8,44,32,197,0,126,162.8,139.8
Ron Dayne,28,,HOU,RB,29,13,8,0,0,0,0,0,194,773,6,26,17,112,0,125,147.0,132.0
Chris Chambers,30,,2TM,WR,29,16,12,0,0,0,0,0,3,12,0,129,66,970,4,122,190.7,154.2
Warrick Dunn,29,,ATL,RB,32,16,15,0,0,0,0,0,227,720,4,59,37,238,0,120,161.8,136.3
DeAngelo Williams,30,,CAR,RB,24,16,0,0,0,0,0,0,144,717,4,38,23,175,1,119,147.7,129.7
Hines Ward,31,,PIT,WR,31,13,13,0,0,0,0,0,3,11,0,113,71,732,7,118,192.3,153.8
Donald Driver*,32,,GNB,WR,32,15,14,0,0,0,0,0,2,4,0,122,82,1048,2,117,201.7,157.2
Cleo Lemon,21,,MIA,QB,28,9,7,173,309,1773,6,6,31,102,4,0,0,0,0,117,125.6,116.1
Sage Rosenfels,22,,HOU,QB,29,9,5,154,240,1684,15,12,21,51,1,0,0,0,0,116,129.5,124.5
Lee Evans,33,,BUF,WR,26,16,16,0,0,0,0,0,0,0,0,113,55,849,5,115,172.9,142.4
Adrian Peterson,31,,CHI,RB,28,16,5,1,1,9,1,0,151,510,3,65,51,420,0,115,170.9,137.9
Maurice Morris,32,,SEA,RB,28,14,6,0,0,0,0,0,140,628,4,32,23,213,1,114,142.6,124.6
Roy Williams,34,,DET,WR,26,12,12,0,0,0,0,0,2,1,0,105,64,838,5,114,179.9,143.9
Matt Schaub,23,,HOU,QB,26,11,11,192,289,2241,9,9,17,52,0,0,0,0,0,113,121.3,114.8
Patrick Crayton,35,,DAL,WR,28,15,13,0,0,0,0,0,0,0,0,81,50,697,7,112,163.7,134.7
Marc Bulger,24,,STL,QB,30,12,12,221,378,2392,11,15,9,13,0,0,0,0,0,111,126.0,120.0
Calvin Johnson,36,,DET,WR,22,15,10,0,0,0,0,0,4,52,1,93,48,756,4,111,161.3,133.8
Najeh Davenport,33,,PIT,RB,28,15,1,0,0,0,0,0,107,499,5,27,18,184,2,110,133.8,118.3
Shaun Alexander,34,,SEA,RB,30,13,10,0,0,0,0,0,207,716,4,25,14,76,1,109,125.2,114.2
Damon Huard,25,,KAN,QB,34,11,10,206,332,2257,11,13,9,-1,0,0,0,0,0,108,121.7,116.2
Jerry Porter,38,,OAK,WR,29,16,16,0,0,0,0,0,0,0,0,102,44,705,6,107,153.5,128.5
Kevin Walter,37,,HOU,WR,26,16,15,0,0,0,0,0,5,30,0,106,65,800,4,107,181.0,145.5
Reggie Brown,39,,PHI,WR,26,16,14,0,0,0,0,0,5,36,0,111,61,780,4,106,169.1,135.1
Cedric Benson,35,,CHI,RB,25,11,11,0,0,0,0,0,196,674,4,27,17,123,0,104,125.2,109.2
Joey Harrington,26,,ATL,QB,29,12,10,215,348,2215,7,8,14,33,0,1,1,4,0,104,116.3,112.8
Chad Pennington,27,,NYJ,QB,31,9,8,179,260,1765,10,9,20,32,1,0,0,0,0,104,113.3,107.8
Derrick Ward,36,,NYG,RB,27,8,5,0,0,0,0,0,125,602,3,40,26,179,1,102,133.1,113.1
Selvin Young,37,,DEN,RB,24,15,8,0,0,0,0,0,140,729,1,43,35,231,0,102,142.0,117.5
Laveranues Coles,40,,NYJ,WR,30,12,10,0,0,0,0,0,0,0,0,89,55,646,6,101,158.6,128.1
Ronald Curry,42,,OAK,WR,28,16,13,0,1,0,0,0,1,1,0,97,55,717,4,100,157.8,127.3
Travis Henry,38,,DEN,RB,29,12,7,0,0,0,0,0,167,691,4,14,7,65,0,100,108.1,100.1
Santana Moss,41,,WAS,WR,28,14,14,0,0,0,0,0,3,13,0,115,61,808,3,100,163.1,128.6
Larry Johnson,39,,KAN,RB,28,8,8,0,1,0,0,0,158,559,3,41,30,186,1,99,134.0,112.5
LaMont Jordan,40,,OAK,RB,29,12,7,0,0,0,0,0,144,549,3,34,28,247,0,98,131.6,111.6
Isaac Bruce,43,,STL,WR,35,14,12,0,0,0,0,0,2,-4,0,101,55,733,4,97,154.9,124.4
David Patten,44,,NOR,WR,33,16,5,0,0,0,0,0,2,-5,0,87,54,792,3,97,152.7,121.7
Arnaz Battle,45,,SFO,WR,27,16,15,0,0,0,0,0,4,4,1,104,50,600,5,96,147.9,118.4
Aaron Stecker,41,,NOR,RB,32,16,6,0,0,0,0,0,115,448,5,43,36,211,0,96,137.4,112.9
Kyle Boller,28,,BAL,QB,26,12,8,168,275,1743,9,10,19,89,0,1,0,0,0,95,105.1,99.6
Jerious Norwood,42,,ATL,RB,24,15,2,0,0,0,0,0,103,613,1,39,28,277,0,95,129.0,109.0
Amani Toomer,47,,NYG,WR,33,16,15,0,0,0,0,0,0,0,0,104,59,760,3,94,156.0,123.5
Roydell Williams,46,,TEN,WR,26,16,14,0,0,0,0,0,2,-17,0,93,55,719,4,94,152.2,121.7
Brandon Stokley,48,,DEN,WR,31,13,9,0,0,0,0,0,1,-6,0,71,40,635,5,93,135.9,112.9
Brian Griese,29,,CHI,QB,32,7,6,161,262,1803,10,12,13,28,0,0,0,0,0,91,102.9,96.9
Julius Jones,43,,DAL,RB,26,16,16,0,0,0,0,0,164,588,2,26,23,203,0,91,120.1,102.6
Deion Branch,49,,SEA,WR,28,11,11,0,0,0,0,0,0,0,0,85,49,661,4,90,142.1,114.6
Chris Brown,44,,TEN,RB,26,12,1,0,0,0,0,0,102,462,5,21,19,128,0,89,113.5,97.5
Donte' Stallworth,50,,NWE,WR,27,16,9,0,0,0,0,0,1,12,0,75,46,697,3,89,137.9,111.9
Justin Gage,51,,TEN,WR,26,16,8,0,0,0,0,0,0,0,0,85,55,750,2,87,144.5,113.5
Rudi Johnson,45,,CIN,RB,28,11,9,0,0,0,0,0,170,497,3,15,13,110,1,87,104.2,90.2
Dennis Northcutt,52,,JAX,WR,30,15,11,0,0,0,0,0,6,27,0,73,44,601,4,87,133.3,107.8
Daunte Culpepper,30,,OAK,QB,30,7,6,108,186,1331,5,5,20,40,3,0,0,0,0,85,88.7,81.2
Kenton Keith,46,,IND,RB,27,16,1,0,0,0,0,0,121,533,3,23,13,77,1,85,100.5,90.5
Trent Edwards,31,,BUF,QB,24,10,9,151,269,1630,7,8,14,49,0,0,0,0,0,82,91.1,86.1
Bobby Wade,53,,MIN,WR,26,16,12,0,0,0,0,0,1,-9,0,84,54,647,3,82,137.3,105.8
Joe Jurevicius,54,,CLE,WR,33,16,12,0,0,0,0,0,0,0,0,81,50,614,3,81,134.4,106.4
Antwaan Randle El,55,,WAS,WR,28,15,13,1,2,19,0,0,4,-3,0,77,51,728,1,81,133.8,103.8
Vincent Jackson,56,,SDG,WR,24,16,16,0,0,0,0,0,0,0,0,80,41,623,3,80,124.3,100.8
James Jones,57,,GNB,WR,23,16,9,0,0,0,0,0,0,0,0,80,47,676,2,80,128.1,100.1
Josh McCown,32,,OAK,QB,28,9,9,111,190,1151,10,11,29,143,0,0,0,0,0,80,91.8,80.3
Ike Hilliard,58,,TAM,WR,31,15,10,0,0,0,0,0,1,6,0,86,62,722,1,79,142.3,106.8
Kellen Clemens,33,,NYJ,QB,24,10,8,130,250,1529,5,10,27,111,1,0,0,0,0,78,92.3,84.3
Andre' Davis,59,,HOU,WR,28,14,8,0,0,0,0,0,0,0,0,63,33,583,3,78,131.8,111.8
Leon Washington,47,,NYJ,RB,25,16,4,1,1,36,0,0,71,353,3,51,36,213,0,78,136.0,110.0
Michael Jenkins,60,,ATL,WR,25,15,6,0,0,0,0,0,0,0,0,85,53,532,4,77,133.2,103.7
Drew Carter,61,,CAR,WR,26,16,7,0,0,0,0,0,0,0,0,75,38,517,4,76,116.7,94.7
Anthony Gonzalez,62,,IND,WR,23,13,9,0,0,0,0,0,0,0,0,51,37,576,3,76,115.6,94.1
Ben Watson,13,,NWE,TE,27,12,8,0,0,0,0,0,1,11,0,49,36,389,6,76,114.5,93.0
Vernon Davis,14,,SFO,TE,23,14,14,0,0,0,0,0,0,0,0,85,52,509,4,75,129.4,99.9
Jabar Gaffney,65,,NWE,WR,27,16,7,0,0,0,0,0,0,0,0,50,36,449,5,75,113.9,92.9
Quinn Gray,34,,JAX,QB,28,8,4,80,144,986,10,5,19,57,0,0,0,0,0,75,82.1,78.1
Muhsin Muhammad,64,,CHI,WR,34,16,16,0,0,0,0,0,0,0,0,81,40,570,3,75,118.0,95.0
Chris Redman,35,,ATL,QB,30,7,4,89,149,1079,10,5,8,16,0,0,0,0,0,75,81.8,77.8
Nate Washington,63,,PIT,WR,24,16,4,0,0,0,0,0,1,0,0,55,29,450,5,75,107.0,89.5
Jesse Chatman,48,,MIA,RB,28,14,6,0,0,0,0,0,128,515,1,37,27,161,0,74,106.1,86.1
Alge Crumpler,15,,ATL,TE,30,14,10,0,0,0,0,0,0,0,0,70,42,444,5,74,119.4,95.4
Mike Furrey,66,,DET,WR,30,16,10,0,0,0,0,0,0,0,0,91,61,664,1,72,136.4,102.9
Kevin Faulk,49,,NWE,RB,31,16,8,0,0,0,0,0,62,265,0,61,47,383,1,71,123.3,93.3
Ernest Wilford,67,,JAX,WR,28,16,14,0,0,0,0,0,0,0,0,74,45,518,3,70,117.8,92.3
Reuben Droughns,50,,NYG,RB,29,16,1,0,0,0,0,0,85,275,6,15,7,49,0,68,77.9,70.9
Darrell Jackson,68,,SFO,WR,29,15,15,0,0,0,0,0,0,0,0,104,46,497,3,68,116.2,89.7
Kolby Smith,51,,KAN,,23,16,6,0,0,0,0,0,112,407,2,30,22,148,0,68,95.5,78.5
Sidney Rice,69,,MIN,WR,21,13,4,2,2,94,0,0,0,0,0,53,31,396,4,67,101.4,82.9
Luke McCown,36,,TAM,QB,26,5,3,94,139,1009,5,3,12,117,0,0,0,0,0,66,73.6,66.1
Bryant Johnson,70,,ARI,WR,26,16,8,0,0,0,0,0,0,0,0,88,46,528,2,65,113.8,87.8
Correll Buckhalter,52,,PHI,RB,29,14,2,0,0,0,0,0,62,313,4,21,12,87,0,64,78.5,69.0
Ladell Betts,53,,WAS,RB,28,16,0,0,0,0,0,0,93,335,1,32,21,174,1,63,89.4,72.4
Marty Booker,71,,MIA,WR,31,15,15,0,1,0,0,0,2,12,0,105,50,556,1,63,115.3,86.8
Brodie Croyle,38,,KAN,QB,24,9,6,127,224,1227,6,6,7,18,0,0,0,0,0,63,69.9,64.9
J.P. Losman,37,,BUF,QB,26,8,7,111,175,1204,4,6,20,110,0,0,0,0,0,63,72.7,64.2
Zach Miller,16,,OAK,TE,22,16,16,0,0,0,0,0,0,0,0,68,44,444,3,62,108.4,82.4
Rex Grossman,39,,CHI,QB,27,8,7,122,225,1411,4,7,14,27,0,0,0,0,0,61,68.1,62.1
Devery Henderson,72,,NOR,WR,25,16,9,0,0,0,0,0,2,20,0,43,20,409,3,61,83.9,70.9
Randy McMichael,17,,STL,TE,28,16,15,0,0,0,0,0,0,0,0,67,39,429,3,61,102.9,80.4
Sammy Morris,54,,NWE,RB,30,6,2,0,0,0,0,0,85,384,3,8,6,35,0,60,68.9,62.9
Chris Baker,18,,NYJ,TE,28,15,15,0,0,0,0,0,0,0,0,61,41,409,3,59,102.4,78.4
Josh Reed,73,,BUF,WR,27,15,9,0,0,0,0,0,4,10,0,88,51,578,0,59,112.8,84.3
Jake Delhomme,40,,CAR,QB,32,3,3,55,86,624,8,1,6,26,0,0,0,0,0,58,61.1,57.6
Musa Smith,55,,BAL,RB,25,16,1,0,0,0,0,0,75,264,2,34,27,192,0,58,90.1,70.1
T.J. Duckett,57,,DET,RB,26,12,1,0,0,0,0,0,65,335,3,7,4,54,0,57,63.4,57.9
Alex Smith,19,,TAM,TE,25,14,14,0,0,0,0,0,0,0,0,53,32,385,3,57,91.5,72.5
Jason Wright,56,,CLE,RB,25,16,1,0,0,0,0,0,60,277,1,37,24,233,0,57,86.5,68.0
Drew Bennett,76,,STL,WR,29,14,1,0,0,0,0,0,0,0,0,73,33,375,3,56,91.0,71.0
Todd Collins,41,,WAS,QB,36,4,3,67,105,888,5,0,8,1,0,0,0,0,0,56,56.6,51.6
D.J. Hackett,74,,SEA,WR,26,6,6,0,0,0,0,0,0,0,0,47,32,384,3,56,91.4,72.4
Matt Jones,75,,JAX,WR,24,12,0,0,0,0,0,0,0,0,0,50,24,317,4,56,82.7,67.7
Ted Ginn,77,,MIA,WR,22,16,9,0,0,0,0,0,4,3,0,71,34,420,2,54,95.8,74.3
Leonard Pope,20,,ARI,TE,24,13,11,0,0,0,0,0,0,0,0,34,23,238,5,54,79.3,64.3
Pierre Thomas,58,,NOR,RB,23,12,1,0,0,0,0,0,52,252,1,23,17,151,1,54,83.3,68.8
Mark Clayton,78,,BAL,WR,25,16,12,0,1,0,0,0,0,0,0,89,48,531,0,53,104.1,77.1
Trent Dilfer,42,,SFO,QB,35,7,6,113,219,1166,7,12,10,25,0,0,0,0,0,53,64.1,57.1
Jeff King,22,,CAR,TE,24,16,16,0,0,0,0,0,0,0,0,80,46,406,2,53,100.6,73.6
Greg Olsen,21,,CHI,TE,22,14,4,0,0,0,0,0,0,0,0,66,39,391,2,53,95.1,72.6
Samkon Gado,61,,2TM,RB,25,8,2,0,0,0,0,0,53,150,4,13,12,106,0,52,69.1,56.6
Leonard Weaver,59,,SEA,RB,25,16,4,0,0,0,0,0,33,146,1,52,39,313,0,52,96.9,71.4
DeShawn Wynn,60,,GNB,RB,24,7,4,0,0,0,0,0,50,203,4,14,9,73,0,52,63.6,56.1
Devard Darling,80,,BAL,WR,25,16,1,0,0,0,0,0,0,0,0,39,18,326,3,51,71.6,59.6
Derek Hagan,79,,MIA,WR,23,16,1,0,0,0,0,0,0,0,0,59,29,373,2,51,83.3,65.8
Marcedes Lewis,23,,JAX,TE,23,16,16,0,0,0,0,0,0,0,0,57,37,391,2,51,91.1,69.6
Ahman Green,62,,HOU,RB,30,6,5,0,0,0,0,0,70,260,2,18,14,123,0,50,70.3,57.3
Eric Johnson,24,,NOR,TE,28,14,12,0,0,0,0,0,0,0,0,63,48,378,2,50,100.3,72.8
Laurent Robinson,81,,ATL,WR,22,15,6,0,0,0,0,0,0,0,0,74,37,437,1,50,89.2,67.2
Trent Green,45,,MIA,QB,37,5,5,85,141,987,5,7,7,32,0,0,0,0,0,49,57.7,53.7
Fred Jackson,43,,BUF,QB,26,8,1,0,0,0,0,0,58,300,0,30,22,190,0,49,77.0,60.0
Brian Leonard,63,,STL,RB,23,16,7,0,0,0,0,0,86,303,0,39,30,183,0,49,84.6,63.6
Lance Moore,83,,NOR,WR,24,16,4,0,0,0,0,0,2,7,1,50,32,302,2,49,82.9,62.9
Roscoe Parrish,82,,BUF,WR,25,16,3,0,0,0,0,0,3,19,1,58,35,352,1,49,92.6,71.6
Brad Smith,44,,NYJ,QB,24,16,9,0,1,0,0,0,12,45,0,67,32,325,2,49,83.5,64.0
Ruvell Martin,84,,GNB,WR,25,15,5,0,0,0,0,0,0,0,0,28,16,242,4,48,66.7,55.2
Steve McNair,47,,BAL,QB,34,6,6,133,205,1113,2,4,10,32,0,0,0,0,0,48,50.7,43.7
Michael Pittman,64,,TAM,RB,32,10,3,0,0,0,0,0,68,286,0,39,26,191,0,48,79.2,59.7
Bo Scaife,25,,TEN,TE,26,16,15,0,0,0,0,0,0,0,0,78,46,421,1,48,96.1,69.1
Vinny Testaverde,46,,CAR,QB,44,7,6,94,172,952,5,6,9,22,0,0,0,0,0,48,55.8,51.3
Gus Frerotte,48,,STL,QB,36,8,3,94,167,1014,7,12,6,3,0,0,0,0,0,47,60.4,55.9
Michael Bennett,65,,2TM,RB,29,14,1,0,0,0,0,0,61,241,1,22,15,101,1,46,66.2,51.7
Chris Henry,85,,CIN,WR,24,8,2,0,0,0,0,0,0,0,0,38,21,343,2,46,70.3,56.8
Brandon Jackson,67,,GNB,RB,22,11,3,0,0,0,0,0,75,267,1,22,16,130,0,46,67.7,53.7
Greg Jones,66,,JAX,RB,26,16,11,0,0,0,0,0,42,119,2,19,11,99,2,46,59.8,51.3
Robert Ferguson,86,,MIN,WR,28,15,8,0,0,0,0,0,0,0,0,61,32,391,1,45,80.1,61.1
Shaun Hill,50,,SFO,QB,27,3,2,54,79,501,5,1,12,14,1,0,0,0,0,45,47.9,43.4
Greg Lewis,88,,PHI,WR,27,15,1,0,1,0,0,0,0,0,0,23,13,265,3,45,59.5,49.0
Billy Miller,26,,NOR,TE,30,16,6,0,0,0,0,0,0,0,0,38,27,328,2,45,74.8,58.3
Alex Smith,49,,SFO,QB,23,7,7,94,193,914,2,4,13,89,0,0,0,0,0,45,49.5,43.5
Jerheme Urban,87,,ARI,WR,27,10,2,0,0,0,0,0,0,0,0,38,22,329,2,45,69.9,55.9
Dominic Rhodes,68,,OAK,RB,28,10,2,0,0,0,0,0,75,302,1,18,11,70,0,43,56.2,46.7
