 ,PosRank,OvRank,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,-0.7,Int,Att,Yds,TD,Tgt,Rec,Yds,TD,FantPt,DKPt,FDPt
Keyshawn Johnson*,5,21,NYJ,WR,26,16,16,0,0,0,0,0,2,60,1,149,83,1131,10,185,271.1,226.6
Duce Staley,13,22,PHI,RB,23,16,13,0,0,0,0,0,258,1065,5,70,57,432,1,186,247.7,212.2
Terance Mathis,6,23,ATL,WR,31,16,16,0,0,0,0,0,1,-6,0,114,64,1136,11,179,246.0,211.0
Adrian Murrell,14,24,ARI,RB,28,15,14,0,0,0,0,0,274,1042,8,27,18,169,2,181,202.1,184.1
Steve McNair,4,25,TEN,QB,25,16,16,289,492,3228,15,10,77,559,4,0,0,0,0,249,262.5,254.0
Vinny Testaverde*,5,26,NYJ,QB,35,14,13,259,421,3256,29,7,24,104,1,0,0,0,0,249,258.1,248.6
Jerry Rice*,7,27,SFO,WR,36,16,16,0,0,0,0,0,0,0,0,151,82,1157,9,174,257.7,212.7
Cris Carter*,8,28,MIN,WR,33,16,16,0,0,0,0,0,1,-1,0,125,78,1011,12,173,254.0,212.0
Ed McCaffrey*,9,29,DEN,WR,30,15,15,0,0,0,0,0,0,0,0,99,64,1053,10,167,233.8,198.3
Joey Galloway,10,30,SEA,WR,27,16,16,0,0,0,0,0,9,26,0,132,65,1047,10,167,246.8,210.8
Jimmy Smith*,11,31,JAX,WR,29,16,15,0,0,0,0,0,0,0,0,133,78,1182,8,166,246.2,203.2
Rod Smith,12,32,DEN,WR,28,16,16,1,1,14,0,0,6,63,0,139,86,1222,6,165,260.1,214.1
Priest Holmes,15,33,BAL,RB,25,16,13,0,1,0,0,1,233,1008,7,62,43,260,0,167,215.3,186.3
Cam Cleeland,2,34,NOR,TE,23,16,16,0,0,0,0,0,0,0,0,88,54,684,6,104,160.9,130.4
Ben Coates*,3,35,NWE,TE,29,14,14,0,0,0,0,0,0,0,0,95,67,668,6,103,172.8,136.3
Trent Green,6,36,WAS,QB,28,15,14,278,509,3441,23,11,42,117,2,2,2,-8,0,233,244.5,230.5
Antowain Smith,16,37,BUF,RB,26,16,14,0,0,0,0,0,300,1124,8,11,5,11,0,162,167.0,159.0
Corey Dillon,17,38,CIN,RB,24,15,15,0,0,0,0,0,262,1130,4,44,28,178,1,161,193.8,172.8
Wayne Chrebet,13,39,NYJ,WR,25,16,15,0,0,0,0,0,0,0,0,115,75,1083,8,156,234.3,193.8
Rocket Ismail,14,40,CAR,WR,29,16,15,0,0,0,0,0,3,42,0,121,69,1024,8,155,225.6,187.1
Tim Brown,15,41,OAK,WR,32,16,16,0,0,0,0,0,1,-7,0,153,81,1012,9,155,237.0,192.0
Chris Chandler*,7,42,ATL,QB,33,14,14,190,327,3154,25,12,36,121,2,1,1,22,0,228,244.5,235.0
Tony Martin,16,43,ATL,WR,33,16,16,0,1,0,0,0,0,0,0,131,66,1181,6,154,223.1,187.1
Mike Alstott*+,18,44,TAM,RB,25,16,16,0,1,0,0,0,215,846,8,30,22,152,1,154,179.3,159.8
Jake Plummer,8,45,ARI,QB,24,16,16,324,547,3737,17,20,51,217,4,0,0,0,0,223,243.2,231.2
O.J. McDuffie,17,46,MIA,WR,29,16,16,0,0,0,0,0,3,11,0,165,90,1050,7,148,241.1,193.1
Frank Wycheck*,4,47,TEN,TE,27,16,16,0,0,0,0,0,0,0,0,91,70,768,2,89,160.8,121.8
Warrick Dunn,19,48,TAM,RB,23,16,14,0,0,0,0,0,245,1026,2,57,44,344,0,149,198.5,170.0
Rickey Dudley,5,49,OAK,TE,26,16,15,0,0,0,0,0,1,-2,0,77,36,549,5,87,125.2,103.7
Jerome Bettis,20,50,PIT,RB,26,15,15,0,0,0,0,0,316,1185,3,23,16,90,0,146,163.5,151.5
Andrew Glover,6,51,MIN,TE,31,16,12,0,0,0,0,0,0,0,0,59,35,522,5,82,120.2,99.7
Karim Abdul-Jabbar,21,52,MIA,RB,24,15,15,0,0,0,0,0,270,960,6,31,21,102,0,142,168.2,150.7
Wesley Walls*,7,53,CAR,TE,32,14,14,0,0,0,0,0,0,0,0,78,49,506,5,81,132.6,105.1
Freddie Jones,8,54,SDG,TE,24,16,16,0,0,0,0,0,0,0,0,111,57,602,3,80,139.7,107.7
Leslie Shepherd,18,55,WAS,WR,29,16,16,0,0,0,0,0,6,91,1,114,43,712,8,136,182.3,157.8
Peyton Manning,9,56,IND,QB,22,16,16,326,575,3739,26,28,15,62,0,0,0,0,0,210,239.3,234.8
Gary Brown,22,57,NYG,RB,29,16,11,0,0,0,0,0,247,1063,5,26,13,36,0,140,155.4,145.4
Mark Chmura*,9,58,GNB,TE,29,15,14,0,0,0,0,0,0,0,0,74,47,554,4,79,128.9,101.9
Carl Pickens,19,59,CIN,WR,28,16,16,0,0,0,0,0,2,4,0,154,82,1023,5,135,218.7,173.7
Dan Marino,10,60,MIA,QB,37,16,16,310,537,3497,23,15,21,-3,1,0,0,0,0,208,221.1,213.6
Frank Sanders,20,61,ARI,WR,25,16,16,0,0,0,0,0,4,0,0,144,89,1145,3,133,223.0,174.0
Muhsin Muhammad,21,62,CAR,WR,25,16,16,0,0,0,0,0,0,0,0,106,68,941,6,132,202.1,164.1
Tony Gonzalez,10,63,KAN,TE,22,16,16,0,0,0,0,0,0,0,0,102,59,621,2,74,134.6,100.6
O.J. Santiago,11,64,ATL,TE,24,16,16,0,0,0,0,0,0,0,0,42,27,428,5,73,102.3,85.3
Bobby Engram,22,65,CHI,WR,25,16,16,0,0,0,0,0,1,3,0,114,64,987,5,129,195.5,160.0
Herman Moore,23,66,DET,WR,29,15,15,0,0,0,0,0,0,0,0,129,82,983,5,128,213.3,169.3
Rob Moore,24,67,ARI,WR,30,16,16,0,0,0,0,0,0,0,0,146,67,982,5,128,198.2,161.7
Charles Johnson,25,68,PIT,WR,26,16,16,0,0,0,0,0,1,4,0,124,65,815,7,128,195.9,160.4
Drew Bledsoe,11,69,NWE,QB,26,14,14,263,481,3633,20,14,28,44,0,0,0,0,0,202,214.2,206.7
Keenan McCardell,26,70,JAX,WR,28,15,15,0,0,0,0,0,0,0,0,113,64,892,6,127,194.2,159.2
J.J. Stokes,27,71,SFO,WR,26,16,11,0,0,0,0,0,0,0,0,93,63,770,8,125,191.0,156.5
Darnay Scott,28,72,CIN,WR,26,13,13,0,0,0,0,0,2,10,0,88,51,817,7,125,178.7,150.2
James Jett,29,73,OAK,WR,28,16,16,0,0,0,0,0,1,3,0,88,45,882,6,125,172.5,147.0
Leroy Hoard,23,74,MIN,RB,30,16,1,0,0,0,0,0,115,479,9,26,22,198,1,128,155.2,137.7
Tyrone Davis,12,75,GNB,TE,26,13,1,0,0,0,0,0,0,0,0,29,18,250,7,67,87.5,75.0
Natrone Means,24,76,SDG,RB,26,10,10,0,0,0,0,0,212,883,5,22,16,91,0,127,145.4,133.4
Chris Hetherington,1,77,IND,,26,14,1,0,0,0,0,0,0,0,0,,0,0,0,,-0.5,-1.0
Robert Thomas,2,78,DAL,,24,16,0,0,0,0,0,0,0,0,0,,0,0,0,,,
John Elway*,13,,DEN,QB,38,13,12,210,356,2806,22,10,37,94,1,1,1,14,0,197,207.5,200.5
Doug Flutie*,12,,BUF,QB,36,13,10,202,354,2711,20,11,48,248,1,0,0,0,0,197,212.7,205.2
Trent Dilfer,14,,TAM,QB,26,16,16,225,429,2729,21,15,40,141,2,0,0,0,0,195,211.8,201.3
Mark Brunell,15,,JAX,QB,28,13,13,208,354,2601,20,9,49,192,0,0,0,0,0,187,200.7,193.2
Kordell Stewart,16,,PIT,QB,26,16,16,252,458,2560,11,18,81,406,2,1,1,17,0,167,190.2,182.2
Rich Gannon,17,,KAN,QB,33,12,10,206,354,2305,10,6,44,168,3,0,0,0,0,155,162.5,152.0
Steve Beuerlein,18,,CAR,QB,33,12,12,216,343,2613,17,12,22,26,0,0,0,0,0,153,161.6,152.1
Troy Aikman,19,,DAL,QB,32,11,11,187,315,2330,12,5,22,69,2,0,0,0,0,150,156.6,152.1
Charlie Batch,20,,DET,QB,24,12,12,173,303,2178,11,6,41,229,1,0,0,0,0,148,159.0,152.0
Neil O'Donnell,21,,CIN,QB,32,13,11,212,343,2216,15,4,13,34,0,0,0,0,0,146,150.0,144.0
Tony Banks,22,,STL,QB,25,14,14,241,408,2535,7,14,40,156,3,0,0,0,0,139,154.0,143.0
Kerry Collins,23,,2TM,QB,26,11,11,170,353,2213,12,15,30,153,1,1,1,-11,0,129,144.2,131.2
Derrick Alexander,30,,KAN,WR,27,15,14,0,0,0,0,0,0,0,0,107,54,992,4,123,180.2,150.2
Napoleon Kaufman,25,,OAK,RB,25,13,13,0,0,0,0,0,217,921,2,36,25,191,0,123,153.2,133.7
Marvin Harrison,31,,IND,WR,26,12,12,0,0,0,0,0,0,0,0,122,59,776,7,122,183.6,151.1
Jim Harbaugh,24,,BAL,QB,35,14,12,164,293,1839,12,11,40,172,0,0,0,0,0,121,134.3,124.8
Reidel Anthony,32,,TAM,WR,22,15,13,0,0,0,0,0,4,43,0,94,51,708,7,119,173.1,144.6
Chris Calloway,33,,NYG,WR,30,16,16,0,0,0,0,0,0,0,0,119,62,812,6,117,181.7,147.2
Jermaine Lewis*+,34,,BAL,WR,24,13,13,0,0,0,0,0,5,20,0,76,41,784,6,116,170.9,145.9
Johnnie Morton,35,,DET,WR,27,16,16,0,0,0,0,0,1,11,0,140,69,1028,2,116,187.9,150.4
Oronde Gadsden,36,,MIA,WR,27,16,12,0,0,0,0,0,0,0,0,87,48,713,7,113,163.3,135.3
Michael Irvin,37,,DAL,WR,32,16,15,0,0,0,0,0,1,1,0,128,74,1057,1,112,188.3,147.8
Michael Westbrook,38,,WAS,WR,26,11,10,0,0,0,0,0,1,11,0,90,44,736,6,111,157.7,132.7
Fred Lane,27,,CAR,RB,23,14,11,0,0,0,0,0,205,717,5,15,12,85,0,110,123.2,112.2
Amp Lee,26,,STL,RB,27,14,2,0,0,0,0,0,44,175,2,84,64,667,2,110,178.7,139.2
Andre Reed,40,,BUF,WR,34,15,13,0,0,0,0,0,0,0,0,109,63,795,5,110,175.5,141.0
Torrance Small,39,,IND,WR,28,16,4,0,1,0,0,0,1,2,0,87,45,681,7,110,158.3,132.8
Terrell Fletcher,28,,SDG,RB,25,12,5,1,1,23,1,0,153,543,5,43,30,188,0,108,143.5,122.0
Bam Morris,29,,2TM,RB,26,12,5,0,0,0,0,0,132,489,8,13,12,95,0,106,119.9,109.4
Erik Kramer,25,,CHI,QB,34,8,8,151,250,1823,9,7,13,17,1,0,0,0,0,103,111.1,106.6
Edgar Bennett,30,,CHI,RB,29,16,13,1,2,18,1,0,173,611,2,44,28,209,0,99,131.7,110.7
Ricky Proehl,41,,STL,WR,30,16,11,0,0,0,0,0,1,14,0,114,60,771,3,99,161.5,128.5
Donnell Bennett,31,,KAN,RB,26,16,10,0,0,0,0,0,148,527,5,20,16,91,1,98,114.8,101.8
Donald Hollas,26,,OAK,QB,31,12,6,135,260,1754,10,16,29,120,1,0,0,0,0,98,115.2,104.2
Terry Glenn,42,,NWE,WR,24,10,9,0,0,0,0,0,2,-1,0,98,50,792,3,97,150.1,122.1
Curtis Conway,43,,CHI,WR,27,15,15,0,1,0,0,0,5,48,0,104,54,733,3,96,152.6,122.1
Warren Moon,27,,SEA,QB,42,10,10,145,258,1632,11,8,16,10,0,0,0,0,0,96,103.3,96.3
Mike Pritchard,44,,SEA,WR,29,16,16,0,0,0,0,0,1,17,0,101,58,742,3,96,156.4,123.9
Terry Allen,32,,WAS,RB,30,10,10,0,0,0,0,0,148,700,2,22,17,128,0,95,115.8,99.3
Kent Graham,28,,NYG,QB,30,11,6,105,205,1219,7,5,27,138,2,1,1,16,0,94,105.2,97.7
Skip Hicks,33,,WAS,RB,24,9,5,0,0,0,0,0,122,433,8,8,4,23,0,94,100.6,95.6
Lamar Smith,34,,NOR,RB,28,14,9,1,2,20,1,0,138,457,1,36,24,249,2,93,121.4,101.4
Bubby Brister,30,,DEN,QB,36,7,4,78,131,986,10,3,19,102,1,0,0,0,0,92,99.6,92.6
Charlie Jones,45,,SDG,WR,26,16,11,0,0,0,0,0,4,39,0,107,46,699,3,92,140.3,113.8
Danny Kanell,29,,NYG,QB,25,10,10,160,299,1603,11,10,15,36,0,0,0,0,0,92,101.7,95.7
Shawn Jefferson,46,,NWE,WR,29,16,16,0,0,0,0,0,1,15,0,79,34,771,2,91,127.6,107.6
Lamar Thomas,47,,MIA,WR,28,16,2,0,0,0,0,0,0,0,0,67,43,603,5,90,136.3,111.8
Billy Davis,48,,DAL,WR,26,16,11,0,0,0,0,0,4,15,0,77,39,691,3,89,130.1,107.1
Sean Dawkins,49,,NOR,WR,27,15,15,0,0,0,0,0,0,0,0,106,53,823,1,88,143.3,112.8
Kimble Anders,35,,KAN,RB,32,16,15,0,0,0,0,0,58,230,1,84,64,462,2,87,154.2,113.2
Courtney Hawkins,52,,PIT,WR,29,15,14,0,0,0,0,0,10,41,0,108,66,751,1,85,153.7,117.2
Andre Rison,50,,KAN,WR,31,14,13,0,0,0,0,0,2,12,0,92,40,542,5,85,127.9,104.4
Billy Joe Tolliver,31,,NOR,QB,32,7,4,110,199,1427,8,4,11,43,0,0,0,0,0,85,90.9,86.4
Floyd Turner,51,,BAL,WR,32,16,3,0,0,0,0,0,0,0,0,57,32,512,5,85,120.2,101.2
Ike Hilliard,53,,NYG,WR,22,16,16,0,0,0,0,0,1,4,0,104,51,715,2,84,136.9,107.4
Tim Biakabutuka,36,,CAR,RB,24,10,3,0,0,0,0,0,101,427,3,10,8,138,1,81,94.0,83.5
Rob Johnson,32,,BUF,QB,25,8,6,67,107,910,8,3,24,123,1,0,0,0,0,81,88.7,81.7
Charles Way,37,,NYG,RB,26,16,15,0,0,0,0,0,113,432,3,40,31,131,1,80,117.3,95.8
Harvey Williams,38,,OAK,RB,31,16,3,1,1,27,0,0,128,496,2,39,26,173,0,80,110.5,90.0
Larry Centers,39,,ARI,RB,30,16,12,0,0,0,0,0,31,110,0,94,69,559,2,79,153.4,112.4
Thurman Thomas,40,,BUF,RB,32,14,3,0,0,0,0,0,93,381,2,32,26,220,1,78,110.1,91.1
Bert Emanuel,54,,TAM,WR,28,11,11,0,0,0,0,0,1,11,0,97,41,636,2,77,120.7,97.2
Steve Stenstrom,33,,CHI,QB,27,7,7,112,196,1252,4,6,18,79,2,0,0,0,0,76,82.0,76.0
John Avery,41,,MIA,RB,22,16,0,0,0,0,0,0,143,503,2,15,10,67,1,75,85.5,75.0
June Henley,42,,STL,RB,23,11,3,0,0,0,0,0,88,313,3,45,35,252,0,75,115.0,91.0
Craig Whelihan,34,,SDG,QB,27,10,7,149,320,1803,8,19,18,38,0,0,0,0,0,74,91.4,83.9
Charlie Garner,43,,PHI,RB,26,10,3,0,0,0,0,0,96,381,4,25,19,110,0,73,97.6,81.6
Ernie Mills,55,,DAL,WR,30,11,1,0,0,0,0,0,3,9,0,41,28,479,4,73,103.8,86.8
Bryan Still,56,,SDG,WR,24,14,9,0,0,0,0,0,0,0,0,79,43,605,2,73,118.5,94.0
Irving Fryar,58,,PHI,WR,36,16,16,0,0,0,0,0,3,46,0,112,48,556,2,72,123.2,96.2
Jeff Graham,59,,PHI,WR,29,15,15,0,0,0,0,0,0,0,0,91,47,600,2,72,122.0,95.5
Jon Kitna,35,,SEA,QB,26,6,5,98,172,1177,7,8,20,67,1,0,0,0,0,72,79.8,73.8
Dedric Ward,57,,NYJ,WR,24,16,4,0,0,0,0,0,2,7,0,59,25,477,4,72,100.4,84.9
Jake Reed,60,,MIN,WR,31,11,11,0,0,0,0,0,0,0,0,68,34,474,4,71,108.4,88.4
Tiki Barber,44,,NYG,RB,23,16,4,0,0,0,0,0,52,166,0,59,42,348,3,69,116.9,89.4
Germane Crowell,61,,DET,WR,22,14,2,0,0,0,0,0,1,35,0,48,25,464,3,68,95.4,79.4
Andre Hastings,63,,NOR,WR,28,16,12,0,0,0,0,0,3,32,0,87,35,455,3,67,104.7,84.2
Yancey Thigpen,62,,TEN,WR,29,9,8,0,0,0,0,0,0,0,0,83,38,493,3,67,108.3,86.3
Amani Toomer,64,,NYG,WR,24,16,0,0,1,0,0,0,0,0,0,53,27,360,5,66,96.0,79.5
Chris Warren,45,,DAL,RB,30,9,0,0,0,0,0,0,59,291,4,16,13,66,1,66,81.7,72.2
Chris Penn,66,,CHI,WR,27,14,1,0,0,0,0,0,0,0,0,62,31,448,3,65,98.3,79.3
Jay Riemersma,13,,BUF,TE,25,16,3,0,0,0,0,0,0,0,0,33,25,288,6,65,92.8,77.3
Tony Simmons,65,,NWE,WR,24,11,6,0,0,0,0,0,0,0,0,55,23,474,3,65,91.4,76.9
Willie Davis,67,,TEN,WR,31,13,10,0,0,0,0,0,0,0,0,58,32,461,3,64,99.1,80.1
Jason Garrett,37,,DAL,QB,32,8,5,91,158,1206,5,3,11,14,0,0,0,0,0,64,67.6,62.6
Darick Holmes,46,,2TM,RB,27,14,4,0,0,0,0,0,95,394,1,24,20,188,0,64,89.7,73.2
Eric Zeier,36,,BAL,QB,26,10,4,107,181,1312,4,3,11,17,0,0,0,0,0,64,69.2,65.2
Aaron Craver,47,,NOR,RB,30,16,10,0,1,0,0,0,45,180,2,47,33,214,2,63,107.4,83.9
Keith Poole,68,,NOR,WR,24,15,4,0,0,0,0,0,0,0,0,51,24,509,2,63,89.9,74.9
Stephen Alexander,14,,WAS,TE,23,15,5,0,0,0,0,0,0,0,0,58,37,383,4,62,101.3,78.8
Kyle Brady,15,,NYJ,TE,26,16,15,0,0,0,0,0,0,0,0,50,30,315,5,62,94.0,75.5
Terry Kirby,48,,SFO,RB,28,9,0,1,1,28,1,0,48,258,3,19,16,134,0,62,84.3,70.3
Robert Brooks,69,,GNB,WR,28,12,12,0,0,0,0,0,1,2,0,62,31,420,3,60,94.2,75.7
Dorsey Levens,50,,GNB,RB,28,7,4,0,0,0,0,0,115,378,1,30,27,162,0,60,93.0,73.5
Tommy Vardell,49,,DET,RB,29,14,9,0,0,0,0,0,18,37,6,24,14,143,1,60,76.5,66.0
Marcus Pollard,16,,IND,TE,26,16,11,0,0,0,0,0,0,0,0,40,24,309,4,59,85.9,70.9
Albert Connell,71,,WAS,WR,24,14,5,0,0,0,0,0,0,0,0,54,28,451,2,57,88.1,71.1
Derrick Mayes,70,,GNB,WR,24,10,6,0,0,0,0,0,0,0,0,51,30,394,3,57,89.9,71.4
Jerome Pathon,73,,IND,WR,23,16,15,0,0,0,0,0,3,-2,0,106,50,511,1,57,109.9,81.9
Mikhael Ricks,72,,SDG,WR,24,16,9,0,0,0,0,0,0,0,0,85,30,450,2,57,89.5,71.0
Irv Smith,17,,SFO,TE,27,16,8,0,0,0,0,0,0,0,0,41,25,266,5,57,84.6,69.1
Isaac Bruce,74,,STL,WR,26,5,5,0,0,0,0,0,1,30,0,48,32,457,1,55,89.7,70.7
Mario Bates,51,,ARI,RB,25,16,1,0,0,0,0,0,60,165,6,1,1,14,0,54,57.9,54.4
Jeff George,38,,OAK,QB,31,8,7,93,169,1186,4,5,8,2,0,0,0,0,0,54,58.1,51.6
Jackie Harris,18,,TEN,TE,30,16,16,0,0,0,0,0,0,0,0,55,43,412,2,53,99.2,74.7
Brandon Bennett,53,,CIN,RB,25,14,1,0,0,0,0,0,77,243,2,12,8,153,0,52,65.1,54.6
Koy Detmer,39,,PHI,QB,25,8,5,97,181,1011,5,5,7,20,0,0,0,0,0,52,59.9,56.4
Curtis Enis,52,,CHI,RB,22,9,1,0,0,0,0,0,133,497,0,8,6,20,0,52,60.2,53.7
Johnny McWilliams,19,,ARI,TE,26,16,15,0,0,0,0,0,0,0,0,33,26,284,4,52,81.4,65.4
Troy Drayton,20,,MIA,TE,28,15,15,0,0,0,0,0,0,0,0,49,30,334,3,51,84.4,66.4
Derrick Mason,75,,TEN,WR,24,16,0,0,0,0,0,0,0,0,0,44,25,333,3,51,78.8,62.8
Bill Schroeder,76,,GNB,WR,27,13,3,0,0,0,0,0,0,0,0,48,31,452,1,51,84.7,65.7
Christian Fauria,21,,SEA,TE,27,16,15,0,0,0,0,0,0,0,0,44,37,377,2,50,89.2,67.2
Dave Moore,22,,TAM,TE,29,16,16,0,0,0,0,0,0,0,0,40,24,255,4,50,76.0,60.5
Stephen Davis,55,,WAS,RB,24,16,12,0,0,0,0,0,34,109,0,31,21,263,2,49,76.2,59.7
Marc Edwards,54,,SFO,RB,24,16,10,0,0,0,0,0,22,94,1,32,22,218,2,49,74.2,60.2
William Henderson,56,,GNB,RB,27,16,10,0,0,0,0,0,23,70,2,49,37,241,1,49,88.6,66.6
Greg Hill,57,,STL,RB,26,2,2,0,0,0,0,0,40,240,4,2,1,6,0,49,52.6,49.1
Brad Johnson,40,,MIN,QB,30,4,2,65,101,747,7,5,12,15,0,0,0,0,0,49,56.9,53.4
Steve Bono,41,,STL,QB,36,6,2,69,136,807,5,4,10,13,0,0,0,0,0,48,52.6,47.6
Eric Green,24,,BAL,TE,31,12,12,0,0,0,0,0,0,0,0,58,34,422,1,48,83.2,61.2
Michael Jackson,77,,BAL,WR,29,13,12,0,0,0,0,0,0,0,0,76,38,477,0,48,88.2,65.7
Pete Mitchell,23,,JAX,TE,27,16,16,0,0,0,0,0,0,0,0,63,38,363,2,48,89.3,67.3
James Allen,59,,CHI,RB,23,6,2,0,0,0,0,0,58,270,1,14,8,77,1,47,57.2,49.7
Keith Byars,58,,NYJ,RB,35,13,8,0,0,0,0,0,4,34,0,40,26,258,3,47,76.2,60.2
James McKnight,78,,SEA,WR,26,14,3,0,0,0,0,0,0,0,0,50,21,346,2,47,70.6,57.1
Jeff Blake,42,,CIN,QB,28,8,2,51,93,739,3,3,15,103,0,0,0,0,0,46,54.4,47.9
Damon Gibson,80,,CIN,WR,23,16,0,0,0,0,0,0,1,9,0,27,19,258,3,45,71.2,57.2
Patrick Jeffers,79,,DAL,WR,25,8,1,0,0,0,0,0,0,0,0,34,18,330,2,45,66.0,54.0
Wade Wilson,43,,OAK,QB,39,5,3,52,88,568,7,4,7,24,0,0,0,0,0,45,51.6,48.1
Brett Bech,81,,NOR,WR,27,16,0,0,0,0,0,0,0,0,0,24,14,264,3,44,61.4,51.4
Elvis Grbac,44,,KAN,QB,28,8,6,98,188,1142,5,12,7,27,0,0,0,0,0,44,58.9,55.4
Anthony Johnson,61,,CAR,RB,31,16,2,0,0,0,0,0,36,135,0,35,27,242,1,44,75.2,54.2
James Stewart,60,,JAX,RB,27,3,3,0,0,0,0,0,53,217,2,8,6,42,1,44,51.9,44.9
Danny Wuerffel,45,,NOR,QB,24,5,4,62,119,695,5,5,11,60,0,0,0,0,0,44,51.3,47.8
Frank Reich,46,,DET,QB,37,6,2,63,110,768,5,4,6,3,0,0,0,0,0,43,49.0,45.0
Mark Carrier,82,,CAR,WR,33,16,1,0,0,0,0,0,0,0,0,51,19,301,2,42,64.1,51.6
Bob Christian,63,,ATL,RB,30,14,11,0,0,0,0,0,8,21,2,28,19,214,1,42,63.0,50.0
Travis Jervey,62,,GNB,RB,26,8,5,0,0,0,0,0,83,325,1,12,9,33,0,42,53.8,46.3
Tony McGee,25,,CIN,TE,27,16,16,0,0,0,0,0,0,0,0,32,22,363,1,42,67.3,53.3
Troy Brown,83,,NWE,WR,27,10,0,0,0,0,0,0,0,0,0,35,23,346,1,41,66.6,52.1
William Floyd,64,,CAR,RB,26,16,13,0,1,0,0,1,28,71,3,37,24,123,1,41,68.9,53.4
Terry Mickens,84,,OAK,WR,27,16,2,0,0,0,0,0,0,0,0,47,24,346,1,41,67.6,52.6
Az-Zahir Hakim,85,,STL,WR,21,9,4,0,0,0,0,0,2,30,1,45,20,247,1,40,62.2,48.7
Roosevelt Potts,65,,BAL,RB,27,16,15,0,0,0,0,0,36,115,0,38,30,168,2,40,74.3,51.3
Kevin Dyson,86,,TEN,WR,23,13,9,0,0,0,0,0,1,4,0,48,21,263,2,39,62.7,49.2
Rodney Peete,47,,PHI,QB,32,5,4,71,129,758,2,4,5,30,1,0,0,0,0,39,45.8,42.3
Will Blackwell,88,,PIT,WR,23,16,1,0,0,0,0,0,0,0,0,55,32,297,1,38,72.2,52.7
Ken Dilger,26,,IND,TE,27,16,16,0,0,0,0,0,0,0,0,48,31,303,1,38,72.3,53.8
Sam Gash*,68,,BUF,RB,29,16,13,0,0,0,0,0,11,32,0,21,19,165,3,38,59.7,47.2
Jacquez Green,87,,TAM,WR,22,12,1,0,0,0,0,0,3,12,0,36,14,251,2,38,58.8,46.3
Robert Holcombe,66,,STL,RB,23,13,6,0,0,0,0,0,98,230,2,11,6,34,0,38,47.4,41.4
Ryan Leaf,48,,SDG,QB,22,10,9,111,245,1289,2,15,27,80,0,0,0,0,0,38,51.6,44.6
Sherman Williams,67,,DAL,RB,25,16,2,0,0,0,0,0,64,220,1,14,11,104,0,38,55.4,43.9
Raymont Harris,69,,GNB,RB,28,8,3,0,0,0,0,0,79,228,1,11,10,68,0,36,47.1,37.6
Eric Bjornson,27,,DAL,TE,27,16,4,0,0,0,0,0,1,7,1,27,15,218,1,35,52.5,42.0
